Praefatio.	Preface.
Postquam compleui uobis o Filii, librum hunc, qui est postremus scientiae in medicina cum complemento ipsius, et consecutus sum finem in eo, ex expositionibus eius, et ipsius declarationibus, uisum est mihi, ut compleam ipsum uobis cum hoc Tractatu qui est pars operationis, id est, chirurgiae cum manu.	After I completed for you, oh sons, this book, which is the last of the science in medicine with its complement, and I reached the end of it, from its explanations and declarations, it seemed to me that I should complete it for you with this Treatise which is a part of the operation, that is, surgery with the hand.
Quoniam operatio cum manu prostrata est in regione nostra, et tempore nostro priuata omnino: donec fortasse periit scientia eius, et abscissum est uestigium eius: et non remanserunt ex ea, nisi descriptiones paruae in libris antiquorum, quas mutauerunt manus: et accidit eis error et haesitatio, donec clausae sunt intentiones eius, et elongata est uis ipsius: Visum est mihi, ut uiuificem eam cum ordinatione huius Tractatus in ea secundum uiam ex positionis, et declarationis, et abbreuiationis: et ut ueniam cum formis ferramentorum Cauterii, et reliquorum instrumentorum operis: cum fit ex declarationis additione, et ex properatione eius quod est necesse.	Since the operation with the hand has been neglected in our region and in our time it has been entirely abandoned; until perhaps its science has perished and its track has been cut off; and there have not remained of it except small descriptions in the books of the ancients, which hands have altered; and error and hesitation occurred to them, until its intentions were closed and its use was prolonged. It seemed to me that I should revive it with the arrangement of this Treatise concerning it, according to the method of exposition, declaration, and abbreviation; and that I should come with the forms of iron instruments of cauterization, and the rest of the instruments of the work; made from the addition of declarations and from the preparation of what is necessary.
Caussa autem propter quam non inuenitur bonus artifex eius cum manu sua in hoc nostro tempore, est: quia ars medicinae est longa, et oportet auctorem eius exercitari ante illud in scientia anatomiae, quam narrauit Galenus, donec sciat iuuamenta membrorum, et ipsorum formas, et eorum coniunctionem, et separationem, et habeat cognitionem ossium, et neruorum, et lacertorum, et numerum ipsorum, et eorum egressionem, et uenarum pulsatilium, et quietarum, et locorum exitus earum.	The reason for which a good artisan of it with his hand is not found in our time, is: that the art of medicine is long, and it is necessary for its author to exercise beforehand in the science of anatomy, which Galen described, until he knows the instruments of the members, and their forms, and their conjunction, and separation, and has cognition of the bones, and nerves, and tendons, and their number, and their origin, and the pulsations of the veins, and the quiet ones, and the places of their exits.
Et propter illud dixit Hippocrates, quod nomen cum nomine est multum, et cum opere est paucum, et praecipue in arte manus.	And because of that, Hippocrates said that the name with the name is much, and with the work is little, and especially in the art of the hand.
Nos uero iam diximus de illo in introitu huius libri.	We have already spoken about that in the introduction to this book.
Quoniam qui non est sciens, quod diximus de anatomia, non euacuatur, quin iam cadat in errorem, quo interficiuntur homines: sicut ego uidi multos ex illis, qui formantur de hac scientia, et iactant se de ea absque scientia, et sine experimento.	Since he who is not knowledgeable about what we have said concerning anatomy, does not understand, and already falls into error, by which men are harmed: just as I have seen many of them, who pretend to be knowledgeable about this science, and boast about it without knowledge, and without experience.
Quod est, quia uidi medicum stolidum secuisse apostema scrophulosum in collo mulieris, et incidit quasdam arterias in collo: quare fluxit sanguis mulieris, donec cecidit mortua inter manus eius.	What happened was that the surgeon cut a stubborn tumor of the aposteme scrofula on the neck of a woman and cut some arteries on the neck so the woman's blood flowed until she fell dead at his hands.
Et uidi medicum alium, qui praesumpsit ut extraheret lapidem uiro, qui processerat in aetate, et lapis erat magnus.	And I saw another surgeon who presumed to extract a stone from a man which had grown during his lifetime and the stone was large.
Peruenit ergo ad eum, et extraxit ipsum cum frusto uesicae.	He therefore cut to it, and extracted it with a piece of the bladder.
Quare mortuus est uir in tertio die.	So the man died on the third day.
