Ayssi comensan las paraulas de Albucasim .	Thus begin the words of Albucasis.
O, filhs, pus yeu he a vos complit aquest libre, le qual es le derier de la sciencia de medicina, per le compliment de lu so consequit la fi en lu, e per las exposicios de lu, e per las declaracios de lu, es a mi vist que yeu complesca aquel a vos am aquest tractat, le qual es partida de la operacio am ma, so es cyrurgia.	O, filhs, pus yeu he a vos complit aquest libre, le qual es le derier de la sciencia de medicina,
Quar la operacio am ma es prostrada en nostre regio e en nostre temps de tot privada, entro que fort leu peric la sciencia de lu, e le vistigi de lu es ostat; e no romasero de lu sino alcunas petitas descripcios en les libres dels Antics, les quals mudero las mas e endevenc ad aquels error e heyssitacio entro que son clausas las entencios de lu e es elonguada la forsa de lu e l’art.	For the operation with hands is considered in our region and our time totally private, except that it strongly risks its knowledge and its traces remain; and nothing of it remains but some small descriptions in the books of the Ancients, which have changed much and led to those errors and superstitions where the meanings of it are closed off and its force and art are weakened.
E es vist a mi que yeu vivifique aquela am ordenacio de aquest tractat en aquela segon la via de exposicio e de declaracio e de abreviacio; e per que vengua am las formas dels ferramentz de cautheri e dels autres instrumentz de la obra cum sia per addicio de la declaracio, e per preparacio de lu, la qual causa es necessaria.	And it seems to me that I revitalize that with the order of this treatise in such a way through exposition and declaration and abbreviation; and so that it comes with the forms of the tools of cautery and of the other instruments of the work as if by addition of the explanation, and for preparation of it, which cause is necessary.
Mays la causa per la qual no es atrobat bo artifex am la sieua ma en aquest nostre temps, es quar la art de medicina es longua, e que cove le sieu actor denant aquo esser excercitat en la sciencia de anotomia la qual recontec Gualia entro que sapia les juvament dels membres e las formas de aquels, e la conjunctio e la separacio de lor; e haia la conoyssensa dels osses, dels nervis e dels lacertz, e·l nombre de aquels, e la egrecio de lor; e de las venas pulsatils e de las quietas, e dels locs del eyssiment de lor.	More the cause for which no good artisan is found with his skill in this our time, is that the art of medicine is long, and that it requires its practitioner to be exercised in the science of anatomy, which Galen recounts within what he knew of the joints of the members and their forms, and the conjunction and separation of them; and had knowledge of the bones, nerves, and ligaments, and their number, and their extension; and of the pulsating veins and the quiet ones, and the places of their emission.
E per aquo ditz Ypocras que am u nom es mot, mays en l’obra petit, e majorment en la art de la ma.	And for this reason Hippocrates says that in the name it is much, but in the deed little, and especially in the art of the hand.
Mays nos ja avem dit de aquel en l’introit de aquest libre; quar qui no es scient aquo que li avem dit de anotomia, no es evacuat que no caia en error per la qual siran mortz les homes, ayssi cum yeu he vist trops de aquels, quar alscus son formatz en esta sciencia e gettan se de aquela ses sciencia e ses experiment.	But we have already said about this in the introduction of this book; for whoever is not knowledgeable about what we have said regarding anatomy, will not avoid falling into error through which many people may die, as I have seen too many of those who are formed in this science and destroy themselves with their own knowledge and experience.
Quar yeu vi un metge folh e enperit aver incidit un apostema escrophilos en le colh de una femna, e incidic alcunas arterias del colh per que fluic gran sanc entro que la femna cazec morta entre las mas de lu.	For I saw an inexperienced and ignorant doctor incise an scrotal abscess on a woman's groin, and accidentally cut some arteries in the groin, causing a great deal of blood to flow, so that the woman died in the arms of those attending her.
E vi un autre metge que pres que el traguera una peyra d’un home le qual avia procesit en sa etat, e la peyra era gran, e venguet a lu e trayssec aquela peyra am un tros de la vesiqua, per que aquel home al tertz dia es mort.	And I saw another doctor who attempted to remove a stone from a man who had suffered in his condition, and the stone was large, and he came to him and extracted that stone with a piece of the bladder, for which that man died on the third day.
E yeu ja apelat fuy a estrayre aquela, e vi que per la grandesa de la peyra e per la disposicio del malaute conogui subre lu que morira.	And I have already attempted to extract it, and saw that due to the size of the stone and the position of the patient, I understood that he would die.
E vi un autre metge le qual prenia stipendic de un duc de nostra terra per cyrurgia, e endeven a un crastrat negre le qual era deves lu fractura en la coyssa de lu; e perparec le metge am la sua ignorancia, estrayssec la fractura, sobre la plagua, am pulvinas e astelas am forta strectura, e no layssec a la plagua espiracio.	And you saw another doctor who was receiving payment from a duke of our land for surgery, and he came to a castrated black man who had a fracture in his thigh; and the doctor prepared with his ignorance, extracted the fracture, on the wound, with cushions and splints with strong binding, and did not allow the wound to breathe.
E aprop le desliet segons los sieus desiriers, e aprop le relieg, e aprop le leyssec per alcus jorns e comandec que nos deslies le liament; e estec ayssi entro que la coyssa e·l pe foro apostematz, e pervenguet a perdicio.	And then loosen the bandage according to his desires, and raise him up, and let him rest for some days and command that we loosen the binding; and thus stay until the thigh and foot become free of inflammation and reach recovery.
E yeu fuy apelat a lu, e aparelhegui a desliar le liament, e conseguida es tranquilitat e enayssi amermet de sas dolors.	And I was called to him, and prepared to loosen the binding, and calm was achieved and relief came from his pains.
Mays empero ja corrupcio era confermada en le membre, per que no pogui refrenar aquela, e no cessec perambular la corrupcio en le membre entro que·l malaute peric.	However, if corruption was already confirmed in the limb, because it could not be restrained, and the corruption did not cease to spread within the limb until the patient was in peril.
E vi un autre metge le qual perforec un apostema cancros, e fo ulcerat aprop alscus dias, entro que foc magnificada la malicia de lu am lo senhor de lu.	And you see another doctor who perforated a cancerous abscess, and it became ulcerated around ten days later, during which time the malignancy of it was increased by its lord.
La qual causa es quar le cranc caut es pur de humor melencolic, lahoras no cove que pervengua a lu am ferr de tot, sino que sia an membre le qual suffertes que de tot fos hostat.	Here is the translation of the given sentence:
E per aquo, filhs, necessari es a vos que la operacio am ma sia devisada en dos devesios: so es en operacio a lu qual es associada salut, e en obra am la qual es perilh en las majors disposicios.	And by this, sons, it is necessary for you that the operation be divided into two parts: one part of the operation which is associated with health, and one part in which there is danger in the most critical dispositions.
E yeu ja he exsitat aquo en tot loc de aquest libre en le qual venc opperacio en la qual es error e temor; per que necessari es a vos que guardetz aquo e layssetz aquel, per que les folhs no atrobo via a parlar e a vos desonestar.	And I have already pointed this out throughout this book where I describe an operation that involves error and fear; therefore, it is necessary for you to keep this in mind and let go of the other, so that the pages do not provide a way to speak and dishonor you.
E donc prenetz las vostras armas am sollicitut e am proteccio de Dieu , e les vostres malautes am falicitat e am fermetat.	And therefore, take up your arms with diligence and the protection of God, and face your illnesses with happiness and firmness.
E usatz de la milhor via per la gracia de Dieu perdusent a salut e a lausabla successio, e laysatz las malautias terriblas de difficil sanacio, e ostatz las vostras armas de aquo que vos fa temer, per so que ysitatio en vostra fe e en le vostre nom no vos evasisca: quar mays es remanent a la vostra gloria, e pus aut en le mon e en derier a las vostras sanctitatz.	And use the best way by the grace of God to achieve salvation and honorable success, and avoid terrible illnesses that are difficult to heal, and keep your defenses against what makes you fear, so that hesitation in your faith and in your name does not escape you: for more enduring is your glory, and greater still in this world and afterwards in your sanctity.
Gualia ja diyssec en alcunas sieuas monicios:	Gualia already discusses in some of his monographs:
“No mediquetz malautia mala, per so que mals metges no siatz nompnatz”.	Do not treat bad illnesses, lest you be named a bad doctor.
E yeu ja he devesit aquest libre segontz tres capitols.	And I have divided this book into three chapters.
Comensa la divisio del libre, e primier de la primieyra partida.	Begin the division of the book, and first of the first part.
Le primier capitol ordenat del cap entro·s pes, en las formas dels instrumentz e en les ferrementz dels cauteris, e de aquo que necessari es en la opperacio.	The first chapter is ordered concerning the insertion into the feet, in the forms of the instruments and in the tools of the cauteries, and of what is necessary for the operation.
La divisio de la segonda partida.	The division of the second part.
Le segon capitol, de siccio e perforacio, e de ventosas, e de plaguas, e de extractio de sagetas e de semblantz ad aquelas, tot capitolat e ordenat de las formas dels instrumentz.	The second chapter, on drying and puncturing, and on cupping, and on plasters, and on the extraction of arrows and similar objects, all chaptered and ordered according to the forms of the instruments.
Divisio de la tersa partida.	The division of the third part.
Le tertz capitol, de restauracio e de dislocacio, e de curacio de torcio e de semblantz ad aquels; capitol ordenat del cap entro·s pes, e de las formas dels instrumentz.	The third chapter, on restoration and dislocation, and on the treatment of sprains and similar conditions; a chapter ordered concerning insertion into the feet and the forms of the instruments.
De cauteri am foc e am medicina aguda e rememoracio de la opperacio.	On cauteries with fire and sharp medicine and a reminder of the operation.
Am aquel comensa le tractat de tot le libre.	With this, the treatise on the entire book begins.
Cove que yeu digua la qualitat dels juvamentz de aquel cauteri e dels noccumentz de lu, e en qual compleccio sia prohibit cauteri.	It is necessary for me to speak of the benefits of that cautery and its harms, and in what conditions the use of a cautery is prohibited.
Donc dic que·l sermo de la qualitat del juvament de cauteri e del noccument de lu es sermo lonc e prolixs, e subtil per sciensa, e secret amaguat; e ja de lu a parlat gran multitut de savis, e de lu se son desacordatz, et a mi abasta un petit dels sermons de lor, temen perlonguacio.	Therefore, I say that the discussion about the quality of the usefulness and harm of cauterization is long and verbose, subtle by science, and secretive; and many wise people have already spoken much about it, and there are disagreements among them, and for me a small part of their discussions is enough, fearing lengthiness.
E donc dic que cauteri comfereys a tota compleccio universalment la qual es am materia o ses materia, exceptat dos compleccios, las quals son compleccios caudas ses materia .	And therefore, I say that cautery is beneficial to all complexions universally, whether they are with matter or without matter, except for two complexions, which are cold complexions without matter.
En la compleccio cauda e secca am materia se desecordero; quar alcus dyssero que cauteri es juvatiu ad aquela, e les autres dyssero le contrari de aquel, que cauteri no es convenient en malautia la qual es per qualiditat e per siccitat, quar natura del foc es qualiditat e siccitat, e enconvenient es que malautia cauda e secca am aquo que es caut e sec sia sanada.	In the cold and dry complexion with matter, there is disagreement; for some say that cautery is beneficial for that, and others say the opposite, that cautery is not suitable for a disease that is by quality and dryness, because the nature of fire is quality and dryness, and it is inappropriate for a cold and dry disease to be treated with something that is burnt and dry.
E diysec aquel que ditz le contrari de aquel, que per cauteri es fayt juvament en tota malautia cauda e secca que ve en les cors dels homes, quar quan tu comparas le cors de home e las humiditatz de lu a la compleccio del foc, atrobas le cors de home freg.	And let it be said by those who argue the opposite, that cautery brings benefit to all cold and dry diseases that occur in human bodies, because when you compare the body of a person and its moistures to the nature of fire, you find the human body to be moist.
E yeu dic per le sermo de aquel, que esperiment aquo ja a mi alscunas vetz a descubert.	And I say by the speech of that person, who has experienced this several times to my observation.
Mays empero no cove que vengua sobre aquo aquel que ja es exproat e excersitat en le capitol de cauteri per derier exercici, e a conogut la diversitat de la compleccio dels homes e la disposicio de las malautias en lor meteyssas, e las causas de aquelas, e·ls accidentz de lor, e l’espasi del temps de aquelas.	However, it is not necessary for someone who has already been thoroughly instructed and exercised in the chapter of cautery through prior practice, and who has understood the diversity of human composition and the disposition of diseases within them, and their causes, as well as the accidents related to them, and the duration of these.
Mays en las autras compleccios, no es sobre vos temor, e majorment en las malautias fregas e humidas, quar ja totz les metges se son acordatz sobre aquels, e no so desecordatz en le juvament am cauteri en aquelas.	However, in other compositions, there is no need for fear, especially in cold and wet diseases, because all doctors agree on these, and they do not disagree about treating them with cautery.
E sapiatz, filhs, que del secret de curacio per cauteri am foc e de la bontat de lu, so sobre cauteri am medicina comburent, es quar le foc es simple, la accio del qual no perven sino al membre le qual es cauterizat e no notz al autre membre am lu ajustat sino am petit nocument.	And know, sons, that the secret of healing through cautery with fire and its effectiveness lies in cautery using combustible medicine, because fire is simple, and its action only reaches the member being cauterized and does not affect the adjacent member except with minimal harm.
Mays la accio de medicina comburent perven ad aquel en les membres le qual de lu alunhat, e fort leu fa venir en le membre malautia de dificil sanacio e fort leu ausit.	However, the action of combustible medicine reaches those members to which it spreads, and it can greatly bring about difficult-to-heal diseases in the affected member and severely aggravate them.
Mays le foc, per la sua sublimitat e de la sua substancia bontat, no fa aquo sino que superfluisca E ja es a nos conogut per experiment e per longitut de servitut de studi am l’art sobre le veritat de las causas; e per aquo yeu so excusat de la longitut del sermo E si no fos que no es legut al mieu libre en aquest pausero a vos secret amaguat am le foc, e la qualitat de la operacio de lu en les cors e de la sieua expulcio per la qual expellis las malautias, am sermo philosophic demostratiu, le qual siria acuit en las vostras pessas.	However, fire, by its sublimity and the goodness of its substance, does not do this but rather purges. We have already known through experience and long study of the art about the truth of causes; and for that reason, I am excused from the lengthiness of speech. And if it were not for the fact that my book has not been read in this brief pause, where the secret is hidden with fire, and the quality of its operation on bodies and its expulsion by which diseases are expelled, demonstrated with philosophical argumentative speech, which would sharpen your minds.
E sapiatz, filhs, que els se desacordan del temps en le qual es convenient far cauteri e pausan le milhor temps de primaveyra.	And know, sons, that they forget the time in which it is appropriate to perform cautery and pause at the best time of spring.
E yeu dic que cauteri es convenient en tot temps, per so que le nocument per le temps accident es submergit en le juvament de aquo que am le cauteri es atirat, e majorment si le cauteri es per dolors o de dolors necessaries, fortz e fistinas, las quals no suffertan tarditat per so que es temut de aquelas que vengua malicia, que es major que petit nocument entrant per lo temps.	And I say that cautery is appropriate at all times, so that the harm caused by accidental time is overshadowed by the benefit of what is drawn out with the cautery, and especially if the cautery is for necessary pains or severe pains, which do not tolerate delay because it is feared that mischief may come from them, which is greater than a small harm entering over time.
E aysso no catz en vostras pessas, o, filhs, aquo no estiman sino le poble vulguar e les fols metges, so es que ad aquela malautia que es sanada per cauteri no es redicio tot temps, e pausan aquel consequen.	And this does not fall into your feet, or, sons, this is not esteemed except by the common people and foolish doctors; therefore, to that disease which is cured by cautery it is not recommended at all times, and they pause on that consequence.
E la causa no es ges ayssi quo els cuydan per aquo, quar cauteri no es sino en loc de medicina la qual altera la compleccio e esicca las humiditatz las quals son causa per que veno las dolors.	And the cause is not as they think it to be for this reason, because cautery is merely a medical procedure that alters the composition and dries out the humors which are the cause of the pain.
Mays empero cauteri superflueys sobre la medicina per volicitat de la sua valitut e vertut de la sua operacio e grandesa del sieu senhor.	But nevertheless, cauteries are excessive in medicine due to the desire for its health benefits and the power of its operation and the greatness of its master.
E es possible que la sua malautia retorne en alcuna hora del temps, segon la compleccio del malaute e la locacio de la sua malautia, e la vertut de lu, e aquo que es preparat en le cors de lu de la agreguacio de las superfluitatz en lu, e aquo que es pervengut a lu en la sua acquisicio en viandas e semblantz de aquelas causas; sino que la malautia en la qual sia aministrat cauteri sia malautia subtil en membre de paucas superfluitatz e humiditatz, ayssi cum cauteri de dent per dolor e semblantz ad aquel, possible es que en lu no retorne aquela dolor, mays aquo se fa en petitz.	And it is possible that his illness may return at some time in the future, according to the condition of the patient and the location of their illness, and their strength, and what is formed within the body from the accumulation of excesses within them, and what they acquire through food and similar causes; but for the illness in which a cautery is administered, it should be an illness subtle in limbs with few excesses and moistures, just as in dental cauterization for pain and similar cases, it is possible that no such pain will return to him, though this is done in small measure.
E mays sermo vulgar es que cauteri es le derier remezi de medicina, e es sermo dreyturier, no ad aquo que els entendo en lu, quar els crezo que no es curacio que aprofieyta am medicina ni am autra causa aprop cauteri.	And it is commonly said that cautery is the last resort of medicine, and this saying is true, not in the sense that those who understand it mean, for I believe that it is not a cure that benefits through medicine or any other cause before cautery.
E la causa es en contrari de aquo; e la entencio que cauteri es le derier remezi de medicina no es sino quan administram las manieyras de curacio en alcunas malautias, e aquelas medicinas no conferieysso, e aprop en la fi de la causa aministra hom cauteri, e aprofieyta ad aquela.	And the cause is contrary to that; the intention that cautery is the last resort of medicine is only when we administer methods of cure in some illnesses, and those medicines do not confer benefit, and then at the end of the treatment, cautery is administered, and it proves effective for that.
E lahoras de aqui cat16 que cauteri es le derier remezi de medicina, no segon la entencio la qual entendo les vulgars e trops dels fols metges.	And from here on out, the cautery is considered the last resort of medicine, not according to the understanding that the common people and many foolish doctors have.
E diyssero les antics que cauteri am aur es milhor que cauteri am ferr, e no diyssero aquo sino per la equalitat del aur e sublimitat de la sua sustancia.	And the ancients said that cautery with gold is better than cautery with iron, and they said this only because of the purity of gold and the excellence of its substance.
E diyssero que le loc de cauteri no fa brac, cum aquo no sia absolutament vertat, quar yeu ja he aquo proat e he atrobat que aquel no fa aquo sino en alcus cors ses les autres, e cauteri am aquel es bo e milhor que am ferr ayssi quo els diyssero; mays empero quan tu fas cauteri am foc am de aur, no es a tu declarat, quar es egnit segon la quantitat que tu vols per la rugor de l’aur, e quar prepara a recebre freg; e si ajustas sobre lu ignicio se fon l’aur per le foc, e caso en le foc alcunas laminas per que le artifex catz per la occupacio de aquel.	And they said that the site of cautery does not matter, which is not absolutely true, for I have tested this and found that it is only effective in some bodies but not others, and cautery with gold is good and better than with iron as they said; however, when you perform cautery with fire using gold, it is not straightforward, for it ignites according to the amount you want due to the hardness of the gold, which prepares it to receive heat; and if you place it over fire, the gold melts from the heat, causing some sheets to fall into the fire, which can occupy the craftsman.
E per aquo es fayt cauteri am ferr deves nos pus leugerament e pus propdanament a rectitut de operacio.	And because of this, cautery with iron should be performed more lightly and more carefully to ensure the correctness of the operation.
E yeu ja he ordenat aquest capitol en le cauteri segon capitols, et he ordenat aquels del cap entro les pes, per so que aleugo le demandant aquo que vol de lu.	And I have already arranged this chapter concerning cautery according to sections, and I have ordered those of the head among the feet, so that I can quickly provide the inquirer with what they seek from it.
De cauteri de dolor de cap per frigiditat e humiditat.	Of cautery for headache caused by coldness and humidity.
Le capitol primier.	The first chapter.
Aquesta cauterizacio confereys a la humiditat e frigiditat sobre le servel accident de la qual so doas causas, so es causa de soda e multitut de flux raumatic, apelat corissa, del cap a las partidas dels huelhs e de las aurelhas fluent, e multitut de dormir, e de dolor de dentz e del guolayro, e universalment de tota malautia que ve per fregiditat, ayssi cum paraliticament, sodo e apoplexio, e semblantz en aquelas malautias.	This cautery is applied to humidity and coldness on the affected area, which are the causes of excessive sweating and rheumatic fluxes called running from the head to the regions of the eyes and ears, as well as causing much sleepiness, toothache, and throat pain, and generally all diseases that come from cold, such as paralysis, apoplexy, and similar ailments.
La forma de aquesta cauterizacio es aquesta, que primieyrament comandes al malaute que sia evacuat am medicina lacsativa le cap mondificant, per tres o per quatre nueytz, segon que exhigeys la vertut del malaute e la edat de lu e la sua costuma.	The form of this cautery is as follows: first, command the patient to be purged with a laxative medicine for cleansing the head for three or four nights, according to the strength of the patient, their age, and their habits.
E aprop comanda li que raza le sieu cap am razor, e aprop fay aquel sezer entre las tuas mas sobre una banca cayrada e que pause las suas mas sobre le pietz sieu.	And then command that they shave their head with a razor. Then have the patient sit between your hands on a lowered bench and place their hands on their feet.
E aprop pausa la razit de la tua palma aprop le pous sobre la razit del nas entre les huels sieus.	Then place the tip of your palm near the root of the nose between their eyes.
Mays empero, cum le tieu dit del mieg loc es pervengut, signa aquel loc am tenta, e aprop igneys le cauteri olivar del qual aquesta es la forma:	However, when the middle part of the area you mentioned has been reached, mark that spot with a probe, and then ignite the olive-shaped cautery, which is of this form:
E aprop pausa aquel sobre le loc senhat am tenta, a manieyra que descent, am la qual la tieua ma sia constrengida petit a petit, e tu revolveys aquel.	And then place that over the marked area with caution, in such a way that it descends gradually, with which your hand is pressed little by little, and you turn that.
E aprop leva la tua ma leugerament e reguarda le loc, e si veses ja del os esser descubert alcuna quantitat del cap, ayssi cum la quantitat de gra de errs, lahoras eleva la tua ma, e si no torno la tua ma am aquel ferr, am autre de aquel, si es enfrigidat, entro que sia vist del os aquo que yeu he dit a tu.	And then lift your hand gently and look at the area, and if you see that any amount of bone is uncovered, like the size of a grain of barley, then raise your hand, and if it does not return by lifting with that tool, try another one, and if it has cooled down, until you can see the bone as I have told you.
E aprop pren un petit de sal e disolveys aquel sobre le loc e leyssa aquel per tres jorns.	And then take a little salt and dissolve it over the area and leave it for three days.
E aprop pausa sobre lu coto enbegut en boder e leyssa aquel sobre lu entro que sia destrusida la scara del foc.	And then place over it a cloth soaked in vinegar and leave it there until the heat of the burn is destroyed.
E aprop cura le loc am anguent tetrafarmacon entro que sia sanat.	And then treat the area with a tetrapharmacum ointment until it is healed.
E ja diyssero que quant la plagua roman uberta, tant mielhs geta le brac, per que es milhor e mays juvatiu.	And they have also said that when the wound remains open, it is better to wash it with honey, because it is better and more beneficial.
E diyssero alcus de lor que sia cauterizada la codena entro al os, e sia tengut le cauteri entro que sia adhurida alcuna partida de la specitut del os.	And some of them say that the area around the bone should be cauterized, and the cautery should be held until some part of the substance of the bone adheres to it.
E aprop sia ras aquo que es adhust del os, e aprop sia curat.	And then scrape away what is attached to the bone, and then clean it.
E diyssero autres que am lo cauteri pervengua al derier, entro que enprema en le os forta enprecio entro que le os caga, e aquesta es la forma de alphecati petit:	And others said that with the cautery, one should reach the rear area, pressing strongly into the bone until it smokes, and this is the method of performing a small alveolation.
E estiman de aquel loc expiran la vapors del cap.	And they believe that from that place, vapors emanate from the head.
E sia tenguda la plagua uberta per lonc temps, e aprop sia curada entro que sia consolidada.	And the wound should be kept open for a long time, and then it should be treated until it is healed and solidified.
Mays a mi no so vistas aquestas doas specias de cauteri de tot, sino en alcus homes segon via de temor; e layssa aquel, deves mi, milhor es am salut, quan es; quar le cap es develitat per solucio de continuitat de lu ayssi cum havem testificat en les autres membres, e majorment quan le cap del malaute es de freul natura.	But I have not seen these two types of cautery used on everyone, but rather in some people out of necessity; and leave that aside, you must tell me, it is better for health when it occurs; for the head is affected by a disruption of continuity in this way as we have testified in other body parts, and more so when the patient's head is of a fragile nature.
E la specia de cauteri primieyra es mays salva e milhor deves mi; e de aquela husi e am aquela obra am salut.	And the first type of cautery is safer and better, you must tell me; and with that method and by working in this way, it is more beneficial to health.
Capitol segon.	Second chapter.
Del cauteri del cap.	About the cautery of the head.
