Praefatio.	Preface.
Postquam compleui uobis o Filii, librum hunc, qui est postremus scientiae in medicina cum complemento ipsius, et consecutus sum finem in eo, ex expositionibus eius, et ipsius declarationibus, uisum est mihi, ut compleam ipsum uobis cum hoc Tractatu qui est pars operationis, id est, chirurgiae cum manu.	After completing for you, my sons, this book, which is the final work on medical science with its complement, and having reached the end of it through his expositions and explanations, I saw that it was necessary to complete it for you with this treatise, which is part of practical application, that is, surgery by hand.
Quoniam operatio cum manu prostrata est in regione nostra, et tempore nostro priuata omnino: donec fortasse periit scientia eius, et abscissum est uestigium eius: et non remanserunt ex ea, nisi descriptiones paruae in libris antiquorum, quas mutauerunt manus: et accidit eis error et haesitatio, donec clausae sunt intentiones eius, et elongata est uis ipsius: Visum est mihi, ut uiuificem eam cum ordinatione huius Tractatus in ea secundum uiam ex positionis, et declarationis, et abbreuiationis: et ut ueniam cum formis ferramentorum Cauterii, et reliquorum instrumentorum operis: cum fit ex declarationis additione, et ex properatione eius quod est necesse.	Since practical work with the hands has been abandoned in our region and our time: until perhaps its knowledge is lost, and its traces are completely erased; and there remain only small descriptions in old books, which have been altered by hand: and these have suffered errors and uncertainty, until their intentions are misunderstood and their meaning distorted; I saw that it was necessary to revive it with the ordering of this treatise on practical application according to the way of exposition, explanation, and abridgment: and to come with descriptions of the forms of cautery instruments and other tools for the work: which is done by adding explanations and detailing what is necessary.
Caussa autem propter quam non inuenitur bonus artifex eius cum manu sua in hoc nostro tempore, est: quia ars medicinae est longa, et oportet auctorem eius exercitari ante illud in scientia anatomiae, quam narrauit Galenus, donec sciat iuuamenta membrorum, et ipsorum formas, et eorum coniunctionem, et separationem, et habeat cognitionem ossium, et neruorum, et lacertorum, et numerum ipsorum, et eorum egressionem, et uenarum pulsatilium, et quietarum, et locorum exitus earum.	The reason why a good practitioner of this skill with his own hands is not found in our time is: because the art of medicine is long, and its author must be trained beforehand in the science of anatomy, as described by Galen, until he knows the helpful parts of members, and their shapes, and their joining together, and separation, and has knowledge of bones, nerves, sinews, and their number, and their course, and the pulsating and quiet veins, and the places where they exit.
Et propter illud dixit Hippocrates, quod nomen cum nomine est multum, et cum opere est paucum, et praecipue in arte manus.	And for this reason Hippocrates said that the name is great with a name but little with a deed, and especially in the art of the hand.
Nos uero iam diximus de illo in introitu huius libri.	We have indeed spoken of this in the introduction to this book.
Quoniam qui non est sciens, quod diximus de anatomia, non euacuatur, quin iam cadat in errorem, quo interficiuntur homines: sicut ego uidi multos ex illis, qui formantur de hac scientia, et iactant se de ea absque scientia, et sine experimento.	Since those who are not knowledgeable about what we have said regarding anatomy cannot be evacuated without already falling into error, by which people are killed: just as I have seen many of them who are taught in this science and boast themselves about it without knowledge and without experience.
Quod est, quia uidi medicum stolidum secuisse apostema scrophulosum in collo mulieris, et incidit quasdam arterias in collo: quare fluxit sanguis mulieris, donec cecidit mortua inter manus eius.	What happened is because I saw a foolish physician cut away a scrofulous abscess on a woman's neck and he cut some arteries in her neck: therefore the woman's blood flowed until she fell down dead between his hands.
Et uidi medicum alium, qui praesumpsit ut extraheret lapidem uiro, qui processerat in aetate, et lapis erat magnus.	And I saw another physician who presumptuously attempted to remove a stone from an elderly man, and the stone was large.
Peruenit ergo ad eum, et extraxit ipsum cum frusto uesicae.	It therefore happened to him that he removed it along with a piece of the bladder.
Quare mortuus est uir in tertio die.	Therefore, the man died on the third day.
