Praefatio.	Preface.
Postquam compleui uobis o Filii, librum hunc, qui est postremus scientiae in medicina cum complemento ipsius, et consecutus sum finem in eo, ex expositionibus eius, et ipsius declarationibus, uisum est mihi, ut compleam ipsum uobis cum hoc Tractatu qui est pars operationis, id est, chirurgiae cum manu.	After I have completed for you O Sons the book which is the ultimate science in medicine with its complement and having reached the end of it from its expositions and declarations, it appeared to me that I should complete it for you with this Treatise, which is a part of practical application, that is surgery using hands.
Quoniam operatio cum manu prostrata est in regione nostra, et tempore nostro priuata omnino: donec fortasse periit scientia eius, et abscissum est uestigium eius: et non remanserunt ex ea, nisi descriptiones paruae in libris antiquorum, quas mutauerunt manus: et accidit eis error et haesitatio, donec clausae sunt intentiones eius, et elongata est uis ipsius: Visum est mihi, ut uiuificem eam cum ordinatione huius Tractatus in ea secundum uiam ex positionis, et declarationis, et abbreuiationis: et ut ueniam cum formis ferramentorum Cauterii, et reliquorum instrumentorum operis: cum fit ex declarationis additione, et ex properatione eius quod est necesse.	Since surgical practice with the hand has been neglected in our region and our time: until perhaps its science perishes and its trace is completely cut off; and there remains of it nothing but small descriptions in ancient books which have been distorted by later hands, and upon which error and hesitation occur, until its intentions are obscured and its vision prolonged - It seemed to me that I should revive it with the ordering of this Treatise on surgical practice according to the way of exposition, declaration and abbreviation; and so that I may come to know the forms of cautery instruments and other tools of surgery by means of addition in their description and of their necessary preparation.
Caussa autem propter quam non inuenitur bonus artifex eius cum manu sua in hoc nostro tempore, est: quia ars medicinae est longa, et oportet auctorem eius exercitari ante illud in scientia anatomiae, quam narrauit Galenus, donec sciat iuuamenta membrorum, et ipsorum formas, et eorum coniunctionem, et separationem, et habeat cognitionem ossium, et neruorum, et lacertorum, et numerum ipsorum, et eorum egressionem, et uenarum pulsatilium, et quietarum, et locorum exitus earum.	The reason why a good practitioner of this surgery with his own hand is not found in our time is: because the art of medicine is long and its author must be trained beforehand in the science of anatomy which Galen described until he knows the structures of members and their forms, and how they are joined together or separated; and has knowledge of bones and nerves and muscles and their numbers, and knows how they move, and of veins - both those that pulse and those at rest - and where they emerge.
Et propter illud dixit Hippocrates, quod nomen cum nomine est multum, et cum opere est paucum, et praecipue in arte manus.	And for this reason Hippocrates said that a name is great with a name, but small with a deed, and especially in the art of hand surgery.
Nos uero iam diximus de illo in introitu huius libri.	We have indeed said this about it in the introduction to this book.
Quoniam qui non est sciens, quod diximus de anatomia, non euacuatur, quin iam cadat in errorem, quo interficiuntur homines: sicut ego uidi multos ex illis, qui formantur de hac scientia, et iactant se de ea absque scientia, et sine experimento.	For those who are not knowledgeable about what we have said regarding anatomy, they will not be cleared of error, in which people are killed; as I myself have witnessed many among them who are trained in this science and boast of it without knowledge or experience.
Quod est, quia uidi medicum stolidum secuisse apostema scrophulosum in collo mulieris, et incidit quasdam arterias in collo: quare fluxit sanguis mulieris, donec cecidit mortua inter manus eius.	What happened is because I saw a foolish physician cut a scrofulous abscess on a woman's neck and he severed some arteries in her neck; thus the woman's blood flowed until she fell dead between his hands.
Et uidi medicum alium, qui praesumpsit ut extraheret lapidem uiro, qui processerat in aetate, et lapis erat magnus.	And I witnessed another physician who presumed to extract a stone from an aged man and the stone was large.
Peruenit ergo ad eum, et extraxit ipsum cum frusto uesicae.	It therefore reached him, and he extracted it with a fragment of bladder.
Quare mortuus est uir in tertio die.	Thus the man died on the third day.
