Ayssi comensan las paraulas de Albucasim .	Thus begin the words of Albucasis.
O, filhs, pus yeu he a vos complit aquest libre, le qual es le derier de la sciencia de medicina, per le compliment de lu so consequit la fi en lu, e per las exposicios de lu, e per las declaracios de lu, es a mi vist que yeu complesca aquel a vos am aquest tractat, le qual es partida de la operacio am ma, so es cyrurgia.	Oh, children, since I have completed this book for you, which is the last of the science of medicine, and because its conclusion lies within it, and through its expositions and declarations, it seems fitting for me to complete it for you with this treatise, which is a section of surgical practice.
Quar la operacio am ma es prostrada en nostre regio e en nostre temps de tot privada, entro que fort leu peric la sciencia de lu, e le vistigi de lu es ostat; e no romasero de lu sino alcunas petitas descripcios en les libres dels Antics, les quals mudero las mas e endevenc ad aquels error e heyssitacio entro que son clausas las entencios de lu e es elonguada la forsa de lu e l’art.	For surgical practice is widely spread in our region and in our time, almost entirely lost, to the point that the science of it is greatly endangered, and its traces are diminished; and only a few small descriptions in the books of the Ancients remain, which have confused the methods and led to errors and hesitations, to the point that the understanding of it is obscured and its force and art are lessened.
E es vist a mi que yeu vivifique aquela am ordenacio de aquest tractat en aquela segon la via de exposicio e de declaracio e de abreviacio; e per que vengua am las formas dels ferramentz de cautheri e dels autres instrumentz de la obra cum sia per addicio de la declaracio, e per preparacio de lu, la qual causa es necessaria.	And it seems to me that I shall revitalize it [surgical practice] with the organization of this treatise, in accordance with the method of exposition, declaration, and abbreviation; and in order that it might be accompanied by the forms of cautery tools and other instruments of the craft, by adding to its explanation, and by preparing it, which is necessary.
Mays la causa per la qual no es atrobat bo artifex am la sieua ma en aquest nostre temps, es quar la art de medicina es longua, e que cove le sieu actor denant aquo esser excercitat en la sciencia de anotomia la qual recontec Gualia entro que sapia les juvament dels membres e las formas de aquels, e la conjunctio e la separacio de lor; e haia la conoyssensa dels osses, dels nervis e dels lacertz, e·l nombre de aquels, e la egrecio de lor; e de las venas pulsatils e de las quietas, e dels locs del eyssiment de lor.	However, the reason why a skilled craftsman with his own hands is not easily found in our time is that the art of medicine is extensive, and its practitioners must first be versed in the science of anatomy, which describes the limbs and their forms, their connections and separations; and must have knowledge of bones, nerves, and muscles, their numbers and distribution; and of pulsating and still veins, and the locations where they branch.
E per aquo ditz Ypocras que am u nom es mot, mays en l’obra petit, e majorment en la art de la ma.	And therefore Hippocrates said that a name is a word, but small in work, and even more so in the art of the hand.
Mays nos ja avem dit de aquel en l’introit de aquest libre; quar qui no es scient aquo que li avem dit de anotomia, no es evacuat que no caia en error per la qual siran mortz les homes, ayssi cum yeu he vist trops de aquels, quar alscus son formatz en esta sciencia e gettan se de aquela ses sciencia e ses experiment.	But we have already mentioned this in the introduction to this book; for whoever is not knowledgeable about what we have said concerning anatomy is liable to fall into errors that will cause the death of people, as I have seen many such cases, for some are trained in this science and abandon it without understanding and without experience.
Quar yeu vi un metge folh e enperit aver incidit un apostema escrophilos en le colh de una femna, e incidic alcunas arterias del colh per que fluic gran sanc entro que la femna cazec morta entre las mas de lu.	For I saw a foolish and inexperienced physician attempt to lance a scrofulous abscess on a woman's neck, and cut some of the neck's arteries so that much blood flowed until the woman died in his hands.
E vi un autre metge que pres que el traguera una peyra d’un home le qual avia procesit en sa etat, e la peyra era gran, e venguet a lu e trayssec aquela peyra am un tros de la vesiqua, per que aquel home al tertz dia es mort.	And I saw another physician who attempted to remove a stone from a man who had suffered with it for a long time. The stone was large, and he came and pulled it out with a piece of the bladder, so that the man died on the third day.
E yeu ja apelat fuy a estrayre aquela, e vi que per la grandesa de la peyra e per la disposicio del malaute conogui subre lu que morira.	And I myself, having tried to avoid that, saw that because of the size of the stone and the condition of the patient, I knew that he would die.
E vi un autre metge le qual prenia stipendic de un duc de nostra terra per cyrurgia, e endeven a un crastrat negre le qual era deves lu fractura en la coyssa de lu; e perparec le metge am la sua ignorancia, estrayssec la fractura, sobre la plagua, am pulvinas e astelas am forta strectura, e no layssec a la plagua espiracio.	And I saw another physician, who received payment from a duke in our land for surgery, and he went to a blacksmith whose thigh was fractured.  This physician, with his ignorance, set the fracture by binding the wound with pads and splints with too much tightness, and did not allow the wound to breathe.
E aprop le desliet segons los sieus desiriers, e aprop le relieg, e aprop le leyssec per alcus jorns e comandec que nos deslies le liament; e estec ayssi entro que la coyssa e·l pe foro apostematz, e pervenguet a perdicio.	Then he loosened it according to his desires, and then he bound it, and then he left it for several days and commanded that we loosen the bandage.  And it remained this way until the thigh and the leg were abscess-ridden and led to ruin.
E yeu fuy apelat a lu, e aparelhegui a desliar le liament, e conseguida es tranquilitat e enayssi amermet de sas dolors.	And I was called to him, and I prepared to loosen the bandage, and thus tranquility was achieved and he was relieved of his pain.
Mays empero ja corrupcio era confermada en le membre, per que no pogui refrenar aquela, e no cessec perambular la corrupcio en le membre entro que·l malaute peric.	But meanwhile, corruption had already taken hold in the limb, so I could not stop it, and the corruption continued in the limb until the patient perished.
E vi un autre metge le qual perforec un apostema cancros, e fo ulcerat aprop alscus dias, entro que foc magnificada la malicia de lu am lo senhor de lu.	And I saw another physician who opened a cancerous abscess, and it festered for a few days, until its malignancy was greatly magnified by the owner of the patient.
La qual causa es quar le cranc caut es pur de humor melencolic, lahoras no cove que pervengua a lu am ferr de tot, sino que sia an membre le qual suffertes que de tot fos hostat.	Because cancer is pure melancholy humor, it is not appropriate to treat it with iron at all, but rather it should be on a limb which has the capacity to endure being completely removed.
E per aquo, filhs, necessari es a vos que la operacio am ma sia devisada en dos devesios: so es en operacio a lu qual es associada salut, e en obra am la qual es perilh en las majors disposicios.	And therefore, children, it is necessary for you that the surgical operation be divided into two parts: one being the operation that is associated with health, and the other being the work which is dangerous in the greatest of conditions.
E yeu ja he exsitat aquo en tot loc de aquest libre en le qual venc opperacio en la qual es error e temor; per que necessari es a vos que guardetz aquo e layssetz aquel, per que les folhs no atrobo via a parlar e a vos desonestar.	And I have already explained this throughout this book, where there is mention of surgery in which there is error and fear; therefore, it is necessary for you to guard against this and leave it behind, so that foolish things will not find a way to speak and dishonor you.
E donc prenetz las vostras armas am sollicitut e am proteccio de Dieu , e les vostres malautes am falicitat e am fermetat.	Therefore, take your weapons with diligence and with God's protection, and your patients with kindness and firmness.
E usatz de la milhor via per la gracia de Dieu perdusent a salut e a lausabla successio, e laysatz las malautias terriblas de difficil sanacio, e ostatz las vostras armas de aquo que vos fa temer, per so que ysitatio en vostra fe e en le vostre nom no vos evasisca: quar mays es remanent a la vostra gloria, e pus aut en le mon e en derier a las vostras sanctitatz.	And use the best path, through God's grace, achieving health and praiseworthy success, and leave behind the terrible illnesses that are difficult to cure, and remove from your weapons that which causes you fear, so that the trust in your faith and your name does not abandon you: for more remains for your glory, and higher in the world and behind your holiness.
Gualia ja diyssec en alcunas sieuas monicios:	Guilia already said in some of her teachings/instructions:
“No mediquetz malautia mala, per so que mals metges no siatz nompnatz”.	Do not treat a serious illness, so that you are not called bad doctors.
E yeu ja he devesit aquest libre segontz tres capitols.	And I have divided this book into three chapters.
Comensa la divisio del libre, e primier de la primieyra partida.	Begins the division of the book, and first of the first part.
Le primier capitol ordenat del cap entro·s pes, en las formas dels instrumentz e en les ferrementz dels cauteris, e de aquo que necessari es en la opperacio.	The first chapter, ordered from head to foot, deals with the forms of instruments and the tools for cauteries, and what is necessary in the operation.
La divisio de la segonda partida.	The division of the second part.
Le segon capitol, de siccio e perforacio, e de ventosas, e de plaguas, e de extractio de sagetas e de semblantz ad aquelas, tot capitolat e ordenat de las formas dels instrumentz.	The second chapter, on incision and perforation, and on cupping, and on wounds, and on the extraction of arrows and similar things,  is entirely cataloged and ordered according to the forms of the instruments.
Divisio de la tersa partida.	Division of the third part.
