Ayssi comensan las paraulas de Albucasim .	Thus begin the words of Albucasis.
O, filhs, pus yeu he a vos complit aquest libre, le qual es le derier de la sciencia de medicina, per le compliment de lu so consequit la fi en lu, e per las exposicios de lu, e per las declaracios de lu, es a mi vist que yeu complesca aquel a vos am aquest tractat, le qual es partida de la operacio am ma, so es cyrurgia.	O, children, since I have completed this book for you, which is the last of the medical sciences, and through its completion, its end has been reached, and through its explanations and clarifications, it seems to me that I have completed it for you with this treatise, which is a part of the operative art with the hands, that is, surgery.
Quar la operacio am ma es prostrada en nostre regio e en nostre temps de tot privada, entro que fort leu peric la sciencia de lu, e le vistigi de lu es ostat; e no romasero de lu sino alcunas petitas descripcios en les libres dels Antics, les quals mudero las mas e endevenc ad aquels error e heyssitacio entro que son clausas las entencios de lu e es elonguada la forsa de lu e l’art.	Because the operative art with the hands is almost entirely absent in our region and time, the science of it is greatly endangered, and its knowledge is obstructed; and there remain only some small descriptions in the books of the ancients, which have been misinterpreted and have fallen into error and hesitation, so that the understanding of it is clouded and its strength and art are weakened.
E es vist a mi que yeu vivifique aquela am ordenacio de aquest tractat en aquela segon la via de exposicio e de declaracio e de abreviacio; e per que vengua am las formas dels ferramentz de cautheri e dels autres instrumentz de la obra cum sia per addicio de la declaracio, e per preparacio de lu, la qual causa es necessaria.	And it seems to me that I will revitalize it [the operative art] through the organization of this treatise, in accordance with the method of explanation, clarification, and abbreviation; and so that it may come equipped with the forms of cautery instruments and other tools of the craft, including their explanation and preparation, which is necessary.
Mays la causa per la qual no es atrobat bo artifex am la sieua ma en aquest nostre temps, es quar la art de medicina es longua, e que cove le sieu actor denant aquo esser excercitat en la sciencia de anotomia la qual recontec Gualia entro que sapia les juvament dels membres e las formas de aquels, e la conjunctio e la separacio de lor; e haia la conoyssensa dels osses, dels nervis e dels lacertz, e·l nombre de aquels, e la egrecio de lor; e de las venas pulsatils e de las quietas, e dels locs del eyssiment de lor.	But the reason why a skilled craftsman with his hands is not easily found in our time is because the art of medicine is extensive, and its practitioner must first be trained in the science of anatomy, which includes knowledge of the arrangement of the limbs, their form, the connections and separations of those parts,  the knowledge of the bones, nerves, and ligaments, their number, and their arrangement; and the knowledge of the pulsating veins and the stationary ones, and the locations of their origins.
E per aquo ditz Ypocras que am u nom es mot, mays en l’obra petit, e majorment en la art de la ma.	And therefore Hippocrates says that with a name alone, the subject is little, but especially in the art of the hand.
Mays nos ja avem dit de aquel en l’introit de aquest libre; quar qui no es scient aquo que li avem dit de anotomia, no es evacuat que no caia en error per la qual siran mortz les homes, ayssi cum yeu he vist trops de aquels, quar alscus son formatz en esta sciencia e gettan se de aquela ses sciencia e ses experiment.	But we have already said this in the introduction of this book; for whoever is not knowledgeable about what we have said about anatomy will inevitably fall into error, for which men will die, as I have seen many such, because some are trained in this science and yet operate without it [the scientific knowledge] and without experience.
Quar yeu vi un metge folh e enperit aver incidit un apostema escrophilos en le colh de una femna, e incidic alcunas arterias del colh per que fluic gran sanc entro que la femna cazec morta entre las mas de lu.	For I saw a foolish and unskilled physician, having incised a scrofulous abscess on a woman's neck, and cut some of the arteries of the neck, so that much blood flowed until the woman died in his hands.
E vi un autre metge que pres que el traguera una peyra d’un home le qual avia procesit en sa etat, e la peyra era gran, e venguet a lu e trayssec aquela peyra am un tros de la vesiqua, per que aquel home al tertz dia es mort.	And I saw another physician who claimed to have removed a stone from a man who had suffered long, the stone being large, and he came to him and extracted that stone with a piece of the bladder, causing the man to die on the third day.
E yeu ja apelat fuy a estrayre aquela, e vi que per la grandesa de la peyra e per la disposicio del malaute conogui subre lu que morira.	And I myself, having been called upon to remove that stone, saw that because of the size of the stone and the patient's condition, I knew that he would die.
E vi un autre metge le qual prenia stipendic de un duc de nostra terra per cyrurgia, e endeven a un crastrat negre le qual era deves lu fractura en la coyssa de lu; e perparec le metge am la sua ignorancia, estrayssec la fractura, sobre la plagua, am pulvinas e astelas am forta strectura, e no layssec a la plagua espiracio.	And I saw another physician, who received a stipend from a duke of our land for surgery, and went to a black-skinned man who had a fractured thigh.  The physician, with his ignorance, treated the fracture, placing the injury on top of cushions and bandages with excessive tightness, and did not allow the wound to breathe.
