Ayssi comensan las paraulas de Albucasim .	Thus begin the words of Albucasis.
O, filhs, pus yeu he a vos complit aquest libre, le qual es le derier de la sciencia de medicina, per le compliment de lu so consequit la fi en lu, e per las exposicios de lu, e per las declaracios de lu, es a mi vist que yeu complesca aquel a vos am aquest tractat, le qual es partida de la operacio am ma, so es cyrurgia.	O, children, since I have completed this book for you, which is the last of the science of medicine, through its completion, its end has been reached, and through its expositions and declarations, it is clear to me that I have completed it for you with this treatise, which is a part of the manual operation, that is, surgery.
Quar la operacio am ma es prostrada en nostre regio e en nostre temps de tot privada, entro que fort leu peric la sciencia de lu, e le vistigi de lu es ostat; e no romasero de lu sino alcunas petitas descripcios en les libres dels Antics, les quals mudero las mas e endevenc ad aquels error e heyssitacio entro que son clausas las entencios de lu e es elonguada la forsa de lu e l’art.	Because the manual operation is widespread in our region and time, it is almost entirely private, to the extent that the knowledge of it is greatly endangered, and its practice is obstructed; and only a few small descriptions remain in the books of the Ancients, which have been misinterpreted and have caused error and hesitation, to the point that understanding of it has been lost and the skill has diminished.
E es vist a mi que yeu vivifique aquela am ordenacio de aquest tractat en aquela segon la via de exposicio e de declaracio e de abreviacio; e per que vengua am las formas dels ferramentz de cautheri e dels autres instrumentz de la obra cum sia per addicio de la declaracio, e per preparacio de lu, la qual causa es necessaria.	And it seems to me that I can revive it [the manual operation] through the organization of this treatise, following the method of exposition, declaration, and abbreviation; and so that it may come with the forms of cautery instruments and other tools of the craft, as it is by adding to the explanation, and by preparing them, which is necessary.
Mays la causa per la qual no es atrobat bo artifex am la sieua ma en aquest nostre temps, es quar la art de medicina es longua, e que cove le sieu actor denant aquo esser excercitat en la sciencia de anotomia la qual recontec Gualia entro que sapia les juvament dels membres e las formas de aquels, e la conjunctio e la separacio de lor; e haia la conoyssensa dels osses, dels nervis e dels lacertz, e·l nombre de aquels, e la egrecio de lor; e de las venas pulsatils e de las quietas, e dels locs del eyssiment de lor.	But the reason why a skilled artisan with a practiced hand is not found in this time of ours is that the art of medicine is extensive, and that its practitioner must previously be versed in the science of anatomy, which encompasses the knowledge of the body's organs and their forms, and their connections and separations; and must know the bones, nerves and muscles, their numbers, and their distribution; and the pulsating and still veins, and the locations from which they emerge.
E per aquo ditz Ypocras que am u nom es mot, mays en l’obra petit, e majorment en la art de la ma.	And therefore Hippocrates said that with one name is meant much, but in the practice it is small, and more so in the art of the hand.
Mays nos ja avem dit de aquel en l’introit de aquest libre; quar qui no es scient aquo que li avem dit de anotomia, no es evacuat que no caia en error per la qual siran mortz les homes, ayssi cum yeu he vist trops de aquels, quar alscus son formatz en esta sciencia e gettan se de aquela ses sciencia e ses experiment.	But we have already mentioned this in the introduction to this book; for whoever is not knowledgeable in what we have stated about anatomy cannot avoid falling into errors that will lead to the deaths of people, just as I have seen many such cases.  Some are trained in this science, yet depart from it without knowledge or experience.
Quar yeu vi un metge folh e enperit aver incidit un apostema escrophilos en le colh de una femna, e incidic alcunas arterias del colh per que fluic gran sanc entro que la femna cazec morta entre las mas de lu.	For I saw a foolish and inexperienced physician open an scrofulous abscess on a woman's neck, and cut some of the arteries in her neck, so that a great deal of blood flowed until the woman died in his hands.
E vi un autre metge que pres que el traguera una peyra d’un home le qual avia procesit en sa etat, e la peyra era gran, e venguet a lu e trayssec aquela peyra am un tros de la vesiqua, per que aquel home al tertz dia es mort.	And I saw another physician who thought he should remove a stone from a man who was old, and the stone was large.  He went to him and removed the stone with a piece of the bladder, so that the man died on the third day.
E yeu ja apelat fuy a estrayre aquela, e vi que per la grandesa de la peyra e per la disposicio del malaute conogui subre lu que morira.	And I myself was called to remove that stone, and I saw that because of the size of the stone and the condition of the patient, I knew beforehand that he would die.
E vi un autre metge le qual prenia stipendic de un duc de nostra terra per cyrurgia, e endeven a un crastrat negre le qual era deves lu fractura en la coyssa de lu; e perparec le metge am la sua ignorancia, estrayssec la fractura, sobre la plagua, am pulvinas e astelas am forta strectura, e no layssec a la plagua espiracio.	And I saw another physician who was receiving payment from a duke in our land for surgery, and he treated a dark-skinned man whose leg was fractured; and through his ignorance, the physician improperly set the fracture, placing splints and bandages with excessive tightness, and did not allow the wound to breathe.
