Ayssi comensan las paraulas de Albucasim .	Thus begin the words of Albucasis.
O, filhs, pus yeu he a vos complit aquest libre, le qual es le derier de la sciencia de medicina, per le compliment de lu so consequit la fi en lu, e per las exposicios de lu, e per las declaracios de lu, es a mi vist que yeu complesca aquel a vos am aquest tractat, le qual es partida de la operacio am ma, so es cyrurgia.	O, children, since I have completed this book for you, which is the final one in the science of medicine, by completing it, by its exposition, and by its declaration, it seems to me that I complete it for you with this treatise, which is a part of the manual operation, that is, surgery.
Quar la operacio am ma es prostrada en nostre regio e en nostre temps de tot privada, entro que fort leu peric la sciencia de lu, e le vistigi de lu es ostat; e no romasero de lu sino alcunas petitas descripcios en les libres dels Antics, les quals mudero las mas e endevenc ad aquels error e heyssitacio entro que son clausas las entencios de lu e es elonguada la forsa de lu e l’art.	Because the manual operation is widespread in our region and our time, completely neglected, to the point that the science of it is in great danger, and its practice is lost; and only a few small descriptions remain in the books of the Ancients, which have been distorted by the hands of others and have fallen into error and hesitation, so that the understanding of it is closed and its strength and art are diminished.
E es vist a mi que yeu vivifique aquela am ordenacio de aquest tractat en aquela segon la via de exposicio e de declaracio e de abreviacio; e per que vengua am las formas dels ferramentz de cautheri e dels autres instrumentz de la obra cum sia per addicio de la declaracio, e per preparacio de lu, la qual causa es necessaria.	And it seems to me that I will revitalize it [the manual operation] by the arrangement of this treatise, in accordance with the method of exposition, declaration, and abbreviation; and so that it will be provided with the forms of cautery instruments and other instruments of the craft, as is necessary by adding a declaration and by preparing it.
Mays la causa per la qual no es atrobat bo artifex am la sieua ma en aquest nostre temps, es quar la art de medicina es longua, e que cove le sieu actor denant aquo esser excercitat en la sciencia de anotomia la qual recontec Gualia entro que sapia les juvament dels membres e las formas de aquels, e la conjunctio e la separacio de lor; e haia la conoyssensa dels osses, dels nervis e dels lacertz, e·l nombre de aquels, e la egrecio de lor; e de las venas pulsatils e de las quietas, e dels locs del eyssiment de lor.	But the reason why a skilled artisan is not found with his own hands in our time is that the art of medicine is long, and that its practitioner must previously be versed in the science of anatomy, which recounts the body's parts, their shapes, their junctions and separations; and be aware of the bones, nerves, and tendons, their number, and their origins; and of the pulsating and still veins, and the places from which they come forth.
E per aquo ditz Ypocras que am u nom es mot, mays en l’obra petit, e majorment en la art de la ma.	And therefore Hippocrates says that with one name is little, but in the work little, and more so in the art of the hand.
Mays nos ja avem dit de aquel en l’introit de aquest libre; quar qui no es scient aquo que li avem dit de anotomia, no es evacuat que no caia en error per la qual siran mortz les homes, ayssi cum yeu he vist trops de aquels, quar alscus son formatz en esta sciencia e gettan se de aquela ses sciencia e ses experiment.	But we have already spoken of this in the introduction to this book, for whoever is not knowledgeable about what we have said about anatomy, is not spared from falling into error, by which men will die, just as I have seen many such, for some are trained in this science and throw themselves into it without knowledge and experience.
Quar yeu vi un metge folh e enperit aver incidit un apostema escrophilos en le colh de una femna, e incidic alcunas arterias del colh per que fluic gran sanc entro que la femna cazec morta entre las mas de lu.	For I saw a foolish and unskilled doctor lance a scrofulous abscess on a woman's neck, and cut some of the neck's arteries, so that a great deal of blood flowed until the woman died in his hands.
E vi un autre metge que pres que el traguera una peyra d’un home le qual avia procesit en sa etat, e la peyra era gran, e venguet a lu e trayssec aquela peyra am un tros de la vesiqua, per que aquel home al tertz dia es mort.	And I saw another doctor attempt to remove a stone from a man who had suffered for many years, and the stone was large, and he came to him and removed that stone with a piece of the bladder, so that the man died on the third day.
E yeu ja apelat fuy a estrayre aquela, e vi que per la grandesa de la peyra e per la disposicio del malaute conogui subre lu que morira.	And I myself warned him to refrain, and I saw that because of the size of the stone and the patient's condition, I knew beforehand that he would die.
E vi un autre metge le qual prenia stipendic de un duc de nostra terra per cyrurgia, e endeven a un crastrat negre le qual era deves lu fractura en la coyssa de lu; e perparec le metge am la sua ignorancia, estrayssec la fractura, sobre la plagua, am pulvinas e astelas am forta strectura, e no layssec a la plagua espiracio.	And I saw another surgeon, who took a stipend from a duke in our land, and came to a dark-complexioned man whose thigh was fractured; and the surgeon, through his ignorance, straightened the fracture, pressing on the wound with pads and splints with excessive force, and did not allow the wound to breathe.
