Ayssi comensan las paraulas de Albucasim .	Thus begin the words of Albucasis.
O, filhs, pus yeu he a vos complit aquest libre, le qual es le derier de la sciencia de medicina, per le compliment de lu so consequit la fi en lu, e per las exposicios de lu, e per las declaracios de lu, es a mi vist que yeu complesca aquel a vos am aquest tractat, le qual es partida de la operacio am ma, so es cyrurgia.	O, children, since I have completed this book for you, which is the last of the science of medicine, by completing it, its end is reached, and by the explanations and declarations contained therein, it seems to me that I fulfil this for you with this treatise, which is a part of the surgical operation with my hands.
Quar la operacio am ma es prostrada en nostre regio e en nostre temps de tot privada, entro que fort leu peric la sciencia de lu, e le vistigi de lu es ostat; e no romasero de lu sino alcunas petitas descripcios en les libres dels Antics, les quals mudero las mas e endevenc ad aquels error e heyssitacio entro que son clausas las entencios de lu e es elonguada la forsa de lu e l’art.	For the surgical operation is widespread in our region and in our time, deprived of everything, so that the knowledge of it, and its practice, is lost; and there remain only a few small descriptions in the books of the Ancients, which have been misinterpreted and have led to error and hesitation, such that the understanding of it is clouded and its power and art are distant.
E es vist a mi que yeu vivifique aquela am ordenacio de aquest tractat en aquela segon la via de exposicio e de declaracio e de abreviacio; e per que vengua am las formas dels ferramentz de cautheri e dels autres instrumentz de la obra cum sia per addicio de la declaracio, e per preparacio de lu, la qual causa es necessaria.	And it seems to me that I will revive that [the surgical operation] through the organization of this treatise, following the path of exposition, declaration, and summarization; and so that it will come with the forms of cautery tools and other instruments of the craft, either by adding to the explanation, or by preparation for it, which is necessary.
Mays la causa per la qual no es atrobat bo artifex am la sieua ma en aquest nostre temps, es quar la art de medicina es longua, e que cove le sieu actor denant aquo esser excercitat en la sciencia de anotomia la qual recontec Gualia entro que sapia les juvament dels membres e las formas de aquels, e la conjunctio e la separacio de lor; e haia la conoyssensa dels osses, dels nervis e dels lacertz, e·l nombre de aquels, e la egrecio de lor; e de las venas pulsatils e de las quietas, e dels locs del eyssiment de lor.	But the reason why a skilled craftsman is not found with his hands in our time is that the art of medicine is extensive, and its practitioner must previously be exercised in the science of anatomy, which encompasses the knowledge of the body's limbs and their forms, their connections and separations; and possess knowledge of the bones, nerves and tendons, their number, and their paths; and of the pulsing veins and quiet veins, and the locations of their origin.
E per aquo ditz Ypocras que am u nom es mot, mays en l’obra petit, e majorment en la art de la ma.	And for that reason Hippocrates says that by name it is much, but in practice little, and especially in the art of the hand.
Mays nos ja avem dit de aquel en l’introit de aquest libre; quar qui no es scient aquo que li avem dit de anotomia, no es evacuat que no caia en error per la qual siran mortz les homes, ayssi cum yeu he vist trops de aquels, quar alscus son formatz en esta sciencia e gettan se de aquela ses sciencia e ses experiment.	But we have already said this in the introduction to this book; for whoever is not knowledgeable about what we have discussed regarding anatomy is not free from falling into error, by which men will die, as I have seen many such, for some are trained in this science and yet proceed without knowledge and without experience.
Quar yeu vi un metge folh e enperit aver incidit un apostema escrophilos en le colh de una femna, e incidic alcunas arterias del colh per que fluic gran sanc entro que la femna cazec morta entre las mas de lu.	For I saw a foolish and unskilled physician attempt to lance a scrofulous abscess on a woman's neck, and cut some of the neck's arteries, so that much blood flowed until the woman died in his hands.
E vi un autre metge que pres que el traguera una peyra d’un home le qual avia procesit en sa etat, e la peyra era gran, e venguet a lu e trayssec aquela peyra am un tros de la vesiqua, per que aquel home al tertz dia es mort.	And I saw another physician attempt to remove a stone from a man who had reached old age, and the stone was large, and he went to the man and extracted the stone along with a piece of the bladder, so that the man died on the third day.
E yeu ja apelat fuy a estrayre aquela, e vi que per la grandesa de la peyra e per la disposicio del malaute conogui subre lu que morira.	And I already, having fled to escape it, saw that because of the size of the stone and the disposition of the patient, I knew beforehand that he would die.
E vi un autre metge le qual prenia stipendic de un duc de nostra terra per cyrurgia, e endeven a un crastrat negre le qual era deves lu fractura en la coyssa de lu; e perparec le metge am la sua ignorancia, estrayssec la fractura, sobre la plagua, am pulvinas e astelas am forta strectura, e no layssec a la plagua espiracio.	And I saw another physician who received a stipend from a duke in our land for surgery, and went to a dark-skinned man whose thigh was fractured; and through the physician's ignorance, he attempted to fix the fracture, over the wound, with splints and bandages with great force, and did not allow the wound to breathe.
E aprop le desliet segons los sieus desiriers, e aprop le relieg, e aprop le leyssec per alcus jorns e comandec que nos deslies le liament; e estec ayssi entro que la coyssa e·l pe foro apostematz, e pervenguet a perdicio.	And then he unbound it according to his desires, and then he reapplied it, and then left it for several days and ordered that we unbind the ligature; and it remained like that until the thigh and the leg became abscessed, and he ended up perishing.
E yeu fuy apelat a lu, e aparelhegui a desliar le liament, e conseguida es tranquilitat e enayssi amermet de sas dolors.	And I was called to him, and I proceeded to loosen the ligature, and tranquility was achieved, and thus he was relieved of his pains.
Mays empero ja corrupcio era confermada en le membre, per que no pogui refrenar aquela, e no cessec perambular la corrupcio en le membre entro que·l malaute peric.	However, already corruption had taken hold in the limb, so that I could not restrain it, and the corruption continued to spread in the limb until the patient perished.
E vi un autre metge le qual perforec un apostema cancros, e fo ulcerat aprop alscus dias, entro que foc magnificada la malicia de lu am lo senhor de lu.	And I saw another physician who opened a cancerous abscess, and it became ulcerated over several days, until the severity of it was magnified by the patient's condition.
La qual causa es quar le cranc caut es pur de humor melencolic, lahoras no cove que pervengua a lu am ferr de tot, sino que sia an membre le qual suffertes que de tot fos hostat.	Because the cancerous wound is purely of melancholic humor, therefore it should not be treated with complete cauterization, but rather the limb in which it occurs should be amputated entirely.
E per aquo, filhs, necessari es a vos que la operacio am ma sia devisada en dos devesios: so es en operacio a lu qual es associada salut, e en obra am la qual es perilh en las majors disposicios.	And therefore, children, it is necessary for you that the surgical procedure be divided into two parts: one is the procedure associated with healing, and the other is the work which poses risk in the most critical cases.
