Ayssi comensan las paraulas de Albucasim .	Thus begin the words of Albucasis.
O, filhs, pus yeu he a vos complit aquest libre, le qual es le derier de la sciencia de medicina, per le compliment de lu so consequit la fi en lu, e per las exposicios de lu, e per las declaracios de lu, es a mi vist que yeu complesca aquel a vos am aquest tractat, le qual es partida de la operacio am ma, so es cyrurgia.	O, children, since I have completed this book for you, which is the last of the science of medicine, by its completion its end is achieved, and through its explanations and declarations, it seems to me that I have fulfilled it for you with this treatise, which is a part of the practical application of the art, that is, surgery.
Quar la operacio am ma es prostrada en nostre regio e en nostre temps de tot privada, entro que fort leu peric la sciencia de lu, e le vistigi de lu es ostat; e no romasero de lu sino alcunas petitas descripcios en les libres dels Antics, les quals mudero las mas e endevenc ad aquels error e heyssitacio entro que son clausas las entencios de lu e es elonguada la forsa de lu e l’art.	For the art of surgery is now, in our region and time, almost entirely lost, so that the science of it is greatly endangered, and its knowledge is obscured; and of it only some brief descriptions remain in the books of the ancients, which, through the passage of time, have given rise to errors and uncertainties, until its understanding is clouded and its strength and art have diminished.
E es vist a mi que yeu vivifique aquela am ordenacio de aquest tractat en aquela segon la via de exposicio e de declaracio e de abreviacio; e per que vengua am las formas dels ferramentz de cautheri e dels autres instrumentz de la obra cum sia per addicio de la declaracio, e per preparacio de lu, la qual causa es necessaria.	And it seems to me that I can revitalize it [the art of surgery] by means of this treatise, in accordance with the method of exposition, declaration, and summary; and that it may be understood through the descriptions of cautery instruments and other surgical tools, accompanied by an explanation and preparation of them, a necessary process.
Mays la causa per la qual no es atrobat bo artifex am la sieua ma en aquest nostre temps, es quar la art de medicina es longua, e que cove le sieu actor denant aquo esser excercitat en la sciencia de anotomia la qual recontec Gualia entro que sapia les juvament dels membres e las formas de aquels, e la conjunctio e la separacio de lor; e haia la conoyssensa dels osses, dels nervis e dels lacertz, e·l nombre de aquels, e la egrecio de lor; e de las venas pulsatils e de las quietas, e dels locs del eyssiment de lor.	However, the reason why a skilled craftsman with a skilled hand is not found in our time is that the art of medicine is extensive, and its practitioner needs to be versed in the science of anatomy, which describes the parts of the body so that he knows the structure and form of the limbs, their connection and separation; and has knowledge of the bones, nerves and muscles, their numbers, and their distribution; and of the pulsating and stationary veins, and the places from which they arise.
E per aquo ditz Ypocras que am u nom es mot, mays en l’obra petit, e majorment en la art de la ma.	And therefore Hippocrates says that a name is much, but the work is little, especially in the art of handcraft.
Mays nos ja avem dit de aquel en l’introit de aquest libre; quar qui no es scient aquo que li avem dit de anotomia, no es evacuat que no caia en error per la qual siran mortz les homes, ayssi cum yeu he vist trops de aquels, quar alscus son formatz en esta sciencia e gettan se de aquela ses sciencia e ses experiment.	But we have already discussed this in the introduction to this book; for whoever is ignorant of what we have said about anatomy will inevitably fall into errors that will cause people to die, as I have seen many such instances, for some are trained in this science, but abandon it without knowledge and experience.
Quar yeu vi un metge folh e enperit aver incidit un apostema escrophilos en le colh de una femna, e incidic alcunas arterias del colh per que fluic gran sanc entro que la femna cazec morta entre las mas de lu.	For I saw an unskilled and foolish physician open a scrofulous abscess on a woman's neck, and cut some arteries in the neck, causing a large amount of blood to flow until the woman died in his hands.
E vi un autre metge que pres que el traguera una peyra d’un home le qual avia procesit en sa etat, e la peyra era gran, e venguet a lu e trayssec aquela peyra am un tros de la vesiqua, per que aquel home al tertz dia es mort.	And I saw another physician attempt to remove a stone from a man who had grown old, and the stone was large; he went to him and removed the stone along with a piece of the bladder, so that the man died on the third day.
E yeu ja apelat fuy a estrayre aquela, e vi que per la grandesa de la peyra e per la disposicio del malaute conogui subre lu que morira.	And I already warned against doing that, and saw that due to the size of the stone and the patient's condition, I knew beforehand that he would die.
E vi un autre metge le qual prenia stipendic de un duc de nostra terra per cyrurgia, e endeven a un crastrat negre le qual era deves lu fractura en la coyssa de lu; e perparec le metge am la sua ignorancia, estrayssec la fractura, sobre la plagua, am pulvinas e astelas am forta strectura, e no layssec a la plagua espiracio.	And I saw another physician, who received payment from a duke in our land for surgery, and went to a dark-skinned man whose leg was fractured; the physician, due to his ignorance, reduced the fracture, pressing against the wound with bandages and splints with excessive force, and did not allow the wound to breathe.
E aprop le desliet segons los sieus desiriers, e aprop le relieg, e aprop le leyssec per alcus jorns e comandec que nos deslies le liament; e estec ayssi entro que la coyssa e·l pe foro apostematz, e pervenguet a perdicio.	And then he treated it according to his own desires, and bound it together, and left it for several days, and commanded that we loosen the ligature; and it remained like that until the thigh and foot became infected with an abscess, and led to ruin.
E yeu fuy apelat a lu, e aparelhegui a desliar le liament, e conseguida es tranquilitat e enayssi amermet de sas dolors.	And I was called to him, and I proceeded to loosen the ligature, and achieved tranquility and alleviation of his pain.
Mays empero ja corrupcio era confermada en le membre, per que no pogui refrenar aquela, e no cessec perambular la corrupcio en le membre entro que·l malaute peric.	However, corruption had already taken hold in the limb, so I could not stop it, and the corruption continued in the limb until the patient perished.
E vi un autre metge le qual perforec un apostema cancros, e fo ulcerat aprop alscus dias, entro que foc magnificada la malicia de lu am lo senhor de lu.	And I saw another physician who opened a cancerous abscess, and it became ulcerated in a few days, until the evil of it was greatly aggravated by the patient's condition.
La qual causa es quar le cranc caut es pur de humor melencolic, lahoras no cove que pervengua a lu am ferr de tot, sino que sia an membre le qual suffertes que de tot fos hostat.	Because cancerous tumors are pure melancholy humor, therefore they should not be treated with a complete cauterization, unless the limb is deemed to be completely diseased.
