Ayssi comensan las paraulas de Albucasim .	Thus begin the words of Albucasis.
O, filhs, pus yeu he a vos complit aquest libre, le qual es le derier de la sciencia de medicina, per le compliment de lu so consequit la fi en lu, e per las exposicios de lu, e per las declaracios de lu, es a mi vist que yeu complesca aquel a vos am aquest tractat, le qual es partida de la operacio am ma, so es cyrurgia.	O, children, since I have completed this book for you, which is the last of the science of medicine, by its completion, its conclusion, and its explanations, it seems to me that I have fulfilled it for you with this treatise, which is a section of the manual operation, that is, surgery.
Quar la operacio am ma es prostrada en nostre regio e en nostre temps de tot privada, entro que fort leu peric la sciencia de lu, e le vistigi de lu es ostat; e no romasero de lu sino alcunas petitas descripcios en les libres dels Antics, les quals mudero las mas e endevenc ad aquels error e heyssitacio entro que son clausas las entencios de lu e es elonguada la forsa de lu e l’art.	Because manual operation is largely lost in our region and time, almost all knowledge of it is lost; only a few small descriptions in the books of the ancients remain, which have led to errors and hesitation, so that the understanding of it, and the skill and art, have been lost.
E es vist a mi que yeu vivifique aquela am ordenacio de aquest tractat en aquela segon la via de exposicio e de declaracio e de abreviacio; e per que vengua am las formas dels ferramentz de cautheri e dels autres instrumentz de la obra cum sia per addicio de la declaracio, e per preparacio de lu, la qual causa es necessaria.	And it seems to me that I will revive that [manual operation] through the organization of this treatise, in the way of exposition, explanation, and abbreviation; and so that it will come with the forms of cautery instruments and other tools of the craft, it is necessary to add a description and preparation of these.
Mays la causa per la qual no es atrobat bo artifex am la sieua ma en aquest nostre temps, es quar la art de medicina es longua, e que cove le sieu actor denant aquo esser excercitat en la sciencia de anotomia la qual recontec Gualia entro que sapia les juvament dels membres e las formas de aquels, e la conjunctio e la separacio de lor; e haia la conoyssensa dels osses, dels nervis e dels lacertz, e·l nombre de aquels, e la egrecio de lor; e de las venas pulsatils e de las quietas, e dels locs del eyssiment de lor.	But the reason why a skillful artisan with their hands is not found in our time is that the art of medicine is extensive, and that its practitioners must beforehand be practiced in the science of anatomy, which explains the structure of the limbs, and the forms of those, their connection and separation; and must have knowledge of the bones, nerves, and muscles, their number and arrangement; and of the pulsating and still veins, and the places of their emergence.
E per aquo ditz Ypocras que am u nom es mot, mays en l’obra petit, e majorment en la art de la ma.	And for that reason, Hippocrates said that with one name [i.e., a general concept] it's a great deal, but in the practice [i.e., in the hands-on work] it's small, and especially in the art of the hand.
Mays nos ja avem dit de aquel en l’introit de aquest libre; quar qui no es scient aquo que li avem dit de anotomia, no es evacuat que no caia en error per la qual siran mortz les homes, ayssi cum yeu he vist trops de aquels, quar alscus son formatz en esta sciencia e gettan se de aquela ses sciencia e ses experiment.	But we have already said this in the introduction to this book; because whoever is not familiar with what we have said about anatomy will certainly fall into an error by which men will die, as I have seen many of them; for some are trained in this science and abandon it without knowledge or experience.
Quar yeu vi un metge folh e enperit aver incidit un apostema escrophilos en le colh de una femna, e incidic alcunas arterias del colh per que fluic gran sanc entro que la femna cazec morta entre las mas de lu.	For I saw a foolish and inexperienced physician attempt to lance a scrofulous abscess on a woman's neck, and opened some arteries in the neck so that a great deal of blood flowed until the woman died in his hands.
E vi un autre metge que pres que el traguera una peyra d’un home le qual avia procesit en sa etat, e la peyra era gran, e venguet a lu e trayssec aquela peyra am un tros de la vesiqua, per que aquel home al tertz dia es mort.	And I saw another physician attempt to remove a stone from a man who had suffered from it for a long time.  The stone was large, and he proceeded to remove it with a piece of the bladder, so that the man died on the third day.
E yeu ja apelat fuy a estrayre aquela, e vi que per la grandesa de la peyra e per la disposicio del malaute conogui subre lu que morira.	And I, having already called myself to account, saw that because of the size of the stone and the patient's condition, I knew he would die.
E vi un autre metge le qual prenia stipendic de un duc de nostra terra per cyrurgia, e endeven a un crastrat negre le qual era deves lu fractura en la coyssa de lu; e perparec le metge am la sua ignorancia, estrayssec la fractura, sobre la plagua, am pulvinas e astelas am forta strectura, e no layssec a la plagua espiracio.	And I saw another physician, who received payment from a duke in our land for surgery, and he was treating a black man who had a fractured thigh.  Through the physician's ignorance, he treated the fracture, applying bandages and splints with excessive pressure, and did not allow the wound to breathe.
