Praefatio.	Preface.
Postquam compleui uobis o Filii, librum hunc, qui est postremus scientiae in medicina cum complemento ipsius, et consecutus sum finem in eo, ex expositionibus eius, et ipsius declarationibus, uisum est mihi, ut compleam ipsum uobis cum hoc Tractatu qui est pars operationis, id est, chirurgiae cum manu.	Having completed this book for you, children, which is the last of the medical sciences with its complement, and having reached its end through its expositions and its own declarations, it seemed to me that I should complete it for you with this treatise, which is a part of the operation, that is, surgery, with the hand.
Quoniam operatio cum manu prostrata est in regione nostra, et tempore nostro priuata omnino: donec fortasse periit scientia eius, et abscissum est uestigium eius: et non remanserunt ex ea, nisi descriptiones paruae in libris antiquorum, quas mutauerunt manus: et accidit eis error et haesitatio, donec clausae sunt intentiones eius, et elongata est uis ipsius: Visum est mihi, ut uiuificem eam cum ordinatione huius Tractatus in ea secundum uiam ex positionis, et declarationis, et abbreuiationis: et ut ueniam cum formis ferramentorum Cauterii, et reliquorum instrumentorum operis: cum fit ex declarationis additione, et ex properatione eius quod est necesse.	Since the practice of manual operation has been neglected in our region and in our time, quite private, until perhaps its knowledge has perished, and its trace has been severed, and nothing has remained of it but small descriptions in the books of the ancients, which have been altered by hands, and error and hesitation have befallen them, until its intentions were closed, and its power was removed, it seemed to me that I should revive it by the ordering of this treatise according to the way of exposition, declaration, and abbreviation, and to present the forms of cautery instruments and other operation instruments, with the addition of declarations and the haste required.
Caussa autem propter quam non inuenitur bonus artifex eius cum manu sua in hoc nostro tempore, est: quia ars medicinae est longa, et oportet auctorem eius exercitari ante illud in scientia anatomiae, quam narrauit Galenus, donec sciat iuuamenta membrorum, et ipsorum formas, et eorum coniunctionem, et separationem, et habeat cognitionem ossium, et neruorum, et lacertorum, et numerum ipsorum, et eorum egressionem, et uenarum pulsatilium, et quietarum, et locorum exitus earum.	The reason why a good craftsman with his hand is not found in our time is because the art of medicine is long, and its author must be exercised beforehand in the knowledge of anatomy, as Galen described, until he knows the aids of the limbs, and their shapes, and their connections and separations, and has knowledge of the bones, nerves, tendons, and their number, and their exits, and the pulsating and still veins, and the places of their exits.
Et propter illud dixit Hippocrates, quod nomen cum nomine est multum, et cum opere est paucum, et praecipue in arte manus.	And for that reason Hippocrates said that a name with a name is much, but with a work is little, and especially in the art of the hand.
Nos uero iam diximus de illo in introitu huius libri.	We have already spoken of that in the introduction of this book.
Quoniam qui non est sciens, quod diximus de anatomia, non euacuatur, quin iam cadat in errorem, quo interficiuntur homines: sicut ego uidi multos ex illis, qui formantur de hac scientia, et iactant se de ea absque scientia, et sine experimento.	Since whoever is not knowledgeable about what we have said concerning anatomy is not deterred from falling into an error by which people are killed, as I have seen many of those who are trained in this science and boast about it without knowledge and without experience.
Quod est, quia uidi medicum stolidum secuisse apostema scrophulosum in collo mulieris, et incidit quasdam arterias in collo: quare fluxit sanguis mulieris, donec cecidit mortua inter manus eius.	This is because I saw a foolish physician incise a scrofulous abscess on a woman's neck and cut some arteries in her neck; therefore, the woman's blood flowed until she fell dead in his hands.
Et uidi medicum alium, qui praesumpsit ut extraheret lapidem uiro, qui processerat in aetate, et lapis erat magnus.	And I saw another physician who dared to remove a stone from an old man, and the stone was large.
Peruenit ergo ad eum, et extraxit ipsum cum frusto uesicae.	So he reached it and removed it with a piece of the bladder.
Quare mortuus est uir in tertio die.	Therefore, the man died on the third day.
