Praefatio.	Preface.
Postquam compleui uobis o Filii, librum hunc, qui est postremus scientiae in medicina cum complemento ipsius, et consecutus sum finem in eo, ex expositionibus eius, et ipsius declarationibus, uisum est mihi, ut compleam ipsum uobis cum hoc Tractatu qui est pars operationis, id est, chirurgiae cum manu.	Having completed for you, O children, this book, which is the final work of knowledge in medicine with its completion, and having reached its end through its expositions and its own declarations, it seemed good to me to complete it for you with this Treatise, which is a part of the operation, that is, surgery, with the hand.
Quoniam operatio cum manu prostrata est in regione nostra, et tempore nostro priuata omnino: donec fortasse periit scientia eius, et abscissum est uestigium eius: et non remanserunt ex ea, nisi descriptiones paruae in libris antiquorum, quas mutauerunt manus: et accidit eis error et haesitatio, donec clausae sunt intentiones eius, et elongata est uis ipsius: Visum est mihi, ut uiuificem eam cum ordinatione huius Tractatus in ea secundum uiam ex positionis, et declarationis, et abbreuiationis: et ut ueniam cum formis ferramentorum Cauterii, et reliquorum instrumentorum operis: cum fit ex declarationis additione, et ex properatione eius quod est necesse.	Since the operation with the hand has been neglected in our region and in our time, and has been entirely private: until perhaps its knowledge has perished, and its trace has been cut off: and nothing remained of it except small descriptions in the books of the ancients, which other hands have altered: and error and hesitation befell them, until its intentions were closed, and its power was distanced: It has seemed good to me to revive it with the arrangement of this Treatise in it according to the way of exposition, and declaration, and abbreviation: and that I might come with the forms of the instruments of the cautery, and of the other instruments of the work: with the addition of the declaration, and the hastening of what is necessary.
Caussa autem propter quam non inuenitur bonus artifex eius cum manu sua in hoc nostro tempore, est: quia ars medicinae est longa, et oportet auctorem eius exercitari ante illud in scientia anatomiae, quam narrauit Galenus, donec sciat iuuamenta membrorum, et ipsorum formas, et eorum coniunctionem, et separationem, et habeat cognitionem ossium, et neruorum, et lacertorum, et numerum ipsorum, et eorum egressionem, et uenarum pulsatilium, et quietarum, et locorum exitus earum.	However, the reason why a good craftsman of it with his hand is not found in this time of ours, is: because the art of medicine is long, and its author must be exercised beforehand in the knowledge of anatomy, as Galen has recounted, until he knows the aids of the members, and their shapes, and their junctions, and separations, and has knowledge of bones, and nerves, and muscles, and their number, and their exits, and the pulsating and still veins, and the places of their exits.
Et propter illud dixit Hippocrates, quod nomen cum nomine est multum, et cum opere est paucum, et praecipue in arte manus.	And because of that, Hippocrates said that a name with a name is much, and with a work is little, and especially in the art of the hand.
Nos uero iam diximus de illo in introitu huius libri.	We however have already said about that at the beginning of this book.
Quoniam qui non est sciens, quod diximus de anatomia, non euacuatur, quin iam cadat in errorem, quo interficiuntur homines: sicut ego uidi multos ex illis, qui formantur de hac scientia, et iactant se de ea absque scientia, et sine experimento.	Because whoever is not knowledgeable of what we have said concerning anatomy is not prevented from falling into error, whereby men are killed: just as I have seen many of those who are formed in this science, and boast of it without knowledge, and without experience.
Quod est, quia uidi medicum stolidum secuisse apostema scrophulosum in collo mulieris, et incidit quasdam arterias in collo: quare fluxit sanguis mulieris, donec cecidit mortua inter manus eius.	That is because I saw a foolish physician incise a scrofulous abscess on the neck of a woman, and cut some arteries in the neck; wherefore the woman's blood flowed, until she fell dead in his hands.
Et uidi medicum alium, qui praesumpsit ut extraheret lapidem uiro, qui processerat in aetate, et lapis erat magnus.	And I saw another physician who dared to extract a stone from a man who was advanced in age, and the stone was large.
Peruenit ergo ad eum, et extraxit ipsum cum frusto uesicae.	Therefore, he reached it and extracted it with a piece of the bladder.
Quare mortuus est uir in tertio die.	Therefore the man died on the third day.
