Praefatio.	Preface.
Postquam compleui uobis o Filii, librum hunc, qui est postremus scientiae in medicina cum complemento ipsius, et consecutus sum finem in eo, ex expositionibus eius, et ipsius declarationibus, uisum est mihi, ut compleam ipsum uobis cum hoc Tractatu qui est pars operationis, id est, chirurgiae cum manu.	Having completed for you, children, this book, which is the final treatise in medicine with its completion, and having reached its conclusion by its explanations and its statements, it has seemed good to me to complete it for you with this treatise, which is a part of surgery, that is, of surgery by hand.
Quoniam operatio cum manu prostrata est in regione nostra, et tempore nostro priuata omnino: donec fortasse periit scientia eius, et abscissum est uestigium eius: et non remanserunt ex ea, nisi descriptiones paruae in libris antiquorum, quas mutauerunt manus: et accidit eis error et haesitatio, donec clausae sunt intentiones eius, et elongata est uis ipsius: Visum est mihi, ut uiuificem eam cum ordinatione huius Tractatus in ea secundum uiam ex positionis, et declarationis, et abbreuiationis: et ut ueniam cum formis ferramentorum Cauterii, et reliquorum instrumentorum operis: cum fit ex declarationis additione, et ex properatione eius quod est necesse.	Since surgery by hand is fallen into disuse in our region and in our time, entirely private; until perhaps its knowledge perished and its trace was severed; and nothing remained of it but small descriptions in the books of the ancients, which were altered by hands, and error and hesitation befell them, until its intentions were closed and its vision distanced; it has seemed good to me to revive it with the arrangement of this treatise, according to the way of exposition, explanation, and abbreviation, and to come with forms of cautery instruments, and the other surgical instruments; with the addition of explanation, and with the haste of what is necessary.
Caussa autem propter quam non inuenitur bonus artifex eius cum manu sua in hoc nostro tempore, est: quia ars medicinae est longa, et oportet auctorem eius exercitari ante illud in scientia anatomiae, quam narrauit Galenus, donec sciat iuuamenta membrorum, et ipsorum formas, et eorum coniunctionem, et separationem, et habeat cognitionem ossium, et neruorum, et lacertorum, et numerum ipsorum, et eorum egressionem, et uenarum pulsatilium, et quietarum, et locorum exitus earum.	The reason why a good craftsman is not found with his hand in this time of ours, is: because the art of medicine is long, and its author needs to be practiced beforehand in the knowledge of anatomy, which Galen described, until he knows the aids of the limbs, and their shapes, and their connections, and their separation, and has knowledge of the bones, and nerves, and tendons, and their number, and their exits, and the pulsating and still veins, and the places of their exits.
Et propter illud dixit Hippocrates, quod nomen cum nomine est multum, et cum opere est paucum, et praecipue in arte manus.	And because of that, Hippocrates said that name with name is much, and with work is little, and especially in the art of the hand.
Nos uero iam diximus de illo in introitu huius libri.	We however have already spoken of that at the beginning of this book.
Quoniam qui non est sciens, quod diximus de anatomia, non euacuatur, quin iam cadat in errorem, quo interficiuntur homines: sicut ego uidi multos ex illis, qui formantur de hac scientia, et iactant se de ea absque scientia, et sine experimento.	Since he who is not knowledgeable about what we have said about anatomy is not excused from falling into the error by which men are killed; just as I have seen many of those who are formed in this science, and boast of it without knowledge and without experience.
Quod est, quia uidi medicum stolidum secuisse apostema scrophulosum in collo mulieris, et incidit quasdam arterias in collo: quare fluxit sanguis mulieris, donec cecidit mortua inter manus eius.	That is, because I saw a foolish physician cut an abscess on the woman's neck, and he cut some arteries in the neck, so that the woman's blood flowed until she fell dead between his hands.
Et uidi medicum alium, qui praesumpsit ut extraheret lapidem uiro, qui processerat in aetate, et lapis erat magnus.	And I saw another physician, who presumed to extract a stone from a man who was advanced in age, and the stone was large.
Peruenit ergo ad eum, et extraxit ipsum cum frusto uesicae.	Therefore, he reached it and extracted it with a piece of the bladder.
Quare mortuus est uir in tertio die.	Therefore the man died on the third day.
Et ego quidem iam uocatus fueram ad extrahendum ipsum: et uidi ex magnitudine lapidis, et dispositione infirmi, quod moriretur.	And I myself had already been called to extract it: and I saw from the size of the stone, and the condition of the sick man, that he would die.
