Praefatio.	Preface.
Postquam compleui uobis o Filii, librum hunc, qui est postremus scientiae in medicina cum complemento ipsius, et consecutus sum finem in eo, ex expositionibus eius, et ipsius declarationibus, uisum est mihi, ut compleam ipsum uobis cum hoc Tractatu qui est pars operationis, id est, chirurgiae cum manu.	Having completed this book for you, my children, which is the last of the knowledge in medicine with its completion, and having reached its end in its expositions and its declarations, it seemed to me to complete it for you with this treatise, which is a part of the practice, that is, of surgery, with the hand.
Quoniam operatio cum manu prostrata est in regione nostra, et tempore nostro priuata omnino: donec fortasse periit scientia eius, et abscissum est uestigium eius: et non remanserunt ex ea, nisi descriptiones paruae in libris antiquorum, quas mutauerunt manus: et accidit eis error et haesitatio, donec clausae sunt intentiones eius, et elongata est uis ipsius: Visum est mihi, ut uiuificem eam cum ordinatione huius Tractatus in ea secundum uiam ex positionis, et declarationis, et abbreuiationis: et ut ueniam cum formis ferramentorum Cauterii, et reliquorum instrumentorum operis: cum fit ex declarationis additione, et ex properatione eius quod est necesse.	Since the practice of surgery has been neglected in our region and our time, entirely private, until perhaps its knowledge perished, and its trace was severed; and nothing remained of it but small descriptions in the books of the ancients, which have been altered by hands, and errors and hesitations have befallen them, until its purposes were closed and its effectiveness diminished: It seemed to me to revive it by the arrangement of this treatise, according to the manner of exposition, declaration, and abbreviation; and to present the forms of cautery instruments and other surgical instruments, with the addition of explanations and the acceleration of necessary procedures.
Caussa autem propter quam non inuenitur bonus artifex eius cum manu sua in hoc nostro tempore, est: quia ars medicinae est longa, et oportet auctorem eius exercitari ante illud in scientia anatomiae, quam narrauit Galenus, donec sciat iuuamenta membrorum, et ipsorum formas, et eorum coniunctionem, et separationem, et habeat cognitionem ossium, et neruorum, et lacertorum, et numerum ipsorum, et eorum egressionem, et uenarum pulsatilium, et quietarum, et locorum exitus earum.	The reason why a good practitioner of surgery with his hand is not found in our time is that the art of medicine is long, and its author must be trained beforehand in the knowledge of anatomy, as Galen described it, until he knows the aids of the limbs, and their forms, and their connections and separations, and has knowledge of the bones, nerves, tendons, and their number and exit points, and of the pulsating and still veins, and the places of their exits.
Et propter illud dixit Hippocrates, quod nomen cum nomine est multum, et cum opere est paucum, et praecipue in arte manus.	And therefore Hippocrates said that a name with a name is much, and with a work is little, and especially in the art of the hand.
Nos uero iam diximus de illo in introitu huius libri.	However, we have already spoken of that at the beginning of this book.
Quoniam qui non est sciens, quod diximus de anatomia, non euacuatur, quin iam cadat in errorem, quo interficiuntur homines: sicut ego uidi multos ex illis, qui formantur de hac scientia, et iactant se de ea absque scientia, et sine experimento.	Since whoever is not knowledgeable about what we have said concerning anatomy cannot avoid falling into error, whereby people are killed; as I have seen many of those who boast about this knowledge without understanding or experience.
Quod est, quia uidi medicum stolidum secuisse apostema scrophulosum in collo mulieris, et incidit quasdam arterias in collo: quare fluxit sanguis mulieris, donec cecidit mortua inter manus eius.	This is because I saw a foolish physician cut a scrofulous abscess on a woman's neck, and cut some arteries in her neck; therefore the woman's blood flowed until she fell dead in his hands.
Et uidi medicum alium, qui praesumpsit ut extraheret lapidem uiro, qui processerat in aetate, et lapis erat magnus.	And I saw another physician who presumed to remove a stone from an old man, and the stone was large.
Peruenit ergo ad eum, et extraxit ipsum cum frusto uesicae.	Therefore, he reached it and pulled it out with a piece of bladder.
Quare mortuus est uir in tertio die.	Therefore, the man died on the third day.
Et ego quidem iam uocatus fueram ad extrahendum ipsum: et uidi ex magnitudine lapidis, et dispositione infirmi, quod moriretur.	And indeed I had already been called to remove it, and I saw from the size of the stone and the condition of the sick man that he would die.
Et uidi medicum alium, qui accipiebat stipem apud quendam Ducum terrae nostrae propter medicinam: et accidit eunucho nigro, qui erat apud ipsum, fractura in crure eius prope calcaneum: et properauit medicus cum ignorantia sua, et strinxit fracturam super uulnus cum puluinaribus, et astellis strictura forti, et non dimisit uulneri expirationem.	And I saw another physician who was receiving payment from a certain Duke of our land for medicine, and it happened to a black eunuch who was with him, a fracture in his leg near the heel: and the physician, in his ignorance, hurried and bound the fracture over the wound with pillows and small splints with strong binding, and did not allow the wound an outlet.
Deinde absoluit eum secundum desyderia sua.	Then he discharged him according to his own desires.
Postea dimisit eum diebus aliquot, et praecepit ei, ne solueret ligamentum: et stetit sic donec apostematum est crus eius, et ipsius pes, et peruenit ad perditionem.	Afterwards, he sent him away after a few days, and ordered him not to loosen the binding: and it remained like that until his leg and foot became abscessed and resulted in his destruction.
Vocatus sum ergo ad eum: et properaui ad soluendum ligamentum: et consecuta est tranquillitas, et euasit a doloribus suis.	I was therefore called to him, and I hurried to loosen the binding, and there followed peace, and he escaped his pains.
Verumtamen corruptio iam confirmata erat in membro: et non potui refraenare ipsam.	However, the corruption had already become established in the limb, and I could not restrain it.
Pon ergo cessauit corruptio perambulare in membro, donec periit.	Therefore, the corruption ceased to spread in the limb until it perished.
Et uidi medicum alium, qui perforauit apostema cancerosum: et ulceratum est post dies, donec magnificata est malicia eius cum domino ipsius.	And I saw another physician, who pierced the cancerous abscess: and it ulcerated after days, until his illness worsened with its master.
Quod est, quia quando est cancer purus ex humore melancholico, tunc non oportet ut perueniatur ad eum cum ferro omnino, nisi sit in membro quod toleret, ut abscindatur totum eius.	This is because when cancer is pure from melancholic humor, then it is not necessary to reach it with iron at all, unless it be in a limb that can tolerate its being completely severed.
Et propter illud o Filii, necesse est uobis, ut sciatis, quod operatio cum manu diuiditur in duas diuisiones: scilicet, operationem cui associatur salus: et operationem, cum qua est periculum in pluribus dispositionibus.	And therefore, children, it is necessary for you to know that surgery is divided into two divisions: namely, surgery with which health is associated; and surgery with which there is danger in many dispositions.
Et ego iam excitaui in omni loco huius libri, in quo uenit operatio, in qua est terror et timor.	And I have already brought forth in every place of this book, in which surgery comes, in which there is terror and fear.
Quare necesse est uobis, ut caueatis illud, et dimitatis ipsum: ut non inueniant stolidi uiam ad loquendum, et dehonestandum.	Therefore it is necessary for you to beware of it and to diminish it, so that fools may not find a way to speak ill of it and disgrace it.
Accipite ergo mensuram cum sollicitudine et protectione, et infirmos uestros cum facilitate et firmitudine, et utimini uia meliore perducente gratia Dei ad salutem et successionem laudabilem: et dimittite aegritudines terribiles difficilis sanationis: et tollite animas uestras ab eo quod facit uos timere, ut ingrediatur super uos haesitatio in fide uestra et commodo uestro.	Therefore, accept the measure with care and protection, and your sick ones with ease and firmness, and use the better way leading by God's grace to health and praiseworthy success: and leave the terrible illnesses of difficult cure: and remove your souls from that which makes you fear, so that hesitation may enter upon your faith and your benefit.
Est enim magis remanens ad gloriam uestram, et sublimius in mundo isto, et postremo ad quantitates uestras.	For it is more remaining to your glory, and more sublime in this world, and finally to your possessions.
Galenus enim iam dixit in quibusdam suis admonitionibus.	For Galen already said in some of his admonitions.
Non medicetis aegritudinem malam: ne nominemini medici mali.	Do not treat a bad illness, lest you be called a bad doctor.
Iam autem diuisi hunc Tractatum secundum tria Capitula. ¶	Now, however, I have divided this Treatise into three chapters.
Capitulum primum.	First chapter.
De Cauterio cum igne, et Cauterio cum medicina acuta, capitulatum, et ordinatum a capite usque ad pedes, et formis instrumentorum, et ferramentis Cauterii: et omni quod necessarium est in operatione. ¶	Concerning the cautery with fire, and cautery with sharp medicine, epitomized and arranged from head to foot, and concerning the forms of instruments, and the implements of the cautery, and everything necessary in the operation.
Capitulum secundum.	Second chapter.
De sectione et perforatione, phlebotomia et uentosis, et uulneribus: et extractione sagittarum, et similibus illius: et totum capitulatum, ordinatum formis instrumentorum. ¶	Concerning incision and perforation, phlebotomy and cupping, and wounds, and the extraction of arrows, and similar things: and all epitomized, arranged by the forms of instruments.
Capitulum tertium.	Third chapter.
De restauratione, et dislocatione, et curatione torsionis, et similibus illius: capitulatum, ordinatum a capite usque ad pedes, et formis instrumentorum.	Concerning restoration, and dislocation, and the treatment of twisting, and similar things: epitomized, arranged from head to foot, and concerning the forms of instruments.
Soli Deo Gloria.	To God alone be glory.
Liber Chirurgici Albucasis.	Albucasis's Book of Surgery.
Pars I.	Part I.
¶ De Iuuamento, et Nocumento Cauterii: et quibus complexionibus conueniat, et quo tempore: et si cum ferro, uel auro.	Concerning the benefit and harm of the cautery, and for what temperaments it is suitable, and at what time; and if with iron or gold.
Caput I.	Chapter 1.
Sed Ante Quidem Quam rememorer operationis cum eo, oportet ut dicam qualitatem Iuuamentorum eius, et Nocumentorum ipsius: et in qua complexione exhibeatur.	But before I recall the operation with it, it is necessary that I speak of the quality of its benefits and harms, and in what temperament it is to be used.
Dico ergo, quod sermo de qualitate iuuamenti Cauterii, et nocumenti eius, est sermo prolixus, et subtilis, scientia, et secretum occultum.	I say therefore, that the discussion of the quality of the cautery's benefit and harm is a lengthy and subtle discourse, a science and hidden secret.
Etiam locuta fuit in eo multitudo sapientum, et dissenserunt in eo: et mihi quidem sufficit parum ex sermonibus eorum, timens prolongationem.	Many wise men have spoken on this subject, and disagreed on it; and for my part, a little of their words is sufficient, fearing prolixity.
Dico ergo, quod Cauterium confert uniuersaliter omni complexioni, quae est cum materia, et absque materia: excaeptis duabus complexionibus, quae sunt complexio calida absque materia, et complexio sicca absque materia.	I say therefore, that the cautery benefits every temperament, whether with matter or without matter, except for the two temperaments which are hot without matter, and dry without matter.
In complexione autem calida et sicca cum materia dissenserunt.	However, they disagreed in hot and dry temperament with matter.
Quidam enim dixerunt, quod Cauterium iuuatiuum est in ea.	For some said that the cautery is helpful in it.
Et dixerunt alii contrarium illius, scilicet quod Cauterium non est conueniens in aegritudine, quae est ex caliditate et siccitate: quoniam natura ignis est caliditas: et inconueniens est, ut sanetur ex agritudine calida et sicca, cum calido et sicco.	And others said the opposite, namely that the cautery is not suitable in an illness resulting from heat and dryness, because the nature of fire is heat, and it is unsuitable that one be healed from a hot and dry illness with heat and dryness.
Et dixit ille qui dicit contrarium illius: quod per Cauterium fit iuuamentum in omni aegritudine calida et sicca, quae accidit in corporibus hominum: quoniam quando tu comparas corpus hominis, et humiditates eius, ad complexionem ignis, inuenis corpus hominis frigidum.	And he who says the opposite stated that through the cautery a benefit is achieved in every hot and dry illness that happens in human bodies, because when you compare a human body and its humors to the temperament of fire, you find the human body cold.
Et ego quidem dico per sermonem eius: quia ex perimentum iam detexit mihi illud aliquotiens.	And I indeed say through his statement: because by experience it has already revealed that to me several times.
Verumtamen non oportet, ut ueniat super illud, nisi qui iam probatus est, et exercitatus in capitulo Cauterii exercitio ultimo, et cognouit diuersitatem complexionum hominum, et dispositionem aegritudinum in se ipsis, et caussas earum, et accidentia ipsarum, et spacium temporis earum.	However, it is not fitting that one come upon it, unless one who is already proven and practiced in the final exercise of the cautery chapter, and has known the diversity of human complexions, and the disposition of illnesses within themselves, and their causes, and their accidents, and the length of their time.
Ex reliquis autem complexionibus non est super uos timor: et praecipue in aegritudinibus frigidis et humidis.	However, from the remaining complexions there is no fear for you; and especially in cold and humid illnesses.
Iam enim conuenerunt omnes medici super eas: et non dissenserunt in iuuamento cum Cauterio in eis.	For already all physicians have agreed upon them, and have not disagreed in the benefit of cautery in them.
Et scitote filii, quod ex secreto curationis per Cauterium cum igne, et bonitate eius super Cauterium cum medicina comburente est: quoniam ignis est simplex, cuius actio non peruenit, nisi ad membrum quod cauterisatur: et non nocet membro alio coniuncto cum eo, nisi nocumento paruo.	And know, children, that from the secret of healing through cautery with fire, and its goodness over cautery with burning medicine, is this: because fire is simple, whose action does not reach, except the member that is cauterized; and it does not harm another member joined to it, except with little harm.
Medicinae uero comburentis actio peruenit ad illud quod elongatur ex membris: et fortasse facit accidere in membro aegritudinem difficilis sanationis, et fortasse interficit.	However, the action of burning medicine reaches that which is distant from the members; and perhaps it causes illness of difficult healing to occur in the member, and perhaps it kills.
Ignis autem propter subtilitatem suam et bonitatem substantiae suae, non facit illud, nisi superfluat.	But fire, because of its subtlety and the goodness of its substance, does not do that, unless it overflows.
Iam uero innotuit nobis illud per experimentum, propter longitudinem seruitutis et studii cum arte, et stationem super ueritatem rerum: et propter illud excusor a longitudine sermonis.	However, that has now become known to us through experiment, because of the length of servitude and study with the art, and standing on the truth of things; and because of that I am excused from the length of speech.
Et si non esset, quia non licet huic libro meo, afferrem uobis secretum occultum in igne, et qualitatem operationis eius in corporibus expulsionis suae, qua expellit aegritudines sermone philosophico demonstratiuo, qui acueretur a mentibus uestris.	And if it were not so, because it is not permitted to this book of mine, I would bring to you the secret hidden in fire, and the quality of its operation in the bodies of its expulsion, by which it expels illnesses by a demonstrative philosophical discourse, which would be sharpened by your minds.
Et scitote filii, quod ipsi dissentiunt in tempore, in quo conuenit fieri cauterium, et ponunt melius tempus ueris.	And know, children, that they disagree about the time in which the cauterization should be performed, and they place a better time in the spring.
Et ego dico, quod cauterium conuenit in omni tempore: propterea, quod nocumentum accidens propter tempus submergitur in iuuamento, quod attrahitur cum cauterio.	And I say that cauterization is suitable at all times, because the harm that is incidental due to the time is submerged in the benefit that is drawn with the cauterization.
Et praecipue si cauterium est propter dolores ex doloribus necessariis, fortibus, festinis, qui non tolerant tarditatem: propterea quod timetur ex eis, quod accidat malicia quae est maior, quam paruum nocumentum intrans propter tempus.	And especially if the cauterization is for pains from necessary, strong, urgent pains, which do not tolerate delay, because it is feared from them that a greater evil will happen than the small harm which occurs due to the time.
