Praefatio.	Preface.
Postquam compleui uobis o Filii, librum hunc, qui est postremus scientiae in medicina cum complemento ipsius, et consecutus sum finem in eo, ex expositionibus eius, et ipsius declarationibus, uisum est mihi, ut compleam ipsum uobis cum hoc Tractatu qui est pars operationis, id est, chirurgiae cum manu.	Having completed for you, my children, this book, which is the final treatise in medicine with its completion, and having reached its end through its explanations and its declarations, it seemed to me that I should complete it for you with this treatise, which is a part of the operation, that is, surgery, with the hand.
Quoniam operatio cum manu prostrata est in regione nostra, et tempore nostro priuata omnino: donec fortasse periit scientia eius, et abscissum est uestigium eius: et non remanserunt ex ea, nisi descriptiones paruae in libris antiquorum, quas mutauerunt manus: et accidit eis error et haesitatio, donec clausae sunt intentiones eius, et elongata est uis ipsius: Visum est mihi, ut uiuificem eam cum ordinatione huius Tractatus in ea secundum uiam ex positionis, et declarationis, et abbreuiationis: et ut ueniam cum formis ferramentorum Cauterii, et reliquorum instrumentorum operis: cum fit ex declarationis additione, et ex properatione eius quod est necesse.	Since the operation with the hand is languishing in our region and in our time, entirely private, until perhaps its knowledge perished and its trace was severed, and nothing remained of it but small descriptions in the books of the ancients, which changing hands have altered, and errors and hesitation have befallen them, until its intentions were closed and its force withdrawn: it seemed to me that I should give it life again with the arrangement of this treatise, according to the method of exposition, declaration, and abbreviation, and that I should come with the forms of the instruments of the cautery, and of the other instruments of the work, with the addition of a declaration and the haste of what is necessary.
Caussa autem propter quam non inuenitur bonus artifex eius cum manu sua in hoc nostro tempore, est: quia ars medicinae est longa, et oportet auctorem eius exercitari ante illud in scientia anatomiae, quam narrauit Galenus, donec sciat iuuamenta membrorum, et ipsorum formas, et eorum coniunctionem, et separationem, et habeat cognitionem ossium, et neruorum, et lacertorum, et numerum ipsorum, et eorum egressionem, et uenarum pulsatilium, et quietarum, et locorum exitus earum.	The reason why a good craftsman of it with his hand is not found in our time is this: because the art of medicine is long, and its author must be trained beforehand in the science of anatomy, as Galen has related, until he knows the aids of the limbs and their forms, and their joining and separation, and has knowledge of bones, nerves, tendons, and their number, and their emergence, and of the pulsating and still veins, and the places of their exits.
Et propter illud dixit Hippocrates, quod nomen cum nomine est multum, et cum opere est paucum, et praecipue in arte manus.	And therefore Hippocrates said that name with name is much, and with work is little, and especially in the art of the hand.
Nos uero iam diximus de illo in introitu huius libri.	We, however, have already spoken of that at the beginning of this book.
Quoniam qui non est sciens, quod diximus de anatomia, non euacuatur, quin iam cadat in errorem, quo interficiuntur homines: sicut ego uidi multos ex illis, qui formantur de hac scientia, et iactant se de ea absque scientia, et sine experimento.	Because he who is not knowledgeable in what we have said about anatomy is not safe, but falls into error, by which people are killed; as I have seen many of those who are trained in this science and boast of it without knowledge and without experience.
Quod est, quia uidi medicum stolidum secuisse apostema scrophulosum in collo mulieris, et incidit quasdam arterias in collo: quare fluxit sanguis mulieris, donec cecidit mortua inter manus eius.	This is because I saw a foolish physician cut an abscess in the woman's neck, and he cut some arteries in her neck; therefore the woman's blood flowed until she fell dead in his hands.
Et uidi medicum alium, qui praesumpsit ut extraheret lapidem uiro, qui processerat in aetate, et lapis erat magnus.	And I saw another physician who presumed to extract a stone from a man who had advanced in age, and the stone was large.
Peruenit ergo ad eum, et extraxit ipsum cum frusto uesicae.	Therefore, he reached it and extracted it with a piece of the bladder.
Quare mortuus est uir in tertio die.	Therefore the man died on the third day.
Et ego quidem iam uocatus fueram ad extrahendum ipsum: et uidi ex magnitudine lapidis, et dispositione infirmi, quod moriretur.	And I myself had already been called to extract it, and I saw from the size of the stone, and the condition of the sick man, that he would die.
