Praefatio.	 Preface.
Postquam compleui uobis o Filii, librum hunc, qui est postremus scientiae in medicina cum complemento ipsius, et consecutus sum finem in eo, ex expositionibus eius, et ipsius declarationibus, uisum est mihi, ut compleam ipsum uobis cum hoc Tractatu qui est pars operationis, id est, chirurgiae cum manu.	 After I have completed this book for you, O Sons, which is the last one concerning knowledge in medicine with its complement, and having reached the end of it by expositions and explanations, it appeared to me to be fitting that I complete it for you with this Treatise, which forms part of operation, i.e., surgery with hand.
Quoniam operatio cum manu prostrata est in regione nostra, et tempore nostro priuata omnino: donec fortasse periit scientia eius, et abscissum est uestigium eius: et non remanserunt ex ea, nisi descriptiones paruae in libris antiquorum, quas mutauerunt manus: et accidit eis error et haesitatio, donec clausae sunt intentiones eius, et elongata est uis ipsius: Visum est mihi, ut uiuificem eam cum ordinatione huius Tractatus in ea secundum uiam ex positionis, et declarationis, et abbreuiationis: et ut ueniam cum formis ferramentorum Cauterii, et reliquorum instrumentorum operis: cum fit ex declarationis additione, et ex properatione eius quod est necesse.	 Since operation with hand is laid low in our region and during our time entirely removed: perhaps the knowledge of it has perished, and its trace vanished; and only small descriptions of it remain in old books, which have been altered by hands; and error and hesitation have arisen until the intention is closed and the force waned: It seemed to me fitting that I bring it to life again with the organization of this Treatise according to the way of exposition, explanation, and abbreviation; and that I come with forms of iron tools of Cautery, and other instruments of work, when it is made by addition of declarations, and by the proper use of what is necessary.
Caussa autem propter quam non inuenitur bonus artifex eius cum manu sua in hoc nostro tempore, est: quia ars medicinae est longa, et oportet auctorem eius exercitari ante illud in scientia anatomiae, quam narrauit Galenus, donec sciat iuuamenta membrorum, et ipsorum formas, et eorum coniunctionem, et separationem, et habeat cognitionem ossium, et neruorum, et lacertorum, et numerum ipsorum, et eorum egressionem, et uenarum pulsatilium, et quietarum, et locorum exitus earum.	 The reason why a good craftsman with his hand is not found in this time is because the art of medicine is long, and its author must exercise himself before that in the knowledge of anatomy as Galen narrated, until he knows the aid of members, their forms, their connection, separation, and the knowledge of bones, nerves, muscles, their number, their departure, veins pulsating and quiet, and their outlets.
Et propter illud dixit Hippocrates, quod nomen cum nomine est multum, et cum opere est paucum, et praecipue in arte manus.	 And for that reason, Hippocrates said that much is the name with a name, and little is the work, especially in the art of hand.
Nos uero iam diximus de illo in introitu huius libri.	 We have already spoken about it at the beginning of this book.
Quoniam qui non est sciens, quod diximus de anatomia, non euacuatur, quin iam cadat in errorem, quo interficiuntur homines: sicut ego uidi multos ex illis, qui formantur de hac scientia, et iactant se de ea absque scientia, et sine experimento.	Whoever is not knowing what we said about anatomy, will immediately fall into error, in which people are killed: as I have seen many of those who are formed from this science, boasting about it without knowledge and without experience.
Quod est, quia uidi medicum stolidum secuisse apostema scrophulosum in collo mulieris, et incidit quasdam arterias in collo: quare fluxit sanguis mulieris, donec cecidit mortua inter manus eius.	 I have seen a stupid physician cut an aposteme (boil) on a woman's neck and accidentally cut some arteries in the neck: therefore, blood flowed from the woman until she fell dead at his hands.
Et uidi medicum alium, qui praesumpsit ut extraheret lapidem uiro, qui processerat in aetate, et lapis erat magnus.	 I have seen another physician who dared to remove a stone from an old man who had grown it, and the stone was large.
Peruenit ergo ad eum, et extraxit ipsum cum frusto uesicae.	 So he came to him, and removed it along with part of his bladder.
Quare mortuus est uir in tertio die.	 Therefore, the man died on the third day.
