Praefatio.	 Preface.
Postquam compleui uobis o Filii, librum hunc, qui est postremus scientiae in medicina cum complemento ipsius, et consecutus sum finem in eo, ex expositionibus eius, et ipsius declarationibus, uisum est mihi, ut compleam ipsum uobis cum hoc Tractatu qui est pars operationis, id est, chirurgiae cum manu.	 After completing for you, O Sons, this book which is the last in the science of medicine along with its complement, and having reached the end of it through expositions and declarations thereof, it appeared to me that I should complete it for you with this Treatise which is a part of operation, that is, surgery with the hand.
Quoniam operatio cum manu prostrata est in regione nostra, et tempore nostro priuata omnino: donec fortasse periit scientia eius, et abscissum est uestigium eius: et non remanserunt ex ea, nisi descriptiones paruae in libris antiquorum, quas mutauerunt manus: et accidit eis error et haesitatio, donec clausae sunt intentiones eius, et elongata est uis ipsius: Visum est mihi, ut uiuificem eam cum ordinatione huius Tractatus in ea secundum uiam ex positionis, et declarationis, et abbreuiationis: et ut ueniam cum formis ferramentorum Cauterii, et reliquorum instrumentorum operis: cum fit ex declarationis additione, et ex properatione eius quod est necesse.	 Since operation with the hand is laid low in our region and during our time entirely unavailable; until perhaps it has perished altogether along with its knowledge, and the trace of it has vanished; and only small descriptions of it remain in the books of old, which have been changed by hands; and error and hesitation occurred to them, causing their intentions to be enclosed and the force of it to be elongated: It appeared to me that I should revive it with the arrangement of this Treatise according to the way from expositions, declarations, and abbreviation; and that I should come with forms of iron tools of Cautery and other instruments of work; with a declaration's addition and with proper consideration for what is necessary.
Caussa autem propter quam non inuenitur bonus artifex eius cum manu sua in hoc nostro tempore, est: quia ars medicinae est longa, et oportet auctorem eius exercitari ante illud in scientia anatomiae, quam narrauit Galenus, donec sciat iuuamenta membrorum, et ipsorum formas, et eorum coniunctionem, et separationem, et habeat cognitionem ossium, et neruorum, et lacertorum, et numerum ipsorum, et eorum egressionem, et uenarum pulsatilium, et quietarum, et locorum exitus earum.	 The reason why a good craftsman of this art is not found with his hand in our time is: because the art of medicine is long, and its author must be trained before that in the science of anatomy, as Galen narrated, until he knows the remedies for limbs, their shapes, their connection and separation, and has knowledge of bones, nerves, muscles, and their number, their exit points, the pulses of veins and arteries, and their resting places; and the locations where they emerge.
Et propter illud dixit Hippocrates, quod nomen cum nomine est multum, et cum opere est paucum, et praecipue in arte manus.	 And for this reason, Hippocrates said that name with name is much, and work is little, especially in the art of hands.
Nos uero iam diximus de illo in introitu huius libri.	We have already said about it at the beginning of this book.
Quoniam qui non est sciens, quod diximus de anatomia, non euacuatur, quin iam cadat in errorem, quo interficiuntur homines: sicut ego uidi multos ex illis, qui formantur de hac scientia, et iactant se de ea absque scientia, et sine experimento.	 Because whoever is not learned about what we have said concerning anatomy, will not be able to avoid falling into error, in which people are killed: as I have seen many of those who are formed from this science and boast about it without knowledge, and without experience.
Quod est, quia uidi medicum stolidum secuisse apostema scrophulosum in collo mulieris, et incidit quasdam arterias in collo: quare fluxit sanguis mulieris, donec cecidit mortua inter manus eius.	 What is more, I have seen a foolish doctor cut an aposteme from the neck of a woman and he cut some arteries at her neck; therefore, the woman's blood flowed until she fell dead in his hands.
Et uidi medicum alium, qui praesumpsit ut extraheret lapidem uiro, qui processerat in aetate, et lapis erat magnus.	 I have also seen another doctor who presumed to extract a stone from an old man, and the stone was large.
Peruenit ergo ad eum, et extraxit ipsum cum frusto uesicae.	 Therefore he went to him, and extracted it with a piece of bladder.
Quare mortuus est uir in tertio die.	 Thus the man died on the third day.
Et ego quidem iam uocatus fueram ad extrahendum ipsum: et uidi ex magnitudine lapidis, et dispositione infirmi, quod moriretur.	 And indeed I had been called to extract it; and I saw from the size of the stone and the condition of the man that he would die.
Et uidi medicum alium, qui accipiebat stipem apud quendam Ducum terrae nostrae propter medicinam: et accidit eunucho nigro, qui erat apud ipsum, fractura in crure eius prope calcaneum: et properauit medicus cum ignorantia sua, et strinxit fracturam super uulnus cum puluinaribus, et astellis strictura forti, et non dimisit uulneri expirationem.	 I have also seen another doctor who was receiving a staff at a certain Duke of our land because of medicine; and a black eunuch was with him, who had a fracture near his heel; and the doctor with his ignorance strung the fracture on a wound with pulleys and strong bands, and did not allow the wound to breathe.
Deinde absoluit eum secundum desyderia sua.	 Then he closed it according to his own devices.
Postea dimisit eum diebus aliquot, et praecepit ei, ne solueret ligamentum: et stetit sic donec apostematum est crus eius, et ipsius pes, et peruenit ad perditionem.	 Afterwards he let him go for a few days and ordered him not to loosen the band; and he stood like that until an aposteme grew on his leg, and his foot; and he came to ruin.
Vocatus sum ergo ad eum: et properaui ad soluendum ligamentum: et consecuta est tranquillitas, et euasit a doloribus suis.	 I was then called to him; and I hurried to loosen the band; and calm came over him, and he was released from his pain.
Verumtamen corruptio iam confirmata erat in membro: et non potui refraenare ipsam.	 The corruption had already been confirmed in the member; and I could not restrain it.
Pon ergo cessauit corruptio perambulare in membro, donec periit.	 Stop, the corruption has stopped walking around in the member, until it perishes.
Et uidi medicum alium, qui perforauit apostema cancerosum: et ulceratum est post dies, donec magnificata est malicia eius cum domino ipsius.	 And I saw another physician who pierced a cancerous boil; and it healed after days, until the malignancy of its master was revealed along with him.
Quod est, quia quando est cancer purus ex humore melancholico, tunc non oportet ut perueniatur ad eum cum ferro omnino, nisi sit in membro quod toleret, ut abscindatur totum eius.	 Because when the cancer is pure from black bile, then it is not necessary to reach for it with iron at all, unless it is in a member that can tolerate it, so that the entire thing may be cut off.
Et propter illud o Filii, necesse est uobis, ut sciatis, quod operatio cum manu diuiditur in duas diuisiones: scilicet, operationem cui associatur salus: et operationem, cum qua est periculum in pluribus dispositionibus.	 And because of that [saying], O Sons, it is necessary for you to know that the operation is divided into two divisions; namely, an operation associated with health; and an operation with which there is danger in many dispositions.
Et ego iam excitaui in omni loco huius libri, in quo uenit operatio, in qua est terror et timor.	 And I have already aroused myself in every place of this book where the operation comes, in which there is fear and dread.
Quare necesse est uobis, ut caueatis illud, et dimitatis ipsum: ut non inueniant stolidi uiam ad loquendum, et dehonestandum.	 Therefore, it is necessary for you to be cautious about it and divide it so that fools do not find a way to speak and disgrace themselves.
Accipite ergo mensuram cum sollicitudine et protectione, et infirmos uestros cum facilitate et firmitudine, et utimini uia meliore perducente gratia Dei ad salutem et successionem laudabilem: et dimittite aegritudines terribiles difficilis sanationis: et tollite animas uestras ab eo quod facit uos timere, ut ingrediatur super uos haesitatio in fide uestra et commodo uestro.	 Take the measure with care and protection, and treat your weak ones with ease and firmness, and use a better way leading by the grace of God to salvation and praiseworthy success; and dismiss the dreadful illnesses difficult to cure; and free your souls from that which makes you fear, so that hesitation enters upon you in your faith and comfort.
Est enim magis remanens ad gloriam uestram, et sublimius in mundo isto, et postremo ad quantitates uestras.	 For it remains more to your glory, and higher in this world, and finally to your profit.
Galenus enim iam dixit in quibusdam suis admonitionibus.	 Galenus said it in some of his admonitions.
Non medicetis aegritudinem malam: ne nominemini medici mali.	 Do not treat an evil illness, lest you be called an evil physician.
Iam autem diuisi hunc Tractatum secundum tria Capitula. ¶	 Now I have divided this Treatise into three Chapters. ¶
Capitulum primum.	 Chapter one.
De Cauterio cum igne, et Cauterio cum medicina acuta, capitulatum, et ordinatum a capite usque ad pedes, et formis instrumentorum, et ferramentis Cauterii: et omni quod necessarium est in operatione. ¶	 On Cautery with fire, and Cautery with sharp medicine, this chapter is dedicated, and it is ordered from head to foot, and the shapes of instruments, and tools for Cautery, and everything necessary for the operation. (¶ denotes a new topic or paragraph)
Capitulum secundum.	 De purgatione venae cum igne calido et medicina acuta
De sectione et perforatione, phlebotomia et uentosis, et uulneribus: et extractione sagittarum, et similibus illius: et totum capitulatum, ordinatum formis instrumentorum. ¶	 On purging a vein with hot fire and sharp medicine, chapter two is dedicated. It covers sectioning, perforation, phlebotomy, and ventosis; wounds; extraction of arrows and similar objects, and everything concerning the shapes of instruments. (¶ denotes a new topic or paragraph)
Capitulum tertium.	 De uulneribus a bestiis feris et hominibus inf
De restauratione, et dislocatione, et curatione torsionis, et similibus illius: capitulatum, ordinatum a capite usque ad pedes, et formis instrumentorum.	 On wounds inflicted by wild animals and men, chapter three is dedicated. It covers restoration, dislocation, cure for twisting, and similar issues; from head to foot, and the shapes of instruments. (This seems to be an incomplete sentence.)
Soli Deo Gloria.	 To God alone be the glory. (This is a common Latin phrase that signifies hum
Liber Chirurgici Albucasis.	 The Surgical Book of Albucasis.
Pars I.	 Part I.
¶ De Iuuamento, et Nocumento Cauterii: et quibus complexionibus conueniat, et quo tempore: et si cum ferro, uel auro.	 On the benefits and harm of cautery, when it should be used and at what time; and whether with iron or gold. (¶ denotes a new topic or paragraph)
Caput I.	 Chapter I.
Sed Ante Quidem Quam rememorer operationis cum eo, oportet ut dicam qualitatem Iuuamentorum eius, et Nocumentorum ipsius: et in qua complexione exhibeatur.	 But first, before discussing the operations with it, it is necessary to explain the benefits and harm of it, and under what circumstances it should be applied. (This seems to be an incomplete sentence.)
Dico ergo, quod sermo de qualitate iuuamenti Cauterii, et nocumenti eius, est sermo prolixus, et subtilis, scientia, et secretum occultum.	 I say that the discussion of the quality of the benefit and harm of cautery is a long, subtle, scientific, and hidden discourse. (This seems to be an incomplete sentence.)
