Praefatio.	 Preface.
Postquam compleui uobis o Filii, librum hunc, qui est postremus scientiae in medicina cum complemento ipsius, et consecutus sum finem in eo, ex expositionibus eius, et ipsius declarationibus, uisum est mihi, ut compleam ipsum uobis cum hoc Tractatu qui est pars operationis, id est, chirurgiae cum manu.	 After I have completed this book for you, O Sons, which is the last one in the science of medicine along with its complement, and after I have reached the end in it through its expositions and declarations, it seemed to me that I should complete it for you with this Treatise which is a part of operation, that is, surgery with the hand.
Quoniam operatio cum manu prostrata est in regione nostra, et tempore nostro priuata omnino: donec fortasse periit scientia eius, et abscissum est uestigium eius: et non remanserunt ex ea, nisi descriptiones paruae in libris antiquorum, quas mutauerunt manus: et accidit eis error et haesitatio, donec clausae sunt intentiones eius, et elongata est uis ipsius: Visum est mihi, ut uiuificem eam cum ordinatione huius Tractatus in ea secundum uiam ex positionis, et declarationis, et abbreuiationis: et ut ueniam cum formis ferramentorum Cauterii, et reliquorum instrumentorum operis: cum fit ex declarationis additione, et ex properatione eius quod est necesse.	 Since operation with the hand is prostrate in our region and at our time completely, until perhaps it has perished, and its trace has vanished; and only small descriptions of it remain in the books of the ancients, which have been corrupted by hands; and error and hesitation occurred to them until their intentions were closed, and the force was elongated; It seemed to me that I should bring it to life with the arrangement of this Treatise according to its position, declaration, and abbreviation; and to come with the shapes of the tools of the Cautery, and the remaining instruments of work; which is made by addition from the declarations, and by the properation of what is necessary.
Caussa autem propter quam non inuenitur bonus artifex eius cum manu sua in hoc nostro tempore, est: quia ars medicinae est longa, et oportet auctorem eius exercitari ante illud in scientia anatomiae, quam narrauit Galenus, donec sciat iuuamenta membrorum, et ipsorum formas, et eorum coniunctionem, et separationem, et habeat cognitionem ossium, et neruorum, et lacertorum, et numerum ipsorum, et eorum egressionem, et uenarum pulsatilium, et quietarum, et locorum exitus earum.	 The reason why a good craftsman of this art with his hand is not found in our time is because the art of medicine is long, and its author must be trained before that in the science of anatomy, which Galen narrated, until he knows the help for the members, and their forms, and their connection, and separation, and has knowledge of bones, nerves, muscles, and their number, and their exit, and the pulses of veins and arteries, and their quiets, and their locations.
Et propter illud dixit Hippocrates, quod nomen cum nomine est multum, et cum opere est paucum, et praecipue in arte manus.	 And for this reason Hippocrates said that much is the name with the name, and little is the work, especially in the art of the hand.
Nos uero iam diximus de illo in introitu huius libri.	 We have already spoken about it at the beginning of this book.
Quoniam qui non est sciens, quod diximus de anatomia, non euacuatur, quin iam cadat in errorem, quo interficiuntur homines: sicut ego uidi multos ex illis, qui formantur de hac scientia, et iactant se de ea absque scientia, et sine experimento.	 Since one who does not know what we have said about anatomy will fall into error and kill men, as I have seen many of those who are formed in this science and boast of it without knowledge and without experience.
Quod est, quia uidi medicum stolidum secuisse apostema scrophulosum in collo mulieris, et incidit quasdam arterias in collo: quare fluxit sanguis mulieris, donec cecidit mortua inter manus eius.	 Because I saw a foolish doctor cut off a scrofulous apostema on a woman's neck and cut some arteries in the neck; therefore, the woman bled to death until she fell dead in his hands.
Et uidi medicum alium, qui praesumpsit ut extraheret lapidem uiro, qui processerat in aetate, et lapis erat magnus.	 And I saw another doctor who presumed to remove a stone from an old man who had passed his prime, and the stone was large.
Peruenit ergo ad eum, et extraxit ipsum cum frusto uesicae.	 Therefore he came to him and removed it with a piece of bladder.
Quare mortuus est uir in tertio die.	 Wherefore the man died on the third day.
Et ego quidem iam uocatus fueram ad extrahendum ipsum: et uidi ex magnitudine lapidis, et dispositione infirmi, quod moriretur.	 And indeed I had already been summoned to remove it; and I saw from the size of the stone and the condition of the patient that he would die.
Et uidi medicum alium, qui accipiebat stipem apud quendam Ducum terrae nostrae propter medicinam: et accidit eunucho nigro, qui erat apud ipsum, fractura in crure eius prope calcaneum: et properauit medicus cum ignorantia sua, et strinxit fracturam super uulnus cum puluinaribus, et astellis strictura forti, et non dimisit uulneri expirationem.	 And I saw another doctor who was receiving a stipend from one of our land's dukes because of medicine; and a black eunuch was with him, who sustained a fracture near his heel; and the doctor, with his ignorance, bound up the fracture over an ulcer with pulley irons and tightened it strongly, and did not allow the wound to breathe.
Deinde absoluit eum secundum desyderia sua.	 Then he cured him according to his devices.
Postea dimisit eum diebus aliquot, et praecepit ei, ne solueret ligamentum: et stetit sic donec apostematum est crus eius, et ipsius pes, et peruenit ad perditionem.	 Afterwards he dismissed him for some days and ordered him not to loosen the bandage; and he stood thus until the apostema grew on his leg, and his foot, and came to destruction.
