Praefatio.	 Preface.
Postquam compleui uobis o Filii, librum hunc, qui est postremus scientiae in medicina cum complemento ipsius, et consecutus sum finem in eo, ex expositionibus eius, et ipsius declarationibus, uisum est mihi, ut compleam ipsum uobis cum hoc Tractatu qui est pars operationis, id est, chirurgiae cum manu.	 After I have completed for you, O Sons, this book which is the last in the knowledge of medicine along with its supplement and I have reached the end in it through expositions of it and its declarations, it seemed good to me to complete it for you with this Treatise which is a part of operation, that is, surgery with the hand.
Quoniam operatio cum manu prostrata est in regione nostra, et tempore nostro priuata omnino: donec fortasse periit scientia eius, et abscissum est uestigium eius: et non remanserunt ex ea, nisi descriptiones paruae in libris antiquorum, quas mutauerunt manus: et accidit eis error et haesitatio, donec clausae sunt intentiones eius, et elongata est uis ipsius: Visum est mihi, ut uiuificem eam cum ordinatione huius Tractatus in ea secundum uiam ex positionis, et declarationis, et abbreuiationis: et ut ueniam cum formis ferramentorum Cauterii, et reliquorum instrumentorum operis: cum fit ex declarationis additione, et ex properatione eius quod est necesse.	 Since operation with the hand is laid low in our region and at our time completely absent; perhaps the knowledge of it has perished, and its trace has been lost, and there remain only small descriptions in the books of the ancients which have been corrupted by hands; errors and hesitation occur until intentions are closed off and the force of it is prolonged, It seemed good to me to revive it with the arrangement of this Treatise in it according to the way of exposition, declaration, and abbreviation; and to come with forms of iron tools, and the rest of the instruments of work; which occurs through addition to declarations and through appropriate application.
Caussa autem propter quam non inuenitur bonus artifex eius cum manu sua in hoc nostro tempore, est: quia ars medicinae est longa, et oportet auctorem eius exercitari ante illud in scientia anatomiae, quam narrauit Galenus, donec sciat iuuamenta membrorum, et ipsorum formas, et eorum coniunctionem, et separationem, et habeat cognitionem ossium, et neruorum, et lacertorum, et numerum ipsorum, et eorum egressionem, et uenarum pulsatilium, et quietarum, et locorum exitus earum.	 The reason why a skilled craftsman of it is not found with his hand in this our time is that the art of medicine is long and its author should exercise himself before that in the science of anatomy which Galen narrated, until he knows the remedies of limbs, and their forms, and their connection and disconnection, and has knowledge of bones, nerves, muscles, their number, and their origin, and veins, arteries, and quiet veins, and the locations of their outlets.
Et propter illud dixit Hippocrates, quod nomen cum nomine est multum, et cum opere est paucum, et praecipue in arte manus.	 And for this reason Hippocrates said that name with name is much, and with work it is little, especially in the art of the hand.
Nos uero iam diximus de illo in introitu huius libri.	 We have already said about him at the beginning of this book.
Quoniam qui non est sciens, quod diximus de anatomia, non euacuatur, quin iam cadat in errorem, quo interficiuntur homines: sicut ego uidi multos ex illis, qui formantur de hac scientia, et iactant se de ea absque scientia, et sine experimento.	 Whoever is not acquainted with what we have said about anatomy, already falls into error, wherein men are killed: as I have seen many of those who are formed in this science, boast about it without knowledge, and without experiment.
Quod est, quia uidi medicum stolidum secuisse apostema scrophulosum in collo mulieris, et incidit quasdam arterias in collo: quare fluxit sanguis mulieris, donec cecidit mortua inter manus eius.	 I have seen a foolish physician cut off a scrofulous apostema from a woman's neck, and he cut some arteries in her neck: thus the woman bled to death in his hands.
Et uidi medicum alium, qui praesumpsit ut extraheret lapidem uiro, qui processerat in aetate, et lapis erat magnus.	 I have seen another physician who presumed to extract a stone from an elderly man, and the stone was large.
Peruenit ergo ad eum, et extraxit ipsum cum frusto uesicae.	 Therefore, he reached for it and extracted it with a piece of the bladder.
Quare mortuus est uir in tertio die.	 Thus the man died on the third day.
Et ego quidem iam uocatus fueram ad extrahendum ipsum: et uidi ex magnitudine lapidis, et dispositione infirmi, quod moriretur.	 And I myself had already been summoned to extract it; and I saw, due to the size of the stone and the condition of the man, that he would die.
