Praefatio.	Preface.
Postquam compleui uobis o Filii, librum hunc, qui est postremus scientiae in medicina cum complemento ipsius, et consecutus sum finem in eo, ex expositionibus eius, et ipsius declarationibus, uisum est mihi, ut compleam ipsum uobis cum hoc Tractatu qui est pars operationis, id est, chirurgiae cum manu.	After having provided you with the book, O Son, which is the final part of the science in medicine including its complement and following completion of it, according to its exposition and my own explanations, I find it necessary for me to provide it all to you together with this Treatise which is a part of operations that is surgery with practice.
Quoniam operatio cum manu prostrata est in regione nostra, et tempore nostro priuata omnino: donec fortasse periit scientia eius, et abscissum est uestigium eius: et non remanserunt ex ea, nisi descriptiones paruae in libris antiquorum, quas mutauerunt manus: et accidit eis error et haesitatio, donec clausae sunt intentiones eius, et elongata est uis ipsius: Visum est mihi, ut uiuificem eam cum ordinatione huius Tractatus in ea secundum uiam ex positionis, et declarationis, et abbreuiationis: et ut ueniam cum formis ferramentorum Cauterii, et reliquorum instrumentorum operis: cum fit ex declarationis additione, et ex properatione eius quod est necesse.	Since the operation with hands is located in our region and time, and has been completely neglected for a while until perhaps knowledge of it disappears and its investigation ceases, leaving behind only fragmentary descriptions from ancient books altered by human intervention, resulting in error and hesitation until their intentions are fully formed and their force elongated. I find it necessary to revive it using the structure of this Treatise, according to exposition, declaration, and abbreviation. And to be familiar with the forms of Cauterius's tools and other equipment of the operation; an addition comes from declaration and the need that arises from its investigation.
Caussa autem propter quam non inuenitur bonus artifex eius cum manu sua in hoc nostro tempore, est: quia ars medicinae est longa, et oportet auctorem eius exercitari ante illud in scientia anatomiae, quam narrauit Galenus, donec sciat iuuamenta membrorum, et ipsorum formas, et eorum coniunctionem, et separationem, et habeat cognitionem ossium, et neruorum, et lacertorum, et numerum ipsorum, et eorum egressionem, et uenarum pulsatilium, et quietarum, et locorum exitus earum.	The reason for why a skilled practitioner of surgery using his own hands is not found in our time is: because the art of medicine is long, and one needs to engage in the author's training before that in the science of anatomy as narrated by Galen, until he understands the functions of members, their forms, their union and separation, and has knowledge about bones, nerves, vessels, their numbers, their egresses, and pulsating veins and quiet veins, and the places where they exit.
Et propter illud dixit Hippocrates, quod nomen cum nomine est multum, et cum opere est paucum, et praecipue in arte manus.	And because of this, Hippocrates said that the name with a name is much and with work little, and especially in the art of hands.
Nos uero iam diximus de illo in introitu huius libri.	We have already spoken about it at the beginning of this book.
Quoniam qui non est sciens, quod diximus de anatomia, non euacuatur, quin iam cadat in errorem, quo interficiuntur homines: sicut ego uidi multos ex illis, qui formantur de hac scientia, et iactant se de ea absque scientia, et sine experimento.	For one who does not understand what we have said about anatomy will inevitably fall into error when practicing medicine, just like I have seen many of those who are being trained in this science, boasting about it without knowledge and without experience.
Quod est, quia uidi medicum stolidum secuisse apostema scrophulosum in collo mulieris, et incidit quasdam arterias in collo: quare fluxit sanguis mulieris, donec cecidit mortua inter manus eius.	What happened was that I saw a physician neglect an indurated lump on the neck of a woman and pierce some arteries in her neck. Consequently, blood flowed from the woman until she died between his hands.
Et uidi medicum alium, qui praesumpsit ut extraheret lapidem uiro, qui processerat in aetate, et lapis erat magnus.	And I saw another physician who thought to extract a stone from the urinary passage of an old man, and the stone was large.
Peruenit ergo ad eum, et extraxit ipsum cum frusto uesicae.	He therefore went to him and extracted it along with part of the bladder.
Quare mortuus est uir in tertio die.	As a result, the man died on the third day.
Et ego quidem iam uocatus fueram ad extrahendum ipsum: et uidi ex magnitudine lapidis, et dispositione infirmi, quod moriretur.	And indeed I had already been called upon to extract it; and I saw from the size of the stone, and the condition of the patient, that he would die.
