Praefatio.	Preface.
Postquam compleui uobis o Filii, librum hunc, qui est postremus scientiae in medicina cum complemento ipsius, et consecutus sum finem in eo, ex expositionibus eius, et ipsius declarationibus, uisum est mihi, ut compleam ipsum uobis cum hoc Tractatu qui est pars operationis, id est, chirurgiae cum manu.	After completing the book for you, my children, on this science of medicine which is complete and includes its complement, and having reached the end thereof through explanations and his own declarations, it becomes necessary for me to add to you this Treatise which forms part of the practice section, that is, surgery with its manual.
Quoniam operatio cum manu prostrata est in regione nostra, et tempore nostro priuata omnino: donec fortasse periit scientia eius, et abscissum est uestigium eius: et non remanserunt ex ea, nisi descriptiones paruae in libris antiquorum, quas mutauerunt manus: et accidit eis error et haesitatio, donec clausae sunt intentiones eius, et elongata est uis ipsius: Visum est mihi, ut uiuificem eam cum ordinatione huius Tractatus in ea secundum uiam ex positionis, et declarationis, et abbreuiationis: et ut ueniam cum formis ferramentorum Cauterii, et reliquorum instrumentorum operis: cum fit ex declarationis additione, et ex properatione eius quod est necesse.	Since the art of surgery practised with a hand is in our area and time completely isolated, perhaps until knowledge of it disappears and its practice ceases. Then only partial descriptions remain from the ancient books, which have been altered by hands; errors and hesitations occur until intentions are exhausted, making his efforts prolonged. I find it necessary to revive that art using the arrangement of this Treatise according to principles derived from position, explanation, and abbreviation. To incorporate knowledge about the forms of surgical instruments such as cautery and other tools used in surgery. The addition comes from an explanation and the correction of what is needed.
Caussa autem propter quam non inuenitur bonus artifex eius cum manu sua in hoc nostro tempore, est: quia ars medicinae est longa, et oportet auctorem eius exercitari ante illud in scientia anatomiae, quam narrauit Galenus, donec sciat iuuamenta membrorum, et ipsorum formas, et eorum coniunctionem, et separationem, et habeat cognitionem ossium, et neruorum, et lacertorum, et numerum ipsorum, et eorum egressionem, et uenarum pulsatilium, et quietarum, et locorum exitus earum.	The reason why a skilled artisan cannot be found practising his art with his own hands in our current time is: because the art of medicine is long and requires him to engage in the study of anatomy as described by Galen before this. He must know the functions of the organs, their shapes, how they join and separate. He must have knowledge of bones, nerves, sinews, their numbers, exit places for them. And he needs to understand pulsating veins and quiet veins, and where these exit from in the body.
Et propter illud dixit Hippocrates, quod nomen cum nomine est multum, et cum opere est paucum, et praecipue in arte manus.	And because of this, said Hippocrates, the name with its name is much, and the work with its performance is little, especially in the art of hands.
Nos uero iam diximus de illo in introitu huius libri.	We have already spoken about this at the beginning of this book.
Quoniam qui non est sciens, quod diximus de anatomia, non euacuatur, quin iam cadat in errorem, quo interficiuntur homines: sicut ego uidi multos ex illis, qui formantur de hac scientia, et iactant se de ea absque scientia, et sine experimento.	Because whoever does not understand what we said about anatomy will fall into error, just as many of them are that train in this knowledge and boast about it without understanding, and without experience.
Quod est, quia uidi medicum stolidum secuisse apostema scrophulosum in collo mulieris, et incidit quasdam arterias in collo: quare fluxit sanguis mulieris, donec cecidit mortua inter manus eius.	What happened was that I saw a vain doctor drain a scrofulous pustule on a woman's neck, and injured some arteries in the neck. Therefore, the woman's blood flowed until she died in his hands.
Et uidi medicum alium, qui praesumpsit ut extraheret lapidem uiro, qui processerat in aetate, et lapis erat magnus.	And I saw another doctor who thought he would extract a stone from urine, which was progressing in age, and the stone was large.
Peruenit ergo ad eum, et extraxit ipsum cum frusto uesicae.	So he went to him, and extracted it along with part of the bladder.
Quare mortuus est uir in tertio die.	As a result, the man died on the third day.
Et ego quidem iam uocatus fueram ad extrahendum ipsum: et uidi ex magnitudine lapidis, et dispositione infirmi, quod moriretur.	And indeed, I was already called upon to extract it; and I saw from the size of the stone, and the condition of the patient, that he would die.
Et uidi medicum alium, qui accipiebat stipem apud quendam Ducum terrae nostrae propter medicinam: et accidit eunucho nigro, qui erat apud ipsum, fractura in crure eius prope calcaneum: et properauit medicus cum ignorantia sua, et strinxit fracturam super uulnus cum puluinaribus, et astellis strictura forti, et non dimisit uulneri expirationem.	And I saw another doctor who was taking a post at one of our lords' territories due to his knowledge in medicine: and it happened that there was a black eunuch with him, who had a fracture near the heel in his leg. The doctor acted without knowing what he was doing, tightened the fracture over the wound with bandages and pins, and applied strong pressure without allowing any air to escape from the wound.
Deinde absoluit eum secundum desyderia sua.	Then he completed what was desired of him according to his wishes.
Postea dimisit eum diebus aliquot, et praecepit ei, ne solueret ligamentum: et stetit sic donec apostematum est crus eius, et ipsius pes, et peruenit ad perditionem.	He discharged him after a few days and instructed him not to loosen the bandage. He stood like that until the pustule on his leg and foot burst, and he ended up in ruin.
Vocatus sum ergo ad eum: et properaui ad soluendum ligamentum: et consecuta est tranquillitas, et euasit a doloribus suis.	I was therefore called to him: and I rushed to loosen the bandage; and peace followed, and he was released from his pains.
Verumtamen corruptio iam confirmata erat in membro: et non potui refraenare ipsam.	However, corruption had already been established in the limb: and I was unable to arrest it.
Pon ergo cessauit corruptio perambulare in membro, donec periit.	So therefore, corruption ceased to roam within the limb until its demise.
Et uidi medicum alium, qui perforauit apostema cancerosum: et ulceratum est post dies, donec magnificata est malicia eius cum domino ipsius.	And I saw another physician who had pierced the cancerous abscess; and after days, an ulcer formed until his illness became evident to the lord.
Quod est, quia quando est cancer purus ex humore melancholico, tunc non oportet ut perueniatur ad eum cum ferro omnino, nisi sit in membro quod toleret, ut abscindatur totum eius.	Which is why, when there's a pure cancer due to black bile, then it should not be approached with iron completely unless it's within an organ that can withstand the operation, so that the entire thing can be removed.
Et propter illud o Filii, necesse est uobis, ut sciatis, quod operatio cum manu diuiditur in duas diuisiones: scilicet, operationem cui associatur salus: et operationem, cum qua est periculum in pluribus dispositionibus.	And because of this, my children, you must know that an operation with the hand is divided into two parts: namely, one where health is associated with the operation; and one where there is danger in multiple dispositions.
Et ego iam excitaui in omni loco huius libri, in quo uenit operatio, in qua est terror et timor.	And I have already indicated in every part of this book where an operation comes about that involves fear and anxiety.
Quare necesse est uobis, ut caueatis illud, et dimitatis ipsum: ut non inueniant stolidi uiam ad loquendum, et dehonestandum.	Therefore, you must be cautious about this and dismiss it: so as not to find a foolish way for speaking and being disgraceful.
Accipite ergo mensuram cum sollicitudine et protectione, et infirmos uestros cum facilitate et firmitudine, et utimini uia meliore perducente gratia Dei ad salutem et successionem laudabilem: et dimittite aegritudines terribiles difficilis sanationis: et tollite animas uestras ab eo quod facit uos timere, ut ingrediatur super uos haesitatio in fide uestra et commodo uestro.	So receive this with care and concern and protection, and treat your patients with ease and strength, utilizing a better path for healing through God's grace to benefit health and commendable succession. And dismiss the terrible illnesses that are difficult to cure. Take away your souls from what makes you afraid, so as not to allow hesitation in your faith and advantage when it comes to entering into them.
Est enim magis remanens ad gloriam uestram, et sublimius in mundo isto, et postremo ad quantitates uestras.	For there is more that remains for your glory, and it's higher in this world, and finally towards your qualities.
Galenus enim iam dixit in quibusdam suis admonitionibus.	Galen had indeed said so in some of his instructions.
Non medicetis aegritudinem malam: ne nominemini medici mali.	Do not treat bad illness: fear the name of the doctor's evil.
Iam autem diuisi hunc Tractatum secundum tria Capitula. ¶	And now, I divide this Treatise into three Chapters.
Capitulum primum.	Chapter one.
