Praefatio.	Preface.
Postquam compleui uobis o Filii, librum hunc, qui est postremus scientiae in medicina cum complemento ipsius, et consecutus sum finem in eo, ex expositionibus eius, et ipsius declarationibus, uisum est mihi, ut compleam ipsum uobis cum hoc Tractatu qui est pars operationis, id est, chirurgiae cum manu.	After I have completed this book for you, O sons, which is the last of medical knowledge with its completion, and I have come to an end in it, from its expositions and its pronouncements, it seemed to me that I should complete it for you with this Tractate which is a part of surgery, that is, surgery by hand.
Quoniam operatio cum manu prostrata est in regione nostra, et tempore nostro priuata omnino: donec fortasse periit scientia eius, et abscissum est uestigium eius: et non remanserunt ex ea, nisi descriptiones paruae in libris antiquorum, quas mutauerunt manus: et accidit eis error et haesitatio, donec clausae sunt intentiones eius, et elongata est uis ipsius: Visum est mihi, ut uiuificem eam cum ordinatione huius Tractatus in ea secundum uiam ex positionis, et declarationis, et abbreuiationis: et ut ueniam cum formis ferramentorum Cauterii, et reliquorum instrumentorum operis: cum fit ex declarationis additione, et ex properatione eius quod est necesse.	Because surgery with the hand is in our region and time entirely absent; until perhaps the knowledge of it perished, and its trace was cut off: and there remained from it, except for small descriptions in the books of the ancients, which hands have altered: and error and hesitation happened to them, until their intentions were closed and the strength of theirs was elongated. It seemed to me, that I should revive it with the arrangement of this Treatise on its path according to the way of exposition, and declaration, and abbreviation; and that I should come with the forms of instruments of cautery, and the rest of the instruments of work: when it is made from the addition of declaration, and from the preparation of it that is necessary.
Caussa autem propter quam non inuenitur bonus artifex eius cum manu sua in hoc nostro tempore, est: quia ars medicinae est longa, et oportet auctorem eius exercitari ante illud in scientia anatomiae, quam narrauit Galenus, donec sciat iuuamenta membrorum, et ipsorum formas, et eorum coniunctionem, et separationem, et habeat cognitionem ossium, et neruorum, et lacertorum, et numerum ipsorum, et eorum egressionem, et uenarum pulsatilium, et quietarum, et locorum exitus earum.	The cause for which a good artificer of this craft is not found with his own hand in our time is: because the art of medicine is long, and it is necessary for its author to be exercised before that in the science of anatomy, as Galen narrated, until he knows the connections of the limbs, and their forms, and their joining together, and separation, and has knowledge of bones, and nerves, and ligaments, and their number, and their egress, and the pulsating veins, and the quiet ones, and the places of their exit.
Et propter illud dixit Hippocrates, quod nomen cum nomine est multum, et cum opere est paucum, et praecipue in arte manus.	And because of this Hippocrates said that a name with a name is much, and with work little, and especially in the art of the hand.
Nos uero iam diximus de illo in introitu huius libri.	Now indeed we have spoken of that at the beginning of this book.
Quoniam qui non est sciens, quod diximus de anatomia, non euacuatur, quin iam cadat in errorem, quo interficiuntur homines: sicut ego uidi multos ex illis, qui formantur de hac scientia, et iactant se de ea absque scientia, et sine experimento.	Because he who is not learned about what we have said of anatomy, does not evacuate himself from error, into which men are killed: as I have seen many of those who make themselves from this science, and boast about it without knowledge, and without experience.
Quod est, quia uidi medicum stolidum secuisse apostema scrophulosum in collo mulieris, et incidit quasdam arterias in collo: quare fluxit sanguis mulieris, donec cecidit mortua inter manus eius.	That is because I saw a foolish physician who cut an abscess on the neck of a woman and he injured some arteries in her neck; therefore blood flowed from the woman until she died in his hands.
Et uidi medicum alium, qui praesumpsit ut extraheret lapidem uiro, qui processerat in aetate, et lapis erat magnus.	And I saw another physician who presumed to remove a stone from a man who was advanced in years, and the stone was large.
Peruenit ergo ad eum, et extraxit ipsum cum frusto uesicae.	Therefore it came to him, and he extracted it with the fragment of the bladder.
Quare mortuus est uir in tertio die.	Therefore, the man died on the third day.
Et ego quidem iam uocatus fueram ad extrahendum ipsum: et uidi ex magnitudine lapidis, et dispositione infirmi, quod moriretur.	And I myself had been called upon to remove it: and I saw from the size of the stone, and the disposition of the sick man, that he would die.
Et uidi medicum alium, qui accipiebat stipem apud quendam Ducum terrae nostrae propter medicinam: et accidit eunucho nigro, qui erat apud ipsum, fractura in crure eius prope calcaneum: et properauit medicus cum ignorantia sua, et strinxit fracturam super uulnus cum puluinaribus, et astellis strictura forti, et non dimisit uulneri expirationem.	And I saw another physician who was receiving a stipend from a certain Duke of our land because of medicine: and it happened to an eunuch, black in color, who was with him, a fracture in his leg near the heel: and the physician hastened with his ignorance, and bound the fracture over the wound with splints, and straps tightly fastened, and did not allow the wound's discharge.
Deinde absoluit eum secundum desyderia sua.	Then he completed it according to his desires.
Postea dimisit eum diebus aliquot, et praecepit ei, ne solueret ligamentum: et stetit sic donec apostematum est crus eius, et ipsius pes, et peruenit ad perditionem.	Afterward he dismissed him after several days, and commanded him not to untie the ligature. And he stood thus until the abscess came on his leg, and his foot, and it arrived at destruction.
Vocatus sum ergo ad eum: et properaui ad soluendum ligamentum: et consecuta est tranquillitas, et euasit a doloribus suis.	Therefore I was called to him; and I hastened to loosen the ligament; and there followed tranquility, and he was freed from his pains.
Verumtamen corruptio iam confirmata erat in membro: et non potui refraenare ipsam.	However, the corruption was already confirmed in the limb: and I could not restrain it.
Pon ergo cessauit corruptio perambulare in membro, donec periit.	Therefore, when corruption has ceased to spread in the limb until it has perished.
Et uidi medicum alium, qui perforauit apostema cancerosum: et ulceratum est post dies, donec magnificata est malicia eius cum domino ipsius.	And I saw another physician who lanced a cancerous abscess; and it became ulcerated after days, until the malignancy of it had increased with its master.
Quod est, quia quando est cancer purus ex humore melancholico, tunc non oportet ut perueniatur ad eum cum ferro omnino, nisi sit in membro quod toleret, ut abscindatur totum eius.	That is, because when cancer is pure from melancholic humor, then it is not necessary to come to it with iron at all, unless it is in a limb that can tolerate it, so that the whole of it may be cut off.
Et propter illud o Filii, necesse est uobis, ut sciatis, quod operatio cum manu diuiditur in duas diuisiones: scilicet, operationem cui associatur salus: et operationem, cum qua est periculum in pluribus dispositionibus.	And therefore, sons, it is necessary for you to know that an operation with the hand is divided into two divisions: namely, the operation which is associated with health; and the operation, with which there is peril in many dispositions.
Et ego iam excitaui in omni loco huius libri, in quo uenit operatio, in qua est terror et timor.	And I have now roused myself in every place of this book, where an operation comes, that there is fear and terror.
Quare necesse est uobis, ut caueatis illud, et dimitatis ipsum: ut non inueniant stolidi uiam ad loquendum, et dehonestandum.	Therefore it is necessary for you, that you beware of it and halve it: so that the foolish may not find a way to speak and dishonor it.
Accipite ergo mensuram cum sollicitudine et protectione, et infirmos uestros cum facilitate et firmitudine, et utimini uia meliore perducente gratia Dei ad salutem et successionem laudabilem: et dimittite aegritudines terribiles difficilis sanationis: et tollite animas uestras ab eo quod facit uos timere, ut ingrediatur super uos haesitatio in fide uestra et commodo uestro.	Therefore, receive measurement with care and protection, and your patients with ease and firmness, and use the better way leading by the grace of God to health and a praiseworthy succession: and dismiss terrible illnesses difficult to heal: and take your souls away from that which makes you fear, so that hesitation may enter upon you in your faith and your advantage.
Est enim magis remanens ad gloriam uestram, et sublimius in mundo isto, et postremo ad quantitates uestras.	It is indeed more remaining for your glory, and more sublime in this world, and finally to your quantities.
Galenus enim iam dixit in quibusdam suis admonitionibus.	For Galen indeed said in some of his admonitions.
Non medicetis aegritudinem malam: ne nominemini medici mali.	Do not treat a bad illness: lest you be called a bad doctor.
Iam autem diuisi hunc Tractatum secundum tria Capitula. ¶	Now however this Treatise is divided according to three Chapters.
Capitulum primum.	First chapter.
De Cauterio cum igne, et Cauterio cum medicina acuta, capitulatum, et ordinatum a capite usque ad pedes, et formis instrumentorum, et ferramentis Cauterii: et omni quod necessarium est in operatione. ¶	On cautery with fire, and cautery with sharp medicine, a chapter organized from head to foot, including the forms of instruments and cautery tools: and everything necessary for the operation.
Capitulum secundum.	Second Chapter.
De sectione et perforatione, phlebotomia et uentosis, et uulneribus: et extractione sagittarum, et similibus illius: et totum capitulatum, ordinatum formis instrumentorum. ¶	On incision and piercing, bloodletting and ventosing, and wounds; and the extraction of arrows, and things similar to these; and the whole chapter, arranged according to the forms of instruments.
Capitulum tertium.	Chapter third.
De restauratione, et dislocatione, et curatione torsionis, et similibus illius: capitulatum, ordinatum a capite usque ad pedes, et formis instrumentorum.	On the restoration, and dislocation, and cure of torsion, and similar things of this sort: a chapter, arranged from the head to the feet, and with forms of instruments.
Soli Deo Gloria.	Glory to God alone.
Liber Chirurgici Albucasis.	Book of Surgery of Albucasis.
Pars I.	Part I.
¶ De Iuuamento, et Nocumento Cauterii: et quibus complexionibus conueniat, et quo tempore: et si cum ferro, uel auro.	On the benefit and harm of cautery: and what temperaments it is suitable for, and at what time; and whether with iron or gold.
Caput I.	Book I.
Sed Ante Quidem Quam rememorer operationis cum eo, oportet ut dicam qualitatem Iuuamentorum eius, et Nocumentorum ipsius: et in qua complexione exhibeatur.	But before we remember the operation with him, it is necessary that I say the quality of his benefits and harms, and in what complexion they are shown.
Dico ergo, quod sermo de qualitate iuuamenti Cauterii, et nocumenti eius, est sermo prolixus, et subtilis, scientia, et secretum occultum.	Therefore I say that the discussion on the quality of cautery and its use is a lengthy and subtle discourse, a science and a hidden secret.
Etiam locuta fuit in eo multitudo sapientum, et dissenserunt in eo: et mihi quidem sufficit parum ex sermonibus eorum, timens prolongationem.	Even many wise men spoke on it, and disagreed about it: and to me indeed, a little from their speeches suffices, fearing the prolongation.
Dico ergo, quod Cauterium confert uniuersaliter omni complexioni, quae est cum materia, et absque materia: excaeptis duabus complexionibus, quae sunt complexio calida absque materia, et complexio sicca absque materia.	Therefore I say that cautery applies universally to every constitution, which is with matter and without matter, except for two constitutions, which are hot constitution without matter, and dry constitution without matter.
In complexione autem calida et sicca cum materia dissenserunt.	In a heated and moist complexion they disagreed with the matter.
Quidam enim dixerunt, quod Cauterium iuuatiuum est in ea.	Some say that a cautery is helpful in this.
Et dixerunt alii contrarium illius, scilicet quod Cauterium non est conueniens in aegritudine, quae est ex caliditate et siccitate: quoniam natura ignis est caliditas: et inconueniens est, ut sanetur ex agritudine calida et sicca, cum calido et sicco.	And others said the opposite of this, namely that cauterization is not suitable in illness which is from heat and dryness; because nature is heat, and it is unsuitable that healing should come from a hot and dry ailment with heat and dryness.
Et dixit ille qui dicit contrarium illius: quod per Cauterium fit iuuamentum in omni aegritudine calida et sicca, quae accidit in corporibus hominum: quoniam quando tu comparas corpus hominis, et humiditates eius, ad complexionem ignis, inuenis corpus hominis frigidum.	And he who says the opposite of this said: that cauterization provides benefit in every ailment hot and dry that happens to the bodies of men; because when you compare the body of man, and its humidities, to the complexion of fire, you find the body of man cold.
Et ego quidem dico per sermonem eius: quia ex perimentum iam detexit mihi illud aliquotiens.	And I indeed say through his speech: because from experiment already he has detected it to me many times.
Verumtamen non oportet, ut ueniat super illud, nisi qui iam probatus est, et exercitatus in capitulo Cauterii exercitio ultimo, et cognouit diuersitatem complexionum hominum, et dispositionem aegritudinum in se ipsis, et caussas earum, et accidentia ipsarum, et spacium temporis earum.	Nevertheless it is not proper that he should come to this, unless he has already been proven and exercised in the chapter on Cauterization in the final exercise, and has known the diversity of human complexions, and the disposition of diseases in themselves, and their causes, and their accidents, and the space of time for them.
Ex reliquis autem complexionibus non est super uos timor: et praecipue in aegritudinibus frigidis et humidis.	There is no fear of these remaining complexities, especially in cold and wet ailments.
Iam enim conuenerunt omnes medici super eas: et non dissenserunt in iuuamento cum Cauterio in eis.	For indeed all physicians have come together on these things, and they did not disagree in treatment with cautery on them.
Et scitote filii, quod ex secreto curationis per Cauterium cum igne, et bonitate eius super Cauterium cum medicina comburente est: quoniam ignis est simplex, cuius actio non peruenit, nisi ad membrum quod cauterisatur: et non nocet membro alio coniuncto cum eo, nisi nocumento paruo.	And know, sons, that from the secret of healing by cautery with fire, and the goodness of it over cautery with burning medicine is this: because fire is simple, whose action does not reach, unless to the member which is cauterized; and it does not harm another member joined with it, unless with slight harm.
Medicinae uero comburentis actio peruenit ad illud quod elongatur ex membris: et fortasse facit accidere in membro aegritudinem difficilis sanationis, et fortasse interficit.	The action of burning medicine, however, comes to that which lengthens from the limbs; and perhaps it causes to happen in the limb a pain difficult to heal, and perhaps it kills.
Ignis autem propter subtilitatem suam et bonitatem substantiae suae, non facit illud, nisi superfluat.	Fire, however, because of its subtlety and goodness of its substance, does not do that unless it is in excess.
Iam uero innotuit nobis illud per experimentum, propter longitudinem seruitutis et studii cum arte, et stationem super ueritatem rerum: et propter illud excusor a longitudine sermonis.	Now it has become known to us through experience, because of the length of service and study with the art, and standing above the truth of things: and for this I excuse myself from the length of the speech.
Et si non esset, quia non licet huic libro meo, afferrem uobis secretum occultum in igne, et qualitatem operationis eius in corporibus expulsionis suae, qua expellit aegritudines sermone philosophico demonstratiuo, qui acueretur a mentibus uestris.	And if it is not so, because it does not permit this book of mine to bring to you a hidden secret in fire, and the quality of its operation in bodies of its expulsion, which expels illnesses with a philosophical and demonstrative speech, which would agree with your minds.
Et scitote filii, quod ipsi dissentiunt in tempore, in quo conuenit fieri cauterium, et ponunt melius tempus ueris.	And know, sons, that they disagree about the time in which it is proper to perform cauterization, and they place a better time for truth.
Et ego dico, quod cauterium conuenit in omni tempore: propterea, quod nocumentum accidens propter tempus submergitur in iuuamento, quod attrahitur cum cauterio.	And I say that cautery is suitable at all times, because the harm that happens because of time is submerged in the benefit which is drawn with cautery.
Et praecipue si cauterium est propter dolores ex doloribus necessariis, fortibus, festinis, qui non tolerant tarditatem: propterea quod timetur ex eis, quod accidat malicia quae est maior, quam paruum nocumentum intrans propter tempus.	And especially if the cautery is because of pains from necessary pains, strong, swift ones that do not tolerate slowness; therefore it is feared from them that an evil might happen which is greater than the small harm passing in time.
Et non cadat in mentibus uestris o filii illud, quod non extimant, nisi uulgus et stolidi medici, scilicet quod illi aegritudini quae sanatur per cauterium, non est reditio semper: et ponunt illud consequens, et res non est sicut putant: propterea quod cauterium non est, nisi loco medicinae, quae alterat complexionem, et exiccat humiditates quae sunt caussae, quare accidunt dolores.	And do not let it come to mind, O sons of mine, that which is thought by the vulgar and foolish physicians, namely that in those illnesses which are cured by cauterization, there is never a return; and they place this as a consequence, but it is not so as they think: because cauterization is, except for medicine, which alters complexion, and dries up humors which are causes, therefore pains occur.
Verumtamen cauterium superfluit super medicinam per uelocitatem ualetudinis suae, et uirtutem suae operationis, et uehementiam dominii sui: et possibile est, ut redeat aegritudo hora aliqua temporis secundum complexionem infirmi, et locationem aegritudinis suae, et uirtutem eius: et quod praeparatur in corpore eius ex aggregatione superfluitatum in eo: et quod peruenit ad ipsum in acquisitione sua ex cibis, et similibus illis ex caussis, nisi fit aegritudo, in qua administratur cauterium.	However, cauterization is superfluous over medicine because of the speed of its health, and the virtue of its operation, and the strength of its dominion: and it is possible that illness may return at some time, according to the constitution of the sick person, and the location of his illness, and the virtue of it: and what is prepared in his body from the aggregation of superfluities therein: and what comes to him in its acquisition from foods, and similar causes, unless an illness occurs, in which cauterization is administered.
Aegritudo subtilis in membro paucarum superfluitatum, et humiditatum, sicut cauterium dentis, propter dolorem, et similia illi, possibile est enim, ut non redeat in eo ille dolor.	A slight pain in a limb with few redundancies and humors, like toothache, because of the pain, and similar to it, for it is possible that the pain does not return there.
Sed illud fit in paucis.	But this is done in a few.
At uero sermo uulgi iterum, quod cauterium est postremum medicinae, est sermo rectus: non ad illud quod ipsi intendunt in illo: quoniam ipsi credunt, quod non est curatio quae conferat cum medicina, neque cum alio post occasum cauterii.	But again the common saying that cautery is the last resort of medicine is a correct statement: not to that which they intend in it; because they believe that it is not a cure that can compare with medicine, nor with anything else after the occasion of cautery.
Res autem est econtrario illius, et intentio, quod cauterium est postremum medicinae, non est, nisi quod quando nos administramus modos curationis in aliqua aegritudinum, et non conferunt illae medicinae: deinde administramus in fine rei cauterium, et confert: tunc inde cadit, quod cauterium est postremum mediciuae, non secundum intentionem quam intelligunt uulgus et multistolidorum medicorum.	The matter is contrary to this, and the intent, that cautery is the last of medicine, is not, except when we administer ways of healing in some illness, and those medicines do not help: then at the end of the matter we administer cautery, and it helps: therefore it falls, that cautery is the last of medicine, not according to the intention which the common people and many foolish doctors understand.
Antiqui autem dixerunt, quod cauterium cum auro est melius, quam cauterium cum ferro: et non dixerunt illud, nisi propter aequalitatem auri, et sublimitatem substantiae suae: et dixerunt, quod non facit pus locus cauterii.	The ancients said that a cautery with gold is better than a cautery with iron, and they did not say this except because of the equality of gold and the sublimity of its substance, and they said that it does not make pus the place of cautery.
Verum non est illud absolute: quoniam ego iam probaui illud, et inueni, quod ipsum non facit illud in quibusdam corporibus absque aliis.	But it is not absolutely true: because I have already tested it and found that it does not do that in some bodies without others.
Et cauterium cum ipso est bonum, et melius quam cum ferro, sicut dixerunt.	And a cauterizing iron with itself is good, and better than with iron, as they said.
Verumtamen quando tu ignis cauterium in igne ex auro, non declaratur tibi, quando ignitur secundum quantitatem quam uis, propter rubedinem auri: et quando properat ad ipsum frigus, et si addis super ipsum ignitionem, liquescit in igne, et uertitur in laminas.	However when you heat the cauterizing iron in the fire from gold, it is not clear to you when it is heated according to the quantity that you wish, because of the redness of the gold; and when it hastens toward itself cold, and if you add on top of it ignition, it melts in the fire, and turns into plates.
Quare cadit artifex ex illo in occupationem: et propter illud fit Cauterium cum ferro apud nos uelocius et propinquius, ex rectitudine ad operationem.	Therefore the artificer falls from that into the work: and because of this, cautery with iron among us is more quickly and closely done, from straightness to the operation.
Et ego quidem iam ordinaui hoc Capitulum in Cauterio, secundum capitula: et ordinaui ea a capite usque ad pedes: ut alleuient quaerenti illud quod uult ex eo.	And I have indeed arranged this Chapter on cautery, according to chapters; and I have arranged them from the head to the feet; so that they may relieve whoever seeks it.
¶ De modo cauterizandi Caput in commissura coronali.	On the manner of cauterizing the head at the coronal suture.
Caput II.	Chapter II.
Confert hic cauterizatio ad dominium humiditatis et frigiditatis super cerebrum: quae duae sunt caussae sodae, et multitudinis fluxus humorum ex capite ad partes oculorum et aurium, et multitudinis somni, et doloris dentium, et doloris gutturis: et uniuersaliter omnis aegritudinis, quae accidit ex frigiditate, sicut paralisis, et sodae, epilepsiae, et apoplexiae, et similia illis ex aegritudinibus.	This application of cauterization pertains to the dominion of humidity and coldness over the brain: which two are causes of headaches, and the multitude of flow of humors from the head to the parts of the eyes and ears, and the multitude of sleep, and toothache, and sore throat: and universally all illness, which happens from cold, such as paralysis, and headaches, epilepsy, apoplexy, and similar illnesses.
