Praefatio.	Preface.
Postquam compleui uobis o Filii, librum hunc, qui est postremus scientiae in medicina cum complemento ipsius, et consecutus sum finem in eo, ex expositionibus eius, et ipsius declarationibus, uisum est mihi, ut compleam ipsum uobis cum hoc Tractatu qui est pars operationis, id est, chirurgiae cum manu.	After I have completed this book for you, O Sons, which is the last of medical science with its completion and I have finished it in its entirety, after its expositions and its declarations, it seemed to me that I should complete it for you with this Tractate which is part of the operation, that is, surgery with the hand.
Quoniam operatio cum manu prostrata est in regione nostra, et tempore nostro priuata omnino: donec fortasse periit scientia eius, et abscissum est uestigium eius: et non remanserunt ex ea, nisi descriptiones paruae in libris antiquorum, quas mutauerunt manus: et accidit eis error et haesitatio, donec clausae sunt intentiones eius, et elongata est uis ipsius: Visum est mihi, ut uiuificem eam cum ordinatione huius Tractatus in ea secundum uiam ex positionis, et declarationis, et abbreuiationis: et ut ueniam cum formis ferramentorum Cauterii, et reliquorum instrumentorum operis: cum fit ex declarationis additione, et ex properatione eius quod est necesse.	Because surgery with the hand is in our region and time completely absent, until perhaps the knowledge of it perished, and its trace was cut off: and there remained from it, except for small descriptions in books of ancients, which were altered by hands: and errors and hesitation happened to them, until their intentions were closed, and the power of him was extended: It seemed to me, that I should revive it with the arrangement of this Treatise in it according to the way of exposition, and declaration, and abbreviation: and that I should come with the forms of instruments cautery, and the rest of the instruments of work: when it is done from the addition of declaration, and from the preparation of it which is necessary.
Caussa autem propter quam non inuenitur bonus artifex eius cum manu sua in hoc nostro tempore, est: quia ars medicinae est longa, et oportet auctorem eius exercitari ante illud in scientia anatomiae, quam narrauit Galenus, donec sciat iuuamenta membrorum, et ipsorum formas, et eorum coniunctionem, et separationem, et habeat cognitionem ossium, et neruorum, et lacertorum, et numerum ipsorum, et eorum egressionem, et uenarum pulsatilium, et quietarum, et locorum exitus earum.	The cause why a good artificer is not found in our time with his own hand is: because the art of medicine is long, and it is necessary for its author to exercise himself before that in the knowledge of anatomy, which Galen narrated, until he knows the attachments of the members, and their forms, and their conjunctions, and separations, and has knowledge of bones, and nerves, and tendons, and their number, and their exits, and the pulsations of veins, both quiet and moving, and the places of their exit.
Et propter illud dixit Hippocrates, quod nomen cum nomine est multum, et cum opere est paucum, et praecipue in arte manus.	And because of this Hippocrates said that a name with a name is much, and with work little, especially in the art of the hand.
Nos uero iam diximus de illo in introitu huius libri.	We have now spoken of that at the beginning of this book.
Quoniam qui non est sciens, quod diximus de anatomia, non euacuatur, quin iam cadat in errorem, quo interficiuntur homines: sicut ego uidi multos ex illis, qui formantur de hac scientia, et iactant se de ea absque scientia, et sine experimento.	For whoever is not learned in what we have said about anatomy, he will not be able to purge himself, but rather fall into error, by which men are slain: just as I have seen many of those who form themselves from this knowledge, and boast of it without knowledge, and without experience.
Quod est, quia uidi medicum stolidum secuisse apostema scrophulosum in collo mulieris, et incidit quasdam arterias in collo: quare fluxit sanguis mulieris, donec cecidit mortua inter manus eius.	That is, because I saw a foolish physician follow an abscess on the neck of a woman, and he cut into some arteries in her neck; therefore, blood flowed from the woman until she died between his hands.
Et uidi medicum alium, qui praesumpsit ut extraheret lapidem uiro, qui processerat in aetate, et lapis erat magnus.	And I saw another physician who dared to extract a stone from a man who had advanced in age, and the stone was large.
Peruenit ergo ad eum, et extraxit ipsum cum frusto uesicae.	Therefore it came to him, and he extracted it with the fragment of the bladder.
Quare mortuus est uir in tertio die.	Therefore the man died on the third day.
Et ego quidem iam uocatus fueram ad extrahendum ipsum: et uidi ex magnitudine lapidis, et dispositione infirmi, quod moriretur.	And I indeed had been called to remove it; and I saw from the size of the stone, and the disposition of the patient, that he would die.
Et uidi medicum alium, qui accipiebat stipem apud quendam Ducum terrae nostrae propter medicinam: et accidit eunucho nigro, qui erat apud ipsum, fractura in crure eius prope calcaneum: et properauit medicus cum ignorantia sua, et strinxit fracturam super uulnus cum puluinaribus, et astellis strictura forti, et non dimisit uulneri expirationem.	And I saw another physician who was receiving a stipend from a certain Duke in our land for medicine: and it happened to an eunuch, black, who was with him, a fracture in his leg near the heel: and the physician hastened with his ignorance, and bound the fracture above the wound with splints, and nails, with a strong bandage, and did not allow the wound to breathe.
Deinde absoluit eum secundum desyderia sua.	Then he completed it according to his desires.
Postea dimisit eum diebus aliquot, et praecepit ei, ne solueret ligamentum: et stetit sic donec apostematum est crus eius, et ipsius pes, et peruenit ad perditionem.	Afterwards he dismissed him for some days, and ordered him not to loosen the ligature. And he stood thus until the abscess came to his leg, and his foot, and it came to ruin.
Vocatus sum ergo ad eum: et properaui ad soluendum ligamentum: et consecuta est tranquillitas, et euasit a doloribus suis.	I was therefore summoned to him: and I hurried to loosen the ligament: and tranquility followed, and he was freed from his pains.
Verumtamen corruptio iam confirmata erat in membro: et non potui refraenare ipsam.	Nevertheless, corruption was already confirmed in the limb: and I could not restrain it.
Pon ergo cessauit corruptio perambulare in membro, donec periit.	Therefore when corruption has ceased to wander through the limb until it has perished.
