Praefatio.	Preface.
Postquam compleui uobis o Filii, librum hunc, qui est postremus scientiae in medicina cum complemento ipsius, et consecutus sum finem in eo, ex expositionibus eius, et ipsius declarationibus, uisum est mihi, ut compleam ipsum uobis cum hoc Tractatu qui est pars operationis, id est, chirurgiae cum manu.	Now that I have completed this book for you, which is the latest work on medicine with additions thereto, and reached the end of it through his explanations and statements, it has seemed to me fitting to complete it for you with this tractate, which forms part of the operations, namely, surgery with the hand.
Quoniam operatio cum manu prostrata est in regione nostra, et tempore nostro priuata omnino: donec fortasse periit scientia eius, et abscissum est uestigium eius: et non remanserunt ex ea, nisi descriptiones paruae in libris antiquorum, quas mutauerunt manus: et accidit eis error et haesitatio, donec clausae sunt intentiones eius, et elongata est uis ipsius: Visum est mihi, ut uiuificem eam cum ordinatione huius Tractatus in ea secundum uiam ex positionis, et declarationis, et abbreuiationis: et ut ueniam cum formis ferramentorum Cauterii, et reliquorum instrumentorum operis: cum fit ex declarationis additione, et ex properatione eius quod est necesse.	Since surgery with the hand is neglected in our region and entirely private at present, until perhaps the knowledge of it has perished and its trace has vanished; and there remain from it only a few descriptions in ancient books, which have been altered by hand, and it happens to them error and hesitation until the intentions are closed up and its sight extended: I have thought fit to revive it with the order of this tractate according to the way of explanation, declaration, and abbreviation; and that I should come to the forms of cautery instruments and the rest of the tools of work; with the addition of declarations and the elaboration of what is necessary.
Caussa autem propter quam non inuenitur bonus artifex eius cum manu sua in hoc nostro tempore, est: quia ars medicinae est longa, et oportet auctorem eius exercitari ante illud in scientia anatomiae, quam narrauit Galenus, donec sciat iuuamenta membrorum, et ipsorum formas, et eorum coniunctionem, et separationem, et habeat cognitionem ossium, et neruorum, et lacertorum, et numerum ipsorum, et eorum egressionem, et uenarum pulsatilium, et quietarum, et locorum exitus earum.	Moreover, since a good master of this art with his own hand is not to be found in our time for the reasons mentioned above, it being that the science of medicine is long, and he who intends to practice it needs first to be trained in the knowledge of anatomy as described by Galen, until he knows the limbs' joints, forms, and their connection and separation, and has a knowledge of bones, nerves, tendons, the number of them, their exit, the pulsating and quiet places, and the exits of their vessels.
Et propter illud dixit Hippocrates, quod nomen cum nomine est multum, et cum opere est paucum, et praecipue in arte manus.	And because of this, Hippocrates said that "name is much with name, but little with work, especially in the art of the hand.
Nos uero iam diximus de illo in introitu huius libri.	Indeed, we have already spoken of him at the beginning of this book.
Quoniam qui non est sciens, quod diximus de anatomia, non euacuatur, quin iam cadat in errorem, quo interficiuntur homines: sicut ego uidi multos ex illis, qui formantur de hac scientia, et iactant se de ea absque scientia, et sine experimento.	For he who is not aware of what we have said about anatomy, will not succeed but will fall into error, which hurts people; as I have seen many among them, who boast themselves to be learned in this science, yet without knowledge and without experience.
Quod est, quia uidi medicum stolidum secuisse apostema scrophulosum in collo mulieris, et incidit quasdam arterias in collo: quare fluxit sanguis mulieris, donec cecidit mortua inter manus eius.	This is because I have seen a stupid physician cut into a scrofulous swelling on a woman's neck and he injured some arteries in her neck; therefore the woman's blood flowed until she died in his hands.
Et uidi medicum alium, qui praesumpsit ut extraheret lapidem uiro, qui processerat in aetate, et lapis erat magnus.	And I have seen another physician who attempted to extract a stone from a man, who had been suffering for many years, and the stone was large.
Peruenit ergo ad eum, et extraxit ipsum cum frusto uesicae.	So he went to him and extracted the stone with a chisel.
Quare mortuus est uir in tertio die.	Why the man died on the third day.
Et ego quidem iam uocatus fueram ad extrahendum ipsum: et uidi ex magnitudine lapidis, et dispositione infirmi, quod moriretur.	And indeed I had been called to extract it as well; and I saw from the magnitude of the stone and the weakness of the patient that he would die.
Et uidi medicum alium, qui accipiebat stipem apud quendam Ducum terrae nostrae propter medicinam: et accidit eunucho nigro, qui erat apud ipsum, fractura in crure eius prope calcaneum: et properauit medicus cum ignorantia sua, et strinxit fracturam super uulnus cum puluinaribus, et astellis strictura forti, et non dimisit uulneri expirationem.	And I saw another physician who received payment from a certain duke of our land for medicine; and there was a black eunuch with him whose leg was fractured near the ankle joint. The doctor acted in ignorance and tightened the fracture over the wound with bandages, and with strong binding pins, and did not allow the wound to heal.
Deinde absoluit eum secundum desyderia sua.	He then released him according to his wishes.
Postea dimisit eum diebus aliquot, et praecepit ei, ne solueret ligamentum: et stetit sic donec apostematum est crus eius, et ipsius pes, et peruenit ad perditionem.	He then released him after a few days and ordered him not to loosen the binding; and he remained in that state until his leg and foot healed, and it ended in disaster.
Vocatus sum ergo ad eum: et properaui ad soluendum ligamentum: et consecuta est tranquillitas, et euasit a doloribus suis.	I was therefore called to him, and I acted to loosen the binding; and peace was achieved, and he was delivered from his pains.
Verumtamen corruptio iam confirmata erat in membro: et non potui refraenare ipsam.	However, the damage was already confirmed in the member; and I could not stop it.
Pon ergo cessauit corruptio perambulare in membro, donec periit.	So the corruption ceased its progress in the member until it perished.
Et uidi medicum alium, qui perforauit apostema cancerosum: et ulceratum est post dies, donec magnificata est malicia eius cum domino ipsius.	And I saw another physician who cut into the cancerous sore; and it festered for days until the evil of his disease was magnified with the lord of the patient.
Quod est, quia quando est cancer purus ex humore melancholico, tunc non oportet ut perueniatur ad eum cum ferro omnino, nisi sit in membro quod toleret, ut abscindatur totum eius.	This is because when cancer is pure from melancholic humor, then it should not be approached with iron at all, unless it is in a member that can endure it, so that it may be cut off entirely.
