Praefatio.	Preface.
Postquam compleui uobis o Filii, librum hunc, qui est postremus scientiae in medicina cum complemento ipsius, et consecutus sum finem in eo, ex expositionibus eius, et ipsius declarationibus, uisum est mihi, ut compleam ipsum uobis cum hoc Tractatu qui est pars operationis, id est, chirurgiae cum manu.	Having thus completed this book for you, which is the last on medical knowledge with its additions and having reached the end through his explanations and statements, it has seemed to me fit to complete for you also this treatise, which is part of the operations, that is, surgery with the hand.
Quoniam operatio cum manu prostrata est in regione nostra, et tempore nostro priuata omnino: donec fortasse periit scientia eius, et abscissum est uestigium eius: et non remanserunt ex ea, nisi descriptiones paruae in libris antiquorum, quas mutauerunt manus: et accidit eis error et haesitatio, donec clausae sunt intentiones eius, et elongata est uis ipsius: Visum est mihi, ut uiuificem eam cum ordinatione huius Tractatus in ea secundum uiam ex positionis, et declarationis, et abbreuiationis: et ut ueniam cum formis ferramentorum Cauterii, et reliquorum instrumentorum operis: cum fit ex declarationis additione, et ex properatione eius quod est necesse.	Since surgery with the hand is neglected in our area and entirely private in our time, until perhaps knowledge of it perishes and its traces are lost; and nothing remains from it except for small descriptions in ancient books that have been altered by hands; and errors and hesitations occur until intentions are closed and sight of it has faded: It has seemed to me appropriate to revive it with the order of this treatise according to explanations, statements, and abbreviations; and to combine it with the forms of cautery instruments and other work tools; with additions from declarations and necessary elaborations.
Caussa autem propter quam non inuenitur bonus artifex eius cum manu sua in hoc nostro tempore, est: quia ars medicinae est longa, et oportet auctorem eius exercitari ante illud in scientia anatomiae, quam narrauit Galenus, donec sciat iuuamenta membrorum, et ipsorum formas, et eorum coniunctionem, et separationem, et habeat cognitionem ossium, et neruorum, et lacertorum, et numerum ipsorum, et eorum egressionem, et uenarum pulsatilium, et quietarum, et locorum exitus earum.	However, since a good craftsman of this art with his own hand is not found in our time, it is: for the art of medicine is long, and its author needs to be exercised in anatomy before he relates what Galen narrated, until he knows the members' aids, their forms, their conjunction and separation, and has knowledge of bones, nerves, tendons, the number of them, their exit, and the pulsations and quietude of vessels, and the exits of places.
Et propter illud dixit Hippocrates, quod nomen cum nomine est multum, et cum opere est paucum, et praecipue in arte manus.	And for this reason Hippocrates said that the name is much with the name and little with the work, and above all in the art of the hand.
Nos uero iam diximus de illo in introitu huius libri.	We have indeed already spoken of that in the introduction to this book.
Quoniam qui non est sciens, quod diximus de anatomia, non euacuatur, quin iam cadat in errorem, quo interficiuntur homines: sicut ego uidi multos ex illis, qui formantur de hac scientia, et iactant se de ea absque scientia, et sine experimento.	For those who are not aware of what we have said about anatomy, they will not benefit from our teachings and may fall into errors that harm people; as I have seen many among them who are proud of this knowledge but lack understanding and experience in it.
Quod est, quia uidi medicum stolidum secuisse apostema scrophulosum in collo mulieris, et incidit quasdam arterias in collo: quare fluxit sanguis mulieris, donec cecidit mortua inter manus eius.	This is because I have seen a careless physician cut into a scrofulous nodule on a woman's neck and he pierced some arteries in her neck; consequently, the woman's blood flowed until she died in his hands.
Et uidi medicum alium, qui praesumpsit ut extraheret lapidem uiro, qui processerat in aetate, et lapis erat magnus.	And I have seen another physician who presumptuously tried to extract a stone from a man who was old and the stone was large.
Peruenit ergo ad eum, et extraxit ipsum cum frusto uesicae.	He therefore approached him and extracted the stone with a smooth forceps.
Quare mortuus est uir in tertio die.	Why the man died on the third day.
Et ego quidem iam uocatus fueram ad extrahendum ipsum: et uidi ex magnitudine lapidis, et dispositione infirmi, quod moriretur.	And indeed, I had been called to extract it as well; and I saw from the size of the stone and the frailty of the patient that he would die.
