Praefatio.	Preface.
Postquam compleui uobis o Filii, librum hunc, qui est postremus scientiae in medicina cum complemento ipsius, et consecutus sum finem in eo, ex expositionibus eius, et ipsius declarationibus, uisum est mihi, ut compleam ipsum uobis cum hoc Tractatu qui est pars operationis, id est, chirurgiae cum manu.	After I have completed for you, O my sons, this book, which is the last of medical science with its completion, and have reached its end through its expositions and its explanations, it seemed to me that I should complete it for you with this treatise, which is a part of the operation, that is, surgery with the hand.
Quoniam operatio cum manu prostrata est in regione nostra, et tempore nostro priuata omnino: donec fortasse periit scientia eius, et abscissum est uestigium eius: et non remanserunt ex ea, nisi descriptiones paruae in libris antiquorum, quas mutauerunt manus: et accidit eis error et haesitatio, donec clausae sunt intentiones eius, et elongata est uis ipsius: Visum est mihi, ut uiuificem eam cum ordinatione huius Tractatus in ea secundum uiam ex positionis, et declarationis, et abbreuiationis: et ut ueniam cum formis ferramentorum Cauterii, et reliquorum instrumentorum operis: cum fit ex declarationis additione, et ex properatione eius quod est necesse.	Because manual operation has been neglected in our region and in our time, completely forgotten, until perhaps its science perished and its trace was cut off, and there remained of it only small descriptions in the books of the ancients, which hands have altered; and error and hesitation have befallen them, until their intentions have been obscured, and their force has been weakened.  It seemed to me that I should revive it with the arrangement of this treatise according to the way of exposition, explanation, and abbreviation; and that I should come with the forms of cautery instruments and other surgical instruments, when it is done by the addition of explanation and by hastening what is necessary.
Caussa autem propter quam non inuenitur bonus artifex eius cum manu sua in hoc nostro tempore, est: quia ars medicinae est longa, et oportet auctorem eius exercitari ante illud in scientia anatomiae, quam narrauit Galenus, donec sciat iuuamenta membrorum, et ipsorum formas, et eorum coniunctionem, et separationem, et habeat cognitionem ossium, et neruorum, et lacertorum, et numerum ipsorum, et eorum egressionem, et uenarum pulsatilium, et quietarum, et locorum exitus earum.	The reason why a good manual surgeon is not found in our time is that the art of medicine is long, and its author must be exercised beforehand in the science of anatomy, as Galen has related, until he knows the supports of the limbs and their shapes, and their connections and separations, and has knowledge of the bones, and nerves, and muscles, and their number, and their courses, and of the pulsating and quiet veins, and the places of their exits.
Et propter illud dixit Hippocrates, quod nomen cum nomine est multum, et cum opere est paucum, et praecipue in arte manus.	And for that reason Hippocrates said that the name is much with the name, and little with the work, and especially in the art of the hand.
Nos uero iam diximus de illo in introitu huius libri.	We indeed already said that in the introduction of this book.
Quoniam qui non est sciens, quod diximus de anatomia, non euacuatur, quin iam cadat in errorem, quo interficiuntur homines: sicut ego uidi multos ex illis, qui formantur de hac scientia, et iactant se de ea absque scientia, et sine experimento.	Because he who is not knowledgeable about what we have said concerning anatomy cannot avoid falling into error, by which men are killed: just as I have seen many of those who are formed in this science, and boast of it without knowledge and without experience.
Quod est, quia uidi medicum stolidum secuisse apostema scrophulosum in collo mulieris, et incidit quasdam arterias in collo: quare fluxit sanguis mulieris, donec cecidit mortua inter manus eius.	That is, because I saw a foolish physician incise a scrofulous abscess in a woman's neck, and he cut some arteries in the neck: wherefore the woman's blood flowed until she fell dead in his hands.
Et uidi medicum alium, qui praesumpsit ut extraheret lapidem uiro, qui processerat in aetate, et lapis erat magnus.	And I saw another physician who presumed to extract a stone from a man who was advanced in age, and the stone was large.
Peruenit ergo ad eum, et extraxit ipsum cum frusto uesicae.	Therefore he reached it and extracted it with a piece of the bladder.
Quare mortuus est uir in tertio die.	Wherefore the man died on the third day.
