Praefatio.	 Preface.
Postquam compleui uobis o Filii, librum hunc, qui est postremus scientiae in medicina cum complemento ipsius, et consecutus sum finem in eo, ex expositionibus eius, et ipsius declarationibus, uisum est mihi, ut compleam ipsum uobis cum hoc Tractatu qui est pars operationis, id est, chirurgiae cum manu.	 After having completed the book for you, my son, which is the last in medical science with its appendix, and after reaching the end of it through its expositions and statements, I wished to complete it by adding this Treatise on Surgery, that is, surgery performed with one's hands.
Quoniam operatio cum manu prostrata est in regione nostra, et tempore nostro priuata omnino: donec fortasse periit scientia eius, et abscissum est uestigium eius: et non remanserunt ex ea, nisi descriptiones paruae in libris antiquorum, quas mutauerunt manus: et accidit eis error et haesitatio, donec clausae sunt intentiones eius, et elongata est uis ipsius: Visum est mihi, ut uiuificem eam cum ordinatione huius Tractatus in ea secundum uiam ex positionis, et declarationis, et abbreuiationis: et ut ueniam cum formis ferramentorum Cauterii, et reliquorum instrumentorum operis: cum fit ex declarationis additione, et ex properatione eius quod est necesse.	 Since surgery performed with the hands is despised in our region and at this time, since perhaps its science has perished entirely and its trace has been cut off; no remnants of it remain except for small descriptions found in the books of ancient authors, which have been transmitted through human writings: it happened to them error and hesitation until their intentions were closed and extended the nature itself. I wished to revive it with this Treatatur's arrangement according to its positions, statements, and abbreviations; and to come in forms of tools for Cautery and other instruments used in work operations through additions from declarations and necessary explanations.
Caussa autem propter quam non inuenitur bonus artifex eius cum manu sua in hoc nostro tempore, est: quia ars medicinae est longa, et oportet auctorem eius exercitari ante illud in scientia anatomiae, quam narrauit Galenus, donec sciat iuuamenta membrorum, et ipsorum formas, et eorum coniunctionem, et separationem, et habeat cognitionem ossium, et neruorum, et lacertorum, et numerum ipsorum, et eorum egressionem, et uenarum pulsatilium, et quietarum, et locorum exitus earum.	 The reason why a good craftsman is not found with his hands in this our time is: because the art of medicine is long and its author should be trained before that in the science of anatomy, as Galen wrote, until he knows the joints of limbs and their forms, and their connection and separation, and has knowledge of bones, nerves, muscles, and their number, and their exits, and pulse flows and resting places.
Et propter illud dixit Hippocrates, quod nomen cum nomine est multum, et cum opere est paucum, et praecipue in arte manus.	 And for this reason, Hippocrates said that a name with its name is much, and little with work, especially in the art of hands.
Nos uero iam diximus de illo in introitu huius libri.	 However, we have already spoken about it at the beginning of this book.
Quoniam qui non est sciens, quod diximus de anatomia, non euacuatur, quin iam cadat in errorem, quo interficiuntur homines: sicut ego uidi multos ex illis, qui formantur de hac scientia, et iactant se de ea absque scientia, et sine experimento.	 Since those who are not knowledgeable about what we have spoken of in anatomy cannot be discharged except that they already fall into error, where men perish: as I have seen many from these formed by this science, and boast themselves of it without knowing or experience.
Quod est, quia uidi medicum stolidum secuisse apostema scrophulosum in collo mulieris, et incidit quasdam arterias in collo: quare fluxit sanguis mulieris, donec cecidit mortua inter manus eius.	 What I saw was a foolish doctor having treated an abscess of the groin in a woman's neck and accidentally hitting some vessels there; therefore the blood of the woman flowed until she fell dead between his hands.
Et uidi medicum alium, qui praesumpsit ut extraheret lapidem uiro, qui processerat in aetate, et lapis erat magnus.	 And I saw another doctor who attempted to extract the stone from an old man's testicles and the stone was large.
Peruenit ergo ad eum, et extraxit ipsum cum frusto uesicae.	 Therefore he approached him, and removed his scrotal sac along with the stones.
Quare mortuus est uir in tertio die.	 Why was the man dead on the third day.
Et ego quidem iam uocatus fueram ad extrahendum ipsum: et uidi ex magnitudine lapidis, et dispositione infirmi, quod moriretur.	 And indeed I had been called to remove it: and I saw from the size of the stone, and its condition, that he would die.
Et uidi medicum alium, qui accipiebat stipem apud quendam Ducum terrae nostrae propter medicinam: et accidit eunucho nigro, qui erat apud ipsum, fractura in crure eius prope calcaneum: et properauit medicus cum ignorantia sua, et strinxit fracturam super uulnus cum puluinaribus, et astellis strictura forti, et non dimisit uulneri expirationem.	 And I saw another doctor who was receiving a stipend from someone of our lands because of the medicine: and it happened to a black eunuch who was with him, that he had a fracture in his thigh near the heel; and the doctor acted out of ignorance, and strained the fracture over the wound with dirt and rusty nails, and did not allow the injury to breathe.
Deinde absoluit eum secundum desyderia sua.	 Then he released him according to his own desire.
Postea dimisit eum diebus aliquot, et praecepit ei, ne solueret ligamentum: et stetit sic donec apostematum est crus eius, et ipsius pes, et peruenit ad perditionem.	 Later he sent him away after several days, and instructed him not to dissolve the bandage: and stood thus until an abscess was on his leg, and his foot itself, and it came to ruin.
Vocatus sum ergo ad eum: et properaui ad soluendum ligamentum: et consecuta est tranquillitas, et euasit a doloribus suis.	 I was called therefore for him: and I approached to dissolve the bandage: and calmness was achieved, and he was relieved from his pains.
Verumtamen corruptio iam confirmata erat in membro: et non potui refraenare ipsam.	 But indeed the decay had already been confirmed in that limb: and I could not restrain it.
Pon ergo cessauit corruptio perambulare in membro, donec periit.	 Therefore the decay ceased to walk through the limb until he died.
Et uidi medicum alium, qui perforauit apostema cancerosum: et ulceratum est post dies, donec magnificata est malicia eius cum domino ipsius.	 And I saw another doctor who pierced a cancerous abscess: and it was ulcerated after days, until his malice with the master himself became great.
Quod est, quia quando est cancer purus ex humore melancholico, tunc non oportet ut perueniatur ad eum cum ferro omnino, nisi sit in membro quod toleret, ut abscindatur totum eius.	 That is, when there is a pure carcinoma from black bile humor, then it is not necessary for the iron to approach it at all unless it is on a part that can be excised entirely.
Et propter illud o Filii, necesse est uobis, ut sciatis, quod operatio cum manu diuiditur in duas diuisiones: scilicet, operationem cui associatur salus: et operationem, cum qua est periculum in pluribus dispositionibus.	 And for this reason O my son, it is necessary that you know that surgery is divided into two divisions by hand: namely, the surgery associated with health; and the surgprise, when there are dangers from many complications.
Et ego iam excitaui in omni loco huius libri, in quo uenit operatio, in qua est terror et timor.	 And I have already stirred up everywhere in this book where surgery comes with fear and anxiety.
Quare necesse est uobis, ut caueatis illud, et dimitatis ipsum: ut non inueniant stolidi uiam ad loquendum, et dehonestandum.	 Why it is necessary for you to beware of that, and diminish it: so that the foolish may not find a way to speak and dishonor.
Accipite ergo mensuram cum sollicitudine et protectione, et infirmos uestros cum facilitate et firmitudine, et utimini uia meliore perducente gratia Dei ad salutem et successionem laudabilem: et dimittite aegritudines terribiles difficilis sanationis: et tollite animas uestras ab eo quod facit uos timere, ut ingrediatur super uos haesitatio in fide uestra et commodo uestro.	 Therefore, receive the measure with caution and protection, and treat the sick with ease and firmness, and make use of a better way leading to health and blessed succession: and dismiss grievous illnesses difficult to cure: and lift your spirits from what makes you fearful, so that hesitation may come over you in your faith and convenience.
Est enim magis remanens ad gloriam uestram, et sublimius in mundo isto, et postremo ad quantitates uestras.	 For it remains more on glory to you, and loftier in this world, and finally towards your measures.
Galenus enim iam dixit in quibusdam suis admonitionibus.	 For already Galen has said in some of his exhortations.
Non medicetis aegritudinem malam: ne nominemini medici mali.	 You do not heal the evil illnesses: I will not call you a physician of evils.
Iam autem diuisi hunc Tractatum secundum tria Capitula. ¶	 Now, however, this Treateby is divided into three Chapters.
Capitulum primum.	 Chapter One.
De Cauterio cum igne, et Cauterio cum medicina acuta, capitulatum, et ordinatum a capite usque ad pedes, et formis instrumentorum, et ferramentis Cauterii: et omni quod necessarium est in operatione. ¶	 The Chapter of Incision with Fire and Acute Medicine, structured from head to feet, and forms of instruments, and tools of the Cauterization: and everything that is necessary for surgery.
Capitulum secundum.	 Chapter Two.
De sectione et perforatione, phlebotomia et uentosis, et uulneribus: et extractione sagittarum, et similibus illius: et totum capitulatum, ordinatum formis instrumentorum. ¶	 The Chapter of Sectioning and Piercing, Phlebotomy and Wind-Sucking, Wounds: and the Extraction of Arrows, and similar things: and the entire Chapter structured from forms of instruments.
Capitulum tertium.	 Chapter amoeba.
De restauratione, et dislocatione, et curatione torsionis, et similibus illius: capitulatum, ordinatum a capite usque ad pedes, et formis instrumentorum.	 Of restoration, and dislocation, and treatment of torsions, and suchlike; the chapter, ordered from head to feet, and forms of instruments.
Soli Deo Gloria.	 To God alone the glory. (This phrase is actually a historical Latin term meaning
Liber Chirurgici Albucasis.	 The Book of Surgeons Albucasis.
Pars I.	 Part One.
¶ De Iuuamento, et Nocumento Cauterii: et quibus complexionibus conueniat, et quo tempore: et si cum ferro, uel auro.	 § On burning and harm from cautery; and with what conditions it is suitable, and at which times; and if to be used with iron or gold.
Caput I.	 Chapter One.
Sed Ante Quidem Quam rememorer operationis cum eo, oportet ut dicam qualitatem Iuuamentorum eius, et Nocumentorum ipsius: et in qua complexione exhibeatur.	 But before recalling the procedure with it, let me say about its nature of burning and harm, and which condition it is to be shown.
Dico ergo, quod sermo de qualitate iuuamenti Cauterii, et nocumenti eius, est sermo prolixus, et subtilis, scientia, et secretum occultum.	 Therefore I say that the discourse about the nature of burning and harm from cautery is a lengthy, subtle speech, science, and hidden secret.
Etiam locuta fuit in eo multitudo sapientum, et dissenserunt in eo: et mihi quidem sufficit parum ex sermonibus eorum, timens prolongationem.	 Also discussed by many wise men, they disagreed on this; and I am content with little from their speeches, fearing lengthiness.
Dico ergo, quod Cauterium confert uniuersaliter omni complexioni, quae est cum materia, et absque materia: excaeptis duabus complexionibus, quae sunt complexio calida absque materia, et complexio sicca absque materia.	 Therefore I say that a cautery benefits all conditions generally, whether with material or without it; except for two conditions, warm dryness and dryness without matter.
In complexione autem calida et sicca cum materia dissenserunt.	 For the condition of warmth and dryness with matter they disagree.
Quidam enim dixerunt, quod Cauterium iuuatiuum est in ea.	 Some have said that a cautery is beneficial for this.
Et dixerunt alii contrarium illius, scilicet quod Cauterium non est conueniens in aegritudine, quae est ex caliditate et siccitate: quoniam natura ignis est caliditas: et inconueniens est, ut sanetur ex agritudine calida et sicca, cum calido et sicco.	 And others have argued against it, namely that a cautery is not suitable for the condition of warmth and dryness: since the nature of fire is warmth, and it does not make sense to be healed by warmth and dryness with heat and dryness.
Et dixit ille qui dicit contrarium illius: quod per Cauterium fit iuuamentum in omni aegritudine calida et sicca, quae accidit in corporibus hominum: quoniam quando tu comparas corpus hominis, et humiditates eius, ad complexionem ignis, inuenis corpus hominis frigidum.	 And he who argues against it said: that burning happens with a cautery in all conditions of warmth and dryness which occur in human bodies; because when you compare the body of a man, and its humors, to the condition of fire, you find the body of man cold.
Et ego quidem dico per sermonem eius: quia ex perimentum iam detexit mihi illud aliquotiens.	 And indeed I say through his speech: for he has proven to me that many times before.
Verumtamen non oportet, ut ueniat super illud, nisi qui iam probatus est, et exercitatus in capitulo Cauterii exercitio ultimo, et cognouit diuersitatem complexionum hominum, et dispositionem aegritudinum in se ipsis, et caussas earum, et accidentia ipsarum, et spacium temporis earum.	 However, it is not necessary for him to come upon this unless he has already been tested and trained in the last exercise of Chapter on Cautery, and has known the variety of human complexions, the disposition of diseases within themselves, their causes, accidents, and span of time.
Ex reliquis autem complexionibus non est super uos timor: et praecipue in aegritudinibus frigidis et humidis.	 However, for other complexions there is no fear over you: especially in cold and moist diseases.
Iam enim conuenerunt omnes medici super eas: et non dissenserunt in iuuamento cum Cauterio in eis.	 For indeed all physicians have agreed on these: and they did not disagree with the use of cautery in them.
Et scitote filii, quod ex secreto curationis per Cauterium cum igne, et bonitate eius super Cauterium cum medicina comburente est: quoniam ignis est simplex, cuius actio non peruenit, nisi ad membrum quod cauterisatur: et non nocet membro alio coniuncto cum eo, nisi nocumento paruo.	 And know ye sons, that from the secret treatment by Cautery with fire, and its goodness over Cautery with burning medicine is greater: for fire is simple, whose action does not reach except to the member being cauterized: and it does no harm to another connected member with it, save a slight injury.
Medicinae uero comburentis actio peruenit ad illud quod elongatur ex membris: et fortasse facit accidere in membro aegritudinem difficilis sanationis, et fortasse interficit.	 However, the action of burning medicine reaches to that which is extended from the member: and perhaps it causes an illness difficult to heal in the member, and perhaps kills it.
Ignis autem propter subtilitatem suam et bonitatem substantiae suae, non facit illud, nisi superfluat.	 But fire indeed because of its subtlecuity and goodness of substance does not do this except in excess.
Iam uero innotuit nobis illud per experimentum, propter longitudinem seruitutis et studii cum arte, et stationem super ueritatem rerum: et propter illud excusor a longitudine sermonis.	 But now we have learned this through experiment, for the length of service and study with art, and standing above truths: and because of that I excuse myself from the length of speech.
Et si non esset, quia non licet huic libro meo, afferrem uobis secretum occultum in igne, et qualitatem operationis eius in corporibus expulsionis suae, qua expellit aegritudines sermone philosophico demonstratiuo, qui acueretur a mentibus uestris.	 And if this were not, for it is not permitted to my book, I would impart to you the secret hidden in fire, and the quality of its operation in bodies expulsion, which drives away diseases demonstrated philosophically with speech that has been awakened by your minds.
Et scitote filii, quod ipsi dissentiunt in tempore, in quo conuenit fieri cauterium, et ponunt melius tempus ueris.	 And know ye sons, that you are divided among yourselves on the time when it is better to make a cautery.
Et ego dico, quod cauterium conuenit in omni tempore: propterea, quod nocumentum accidens propter tempus submergitur in iuuamento, quod attrahitur cum cauterio.	 And I say that the caustic is suitable at all times; because an accidental harm due to time is buried in healing, which is drawn with a caustic.
Et praecipue si cauterium est propter dolores ex doloribus necessariis, fortibus, festinis, qui non tolerant tarditatem: propterea quod timetur ex eis, quod accidat malicia quae est maior, quam paruum nocumentum intrans propter tempus.	 And especially if the caustebe is for pains arising from necessary, strong, urgent pain that does not tolerate delay: because it fears such things, which are greater than a small harm that occurs due to time without intervention.
Et non cadat in mentibus uestris o filii illud, quod non extimant, nisi uulgus et stolidi medici, scilicet quod illi aegritudini quae sanatur per cauterium, non est reditio semper: et ponunt illud consequens, et res non est sicut putant: propterea quod cauterium non est, nisi loco medicinae, quae alterat complexionem, et exiccat humiditates quae sunt caussae, quare accidunt dolores.	 And do not let it fall into your minds, my son, that they who are narrow-minded and foolish physicians (do not believe), namely those who think that the affliction which is healed by caustic does not always return: and they put forward a consequence, and things do not happen as they think; because caustic is only in the place of medicine, which changes complexion, and brings out humidities (which are causes), so pains occur.
Verumtamen cauterium superfluit super medicinam per uelocitatem ualetudinis suae, et uirtutem suae operationis, et uehementiam dominii sui: et possibile est, ut redeat aegritudo hora aliqua temporis secundum complexionem infirmi, et locationem aegritudinis suae, et uirtutem eius: et quod praeparatur in corpore eius ex aggregatione superfluitatum in eo: et quod peruenit ad ipsum in acquisitione sua ex cibis, et similibus illis ex caussis, nisi fit aegritudo, in qua administratur cauterium.	 However, caustic surpasses medicine through the swiftness of its health, and the strength of its operation, and the intensity of control: and it is possible that an afflicnity may return at some time according to the complexion of the sick person, and location of their ailment, and their own power; and what is prepared in the body from accumulation of superfluities in it: and what comes to pass through obtaining itself from foods, and similar causes unless an affliction arises where caustic is administered.
Aegritudo subtilis in membro paucarum superfluitatum, et humiditatum, sicut cauterium dentis, propter dolorem, et similia illi, possibile est enim, ut non redeat in eo ille dolor.	 A subtle affliction in a limb with few superfluities and humidities, like caustic for the teeth due to pain, and similar things, indeed it is possible that such pain does not return there.
Sed illud fit in paucis.	 But this happens in few cases.
At uero sermo uulgi iterum, quod cauterium est postremum medicinae, est sermo rectus: non ad illud quod ipsi intendunt in illo: quoniam ipsi credunt, quod non est curatio quae conferat cum medicina, neque cum alio post occasum cauterii.	 But the speech of the common folk again is correct: not for what they themselves think to be the case therein: since they believe that it is neither a healing that comes with medicine, nor with any other after the setting of caustic.
Res autem est econtrario illius, et intentio, quod cauterium est postremum medicinae, non est, nisi quod quando nos administramus modos curationis in aliqua aegritudinum, et non conferunt illae medicinae: deinde administramus in fine rei cauterium, et confert: tunc inde cadit, quod cauterium est postremum mediciuae, non secundum intentionem quam intelligunt uulgus et multistolidorum medicorum.	 However, it is the opposite of that, and the purpose, which is that cautery is the last of medicine, is not so much because when we administer methods of healing for a certain illness, they do not contribute to those medicines; then at the end we administer cautery, and it contributes. Therefore, it falls into place that cautery is the last of medicine, not according to the intention which the common people and many-studied physicians understand.
Antiqui autem dixerunt, quod cauterium cum auro est melius, quam cauterium cum ferro: et non dixerunt illud, nisi propter aequalitatem auri, et sublimitatem substantiae suae: et dixerunt, quod non facit pus locus cauterii.	 However, the ancients also said that cautery with gold is better than cautery with iron; and they did not say this only because of the equality of the gold, and the sublimity of its substance: but they said that it does not cause pus at the site of cauterization.
Verum non est illud absolute: quoniam ego iam probaui illud, et inueni, quod ipsum non facit illud in quibusdam corporibus absque aliis.	 But that is not absolutely so; for I have already tested this, and found it to be true, that it does not do this in certain bodies without anything else.
Et cauterium cum ipso est bonum, et melius quam cum ferro, sicut dixerunt.	 And indeed cautery with itself is good, and better than with iron, as they have said.
Verumtamen quando tu ignis cauterium in igne ex auro, non declaratur tibi, quando ignitur secundum quantitatem quam uis, propter rubedinem auri: et quando properat ad ipsum frigus, et si addis super ipsum ignitionem, liquescit in igne, et uertitur in laminas.	 However, when you use the fire of cautery from gold, it is not declared to you how much heat should be used according to its quantity; and when it hastens toward itself coldness, and if you add more ignition over it, it melts into the fire, and turns into plates.
Quare cadit artifex ex illo in occupationem: et propter illud fit Cauterium cum ferro apud nos uelocius et propinquius, ex rectitudine ad operationem.	 Therefore, the craftsman falls into that occupation because of it; and therefore cautery with iron is quicker and closer to us in its suitability for surgery.
Et ego quidem iam ordinaui hoc Capitulum in Cauterio, secundum capitula: et ordinaui ea a capite usque ad pedes: ut alleuient quaerenti illud quod uult ex eo.	 And indeed I have already ordered this Chapter on cautery according to the chapters; and I ordered it from head to feet: so that they might extract what each one wishes from it.
¶ De modo cauterizandi Caput in commissura coronali.	 § On the way of cauterizing the Head at the crown's joint.
Caput II.	 Head II.
