Praefatio.	Preface.
Postquam compleui uobis o Filii, librum hunc, qui est postremus scientiae in medicina cum complemento ipsius, et consecutus sum finem in eo, ex expositionibus eius, et ipsius declarationibus, uisum est mihi, ut compleam ipsum uobis cum hoc Tractatu qui est pars operationis, id est, chirurgiae cum manu.	After I have completed this book for you, my sons, which is the last part of knowledge in medicine with its complement, and I have reached the end in it, from its explanations and own declarations, it seemed to me that I should complete it for you along with this Treatise which is a part of operation, that is, surgery with the hand.
Quoniam operatio cum manu prostrata est in regione nostra, et tempore nostro priuata omnino: donec fortasse periit scientia eius, et abscissum est uestigium eius: et non remanserunt ex ea, nisi descriptiones paruae in libris antiquorum, quas mutauerunt manus: et accidit eis error et haesitatio, donec clausae sunt intentiones eius, et elongata est uis ipsius: Visum est mihi, ut uiuificem eam cum ordinatione huius Tractatus in ea secundum uiam ex positionis, et declarationis, et abbreuiationis: et ut ueniam cum formis ferramentorum Cauterii, et reliquorum instrumentorum operis: cum fit ex declarationis additione, et ex properatione eius quod est necesse.	Since surgical operation with the hand has been utterly private in our region and at our time: until perhaps the knowledge of it has perished, and its trace has been cut off: and there have remained from it only brief descriptions in old books which hands have altered: and error and hesitation have occurred in them until their intentions were sealed and their force was lost. It seemed to me that I should revitalize it with the order of this Treatise according to the way of explanation, declaration, and abbreviation: and that I should come up with shapes of iron instruments cautery and other tools for the operation: since it can be done with the addition of declaration and because of its necessity.
Caussa autem propter quam non inuenitur bonus artifex eius cum manu sua in hoc nostro tempore, est: quia ars medicinae est longa, et oportet auctorem eius exercitari ante illud in scientia anatomiae, quam narrauit Galenus, donec sciat iuuamenta membrorum, et ipsorum formas, et eorum coniunctionem, et separationem, et habeat cognitionem ossium, et neruorum, et lacertorum, et numerum ipsorum, et eorum egressionem, et uenarum pulsatilium, et quietarum, et locorum exitus earum.	But the reason why there is not found a good craftsman for this operation with his own hand in our time now, is: because the art of medicine is long, and its author must be exercised before it in the science of anatomy which Galenus narrated, until he knows the beneficial parts of members, and their forms, and their conjunctions, and separations, and has knowledge of bones, and nerves, and vessels, and their number, and their egressions, and pulsating veins, and quiet ones, and places of exit for them.
Et propter illud dixit Hippocrates, quod nomen cum nomine est multum, et cum opere est paucum, et praecipue in arte manus.	And because of this, Hippocrates said that a name with a name is much, and with work it is little, and especially in the art of hands.
Nos uero iam diximus de illo in introitu huius libri.	We have already spoken about him at the beginning of this book.
Quoniam qui non est sciens, quod diximus de anatomia, non euacuatur, quin iam cadat in errorem, quo interficiuntur homines: sicut ego uidi multos ex illis, qui formantur de hac scientia, et iactant se de ea absque scientia, et sine experimento.	Since he who is not knowing what we have said about anatomy is not purified, lest he already falls into error, by which men are killed: just as I have seen many of them being formed from this science, and they boast about it without knowledge and without experience.
Quod est, quia uidi medicum stolidum secuisse apostema scrophulosum in collo mulieris, et incidit quasdam arterias in collo: quare fluxit sanguis mulieris, donec cecidit mortua inter manus eius.	What happened was that I saw a foolish doctor cut into an abscess in the neck of a woman and he cut into some arteries in her throat; therefore the woman's blood flowed until she fell dead between his hands.
Et uidi medicum alium, qui praesumpsit ut extraheret lapidem uiro, qui processerat in aetate, et lapis erat magnus.	And I saw another doctor who attempted to remove a stone from a man who was advanced in years, and the stone was large.
Peruenit ergo ad eum, et extraxit ipsum cum frusto uesicae.	Therefore he came to him and removed it along with a piece of the bladder.
Quare mortuus est uir in tertio die.	Wherefore the man died on the third day.
