Praefatio.	Preface.
Postquam compleui uobis o Filii, librum hunc, qui est postremus scientiae in medicina cum complemento ipsius, et consecutus sum finem in eo, ex expositionibus eius, et ipsius declarationibus, uisum est mihi, ut compleam ipsum uobis cum hoc Tractatu qui est pars operationis, id est, chirurgiae cum manu.	Having completed this book for you, my sons, the last of the knowledge in medicine with its complement, and having reached an end to it through explanations of it and declarations thereof, it seemed to me that I should complete it for you along with this Treatise which is part of the operation, namely surgery with one's hand.
Quoniam operatio cum manu prostrata est in regione nostra, et tempore nostro priuata omnino: donec fortasse periit scientia eius, et abscissum est uestigium eius: et non remanserunt ex ea, nisi descriptiones paruae in libris antiquorum, quas mutauerunt manus: et accidit eis error et haesitatio, donec clausae sunt intentiones eius, et elongata est uis ipsius: Visum est mihi, ut uiuificem eam cum ordinatione huius Tractatus in ea secundum uiam ex positionis, et declarationis, et abbreuiationis: et ut ueniam cum formis ferramentorum Cauterii, et reliquorum instrumentorum operis: cum fit ex declarationis additione, et ex properatione eius quod est necesse.	Since the operation with the hand is utterly private in our region and in our time, and perhaps the knowledge of it has perished and its trail has been lost, and there have not remained from it except small descriptions in old books which hands have altered and into which error and hesitation have occurred until their intentions were closed up and their force was weakened. It seemed to me that I should bring it back to life along with the arrangement of this Treatise by way of its position, declaration, and abbreviation: and that I should be reconciled with the forms of iron instruments, cautery, and other tools of the operation with the addition of explanation and the necessity for them.
Caussa autem propter quam non inuenitur bonus artifex eius cum manu sua in hoc nostro tempore, est: quia ars medicinae est longa, et oportet auctorem eius exercitari ante illud in scientia anatomiae, quam narrauit Galenus, donec sciat iuuamenta membrorum, et ipsorum formas, et eorum coniunctionem, et separationem, et habeat cognitionem ossium, et neruorum, et lacertorum, et numerum ipsorum, et eorum egressionem, et uenarum pulsatilium, et quietarum, et locorum exitus earum.	However, the reason why a good craftsman of it with his own hand is not found in this our time, is: because the art of medicine is long and its author must be exercised beforehand in the science of anatomy which Galen narrated, until he knows the remedies for limbs, and their forms, and their connections, and separations, and has knowledge of bones, nerves, tendons, and their numbers, and their exit and entry, and places of exit of arteries, pulsating and quiet, and outlets.
Et propter illud dixit Hippocrates, quod nomen cum nomine est multum, et cum opere est paucum, et praecipue in arte manus.	And for this reason Hippocrates said that a name with a name is much, but with work is little, and especially in the art of the hand.
Nos uero iam diximus de illo in introitu huius libri.	But we have already spoken of him at the entrance to this book.
Quoniam qui non est sciens, quod diximus de anatomia, non euacuatur, quin iam cadat in errorem, quo interficiuntur homines: sicut ego uidi multos ex illis, qui formantur de hac scientia, et iactant se de ea absque scientia, et sine experimento.	Since he who is not knowing what we have said about anatomy is not purged, lest he already falls into error by which men are destroyed: just as I have seen many of those who are formed from this science and boast of it without knowledge and without experience.
Quod est, quia uidi medicum stolidum secuisse apostema scrophulosum in collo mulieris, et incidit quasdam arterias in collo: quare fluxit sanguis mulieris, donec cecidit mortua inter manus eius.	What happened was that I saw a foolish doctor cut an apse of elephantiasis on the throat of a woman, and he struck some arteries in the throat; why the woman's blood flowed until she fell dead between his hands.
Et uidi medicum alium, qui praesumpsit ut extraheret lapidem uiro, qui processerat in aetate, et lapis erat magnus.	And I saw another doctor who supposed to draw out a stone from a man, who was advanced in age, and the stone was great.
Peruenit ergo ad eum, et extraxit ipsum cum frusto uesicae.	Therefore he came to him and drew it out along with a piece of the bladder.
Quare mortuus est uir in tertio die.	Why the man died on the third day.
Et ego quidem iam uocatus fueram ad extrahendum ipsum: et uidi ex magnitudine lapidis, et dispositione infirmi, quod moriretur.	And I myself had been called to draw it out, and I saw from the size of the stone and the condition of the patient that he would die.
Et uidi medicum alium, qui accipiebat stipem apud quendam Ducum terrae nostrae propter medicinam: et accidit eunucho nigro, qui erat apud ipsum, fractura in crure eius prope calcaneum: et properauit medicus cum ignorantia sua, et strinxit fracturam super uulnus cum puluinaribus, et astellis strictura forti, et non dimisit uulneri expirationem.	And I saw another doctor who was taking a fee from one of the Dukes of our land on account of medicine: and he happened to an eunuch black man who was with him, breaking in his leg near the heel: and the doctor hurried with his ignorance, and compressed the fracture over the wound with poultices and bandages tightly bound, and did not let out any breathing from the wound.
Deinde absoluit eum secundum desyderia sua.	Then he left him according to his desires.
Postea dimisit eum diebus aliquot, et praecepit ei, ne solueret ligamentum: et stetit sic donec apostematum est crus eius, et ipsius pes, et peruenit ad perditionem.	Then he dismissed him after a few days, and commanded him not to untie the bandage: and he stood thus until his leg swelled with pustules, and his foot also, and it came to destruction.
Vocatus sum ergo ad eum: et properaui ad soluendum ligamentum: et consecuta est tranquillitas, et euasit a doloribus suis.	Therefore I was called to him: and I hurried to untying the bandage: and peace followed, and he escaped from his pains.
Verumtamen corruptio iam confirmata erat in membro: et non potui refraenare ipsam.	But corruption had already been confirmed in the member, and I was not able to restrain it.
Pon ergo cessauit corruptio perambulare in membro, donec periit.	So then the corruption ceased to move through the member, until it perished.
