Praefatio.	Preface.
Postquam compleui uobis o Filii, librum hunc, qui est postremus scientiae in medicina cum complemento ipsius, et consecutus sum finem in eo, ex expositionibus eius, et ipsius declarationibus, uisum est mihi, ut compleam ipsum uobis cum hoc Tractatu qui est pars operationis, id est, chirurgiae cum manu.	After I have completed this book for you, my Sons, which is the last part of the medical science with its complement, and after I have reached its end through its explanations and clarifications, it seemed to me that I should complete it for you with this Treatise, which is a part of practice, that is, surgery with manual techniques.
Quoniam operatio cum manu prostrata est in regione nostra, et tempore nostro priuata omnino: donec fortasse periit scientia eius, et abscissum est uestigium eius: et non remanserunt ex ea, nisi descriptiones paruae in libris antiquorum, quas mutauerunt manus: et accidit eis error et haesitatio, donec clausae sunt intentiones eius, et elongata est uis ipsius: Visum est mihi, ut uiuificem eam cum ordinatione huius Tractatus in ea secundum uiam ex positionis, et declarationis, et abbreuiationis: et ut ueniam cum formis ferramentorum Cauterii, et reliquorum instrumentorum operis: cum fit ex declarationis additione, et ex properatione eius quod est necesse.	Since the practice with manual techniques was laid low in our region and time, entirely deprived: until perhaps its knowledge perished, and its trace was cut off: and there remained from it only small descriptions in the books of the ancients, which hands have altered: and error and hesitation befell them, until their intentions were closed, and the sight of it was lengthened: It seemed to me that I should revive it with the order of this Treatise according to the way of exposition, and clarification, and abbreviation: and to bring it forth with the forms of cautery tools and other instruments of the work: as is done by the addition of clarification, and by hastening what is necessary.
Caussa autem propter quam non inuenitur bonus artifex eius cum manu sua in hoc nostro tempore, est: quia ars medicinae est longa, et oportet auctorem eius exercitari ante illud in scientia anatomiae, quam narrauit Galenus, donec sciat iuuamenta membrorum, et ipsorum formas, et eorum coniunctionem, et separationem, et habeat cognitionem ossium, et neruorum, et lacertorum, et numerum ipsorum, et eorum egressionem, et uenarum pulsatilium, et quietarum, et locorum exitus earum.	The reason why a good craftsman with manual skills is not found in this time of ours is: because the art of medicine is long, and its author must be trained in anatomy before that, as Galenus narrated, until he knows the aids of the members, and their forms, and their connection and separation, and has knowledge of bones, nerves, muscles, their number, and their emergence, and arteries, veins that pulsate, and those that are still, and places of their exit.
Et propter illud dixit Hippocrates, quod nomen cum nomine est multum, et cum opere est paucum, et praecipue in arte manus.	And for that reason, Hippocrates said that knowledge by name alone is much, but with practice it is little, especially in the art of manual skills.
Nos uero iam diximus de illo in introitu huius libri.	We have already said this at the beginning of this book.
Quoniam qui non est sciens, quod diximus de anatomia, non euacuatur, quin iam cadat in errorem, quo interficiuntur homines: sicut ego uidi multos ex illis, qui formantur de hac scientia, et iactant se de ea absque scientia, et sine experimento.	Since those who are not knowledgeable about what we have said regarding anatomy do not escape falling into error, by which men are killed: just as I saw many of those who pretend to be formed by this science and boast about it without knowledge and without experience.
Quod est, quia uidi medicum stolidum secuisse apostema scrophulosum in collo mulieris, et incidit quasdam arterias in collo: quare fluxit sanguis mulieris, donec cecidit mortua inter manus eius.	What happened was that I saw a foolish doctor incise a scrofulous abscess on a woman's neck, and he cut some arteries in the neck: wherefore the woman bled until she died in his hands.
Et uidi medicum alium, qui praesumpsit ut extraheret lapidem uiro, qui processerat in aetate, et lapis erat magnus.	And I saw another doctor who presumed to extract a stone from a man who had grown old, and the stone was large.
Peruenit ergo ad eum, et extraxit ipsum cum frusto uesicae.	He proceeded to do so and extracted it along with part of the bladder.
Quare mortuus est uir in tertio die.	Thus the man died on the third day.
