Praefatio.	Preface.
Postquam compleui uobis o Filii, librum hunc, qui est postremus scientiae in medicina cum complemento ipsius, et consecutus sum finem in eo, ex expositionibus eius, et ipsius declarationibus, uisum est mihi, ut compleam ipsum uobis cum hoc Tractatu qui est pars operationis, id est, chirurgiae cum manu.	After I have completed this book for you, my Sons, which is the last part of medical science with its supplement, and after I have reached the end in it through its explanations and declarations, it seemed to me that I should complete it for you with this Treatise, which is the practical part, that is, surgery, including manual techniques.
Quoniam operatio cum manu prostrata est in regione nostra, et tempore nostro priuata omnino: donec fortasse periit scientia eius, et abscissum est uestigium eius: et non remanserunt ex ea, nisi descriptiones paruae in libris antiquorum, quas mutauerunt manus: et accidit eis error et haesitatio, donec clausae sunt intentiones eius, et elongata est uis ipsius: Visum est mihi, ut uiuificem eam cum ordinatione huius Tractatus in ea secundum uiam ex positionis, et declarationis, et abbreuiationis: et ut ueniam cum formis ferramentorum Cauterii, et reliquorum instrumentorum operis: cum fit ex declarationis additione, et ex properatione eius quod est necesse.	Since the practical aspect of surgery has been neglected in our region and time, to the point that perhaps its knowledge was lost and its traces erased: and there remain from it only brief descriptions in the books of the ancients, which have been altered by hands: errors and hesitations occurred until intentions were closed off and understanding diminished. It seemed to me that I should revive it with the organization of this Treatise according to the way of positions, explanations, and abbreviations: and to bring forth forms of cautery instruments and other tools of the trade, which come about through additions in explanation and the necessity for proper operation.
Caussa autem propter quam non inuenitur bonus artifex eius cum manu sua in hoc nostro tempore, est: quia ars medicinae est longa, et oportet auctorem eius exercitari ante illud in scientia anatomiae, quam narrauit Galenus, donec sciat iuuamenta membrorum, et ipsorum formas, et eorum coniunctionem, et separationem, et habeat cognitionem ossium, et neruorum, et lacertorum, et numerum ipsorum, et eorum egressionem, et uenarum pulsatilium, et quietarum, et locorum exitus earum.	The reason why a good practitioner skilled in manual surgery is not found in this time of ours is that the art of medicine is long and its author must be trained in anatomy as Galenus described it before engaging in it, until he knows the aids for members, their forms, and their connection and separation. He must also have knowledge of bones, nerves, muscles, their number, and where they originate, as well as arteries and veins, their pulsating ones and stationary ones, and the places from which they exit.
Et propter illud dixit Hippocrates, quod nomen cum nomine est multum, et cum opere est paucum, et praecipue in arte manus.	And for this reason, Hippocrates said that knowledge by name alone is much, but with practice it is little, especially in the art of manual surgery.
Nos uero iam diximus de illo in introitu huius libri.	We have already said this at the beginning of this book.
Quoniam qui non est sciens, quod diximus de anatomia, non euacuatur, quin iam cadat in errorem, quo interficiuntur homines: sicut ego uidi multos ex illis, qui formantur de hac scientia, et iactant se de ea absque scientia, et sine experimento.	Since those who are not knowledgeable about what we have said regarding anatomy do not avoid falling into error through which people are killed: just as I saw many of those who claim to be formed by this science and boast about it without knowledge and without experience.
Quod est, quia uidi medicum stolidum secuisse apostema scrophulosum in collo mulieris, et incidit quasdam arterias in collo: quare fluxit sanguis mulieris, donec cecidit mortua inter manus eius.	That is, I saw a foolish doctor cut into a scrofulous abscess on the neck of a woman, and he cut some arteries in her neck: wherefore the woman bled until she died in his hands.
Et uidi medicum alium, qui praesumpsit ut extraheret lapidem uiro, qui processerat in aetate, et lapis erat magnus.	And I saw another doctor who presumed to remove a stone from a man who had advanced in age, and the stone was large.
Peruenit ergo ad eum, et extraxit ipsum cum frusto uesicae.	He therefore proceeded to do so and extracted it along with part of the bladder.
Quare mortuus est uir in tertio die.	Thus the man died on the third day.
Et ego quidem iam uocatus fueram ad extrahendum ipsum: et uidi ex magnitudine lapidis, et dispositione infirmi, quod moriretur.	And indeed I had been called to remove the stone: and I saw, from the size of the stone and the condition of the patient, that he would die.
Et uidi medicum alium, qui accipiebat stipem apud quendam Ducum terrae nostrae propter medicinam: et accidit eunucho nigro, qui erat apud ipsum, fractura in crure eius prope calcaneum: et properauit medicus cum ignorantia sua, et strinxit fracturam super uulnus cum puluinaribus, et astellis strictura forti, et non dimisit uulneri expirationem.	And I saw another doctor who was receiving payment from one of the Dukes of our land for his medical services: and it happened that a black eunuch in his service broke his leg near the heel: and the doctor, with his ignorance, hurried to bandage the fracture on top of the wound with bandages and tight bindings, and did not allow any release for the injury.
Deinde absoluit eum secundum desyderia sua.	Then he discharged him according to his own wishes.
Postea dimisit eum diebus aliquot, et praecepit ei, ne solueret ligamentum: et stetit sic donec apostematum est crus eius, et ipsius pes, et peruenit ad perditionem.	After a few days, he told him not to loosen the bandage: and he stood like that until his leg abscessed, and his foot became infected, and it led to his ruin.
Vocatus sum ergo ad eum: et properaui ad soluendum ligamentum: et consecuta est tranquillitas, et euasit a doloribus suis.	I was therefore called to him: and I hurried to loosen the ligature: and peace followed, and he was freed from his pains.
Verumtamen corruptio iam confirmata erat in membro: et non potui refraenare ipsam.	However, the corruption was already established in the member: and I could not restrain it.
Pon ergo cessauit corruptio perambulare in membro, donec periit.	Therefore, the corruption ceased to spread in the member until it was destroyed.
Et uidi medicum alium, qui perforauit apostema cancerosum: et ulceratum est post dies, donec magnificata est malicia eius cum domino ipsius.	And I saw another doctor who pierced a cancerous abscess: and it became ulcerated over time, until the evil increased with his lord.
Quod est, quia quando est cancer purus ex humore melancholico, tunc non oportet ut perueniatur ad eum cum ferro omnino, nisi sit in membro quod toleret, ut abscindatur totum eius.	Which means that when the cancer is pure from a melancholic humor, then it is not necessary to approach it with iron at all, unless it is in a member that can tolerate having the entire part removed.
Et propter illud o Filii, necesse est uobis, ut sciatis, quod operatio cum manu diuiditur in duas diuisiones: scilicet, operationem cui associatur salus: et operationem, cum qua est periculum in pluribus dispositionibus.	And for that reason, my children, it is necessary for you to know that the practice with the hand is divided into two divisions: namely, the operation associated with health; and the operation involving danger in many circumstances.
Et ego iam excitaui in omni loco huius libri, in quo uenit operatio, in qua est terror et timor.	And I have already indicated throughout this book, wherever the practice occurs, in which there is fear and terror.
Quare necesse est uobis, ut caueatis illud, et dimitatis ipsum: ut non inueniant stolidi uiam ad loquendum, et dehonestandum.	Therefore, it is necessary for you to be cautious about that and leave it aside: so that the foolish do not find a way to speak of it and disgrace it.
Accipite ergo mensuram cum sollicitudine et protectione, et infirmos uestros cum facilitate et firmitudine, et utimini uia meliore perducente gratia Dei ad salutem et successionem laudabilem: et dimittite aegritudines terribiles difficilis sanationis: et tollite animas uestras ab eo quod facit uos timere, ut ingrediatur super uos haesitatio in fide uestra et commodo uestro.	Therefore, take the measure with care and protection, and treat your patients with ease and firmness, and use a better way leading by God's grace to salvation and commendable succession: and leave behind terrible illnesses difficult to heal: and remove from yourselves that which causes fear, so that hesitation does not enter into your faith and benefit.
Est enim magis remanens ad gloriam uestram, et sublimius in mundo isto, et postremo ad quantitates uestras.	For it remains more for your glory, and is higher in this world, and finally for your quantities.
Galenus enim iam dixit in quibusdam suis admonitionibus.	For Galen has already said in some of his admonitions.
Non medicetis aegritudinem malam: ne nominemini medici mali.	Do not treat illness badly; do not be called bad doctors.
Iam autem diuisi hunc Tractatum secundum tria Capitula. ¶	I have now divided this Treatise into three Chapters.
Capitulum primum.	Chapter One.
