Ayssi comensan las paraulas de Albucasim .	Thus begin the words of Albucasim.
O, filhs, pus yeu he a vos complit aquest libre, le qual es le derier de la sciencia de medicina, per le compliment de lu so consequit la fi en lu, e per las exposicios de lu, e per las declaracios de lu, es a mi vist que yeu complesca aquel a vos am aquest tractat, le qual es partida de la operacio am ma, so es cyrurgia.	O, sons, because I have completed this book for you, which is the last of the science of medicine, by its fulfillment, its end is achieved in it, and by its expositions and by its declarations, it is my view that you complete this for you with this treatise, which is part of the operation with my hand, that is, surgery.
Quar la operacio am ma es prostrada en nostre regio e en nostre temps de tot privada, entro que fort leu peric la sciencia de lu, e le vistigi de lu es ostat; e no romasero de lu sino alcunas petitas descripcios en les libres dels Antics, les quals mudero las mas e endevenc ad aquels error e heyssitacio entro que son clausas las entencios de lu e es elonguada la forsa de lu e l’art.	Because the operation with the hand is laid low in our region and in our time completely private, while it is greatly perilous the science of it, and its knowledge is held hostage; and there remain of it only a few small descriptions in the books of the Ancients, which have been altered and become subject to those errors and misunderstandings, because the clauses of it are understood and the strength of it and the art are elongated.
E es vist a mi que yeu vivifique aquela am ordenacio de aquest tractat en aquela segon la via de exposicio e de declaracio e de abreviacio; e per que vengua am las formas dels ferramentz de cautheri e dels autres instrumentz de la obra cum sia per addicio de la declaracio, e per preparacio de lu, la qual causa es necessaria.	And it is seen to me that you vivify that with the ordering of this treatise in that according to the way of exposition and of declaration and of abbreviation; and for that it may come with the forms of the tools of cautery and of the other instruments of the work as it is for the addition of the declaration, and for the preparation of it, which cause is necessary.
Mays la causa per la qual no es atrobat bo artifex am la sieua ma en aquest nostre temps, es quar la art de medicina es longua, e que cove le sieu actor denant aquo esser excercitat en la sciencia de anotomia la qual recontec Gualia entro que sapia les juvament dels membres e las formas de aquels, e la conjunctio e la separacio de lor; e haia la conoyssensa dels osses, dels nervis e dels lacertz, e·l nombre de aquels, e la egrecio de lor; e de las venas pulsatils e de las quietas, e dels locs del eyssiment de lor.	But the cause for which no good artificer with his hand is found in this our time, is because the art of medicine is long, and that it behoves the actor of it to be exercised before that in the science of anatomy, which reconciles Gualia in that it knows the joints of the members and the forms of those, and the conjunction and the separation of them; and he has the knowledge of the bones, of the nerves and of the vessels, and the number of those, and the egress of them; and of the pulsating veins and of the quiet ones, and of the places of the emission of them.
E per aquo ditz Ypocras que am u nom es mot, mays en l’obra petit, e majorment en la art de la ma.	And for that, it is said by Hippocrates that with a name it is little, but in the work great, and most of all in the art of the hand.
Mays nos ja avem dit de aquel en l’introit de aquest libre; quar qui no es scient aquo que li avem dit de anotomia, no es evacuat que no caia en error per la qual siran mortz les homes, ayssi cum yeu he vist trops de aquels, quar alscus son formatz en esta sciencia e gettan se de aquela ses sciencia e ses experiment.	But we have already said of that in the introduction of this book; for who is not learned in that which we have said of anatomy, is not evacuated that he will not fall into error for which many men die, thus as I have seen too many of those, who some are formed in this science and cast themselves from that their science and their experience.
Quar yeu vi un metge folh e enperit aver incidit un apostema escrophilos en le colh de una femna, e incidic alcunas arterias del colh per que fluic gran sanc entro que la femna cazec morta entre las mas de lu.	For I saw a foolish and inexperienced physician who had incised an abscess scrophilos in the neck of a woman, and incised some arteries of the neck for which flowed great blood while the woman died among the hands of him.
E vi un autre metge que pres que el traguera una peyra d’un home le qual avia procesit en sa etat, e la peyra era gran, e venguet a lu e trayssec aquela peyra am un tros de la vesiqua, per que aquel home al tertz dia es mort.	And I saw another physician who prescribed that the trachea of a man who had processed in his state, and the stone was great, and it came to him and extracted that stone with a piece of the bladder, for that man on the third day died.
E yeu ja apelat fuy a estrayre aquela, e vi que per la grandesa de la peyra e per la disposicio del malaute conogui subre lu que morira.	And I had already been called to extract that, and I saw that by the greatness of the stone and by the disposition of the patient I knew above him that he would die.
E vi un autre metge le qual prenia stipendic de un duc de nostra terra per cyrurgia, e endeven a un crastrat negre le qual era deves lu fractura en la coyssa de lu; e perparec le metge am la sua ignorancia, estrayssec la fractura, sobre la plagua, am pulvinas e astelas am forta strectura, e no layssec a la plagua espiracio.	And I saw another physician who took a stipend from a duke of our land for surgery, and he was given a black cravat who was broken in the thigh of him; and prepared the physician with his ignorance, extracted the fracture, above the wound, with splints and splints with strong structure, and did not allow the wound to breathe.
