Ayssi comensan las paraulas de Albucasim .	Thus begin the words of Albucasim.
O, filhs, pus yeu he a vos complit aquest libre, le qual es le derier de la sciencia de medicina, per le compliment de lu so consequit la fi en lu, e per las exposicios de lu, e per las declaracios de lu, es a mi vist que yeu complesca aquel a vos am aquest tractat, le qual es partida de la operacio am ma, so es cyrurgia.	O, sons, because I have completed this book for you, which is the last of the science of medicine, by the fulfillment of it its end is achieved in it, and by the expositions of it, and by the declarations of it, it is my view that you complete it with this treatise, which is a part of the operation with me, so it is my surgery.
Quar la operacio am ma es prostrada en nostre regio e en nostre temps de tot privada, entro que fort leu peric la sciencia de lu, e le vistigi de lu es ostat; e no romasero de lu sino alcunas petitas descripcios en les libres dels Antics, les quals mudero las mas e endevenc ad aquels error e heyssitacio entro que son clausas las entencios de lu e es elonguada la forsa de lu e l’art.	Because the operation with me is widespread in our region and in our time completely private, while many risk the science of it, and its knowledge is held hostage; and there remain of it only some small descriptions in the books of the Ancients, which have been altered and become subject to those errors and inaccuracies because their clauses are the understandings of it and the force of it and the art are elongated.
E es vist a mi que yeu vivifique aquela am ordenacio de aquest tractat en aquela segon la via de exposicio e de declaracio e de abreviacio; e per que vengua am las formas dels ferramentz de cautheri e dels autres instrumentz de la obra cum sia per addicio de la declaracio, e per preparacio de lu, la qual causa es necessaria.	And it is seen to me that you vivify it with the ordering of this treatise in that according to the way of exposition and declaration and abbreviation; and for that it may come with the forms of the tools of cautery and of the other instruments of the work as it may be by addition of the declaration, and by preparation of it, which cause is necessary.
Mays la causa per la qual no es atrobat bo artifex am la sieua ma en aquest nostre temps, es quar la art de medicina es longua, e que cove le sieu actor denant aquo esser excercitat en la sciencia de anotomia la qual recontec Gualia entro que sapia les juvament dels membres e las formas de aquels, e la conjunctio e la separacio de lor; e haia la conoyssensa dels osses, dels nervis e dels lacertz, e·l nombre de aquels, e la egrecio de lor; e de las venas pulsatils e de las quietas, e dels locs del eyssiment de lor.	But the cause for which no good artificer with his hand is found in this our time, is because the art of medicine is long, and that it requires the actor to be beforehand exercised in the science of anatomy, which reconciles Gualia because he knows the joints of the members and the forms of those, and the connection and separation of them; and he had the knowledge of the bones, the nerves and the cartilages, the number of those, and the growth of them; and of the pulsating veins and the quiet ones, and the places of the emission of them.
E per aquo ditz Ypocras que am u nom es mot, mays en l’obra petit, e majorment en la art de la ma.	And for that reason, it is said by Ypocras that with a name is little, but in the work is much, and most of all in the art of the hand.
Mays nos ja avem dit de aquel en l’introit de aquest libre; quar qui no es scient aquo que li avem dit de anotomia, no es evacuat que no caia en error per la qual siran mortz les homes, ayssi cum yeu he vist trops de aquels, quar alscus son formatz en esta sciencia e gettan se de aquela ses sciencia e ses experiment.	But we have already said that in the introduction of this book; because whoever does not know what we have said of anatomy, it is not evacuated that he does not fall into error for which many men die, as I have seen too many of those, because some are formed in this science and cast themselves from that knowledge and their experiments.
Quar yeu vi un metge folh e enperit aver incidit un apostema escrophilos en le colh de una femna, e incidic alcunas arterias del colh per que fluic gran sanc entro que la femna cazec morta entre las mas de lu.	Because I saw a foolish and inexperienced physician who had incised an abscess scrophilos in the neck of a woman, and incised some arteries of the neck so that great blood flowed while the woman died among the hands of him.
E vi un autre metge que pres que el traguera una peyra d’un home le qual avia procesit en sa etat, e la peyra era gran, e venguet a lu e trayssec aquela peyra am un tros de la vesiqua, per que aquel home al tertz dia es mort.	And I saw another physician who prescribed that the patient swallow a stone from a man who had processed in his state, and the stone was large, and it came to him and extracted that stone with a piece of the bladder, for that man on the third day died.
E yeu ja apelat fuy a estrayre aquela, e vi que per la grandesa de la peyra e per la disposicio del malaute conogui subre lu que morira.	And I have already been called to extract that, and I saw that for the size of the stone and for the disposition of the patient I knew above him that he would die.
E vi un autre metge le qual prenia stipendic de un duc de nostra terra per cyrurgia, e endeven a un crastrat negre le qual era deves lu fractura en la coyssa de lu; e perparec le metge am la sua ignorancia, estrayssec la fractura, sobre la plagua, am pulvinas e astelas am forta strectura, e no layssec a la plagua espiracio.	And I saw another physician who was taking a stipend from a duke of our land for surgery, and he came to a black man who was broken in his hip; and prepared the physician with his ignorance, extracted the fracture, over the wound, with splints and splints with strong structure, and did not leave the wound to breathe.
