Praefatio.	Preface.
Postquam compleui uobis o Filii, librum hunc, qui est postremus scientiae in medicina cum complemento ipsius, et consecutus sum finem in eo, ex expositionibus eius, et ipsius declarationibus, uisum est mihi, ut compleam ipsum uobis cum hoc Tractatu qui est pars operationis, id est, chirurgiae cum manu.	After I have finished with you, my son, this book, which is the latest work of science in medicine, alongside the completion of my own, I have reached the end of it through its exposition and declarations. It seemed to me that it would be useful to complete it with this treatise which is a part of the operation, that is, surgery with the hand.
Quoniam operatio cum manu prostrata est in regione nostra, et tempore nostro priuata omnino: donec fortasse periit scientia eius, et abscissum est uestigium eius: et non remanserunt ex ea, nisi descriptiones paruae in libris antiquorum, quas mutauerunt manus: et accidit eis error et haesitatio, donec clausae sunt intentiones eius, et elongata est uis ipsius: Visum est mihi, ut uiuificem eam cum ordinatione huius Tractatus in ea secundum uiam ex positionis, et declarationis, et abbreuiationis: et ut ueniam cum formis ferramentorum Cauterii, et reliquorum instrumentorum operis: cum fit ex declarationis additione, et ex properatione eius quod est necesse.	Since surgery with the hand is a matter of our region and our time, and since its science has been abandoned for a long time: until perhaps its science has perished, and its sign has been abolished: and nothing remains of it except for brief descriptions in the ancient books, which have been altered by the hand: and there has arisen from this both error and hesitation, until its intentions have been closed and its desire has been prolonged: I have seen that it is necessary to restore life to it with the ordination of this treatise in this way, according to its position and declaration, and its abbreviation: and that we should come to know the forms of the instruments of cautery and other instruments of the operation, with the addition of their declaration and their preparation which is necessary.
Caussa autem propter quam non inuenitur bonus artifex eius cum manu sua in hoc nostro tempore, est: quia ars medicinae est longa, et oportet auctorem eius exercitari ante illud in scientia anatomiae, quam narrauit Galenus, donec sciat iuuamenta membrorum, et ipsorum formas, et eorum coniunctionem, et separationem, et habeat cognitionem ossium, et neruorum, et lacertorum, et numerum ipsorum, et eorum egressionem, et uenarum pulsatilium, et quietarum, et locorum exitus earum.	However, because a good surgeon of the hand is not to be found in our time: because the art of medicine is long, and the author must be exercised beforehand in the science of anatomy as Galen has narrated, until he knows the movements of the members, and their forms, and their connection, and separation, and has knowledge of bones, nerves, lacerations, and their number, and their emergence, and the pulse of veins, and quietness, and the exits of places.
Et propter illud dixit Hippocrates, quod nomen cum nomine est multum, et cum opere est paucum, et praecipue in arte manus.	And thus Hippocrates said, that the name is much, and the work is little, especially in the art of the hand.
Nos uero iam diximus de illo in introitu huius libri.	We have already spoken of this at the beginning of this book.
Quoniam qui non est sciens, quod diximus de anatomia, non euacuatur, quin iam cadat in errorem, quo interficiuntur homines: sicut ego uidi multos ex illis, qui formantur de hac scientia, et iactant se de ea absque scientia, et sine experimento.	Forasmuch as he who is ignorant is not skilled in the things which we have spoken of concerning anatomy, he will not avoid falling into error, for he will be among those who interfere with men: as I have seen many of them who form opinions of these things without knowledge and without experience.
Quod est, quia uidi medicum stolidum secuisse apostema scrophulosum in collo mulieris, et incidit quasdam arterias in collo: quare fluxit sanguis mulieris, donec cecidit mortua inter manus eius.	For indeed I saw a stolid physician who followed the swelling of a scrofula in a woman's throat and cut some arteries in her throat: whereupon the blood of the woman flowed until she died between his hands.
Et uidi medicum alium, qui praesumpsit ut extraheret lapidem uiro, qui processerat in aetate, et lapis erat magnus.	And I saw another physician who presumed to extract a stone from a bladder which was in a state of inflammation, and the stone was large.
Peruenit ergo ad eum, et extraxit ipsum cum frusto uesicae.	So it came to pass that he extracted it along with the remnants of the bladder.
Quare mortuus est uir in tertio die.	Because the man died on the third day.
