Praefatio.	Preface.
Postquam compleui uobis o Filii, librum hunc, qui est postremus scientiae in medicina cum complemento ipsius, et consecutus sum finem in eo, ex expositionibus eius, et ipsius declarationibus, uisum est mihi, ut compleam ipsum uobis cum hoc Tractatu qui est pars operationis, id est, chirurgiae cum manu.	After I have finished with you, my son, this book, which is the latest of my scientific works on medicine with the addition of this one, and has been completed in this way by the exposition of its contents and the declarations which are found in it, it seemed to me that I should complete it for you with this treatise which is a part of the art of surgery, that is, surgery with the hand.
Quoniam operatio cum manu prostrata est in regione nostra, et tempore nostro priuata omnino: donec fortasse periit scientia eius, et abscissum est uestigium eius: et non remanserunt ex ea, nisi descriptiones paruae in libris antiquorum, quas mutauerunt manus: et accidit eis error et haesitatio, donec clausae sunt intentiones eius, et elongata est uis ipsius: Visum est mihi, ut uiuificem eam cum ordinatione huius Tractatus in ea secundum uiam ex positionis, et declarationis, et abbreuiationis: et ut ueniam cum formis ferramentorum Cauterii, et reliquorum instrumentorum operis: cum fit ex declarationis additione, et ex properatione eius quod est necesse.	Since surgery with the hand is a new art in our time and at a remote period: until perhaps its science has perished and its trace has been erased: nothing remains of it except for slight descriptions in the ancient books, which have been altered by the hand: and thereby there has arisen error and hesitation, until its intentions have been closed and its scope extended: It seemed to me that I should bring together in this treatise, according to order, its positions and declarations, and its brevity: and that I should explain the forms of the instruments of cautery and other instruments of the art, together with their addition and preparation which is necessary
Caussa autem propter quam non inuenitur bonus artifex eius cum manu sua in hoc nostro tempore, est: quia ars medicinae est longa, et oportet auctorem eius exercitari ante illud in scientia anatomiae, quam narrauit Galenus, donec sciat iuuamenta membrorum, et ipsorum formas, et eorum coniunctionem, et separationem, et habeat cognitionem ossium, et neruorum, et lacertorum, et numerum ipsorum, et eorum egressionem, et uenarum pulsatilium, et quietarum, et locorum exitus earum.	However, it is not possible to find a good artisan of this art with his hand in our time: because the art of medicine is long, and the author must exercise himself beforehand in the science of anatomy, as Galen has narrated, until he knows the movements of the limbs, their forms, and their connection, and separation, and has knowledge of the bones, nerves, and lacerations, and the number of these things, and their emergence, and the pulsation of veins, and quietness, and the exit of places.
Et propter illud dixit Hippocrates, quod nomen cum nomine est multum, et cum opere est paucum, et praecipue in arte manus.	And for this reason Hippocrates said, that the name is much with the name, and little with the work, and especially in the art of the hand
Nos uero iam diximus de illo in introitu huius libri.	We have indeed spoken of this at the beginning of this book.
Quoniam qui non est sciens, quod diximus de anatomia, non euacuatur, quin iam cadat in errorem, quo interficiuntur homines: sicut ego uidi multos ex illis, qui formantur de hac scientia, et iactant se de ea absque scientia, et sine experimento.	For he who is ignorant of what we have said concerning anatomy will fall into error, and will thereby harm men. As for me, I have seen many who have learned of this science without study or experiment.
Quod est, quia uidi medicum stolidum secuisse apostema scrophulosum in collo mulieris, et incidit quasdam arterias in collo: quare fluxit sanguis mulieris, donec cecidit mortua inter manus eius.	Since I have seen a stupid doctor attempt to remove a swelling from a woman's neck by cutting her arteries, and she died between his hands.
Et uidi medicum alium, qui praesumpsit ut extraheret lapidem uiro, qui processerat in aetate, et lapis erat magnus.	And I have seen another doctor who attempted to extract a stone from a patient's bladder, though the stone was large.
Peruenit ergo ad eum, et extraxit ipsum cum frusto uesicae.	He did this with the result that he extracted the stone along with the bladder itself
Quare mortuus est uir in tertio die.	And the man died on the third day.
Et ego quidem iam uocatus fueram ad extrahendum ipsum: et uidi ex magnitudine lapidis, et dispositione infirmi, quod moriretur.	And I myself was called to extract it: and I saw from the size of the stone and the condition of the patient that he would certainly die.
