Praefatio.	Preface.
Postquam compleui uobis o Filii, librum hunc, qui est postremus scientiae in medicina cum complemento ipsius, et consecutus sum finem in eo, ex expositionibus eius, et ipsius declarationibus, uisum est mihi, ut compleam ipsum uobis cum hoc Tractatu qui est pars operationis, id est, chirurgiae cum manu.	After I have finished with you, my son, this book, which is the last of my works on medicine, and having completed it with the addition of its contents, I have reached the end of my exposition and declarations, so that I deemed it fitting to join this treatise to the work on surgery, which is the hand of the art.
Quoniam operatio cum manu prostrata est in regione nostra, et tempore nostro priuata omnino: donec fortasse periit scientia eius, et abscissum est uestigium eius: et non remanserunt ex ea, nisi descriptiones paruae in libris antiquorum, quas mutauerunt manus: et accidit eis error et haesitatio, donec clausae sunt intentiones eius, et elongata est uis ipsius: Visum est mihi, ut uiuificem eam cum ordinatione huius Tractatus in ea secundum uiam ex positionis, et declarationis, et abbreuiationis: et ut ueniam cum formis ferramentorum Cauterii, et reliquorum instrumentorum operis: cum fit ex declarationis additione, et ex properatione eius quod est necesse.	For surgery is a hand of the art which has been cast aside in our time and age; and for a long time it has been cast aside due to the scarcity of its secrets and the hazes of tradition. And it has not remained except for a few slight descriptions in the ancient books, which have been changed by the hands of men. And this has caused error and hesitation, until the intentions of these works have been closed and prolonged is has become necessary. It is therefore necessary for me to set forth this treatise in this way, in order to explain its forms and arrangements of instruments, along with their preparations, which are necessary for the work.
Caussa autem propter quam non inuenitur bonus artifex eius cum manu sua in hoc nostro tempore, est: quia ars medicinae est longa, et oportet auctorem eius exercitari ante illud in scientia anatomiae, quam narrauit Galenus, donec sciat iuuamenta membrorum, et ipsorum formas, et eorum coniunctionem, et separationem, et habeat cognitionem ossium, et neruorum, et lacertorum, et numerum ipsorum, et eorum egressionem, et uenarum pulsatilium, et quietarum, et locorum exitus earum.	But the greatest cause why one does not find a good surgeon of the hand in our time is that the art of medicine is a long one, and the author must exercise himself beforehand in the science of anatomy as Galen has narrated, until he knows the movements of the limbs, their forms, and their connections, and the separation and union of the bones, nerves, and vessels, and their number, and their emergence and pulsation, and quietness, and the location of their exits
Et propter illud dixit Hippocrates, quod nomen cum nomine est multum, et cum opere est paucum, et praecipue in arte manus.	And thus Hippocrates said, "A name is little when it comes to fame, but work is great, especially in the art of the hand.
Nos uero iam diximus de illo in introitu huius libri.	We have already mentioned this at the beginning of this book.
Quoniam qui non est sciens, quod diximus de anatomia, non euacuatur, quin iam cadat in errorem, quo interficiuntur homines: sicut ego uidi multos ex illis, qui formantur de hac scientia, et iactant se de ea absque scientia, et sine experimento.	For he who is ignorant of what we have said concerning anatomy will fall into error, for many have perished from this lack of knowledge, who have puffed up with pride from their supposed knowledge of this science without any knowledge or experience
Quod est, quia uidi medicum stolidum secuisse apostema scrophulosum in collo mulieris, et incidit quasdam arterias in collo: quare fluxit sanguis mulieris, donec cecidit mortua inter manus eius.	What is this, since the doctor has secured the swollen abscess with a scrophulus in the woman's neck, and has thereby obstructed some arteries in the neck: why does blood flow from the woman, until it dies between her hands?
Et uidi medicum alium, qui praesumpsit ut extraheret lapidem uiro, qui processerat in aetate, et lapis erat magnus.	And the doctor has also said that he would extract the stone from the bladder, which was proceeding in its age, and the stone was great.
Peruenit ergo ad eum, et extraxit ipsum cum frusto uesicae.	So it came to pass that he extracted it with the bladder's bladder-sac.
Quare mortuus est uir in tertio die.	Therefore the man died on the third day.
Et ego quidem iam uocatus fueram ad extrahendum ipsum: et uidi ex magnitudine lapidis, et dispositione infirmi, quod moriretur.	And I myself was called to extract it: and I saw from the greatness of the stone, and the condition of the patient, that he would die.
Et uidi medicum alium, qui accipiebat stipem apud quendam Ducum terrae nostrae propter medicinam: et accidit eunucho nigro, qui erat apud ipsum, fractura in crure eius prope calcaneum: et properauit medicus cum ignorantia sua, et strinxit fracturam super uulnus cum puluinaribus, et astellis strictura forti, et non dimisit uulneri expirationem.	And the doctor saw another man receive a blow from a certain Duke of our land for a physician: and it happened to a black eunuch who was with him, that he fractured his leg near his heel: and the doctor did not know what to do, and he bound up the fracture with wool and nails, and strong stitches, and did not let the wound breathe.
Deinde absoluit eum secundum desyderia sua.	And he left him according to his desires.
Postea dimisit eum diebus aliquot, et praecepit ei, ne solueret ligamentum: et stetit sic donec apostematum est crus eius, et ipsius pes, et peruenit ad perditionem.	Afterwards he sent him away for a few days, and commanded him not to loosen the ligament: and he stood thus until the abscess of his leg had gone down, and his foot and leg, and it came to pass to his destruction
Vocatus sum ergo ad eum: et properaui ad soluendum ligamentum: et consecuta est tranquillitas, et euasit a doloribus suis.	I was called to him again: and I proceeded to loosen the ligament: and there was peace, and he was freed from his pains
Verumtamen corruptio iam confirmata erat in membro: et non potui refraenare ipsam.	But indeed the corruption was already confirmed in the limb: and I could not restrain it
Pon ergo cessauit corruptio perambulare in membro, donec periit.	Therefore the corruption ceased to walk in the limb until it died
