Praefatio.	Preface.
Postquam compleui uobis o Filii, librum hunc, qui est postremus scientiae in medicina cum complemento ipsius, et consecutus sum finem in eo, ex expositionibus eius, et ipsius declarationibus, uisum est mihi, ut compleam ipsum uobis cum hoc Tractatu qui est pars operationis, id est, chirurgiae cum manu.	After I have completed to you, my son, this book, which is the last of medicine's science with its supplement, and having finished in it from its explanations and declarations, it has seemed good to me that I should complete it to you with this treatise, which is part of surgery, namely, with the hand.
Quoniam operatio cum manu prostrata est in regione nostra, et tempore nostro priuata omnino: donec fortasse periit scientia eius, et abscissum est uestigium eius: et non remanserunt ex ea, nisi descriptiones paruae in libris antiquorum, quas mutauerunt manus: et accidit eis error et haesitatio, donec clausae sunt intentiones eius, et elongata est uis ipsius: Visum est mihi, ut uiuificem eam cum ordinatione huius Tractatus in ea secundum uiam ex positionis, et declarationis, et abbreuiationis: et ut ueniam cum formis ferramentorum Cauterii, et reliquorum instrumentorum operis: cum fit ex declarationis additione, et ex properatione eius quod est necesse.	Because surgery with the hand is laid out in our region and in our time entirely private: until perhaps science of it has died out, and its track has been lost: and there remain from it only a few descriptions in ancient books, which have been changed by hands: and it happened to them error and hesitation, until their intentions were closed, and its vision was extended: It has seemed good to me that I should bring it forth with the order of this treatise in second place according to the order of its position and declaration and abbreviation: and that I should bring it out with shapes of instruments cautery, and the rest of the work's tools: for the sake of adding a declaration, and of specifying what is necessary.
Caussa autem propter quam non inuenitur bonus artifex eius cum manu sua in hoc nostro tempore, est: quia ars medicinae est longa, et oportet auctorem eius exercitari ante illud in scientia anatomiae, quam narrauit Galenus, donec sciat iuuamenta membrorum, et ipsorum formas, et eorum coniunctionem, et separationem, et habeat cognitionem ossium, et neruorum, et lacertorum, et numerum ipsorum, et eorum egressionem, et uenarum pulsatilium, et quietarum, et locorum exitus earum.	Because the cause by which a good artist does not find with his hand in our time: because the art of medicine is long, and it is necessary for its author to exercise himself before it in the science of anatomy, which Galen narrated, until he knows the joints of the limbs, and their forms, and their connection, and separation, and has knowledge of the bones, and nerves, and ligaments, and their numbers, and their emission, and their pulsing, and quietness, and their exit:
Et propter illud dixit Hippocrates, quod nomen cum nomine est multum, et cum opere est paucum, et praecipue in arte manus.	And because Hippocrates said, 'The name is much, but the work is little, especially in the art of the hand.'
Nos uero iam diximus de illo in introitu huius libri.	We have already spoken about it at the beginning of this book.
Quoniam qui non est sciens, quod diximus de anatomia, non euacuatur, quin iam cadat in errorem, quo interficiuntur homines: sicut ego uidi multos ex illis, qui formantur de hac scientia, et iactant se de ea absque scientia, et sine experimento.	Because who does not know that we have spoken about anatomy, he will not be satisfied until he falls into error, in which human beings are formed: as I saw many of them who form themselves from this science and throw themselves on it without knowledge or experiment.
Quod est, quia uidi medicum stolidum secuisse apostema scrophulosum in collo mulieris, et incidit quasdam arterias in collo: quare fluxit sanguis mulieris, donec cecidit mortua inter manus eius.	That is, for I saw a dull-witted doctor cut an apoplexy scrofulous in the neck of a woman, and wound some blood vessels in her throat; why the woman's blood flowed until she died between her hands.
Et uidi medicum alium, qui praesumpsit ut extraheret lapidem uiro, qui processerat in aetate, et lapis erat magnus.	And I saw another doctor, who thought to extract a stone from the man's penis, which had been causing him pain for some time; but the stone was great.
Peruenit ergo ad eum, et extraxit ipsum cum frusto uesicae.	So he came to him and took it out with a tweezers.
Quare mortuus est uir in tertio die.	Why the man died on the third day.
