Praefatio.	Preface.
Postquam compleui uobis o Filii, librum hunc, qui est postremus scientiae in medicina cum complemento ipsius, et consecutus sum finem in eo, ex expositionibus eius, et ipsius declarationibus, uisum est mihi, ut compleam ipsum uobis cum hoc Tractatu qui est pars operationis, id est, chirurgiae cum manu.	After I have completed to you, O sons, this book, which is the last of science in medicine with its supplement, and having finished it with its expositions and declarations, it has seemed right to me that I complete it for you with this treatise, which is a part of surgery, namely, with the hand.
Quoniam operatio cum manu prostrata est in regione nostra, et tempore nostro priuata omnino: donec fortasse periit scientia eius, et abscissum est uestigium eius: et non remanserunt ex ea, nisi descriptiones paruae in libris antiquorum, quas mutauerunt manus: et accidit eis error et haesitatio, donec clausae sunt intentiones eius, et elongata est uis ipsius: Visum est mihi, ut uiuificem eam cum ordinatione huius Tractatus in ea secundum uiam ex positionis, et declarationis, et abbreuiationis: et ut ueniam cum formis ferramentorum Cauterii, et reliquorum instrumentorum operis: cum fit ex declarationis additione, et ex properatione eius quod est necesse.	Since operation with the hand is laid down in our region and in our time exclusively: until perhaps knowledge of it has perished, and its trail has been lost: and there remain of it, only a few descriptions in ancient books, which hands have changed: and error and uncertainty occurred to them, until their intentions were closed, and his intention was prolonged. It seemed right to me that I should clarify it with this arrangement of this treatise according to two things, that is, by exposition and declaration, and abbreviation: and that I bring it closer with the forms of tools Cautery, and other instruments of work: for it is necessary to add a declaration, and to distinguish it, because there remains.
Caussa autem propter quam non inuenitur bonus artifex eius cum manu sua in hoc nostro tempore, est: quia ars medicinae est longa, et oportet auctorem eius exercitari ante illud in scientia anatomiae, quam narrauit Galenus, donec sciat iuuamenta membrorum, et ipsorum formas, et eorum coniunctionem, et separationem, et habeat cognitionem ossium, et neruorum, et lacertorum, et numerum ipsorum, et eorum egressionem, et uenarum pulsatilium, et quietarum, et locorum exitus earum.	The reason why there is no good craftsman of this hand in our time: for the art of medicine is long, and it is necessary that the author of it should exercise himself before it in the science of anatomy, which Galen narrated, until he knows the functions of the limbs, and their forms, and their connection, and separation, and has knowledge of the bones, and nerves, and ligaments, and the number of them, and their course, and their pulsations, and quiet, and places of exit:
Et propter illud dixit Hippocrates, quod nomen cum nomine est multum, et cum opere est paucum, et praecipue in arte manus.	And because of that Hippocrates said, since a name is much with a name, and little with an operation, especially in the art of the hand.
Nos uero iam diximus de illo in introitu huius libri.	We have already said about it at the beginning of this book.
Quoniam qui non est sciens, quod diximus de anatomia, non euacuatur, quin iam cadat in errorem, quo interficiuntur homines: sicut ego uidi multos ex illis, qui formantur de hac scientia, et iactant se de ea absque scientia, et sine experimento.	Since he who is not knowing that we have said about anatomy will fall into error, to which human beings are subject: as I saw many of them form about this science, and boast themselves of it without knowledge, and without experiment.
Quod est, quia uidi medicum stolidum secuisse apostema scrophulosum in collo mulieris, et incidit quasdam arterias in collo: quare fluxit sanguis mulieris, donec cecidit mortua inter manus eius.	That is because I saw a doctor cut an aposteme scar on the neck of a woman, and he struck some arteries in her neck. Why did the blood flow from the woman's body until she died between his hands?
Et uidi medicum alium, qui praesumpsit ut extraheret lapidem uiro, qui processerat in aetate, et lapis erat magnus.	And I saw another doctor who assumed that he would extract a large stone from the bladder of a man who had been suffering for a long time, and the stone was big.
Peruenit ergo ad eum, et extraxit ipsum cum frusto uesicae.	So he approached him and removed it with a twig.
Quare mortuus est uir in tertio die.	Why did the man die on the third day?
