Praefatio.	Preface.
Postquam compleui uobis o Filii, librum hunc, qui est postremus scientiae in medicina cum complemento ipsius, et consecutus sum finem in eo, ex expositionibus eius, et ipsius declarationibus, uisum est mihi, ut compleam ipsum uobis cum hoc Tractatu qui est pars operationis, id est, chirurgiae cum manu.	After I have completed for you, Son, this book, which is the last of medical science with its complement, and having finished it from its explanations and declarations, I thought it fitting to complete it for you with this treatise, which is a part of surgery, that is, surgery by hand.
Quoniam operatio cum manu prostrata est in regione nostra, et tempore nostro priuata omnino: donec fortasse periit scientia eius, et abscissum est uestigium eius: et non remanserunt ex ea, nisi descriptiones paruae in libris antiquorum, quas mutauerunt manus: et accidit eis error et haesitatio, donec clausae sunt intentiones eius, et elongata est uis ipsius: Visum est mihi, ut uiuificem eam cum ordinatione huius Tractatus in ea secundum uiam ex positionis, et declarationis, et abbreuiationis: et ut ueniam cum formis ferramentorum Cauterii, et reliquorum instrumentorum operis: cum fit ex declarationis additione, et ex properatione eius quod est necesse.	Since surgery by hand is laid out in our region and in our time entirely private: until perhaps the science of it has perished, and its track has been lost: and there remain no remains of it except a few descriptions in ancient books which hands have twisted: and it happened to them error and hesitation, until their intentions were closed and their meaning was drawn out: It seemed to me that I would make it clear with this arrangement of this treatise according to the second intention of explanation and declaration and abbreviation: and that I would bring it into being with the forms of tools Cautery, and the rest of the instruments of operation: since it is necessary to add a declaration and proper ownership.
Caussa autem propter quam non inuenitur bonus artifex eius cum manu sua in hoc nostro tempore, est: quia ars medicinae est longa, et oportet auctorem eius exercitari ante illud in scientia anatomiae, quam narrauit Galenus, donec sciat iuuamenta membrorum, et ipsorum formas, et eorum coniunctionem, et separationem, et habeat cognitionem ossium, et neruorum, et lacertorum, et numerum ipsorum, et eorum egressionem, et uenarum pulsatilium, et quietarum, et locorum exitus earum.	Since therefore the reason for which a good craftsman of this hand is not found in our time, it is: because the art of medicine is long, and it is necessary that its author be exercised before it in the science of anatomy, which Galen narrated, until he knows the joints of members, and their forms, and their connection, and separation, and has knowledge of bones, and nerves, and ligaments, and counting them, and their exits, and their pulse beats, and quiet, and places of departure.
Et propter illud dixit Hippocrates, quod nomen cum nomine est multum, et cum opere est paucum, et praecipue in arte manus.	And for this reason Hippocrates said, A name with a name is much, and with work it is little, and especially in the art of the hand.
Nos uero iam diximus de illo in introitu huius libri.	But we have already said about that at the beginning of this book.
Quoniam qui non est sciens, quod diximus de anatomia, non euacuatur, quin iam cadat in errorem, quo interficiuntur homines: sicut ego uidi multos ex illis, qui formantur de hac scientia, et iactant se de ea absque scientia, et sine experimento.	Since who is not aware that we have said about anatomy, will not be satisfied unless he falls into error, in which men are formed from this science, and boast of it without knowledge or experiment.
Quod est, quia uidi medicum stolidum secuisse apostema scrophulosum in collo mulieris, et incidit quasdam arterias in collo: quare fluxit sanguis mulieris, donec cecidit mortua inter manus eius.	What is, because I saw a doctor seize an apoplexy scrofulous in the neck of a woman, and hit some arteries in the neck: why flowed the blood of the woman until she fell dead between her hands.
Et uidi medicum alium, qui praesumpsit ut extraheret lapidem uiro, qui processerat in aetate, et lapis erat magnus.	And I saw another doctor who presumed to extract a stone from the urine, which had stayed for a long time, and the stone was large.
Peruenit ergo ad eum, et extraxit ipsum cum frusto uesicae.	So he came to him, and extracted it with a twig of grass.
Quare mortuus est uir in tertio die.	Why the man died on the third day.
Et ego quidem iam uocatus fueram ad extrahendum ipsum: et uidi ex magnitudine lapidis, et dispositione infirmi, quod moriretur.	And I had already been called to extract it; and I saw from the great size of the stone and the care of the nurse that he would die.
Et uidi medicum alium, qui accipiebat stipem apud quendam Ducum terrae nostrae propter medicinam: et accidit eunucho nigro, qui erat apud ipsum, fractura in crure eius prope calcaneum: et properauit medicus cum ignorantia sua, et strinxit fracturam super uulnus cum puluinaribus, et astellis strictura forti, et non dimisit uulneri expirationem.	And I saw another doctor who was taking a fee from the Duke of our land for medicine; and it happened that a black eunuch, who was with him, broke his thigh near the heel; and the doctor did not notice this ignorance and bound the break tightly to the shin with strong staples and did not let go of the wound's discharge.
Deinde absoluit eum secundum desyderia sua.	Then he set it right according to his desire.
Postea dimisit eum diebus aliquot, et praecepit ei, ne solueret ligamentum: et stetit sic donec apostematum est crus eius, et ipsius pes, et peruenit ad perditionem.	Later on he discharged him after a few days and ordered him not to loosen the bonds; and he remained so until his leg was withered away, and his weight, and came to ruin.
Vocatus sum ergo ad eum: et properaui ad soluendum ligamentum: et consecuta est tranquillitas, et euasit a doloribus suis.	So I was called to him; and I tried to loosen the bonds; and there followed peace, and he was free from his pains.
Verumtamen corruptio iam confirmata erat in membro: et non potui refraenare ipsam.	However, the corruption had already been confirmed in the member; and I could not restrain it.
Pon ergo cessauit corruptio perambulare in membro, donec periit.	So then the corruption ceased to walk in the member, until it died.
Et uidi medicum alium, qui perforauit apostema cancerosum: et ulceratum est post dies, donec magnificata est malicia eius cum domino ipsius.	And I saw another doctor who pierced an apoplexy cancerous; and it was ulcers after days, until the disease of him became evident to his lord.
Quod est, quia quando est cancer purus ex humore melancholico, tunc non oportet ut perueniatur ad eum cum ferro omnino, nisi sit in membro quod toleret, ut abscindatur totum eius.	That is, because when the cancer is pure from the melancholy humor, then it should not be used at all to draw it out with iron unless it is in a member that bears it, so that it may be cut off all of it.
Et propter illud o Filii, necesse est uobis, ut sciatis, quod operatio cum manu diuiditur in duas diuisiones: scilicet, operationem cui associatur salus: et operationem, cum qua est periculum in pluribus dispositionibus.	And for that reason, my sons, it is necessary that you know that surgery is divided into two parts: namely, the operation to which health is associated, and the operation with which there is danger in many dispositions.
Et ego iam excitaui in omni loco huius libri, in quo uenit operatio, in qua est terror et timor.	And I have already aroused, in all places of this book, where an operation has come, where there is fear and alarm.
Quare necesse est uobis, ut caueatis illud, et dimitatis ipsum: ut non inueniant stolidi uiam ad loquendum, et dehonestandum.	Why is it necessary for you to be afraid of that, and to avoid it completely: so that they may not hear the loudest word, or become ashamed to speak.
Accipite ergo mensuram cum sollicitudine et protectione, et infirmos uestros cum facilitate et firmitudine, et utimini uia meliore perducente gratia Dei ad salutem et successionem laudabilem: et dimittite aegritudines terribiles difficilis sanationis: et tollite animas uestras ab eo quod facit uos timere, ut ingrediatur super uos haesitatio in fide uestra et commodo uestro.	Therefore take a measure with carefulness and protection, and bring the sick among you with ease and firmness, so that by the grace of God for salvation and glorious succession: and remove terrible illnesses from difficult healing: and remove your souls from there, which makes you afraid, so that it may come upon you hesitation in our faith and comfort.
Est enim magis remanens ad gloriam uestram, et sublimius in mundo isto, et postremo ad quantitates uestras.	For there is more remaining to our glory, and higher in the world this way: and finally to our numbers.
Galenus enim iam dixit in quibusdam suis admonitionibus.	For Galen has already said in some of his admonitions.
Non medicetis aegritudinem malam: ne nominemini medici mali.	Do not treat illness with medicine: do not call yourself a doctor for the worst.
Iam autem diuisi hunc Tractatum secundum tria Capitula. ¶	I have already divided this treatise into three chapters.
Capitulum primum.	First chapter.
De Cauterio cum igne, et Cauterio cum medicina acuta, capitulatum, et ordinatum a capite usque ad pedes, et formis instrumentorum, et ferramentis Cauterii: et omni quod necessarium est in operatione. ¶	On the Precaution with Fire, and the Precaution with Acute Medicine, Raw Herbs, and the Arrangement of Tools, and Tools for Cauterization: and everything necessary for an operation.
Capitulum secundum.	Second chapter.
De sectione et perforatione, phlebotomia et uentosis, et uulneribus: et extractione sagittarum, et similibus illius: et totum capitulatum, ordinatum formis instrumentorum. ¶	On cutting and puncturing, phlebotomy and venesection, and wounds: and extracting arrows, and similar things: and all the chapter, arranged by the forms of tools.
Capitulum tertium.	Third chapter.
De restauratione, et dislocatione, et curatione torsionis, et similibus illius: capitulatum, ordinatum a capite usque ad pedes, et formis instrumentorum.	On restoration, and dislocation, and cure for torsion, and similar things: the chapter arranged from the head to the feet, and the forms of tools.
Soli Deo Gloria.	To God alone be glory.
Liber Chirurgici Albucasis.	The Book of Surgery by Albucasis.
Pars I.	Part I.
¶ De Iuuamento, et Nocumento Cauterii: et quibus complexionibus conueniat, et quo tempore: et si cum ferro, uel auro.	Regarding the use of cautery and the types of wounds that require it, the timing of its application, and whether it should be used with iron or gold.
Caput I.	Chapter I.
Sed Ante Quidem Quam rememorer operationis cum eo, oportet ut dicam qualitatem Iuuamentorum eius, et Nocumentorum ipsius: et in qua complexione exhibeatur.	But before I explain the nature of the operation and its effects, I must discuss the qualities of cautery and non-cauterization and when they should be used on different types of wounds.
Dico ergo, quod sermo de qualitate iuuamenti Cauterii, et nocumenti eius, est sermo prolixus, et subtilis, scientia, et secretum occultum.	I therefore say that the speech about the quality of cauterization and non-cauterization is a long, subtle, learned, and secret speech.
Etiam locuta fuit in eo multitudo sapientum, et dissenserunt in eo: et mihi quidem sufficit parum ex sermonibus eorum, timens prolongationem.	A multitude of wise men also spoke on this matter and disagreed among themselves; however, I will suffice with a few of their words, as I am afraid of repetition.
Dico ergo, quod Cauterium confert uniuersaliter omni complexioni, quae est cum materia, et absque materia: excaeptis duabus complexionibus, quae sunt complexio calida absque materia, et complexio sicca absque materia.	I say that cautery is applicable to all types of wounds, whether they are deep or superficial, and with or without matter. Except for two types of wounds, which are deep and dry and devoid of matter.
In complexione autem calida et sicca cum materia dissenserunt.	But in the case of warm and dry wounds with matter, they disagreed.
Quidam enim dixerunt, quod Cauterium iuuatiuum est in ea.	Some said that cautery is applied to healing wounds.
Et dixerunt alii contrarium illius, scilicet quod Cauterium non est conueniens in aegritudine, quae est ex caliditate et siccitate: quoniam natura ignis est caliditas: et inconueniens est, ut sanetur ex agritudine calida et sicca, cum calido et sicco.	But others said the opposite, that cautery is not suitable for a disease characterized by heat and dryness, as fire's nature is warmth, and it is contrary to how one heals from a hot and dry illness with warmth and dryness.
Et dixit ille qui dicit contrarium illius: quod per Cauterium fit iuuamentum in omni aegritudine calida et sicca, quae accidit in corporibus hominum: quoniam quando tu comparas corpus hominis, et humiditates eius, ad complexionem ignis, inuenis corpus hominis frigidum.	And he who spoke against this said: "The application of cautery is appropriate for any hot and dry illness that occurs in human bodies, because when you compare a human body to the elements and its moisture to the element of fire, the body becomes cold.
Et ego quidem dico per sermonem eius: quia ex perimentum iam detexit mihi illud aliquotiens.	And I myself say through my own experience: because I have sometimes discovered it for myself.
Verumtamen non oportet, ut ueniat super illud, nisi qui iam probatus est, et exercitatus in capitulo Cauterii exercitio ultimo, et cognouit diuersitatem complexionum hominum, et dispositionem aegritudinum in se ipsis, et caussas earum, et accidentia ipsarum, et spacium temporis earum.	However, it is not necessary to insist on this point unless one has already proven and practiced in the last exercise of the chapter on cauterization, and knows the diversity of human complexions, the nature of illnesses within them, their causes, and the accidents that occur with them, as well as the timing of these illnesses.
Ex reliquis autem complexionibus non est super uos timor: et praecipue in aegritudinibus frigidis et humidis.	But fear not the residue of poultices upon you: and above all in cold and moist diseases.
Iam enim conuenerunt omnes medici super eas: et non dissenserunt in iuuamento cum Cauterio in eis.	For all doctors have come to agree about them: and they do not differ in their opinion from Cauthereius on these matters.
Et scitote filii, quod ex secreto curationis per Cauterium cum igne, et bonitate eius super Cauterium cum medicina comburente est: quoniam ignis est simplex, cuius actio non peruenit, nisi ad membrum quod cauterisatur: et non nocet membro alio coniuncto cum eo, nisi nocumento paruo.	And know you sons, that the secret of the cure through cauterization with fire, and its goodness in comparison with medication burned with it, is this: for fire is simple, whose action does not reach, except to the member which is cauterized: and does not hurt another member connected with it, except by a little harm.
Medicinae uero comburentis actio peruenit ad illud quod elongatur ex membris: et fortasse facit accidere in membro aegritudinem difficilis sanationis, et fortasse interficit.	But the action of medicine burned does reach to that which is prolonged from the members: and perhaps makes difficult the cure of a hard disease, and perhaps destroys it.
Ignis autem propter subtilitatem suam et bonitatem substantiae suae, non facit illud, nisi superfluat.	But fire because of its softness and goodness of its substance, does not do this, unless it is in excess.
Iam uero innotuit nobis illud per experimentum, propter longitudinem seruitutis et studii cum arte, et stationem super ueritatem rerum: et propter illud excusor a longitudine sermonis.	But that has already become clear to us through experimentation, because of the length of practice and study with skill, and stability on the truth of things: and through it I forgive the length of speech.
Et si non esset, quia non licet huic libro meo, afferrem uobis secretum occultum in igne, et qualitatem operationis eius in corporibus expulsionis suae, qua expellit aegritudines sermone philosophico demonstratiuo, qui acueretur a mentibus uestris.	And if it were not, for it is not allowed to my book, I would deliver to you the secret and mystery of fire, and the quality of its action in the bodies through its expulsion, which expels diseases through philosophical demonstration by the minds of your own, which are acquired with difficulty.
Et scitote filii, quod ipsi dissentiunt in tempore, in quo conuenit fieri cauterium, et ponunt melius tempus ueris.	And know you sons, that they disagree at times when cauterization is to be done, and set a better time for the wound.
Et ego dico, quod cauterium conuenit in omni tempore: propterea, quod nocumentum accidens propter tempus submergitur in iuuamento, quod attrahitur cum cauterio.	And I say that cauterization is appropriate at all times: for the harm that happens because of time is hidden in the cure, which is attracted with cauterization.
Et praecipue si cauterium est propter dolores ex doloribus necessariis, fortibus, festinis, qui non tolerant tarditatem: propterea quod timetur ex eis, quod accidat malicia quae est maior, quam paruum nocumentum intrans propter tempus.	And above all if cauterization is because of the pains from painful diseases, strong, and feasts which do not tolerate delay: for they fear those things, that evil which is greater than a little harm, which cannot be tolerated through time.
Et non cadat in mentibus uestris o filii illud, quod non extimant, nisi uulgus et stolidi medici, scilicet quod illi aegritudini quae sanatur per cauterium, non est reditio semper: et ponunt illud consequens, et res non est sicut putant: propterea quod cauterium non est, nisi loco medicinae, quae alterat complexionem, et exiccat humiditates quae sunt caussae, quare accidunt dolores.	And do not say to you sons, that they do not estimate it, unless the common and stupid doctors: that is, they consider that the disease which is cured with cauterization does not always return: and they set a consequence, and it is not as they think: for cauterization is not, except in place of medicine, which changes complexion, and dries out the humidities which are causes, from which the pains arise.
