Praefatio.	Preface.
Postquam compleui uobis o Filii, librum hunc, qui est postremus scientiae in medicina cum complemento ipsius, et consecutus sum finem in eo, ex expositionibus eius, et ipsius declarationibus, uisum est mihi, ut compleam ipsum uobis cum hoc Tractatu qui est pars operationis, id est, chirurgiae cum manu.	After I have completed for you, my son, this book, which is the last of the science of medicine with its supplement, and I have ended in it from its expositions and its declarations, it has seemed good to me that I complete it for you with this treatise which is a part of operation, that is, surgery by hand.
Quoniam operatio cum manu prostrata est in regione nostra, et tempore nostro priuata omnino: donec fortasse periit scientia eius, et abscissum est uestigium eius: et non remanserunt ex ea, nisi descriptiones paruae in libris antiquorum, quas mutauerunt manus: et accidit eis error et haesitatio, donec clausae sunt intentiones eius, et elongata est uis ipsius: Visum est mihi, ut uiuificem eam cum ordinatione huius Tractatus in ea secundum uiam ex positionis, et declarationis, et abbreuiationis: et ut ueniam cum formis ferramentorum Cauterii, et reliquorum instrumentorum operis: cum fit ex declarationis additione, et ex properatione eius quod est necesse.	Since operation by hand is laid out in our region and in our time entirely private: until perhaps the science of it has perished, and its track has been lost: and what remained of it are a few descriptions in ancient books, which hands have altered: and it happened to them error and hesitation, until their intentions were closed and their essence was prolonged: It seemed good to me that I would make it clear with this arrangement of this treatise according to its exposition and declaration and abbreviation: and that I would bring it into being with the forms of tools Cauterizing, and the rest of the instruments of operation: since it is necessary from its addition and its properation.
Caussa autem propter quam non inuenitur bonus artifex eius cum manu sua in hoc nostro tempore, est: quia ars medicinae est longa, et oportet auctorem eius exercitari ante illud in scientia anatomiae, quam narrauit Galenus, donec sciat iuuamenta membrorum, et ipsorum formas, et eorum coniunctionem, et separationem, et habeat cognitionem ossium, et neruorum, et lacertorum, et numerum ipsorum, et eorum egressionem, et uenarum pulsatilium, et quietarum, et locorum exitus earum.	Since the cause for which a good artisan of his own hand is not found in our time: that the art of medicine is long, and it is necessary for its author to exercise himself in the science of anatomy which Galen tells, until he knows the joints of the limbs, and their forms, and their connection, and separation, and has knowledge of bones, and nerves, and ligaments, and their number, and their exit, and their pulsation, and calmness, and places of their exit: it seemed good to me that I would bring him to light with this arrangement of this treatise according to its exposition and declaration and abbreviation: and that I would provide him with the forms of tools Cauterizing, and the rest of the instruments of operation: since it is necessary from its addition and its properation.
Et propter illud dixit Hippocrates, quod nomen cum nomine est multum, et cum opere est paucum, et praecipue in arte manus.	And therefore Hippocrates said, that the name with the name is much, and with the work is little, especially in the art of hand.
Nos uero iam diximus de illo in introitu huius libri.	We have said before at the beginning of this book.
Quoniam qui non est sciens, quod diximus de anatomia, non euacuatur, quin iam cadat in errorem, quo interficiuntur homines: sicut ego uidi multos ex illis, qui formantur de hac scientia, et iactant se de ea absque scientia, et sine experimento.	Since he who does not know that we have said about anatomy will fall into error, in which men are formed from the science: as I saw many of them, who form themselves out of this science and boast of it without knowledge and without experience.
Quod est, quia uidi medicum stolidum secuisse apostema scrophulosum in collo mulieris, et incidit quasdam arterias in collo: quare fluxit sanguis mulieris, donec cecidit mortua inter manus eius.	What is more, I saw a doctor strike an aposteme scrofulous sore on the neck of a woman, and cut some of the arteries in her neck. Wherefore the blood of the woman flowed until she died between her hands.
Et uidi medicum alium, qui praesumpsit ut extraheret lapidem uiro, qui processerat in aetate, et lapis erat magnus.	And I saw another doctor who took out a large stone from the entrails of a man, who had been troubled by it for a long time, and the stone was great.
Peruenit ergo ad eum, et extraxit ipsum cum frusto uesicae.	So he came to him, and took it out with the hook of a probe.
Quare mortuus est uir in tertio die.	Wherefore the man died on the third day.
Et ego quidem iam uocatus fueram ad extrahendum ipsum: et uidi ex magnitudine lapidis, et dispositione infirmi, quod moriretur.	And I had already been called to take it out: and I saw from the great size of the stone, and the care of the nurse, that he should die.
Et uidi medicum alium, qui accipiebat stipem apud quendam Ducum terrae nostrae propter medicinam: et accidit eunucho nigro, qui erat apud ipsum, fractura in crure eius prope calcaneum: et properauit medicus cum ignorantia sua, et strinxit fracturam super uulnus cum puluinaribus, et astellis strictura forti, et non dimisit uulneri expirationem.	And I saw another doctor take a fee from our Duke's land for medicine: and there happened to be a black eunuch with him, who was standing by his heel, and the doctor, through his ignorance, bound the fracture on his thigh with narrow bands and strong sutures, and did not desist from the wound's issue.
Deinde absoluit eum secundum desyderia sua.	Then he dismissed him according to his desire.
Postea dimisit eum diebus aliquot, et praecepit ei, ne solueret ligamentum: et stetit sic donec apostematum est crus eius, et ipsius pes, et peruenit ad perditionem.	Later on he dismissed him after a few days, and commanded him not to loosen the ligatures: and so he stood until the sore in his leg, and his weight, were loosed, and came to ruin.
Vocatus sum ergo ad eum: et properaui ad soluendum ligamentum: et consecuta est tranquillitas, et euasit a doloribus suis.	So I was called to him: and I did what I could to loose the ligatures: and subsequently there was quietness, and his pain was eased.
Verumtamen corruptio iam confirmata erat in membro: et non potui refraenare ipsam.	However the corruption had already taken root in the member: and I could not restrain it.
Pon ergo cessauit corruptio perambulare in membro, donec periit.	So the corruption ceased to wander in the member, until he died.
Et uidi medicum alium, qui perforauit apostema cancerosum: et ulceratum est post dies, donec magnificata est malicia eius cum domino ipsius.	And I saw another doctor who pierced an aposteme cancerous sore: and it was ulcerated for several days, until the malice of it came out with its lord.
Quod est, quia quando est cancer purus ex humore melancholico, tunc non oportet ut perueniatur ad eum cum ferro omnino, nisi sit in membro quod toleret, ut abscindatur totum eius.	Which is as much as to say, that when the cancer is pure from the melancholic humors, then it should not be cut out with a hot iron at all, unless it lies in a member which it bears, so that it may be cut off all at once.
Et propter illud o Filii, necesse est uobis, ut sciatis, quod operatio cum manu diuiditur in duas diuisiones: scilicet, operationem cui associatur salus: et operationem, cum qua est periculum in pluribus dispositionibus.	And for that reason, you sons, it is necessary that you know that the operation with the hand is divided into two: namely, the operation which is associated with health and the operation with which there is danger in many dispositions.
Et ego iam excitaui in omni loco huius libri, in quo uenit operatio, in qua est terror et timor.	And I have already excited in all places of this book, where the operation has come, in which there is terror and fear.
Quare necesse est uobis, ut caueatis illud, et dimitatis ipsum: ut non inueniant stolidi uiam ad loquendum, et dehonestandum.	Why it is necessary for you to beware of that, and to refuse it: so that they do not find the bones broken, and the words useless.
Accipite ergo mensuram cum sollicitudine et protectione, et infirmos uestros cum facilitate et firmitudine, et utimini uia meliore perducente gratia Dei ad salutem et successionem laudabilem: et dimittite aegritudines terribiles difficilis sanationis: et tollite animas uestras ab eo quod facit uos timere, ut ingrediatur super uos haesitatio in fide uestra et commodo uestro.	So receive with solicitude and protection, and bring your patients with ease and strength, and let them go through the door of grace of God to salvation and a glorious succession: and remove from you the souls who make you afraid, so that they come upon you a hesitation in your faith and comfort.
Est enim magis remanens ad gloriam uestram, et sublimius in mundo isto, et postremo ad quantitates uestras.	For it remains more for our glory, and more gloriously in the world, and finally to your numbers.
Galenus enim iam dixit in quibusdam suis admonitionibus.	Because Galenus has already said in some of his advices:
Non medicetis aegritudinem malam: ne nominemini medici mali.	Do not treat disease with medicine: do not call yourself a doctor.
Iam autem diuisi hunc Tractatum secundum tria Capitula. ¶	But I have already divided this treatise into three chapters.
Capitulum primum.	Chapter one: On the nature and definition of surgery.
De Cauterio cum igne, et Cauterio cum medicina acuta, capitulatum, et ordinatum a capite usque ad pedes, et formis instrumentorum, et ferramentis Cauterii: et omni quod necessarium est in operatione. ¶	On the cauterization with fire, and cauterization with acute medicine, on the bed, and on the form of instruments, and tools used for cauterization: and all that is necessary in the operation.
Capitulum secundum.	Chapter two: On the preparation of patients for surgery.
De sectione et perforatione, phlebotomia et uentosis, et uulneribus: et extractione sagittarum, et similibus illius: et totum capitulatum, ordinatum formis instrumentorum. ¶	On section and piercing, phlebotomy and sanguinology, and wounds: and extraction of arrows, and similar things: and all that is contained in this chapter, ordered according to the forms of instruments.
Capitulum tertium.	Chapter three: On the different types of surgical instruments and tools used for surgery.
De restauratione, et dislocatione, et curatione torsionis, et similibus illius: capitulatum, ordinatum a capite usque ad pedes, et formis instrumentorum.	On restoration, dislocation, and cure of torsion, and similar things: ordered from the head to the feet, and on the form of instruments.
Soli Deo Gloria.	To God alone be glory.
Liber Chirurgici Albucasis.	The Book of Surgery of Albucasis.
Pars I.	Part I.
¶ De Iuuamento, et Nocumento Cauterii: et quibus complexionibus conueniat, et quo tempore: et si cum ferro, uel auro.	§ On cauterization and non-injury; with what kinds of faces it is appropriate to work, and at what time; and if with iron or gold.
Caput I.	Chapter I.
Sed Ante Quidem Quam rememorer operationis cum eo, oportet ut dicam qualitatem Iuuamentorum eius, et Nocumentorum ipsius: et in qua complexione exhibeatur.	But before I recall the operation with him, I should tell you about the qualities of his cauterization and non-injury, and in what kind of face it should be performed.
Dico ergo, quod sermo de qualitate iuuamenti Cauterii, et nocumenti eius, est sermo prolixus, et subtilis, scientia, et secretum occultum.	I therefore say that the speech about the quality of cauterization and non-injury is a long, subtle, learned, and secretive speech.
Etiam locuta fuit in eo multitudo sapientum, et dissenserunt in eo: et mihi quidem sufficit parum ex sermonibus eorum, timens prolongationem.	Moreover, many wise men spoke in it, and they disagreed with each other; and enough for me of their speeches, fearing a protraction of the discussion.
Dico ergo, quod Cauterium confert uniuersaliter omni complexioni, quae est cum materia, et absque materia: excaeptis duabus complexionibus, quae sunt complexio calida absque materia, et complexio sicca absque materia.	I therefore say that cauterization is suitable for all kinds of faces, whether with matter or without matter: excepting two kinds of faces, which are a warm face without matter and a dry face without matter.
In complexione autem calida et sicca cum materia dissenserunt.	In a warm or dry face with matter, they disagreed.
Quidam enim dixerunt, quod Cauterium iuuatiuum est in ea.	Some said that cauterization is appropriate in that case.
Et dixerunt alii contrarium illius, scilicet quod Cauterium non est conueniens in aegritudine, quae est ex caliditate et siccitate: quoniam natura ignis est caliditas: et inconueniens est, ut sanetur ex agritudine calida et sicca, cum calido et sicco.	And others said the opposite, that cauterization is not suitable in such a disease, which is of heat and dryness: for fire's nature is to be hot; and it is unsuitable, so that it should heal from a hot and dry sickness with hot and dry.
Et dixit ille qui dicit contrarium illius: quod per Cauterium fit iuuamentum in omni aegritudine calida et sicca, quae accidit in corporibus hominum: quoniam quando tu comparas corpus hominis, et humiditates eius, ad complexionem ignis, inuenis corpus hominis frigidum.	And he who said the opposite added: "But with cauterization, an injury is made in any hot or dry sickness that occurs in human bodies; for when you compare a human body and its humidities to the complexion of fire, you cool down a cold body.
Et ego quidem dico per sermonem eius: quia ex perimentum iam detexit mihi illud aliquotiens.	And I too say by my own experience: for by experiment I have discovered that this is true sometimes.
