Praefatio.	Preface.
Postquam compleui uobis o Filii, librum hunc, qui est postremus scientiae in medicina cum complemento ipsius, et consecutus sum finem in eo, ex expositionibus eius, et ipsius declarationibus, uisum est mihi, ut compleam ipsum uobis cum hoc Tractatu qui est pars operationis, id est, chirurgiae cum manu.	Since I have completed for you, O Sons, this book, which is the final part of medical science with its completion, and have reached the end in it, through its explanations and clarifications, it seemed good to me to complete it for you with this Treatise which is a part of practice, that is, surgery with the hand.
Quoniam operatio cum manu prostrata est in regione nostra, et tempore nostro priuata omnino: donec fortasse periit scientia eius, et abscissum est uestigium eius: et non remanserunt ex ea, nisi descriptiones paruae in libris antiquorum, quas mutauerunt manus: et accidit eis error et haesitatio, donec clausae sunt intentiones eius, et elongata est uis ipsius: Visum est mihi, ut uiuificem eam cum ordinatione huius Tractatus in ea secundum uiam ex positionis, et declarationis, et abbreuiationis: et ut ueniam cum formis ferramentorum Cauterii, et reliquorum instrumentorum operis: cum fit ex declarationis additione, et ex properatione eius quod est necesse.	Since the practice with the hand has fallen into disuse in our region and during our time entirely: until perhaps its knowledge has perished, and its trace has been cut off: and nothing remained of it except small descriptions in the books of the ancients, which have been altered by hands: and errors and hesitations occurred to them, until its intentions were closed, and its power was diminished: It seemed good to me to revive it with the organization of this Treatise according to the way of positioning, clarification, and abbreviation: and to come with forms of cautery tools and other instruments of work: which is made by the addition of clarifications and hastening what is necessary.
Caussa autem propter quam non inuenitur bonus artifex eius cum manu sua in hoc nostro tempore, est: quia ars medicinae est longa, et oportet auctorem eius exercitari ante illud in scientia anatomiae, quam narrauit Galenus, donec sciat iuuamenta membrorum, et ipsorum formas, et eorum coniunctionem, et separationem, et habeat cognitionem ossium, et neruorum, et lacertorum, et numerum ipsorum, et eorum egressionem, et uenarum pulsatilium, et quietarum, et locorum exitus earum.	The reason why a good practitioner of this art with his hand is not found in our time is: because the art of medicine is long, and its author must be trained beforehand in the science of anatomy, as Galen narrated, until he knows the benefits of the members, and their forms, and their conjunction, and separation, and has knowledge of bones, and nerves, and tendons, and their number, and their emergence, and of pulsating and quiet veins, and the places of their exit.
Et propter illud dixit Hippocrates, quod nomen cum nomine est multum, et cum opere est paucum, et praecipue in arte manus.	And because of this, Hippocrates said that the name is abundant with the name, but scarce with the work, and especially in the art of the hand.
Nos uero iam diximus de illo in introitu huius libri.	We have indeed already spoken of this at the beginning of this book.
Quoniam qui non est sciens, quod diximus de anatomia, non euacuatur, quin iam cadat in errorem, quo interficiuntur homines: sicut ego uidi multos ex illis, qui formantur de hac scientia, et iactant se de ea absque scientia, et sine experimento.	For he who is not knowledgeable about what we have said regarding anatomy will not be cleared of error, by which men are killed: just as I have seen many of those who are formed from this science and boast about it without knowledge and without experience.
Quod est, quia uidi medicum stolidum secuisse apostema scrophulosum in collo mulieris, et incidit quasdam arterias in collo: quare fluxit sanguis mulieris, donec cecidit mortua inter manus eius.	This is because I saw a foolish doctor cut into a scrofulous abscess on a woman's neck, and he cut some arteries in the neck: therefore the woman's blood flowed until she fell dead in his hands.
Et uidi medicum alium, qui praesumpsit ut extraheret lapidem uiro, qui processerat in aetate, et lapis erat magnus.	And I saw another doctor who attempted to extract a stone from an elderly man, and the stone was large.
Peruenit ergo ad eum, et extraxit ipsum cum frusto uesicae.	He therefore came to him and extracted it along with a piece of the bladder.
Quare mortuus est uir in tertio die.	Therefore, the man died on the third day.
Et ego quidem iam uocatus fueram ad extrahendum ipsum: et uidi ex magnitudine lapidis, et dispositione infirmi, quod moriretur.	And I had indeed been called to extract it: and I saw that because of the size of the stone and the condition of the patient, he would die.
Et uidi medicum alium, qui accipiebat stipem apud quendam Ducum terrae nostrae propter medicinam: et accidit eunucho nigro, qui erat apud ipsum, fractura in crure eius prope calcaneum: et properauit medicus cum ignorantia sua, et strinxit fracturam super uulnus cum puluinaribus, et astellis strictura forti, et non dimisit uulneri expirationem.	And I saw another doctor who received payment from one of the Dukes of our land for his medicine: and it happened that a black eunuch who was with him had a fracture in his leg near the heel: and the doctor hurried with his ignorance, and tightly bound the fracture over the wound with cushions and strong splints, and did not allow the wound to breathe.
Deinde absoluit eum secundum desyderia sua.	Then he treated him according to his own desires.
Postea dimisit eum diebus aliquot, et praecepit ei, ne solueret ligamentum: et stetit sic donec apostematum est crus eius, et ipsius pes, et peruenit ad perditionem.	Then he left him for several days and instructed him not to loosen the bandage: and he remained thus until his leg swelled with pus, and his foot as well, and it came to destruction.
Vocatus sum ergo ad eum: et properaui ad soluendum ligamentum: et consecuta est tranquillitas, et euasit a doloribus suis.	I was summoned therefore to him: and I hurried to loosen the bandage: and tranquility followed, and he escaped from his pains.
Verumtamen corruptio iam confirmata erat in membro: et non potui refraenare ipsam.	However, the corruption was already confirmed in the member: and I could not restrain it.
Pon ergo cessauit corruptio perambulare in membro, donec periit.	Therefore, the corruption ceased to spread in the member until it perished.
Et uidi medicum alium, qui perforauit apostema cancerosum: et ulceratum est post dies, donec magnificata est malicia eius cum domino ipsius.	And I saw another doctor who punctured the cancerous abscess: and it became ulcerated after days, until its maliciousness was magnified with its lord.
Quod est, quia quando est cancer purus ex humore melancholico, tunc non oportet ut perueniatur ad eum cum ferro omnino, nisi sit in membro quod toleret, ut abscindatur totum eius.	Which means that when the cancer is purely from melancholic humor, then it should not be approached with iron at all, unless it is in a limb that can tolerate being entirely cut off.
Et propter illud o Filii, necesse est uobis, ut sciatis, quod operatio cum manu diuiditur in duas diuisiones: scilicet, operationem cui associatur salus: et operationem, cum qua est periculum in pluribus dispositionibus.	And for this, O sons, it is necessary for you to know that the procedure with the hand is divided into two parts: namely, the operation associated with safety, and the operation with which there is danger in most conditions.
Et ego iam excitaui in omni loco huius libri, in quo uenit operatio, in qua est terror et timor.	And I have already alerted in every part of this book where the operation comes that involves fear and dread.
Quare necesse est uobis, ut caueatis illud, et dimitatis ipsum: ut non inueniant stolidi uiam ad loquendum, et dehonestandum.	Therefore, it is necessary for you to beware of it and leave it alone: so that foolish people do not find a way to speak about it and dishonor it.
