Ayssi comensan las paraulas de Albucasim .	Thus begin the words of Albucasim.
O, filhs, pus yeu he a vos complit aquest libre, le qual es le derier de la sciencia de medicina, per le compliment de lu so consequit la fi en lu, e per las exposicios de lu, e per las declaracios de lu, es a mi vist que yeu complesca aquel a vos am aquest tractat, le qual es partida de la operacio am ma, so es cyrurgia.	Oh, my sons, as you have completed this book, the last of medical science, through the fulfillment of its end and due to its expositions, explanations, and declarations, it seems to me that you have fully grasped this treatise, which is a part of the most excellent surgery.
Quar la operacio am ma es prostrada en nostre regio e en nostre temps de tot privada, entro que fort leu peric la sciencia de lu, e le vistigi de lu es ostat; e no romasero de lu sino alcunas petitas descripcios en les libres dels Antics, les quals mudero las mas e endevenc ad aquels error e heyssitacio entro que son clausas las entencios de lu e es elonguada la forsa de lu e l’art.	For surgery, considered the most excellent art, is scorned in our region and time, as its science is greatly neglected, and its practice has almost disappeared; it is only occasionally that one finds small descriptions of it in the books of the Ancients, which have led to confusion and error, as the understanding of its principles is closed off, and its power and skill are diminished.
E es vist a mi que yeu vivifique aquela am ordenacio de aquest tractat en aquela segon la via de exposicio e de declaracio e de abreviacio; e per que vengua am las formas dels ferramentz de cautheri e dels autres instrumentz de la obra cum sia per addicio de la declaracio, e per preparacio de lu, la qual causa es necessaria.	And I have found it necessary to revive that order of this treatise according to the second way of exposition and declaration and abbreviation; and so that the forms of cautery tools and other surgical instruments be included as an addition to the declaration and as a preparation for the work, which is required.
Mays la causa per la qual no es atrobat bo artifex am la sieua ma en aquest nostre temps, es quar la art de medicina es longua, e que cove le sieu actor denant aquo esser excercitat en la sciencia de anotomia la qual recontec Gualia entro que sapia les juvament dels membres e las formas de aquels, e la conjunctio e la separacio de lor; e haia la conoyssensa dels osses, dels nervis e dels lacertz, e·l nombre de aquels, e la egrecio de lor; e de las venas pulsatils e de las quietas, e dels locs del eyssiment de lor.	But the cause why our skillful physician lacks complete knowledge in this our time is because the art of medicine is complex and requires understanding the development of the members and their forms, as well as their connection and separation; it demands knowledge of bones, nerves, and ligaments, and the names of each, and their extraction; and of the pulsating and static veins, and the places where they exit.
E per aquo ditz Ypocras que am u nom es mot, mays en l’obra petit, e majorment en la art de la ma.	And for this reason Hippocrates says that the name is fitting, for in practice it is simple but mainly in the art of healing.
Mays nos ja avem dit de aquel en l’introit de aquest libre; quar qui no es scient aquo que li avem dit de anotomia, no es evacuat que no caia en error per la qual siran mortz les homes, ayssi cum yeu he vist trops de aquels, quar alscus son formatz en esta sciencia e gettan se de aquela ses sciencia e ses experiment.	We have already spoken of this in the introduction to this book; for those who do not know what we have said about anatomy, it is evident that they are likely to make errors which will lead to men's deaths, as you have seen many people thus misinformed in this science gain knowledge only through experience.
Quar yeu vi un metge folh e enperit aver incidit un apostema escrophilos en le colh de una femna, e incidic alcunas arterias del colh per que fluic gran sanc entro que la femna cazec morta entre las mas de lu.	Where you see a foolish doctor who has incurred a scrofulous abscess in the armpit of a woman and cut some arteries in her armpit so that much blood flows until the woman dies from it.
E vi un autre metge que pres que el traguera una peyra d’un home le qual avia procesit en sa etat, e la peyra era gran, e venguet a lu e trayssec aquela peyra am un tros de la vesiqua, per que aquel home al tertz dia es mort.	And I saw another doctor who put a stone from a man who had processed it in his bladder, and the stone was large, he came to him and extracted that stone with a piece of the vesica, so that man died on the third day.
E yeu ja apelat fuy a estrayre aquela, e vi que per la grandesa de la peyra e per la disposicio del malaute conogui subre lu que morira.	And you had already called for help to extract it, and I saw that because of the size of the stone and the disposition of the illness, he would die.
E vi un autre metge le qual prenia stipendic de un duc de nostra terra per cyrurgia, e endeven a un crastrat negre le qual era deves lu fractura en la coyssa de lu; e perparec le metge am la sua ignorancia, estrayssec la fractura, sobre la plagua, am pulvinas e astelas am forta strectura, e no layssec a la plagua espiracio.	And I saw another doctor who was paid handsomely by a duke from our land for surgery, and he took a black crack in the leg of a man who had a broken bone; because of the doctor's ignorance, he extracted the fracture over the wound, with poultices and bandages tightly stretched, and did not allow the wound to breathe.
E aprop le desliet segons los sieus desiriers, e aprop le relieg, e aprop le leyssec per alcus jorns e comandec que nos deslies le liament; e estec ayssi entro que la coyssa e·l pe foro apostematz, e pervenguet a perdicio.	And then, according to his desires, loosen the bandages, rest for some days, and order us to loosen the ligament; and thus it is also done that the thing and the foot are healed and do not become infected.
E yeu fuy apelat a lu, e aparelhegui a desliar le liament, e conseguida es tranquilitat e enayssi amermet de sas dolors.	And you have been called to loosen the ligament, and by doing so, you achieve calmness and thereby alleviate their pains.
Mays empero ja corrupcio era confermada en le membre, per que no pogui refrenar aquela, e no cessec perambular la corrupcio en le membre entro que·l malaute peric.	However, if the corruption is already confirmed in the member and it cannot be restrained, then the corruption will continue to spread throughout the member until the patient perishes from the illness.
E vi un autre metge le qual perforec un apostema cancros, e fo ulcerat aprop alscus dias, entro que foc magnificada la malicia de lu am lo senhor de lu.	And there is another doctor who perforates a cancerous abscess, and it ulcerates for some days until the pus intensifies the malice of the illness towards its lord.
