Ayssi comensan las paraulas de Albucasim .	Thus begin the words of Albucasim.
O, filhs, pus yeu he a vos complit aquest libre, le qual es le derier de la sciencia de medicina, per le compliment de lu so consequit la fi en lu, e per las exposicios de lu, e per las declaracios de lu, es a mi vist que yeu complesca aquel a vos am aquest tractat, le qual es partida de la operacio am ma, so es cyrurgia.	Oh, sons, as you have completed this book, which is the last of medical science, through the fulfillment of its end and due to its expositions, explanations, and declarations, it seems to me that you have fully grasped this treatise, which is a part of the greatest operation, namely surgery.
Quar la operacio am ma es prostrada en nostre regio e en nostre temps de tot privada, entro que fort leu peric la sciencia de lu, e le vistigi de lu es ostat; e no romasero de lu sino alcunas petitas descripcios en les libres dels Antics, les quals mudero las mas e endevenc ad aquels error e heyssitacio entro que son clausas las entencios de lu e es elonguada la forsa de lu e l’art.	For the greatest operation, being largely neglected in our region and time due to the loss of its science and practice, only a few small descriptions remain in the books of the Ancients, which have been distorted by subsequent errors and misunderstandings, as their intentions were closed and the power and art of it elongated.
E es vist a mi que yeu vivifique aquela am ordenacio de aquest tractat en aquela segon la via de exposicio e de declaracio e de abreviacio; e per que vengua am las formas dels ferramentz de cautheri e dels autres instrumentz de la obra cum sia per addicio de la declaracio, e per preparacio de lu, la qual causa es necessaria.	And it appears to me that you have revived the order of this treatise through its second method of exposition and declaration and abridgment; and so that the forms of cautery tools and other surgical instruments be added to the explanations, and in preparation for them, which is a necessary cause.
Mays la causa per la qual no es atrobat bo artifex am la sieua ma en aquest nostre temps, es quar la art de medicina es longua, e que cove le sieu actor denant aquo esser excercitat en la sciencia de anotomia la qual recontec Gualia entro que sapia les juvament dels membres e las formas de aquels, e la conjunctio e la separacio de lor; e haia la conoyssensa dels osses, dels nervis e dels lacertz, e·l nombre de aquels, e la egrecio de lor; e de las venas pulsatils e de las quietas, e dels locs del eyssiment de lor.	The cause why it is not possible for a good artisan to master his art in our time is that the art of medicine is intricate and requires extensive study of anatomy, understanding the growth of members, their shapes, connections, and separations; knowledge of bones, nerves, and ligaments, their number, and their extraction; as well as an awareness of pulsing veins and static ones, and the locations where they are ejected.
E per aquo ditz Ypocras que am u nom es mot, mays en l’obra petit, e majorment en la art de la ma.	And for this reason, Hippocrates says that the name is fitting, as he emphasizes in his work, especially in the art of healing.
Mays nos ja avem dit de aquel en l’introit de aquest libre; quar qui no es scient aquo que li avem dit de anotomia, no es evacuat que no caia en error per la qual siran mortz les homes, ayssi cum yeu he vist trops de aquels, quar alscus son formatz en esta sciencia e gettan se de aquela ses sciencia e ses experiment.	We have already discussed this at the beginning of this book; for whoever is ignorant of what we have said about anatomy, will not be exempt from making mistakes that may lead to the death of people, as you have seen many such individuals who have been trained in this science but lack practical experience.
Quar yeu vi un metge folh e enperit aver incidit un apostema escrophilos en le colh de una femna, e incidic alcunas arterias del colh per que fluic gran sanc entro que la femna cazec morta entre las mas de lu.	You see a foolish doctor who has incised a scrofulous abscess in the thigh of a woman and cut some arteries in her thigh so that much blood flows out, causing the woman to die from it among her possessions.
E vi un autre metge que pres que el traguera una peyra d’un home le qual avia procesit en sa etat, e la peyra era gran, e venguet a lu e trayssec aquela peyra am un tros de la vesiqua, per que aquel home al tertz dia es mort.	And you see another doctor who put a stone from a man who had been suffering in his state, and the stone was large, he came to him and extracted that stone with part of the bladder, so that man died on the third day.
E yeu ja apelat fuy a estrayre aquela, e vi que per la grandesa de la peyra e per la disposicio del malaute conogui subre lu que morira.	And you have already called for help to extract it, and you see that because of the size of the stone and the disposition of the disease, he will die.
E vi un autre metge le qual prenia stipendic de un duc de nostra terra per cyrurgia, e endeven a un crastrat negre le qual era deves lu fractura en la coyssa de lu; e perparec le metge am la sua ignorancia, estrayssec la fractura, sobre la plagua, am pulvinas e astelas am forta strectura, e no layssec a la plagua espiracio.	And you see another doctor who is highly paid by a duke of our land for surgery, and he treated a black castrated man who had a fracture in his thigh; due to the doctor's ignorance, he extracted the fracture over the wound, using poultices and bands with strong tension, and did not allow the wound to breathe.
