Ayssi comensan las paraulas de Albucasim .	Thus begin the words of Albucasim.
O, filhs, pus yeu he a vos complit aquest libre, le qual es le derier de la sciencia de medicina, per le compliment de lu so consequit la fi en lu, e per las exposicios de lu, e per las declaracios de lu, es a mi vist que yeu complesca aquel a vos am aquest tractat, le qual es partida de la operacio am ma, so es cyrurgia.	Oh, my sons, as you have completed this book, which is the last of medical science, through the fulfillment of its author, and due to its expositions, and its declarations, it seems to me that you have achieved great proficiency in this treatise, which is a part of the most important operation, namely surgery.
Quar la operacio am ma es prostrada en nostre regio e en nostre temps de tot privada, entro que fort leu peric la sciencia de lu, e le vistigi de lu es ostat; e no romasero de lu sino alcunas petitas descripcios en les libres dels Antics, les quals mudero las mas e endevenc ad aquels error e heyssitacio entro que son clausas las entencios de lu e es elonguada la forsa de lu e l’art.	The most important operation, surgery, is scorned in our region and in our time as being entirely useless, since the science of it has fallen into decline; and there are only a few small descriptions of it found in the books of the Ancients, which have led to greater confusion and error, as the understanding of it is closed and its power extended.
E es vist a mi que yeu vivifique aquela am ordenacio de aquest tractat en aquela segon la via de exposicio e de declaracio e de abreviacio; e per que vengua am las formas dels ferramentz de cautheri e dels autres instrumentz de la obra cum sia per addicio de la declaracio, e per preparacio de lu, la qual causa es necessaria.	And it has been observed by me that this treatise should be revived according to the second way of exposition and declaration and abbreviation; and so that the forms of cautery tools and other surgical instruments are added to the explanations, and in preparation for the operation, which is necessary.
Mays la causa per la qual no es atrobat bo artifex am la sieua ma en aquest nostre temps, es quar la art de medicina es longua, e que cove le sieu actor denant aquo esser excercitat en la sciencia de anotomia la qual recontec Gualia entro que sapia les juvament dels membres e las formas de aquels, e la conjunctio e la separacio de lor; e haia la conoyssensa dels osses, dels nervis e dels lacertz, e·l nombre de aquels, e la egrecio de lor; e de las venas pulsatils e de las quietas, e dels locs del eyssiment de lor.	The cause for which our skilled artisans are not as effective in this our time is because the art of medicine is complex, and requires expertise in the science of anatomy to understand the youth of the members and their forms, the conjunction and separation of them; knowledge of bones, nerves, and ligaments, and the names of these, and the extraction of them; as well as the pulsing veins and those that are tranquil, and the locations of the emission of them.
E per aquo ditz Ypocras que am u nom es mot, mays en l’obra petit, e majorment en la art de la ma.	And for this reason, Hippocrates says that the name is fitting, but in practice, it is small, especially in the art of healing.
Mays nos ja avem dit de aquel en l’introit de aquest libre; quar qui no es scient aquo que li avem dit de anotomia, no es evacuat que no caia en error per la qual siran mortz les homes, ayssi cum yeu he vist trops de aquels, quar alscus son formatz en esta sciencia e gettan se de aquela ses sciencia e ses experiment.	We have already mentioned this at the beginning of this book; for whoever is not aware of what we have said about anatomy, will not be exempt from falling into errors that lead to the death of men, as you have seen many such people who are formed in this science but lack knowledge and experience.
Quar yeu vi un metge folh e enperit aver incidit un apostema escrophilos en le colh de una femna, e incidic alcunas arterias del colh per que fluic gran sanc entro que la femna cazec morta entre las mas de lu.	Why do you see a foolish doctor who has incurred a scrofulous abscess in the thigh of a woman, and cut some arteries in her thigh so that much blood flowed until the woman died between his hands.
E vi un autre metge que pres que el traguera una peyra d’un home le qual avia procesit en sa etat, e la peyra era gran, e venguet a lu e trayssec aquela peyra am un tros de la vesiqua, per que aquel home al tertz dia es mort.	And you saw another doctor who prescribed a stone from a man who had suffered in his state; the stone was large, and it came to him and tore that stone with part of his bladder, so that man died on the third day.
E yeu ja apelat fuy a estrayre aquela, e vi que per la grandesa de la peyra e per la disposicio del malaute conogui subre lu que morira.	And you have already called for help to extract it, and you saw that because of the size of the stone and the condition of the patient, he knew that he would die.
E vi un autre metge le qual prenia stipendic de un duc de nostra terra per cyrurgia, e endeven a un crastrat negre le qual era deves lu fractura en la coyssa de lu; e perparec le metge am la sua ignorancia, estrayssec la fractura, sobre la plagua, am pulvinas e astelas am forta strectura, e no layssec a la plagua espiracio.	And you saw another doctor who was paid handsomely by a duke from our land for surgery, and he took a black crust that was badly broken in the patient's thigh; and because of the doctor's ignorance, he extracted the fracture above the wound, with pincers and clamps with strong tension, and did not allow the wound to breathe.
