-1	0
0	1
1,2	2
3	3
4	4
5	5
6,7	6
8	7
9,10	8,10
11	11
12,13	12
14,15	13,14
16	15
17	16
18	17
19	18
20	19
21	20
22	21
23	22
24,26	23
27	24
28	25,26
29	27
30	28
31,33	29
34	30
35,36	31
37	32
38,39	33
40	-1
41	-1
-1	34
-1	35
-1	36
-1	37
-1	38
42	39
43	40
44,45	41
46	42
47	43,45
48	46
49	47
50	48
51	49,50
52,53	51
54	52
55	53
56,57	54
58	55
59	56
60	57,58
61,62	59
63,64	60
65	61,62
66,67	63
68	64
69,71	65,66
72,73	67,68
74	69
75	70
-1	71
76	72
77	-1
78	73
79	74
80	75,76
81	77,78
82	79
83	80,81
84	82,83
85	84
86	85,86
87	87
88	88
89	89
90	90
91	91
92	92
93	93
94,95	94
-1	95
96	96
97	-1
98	97,102
99,100	103
-1	104
-1	105
101	106
102	-1
103	107
104	108,109
105,106	110
107	111
108	112,113
109	114
110,111	115,116
112	117
113	118,119
114	-1
115	120
-1	121
116	122
117	123
118	124,125
119	126
120	127
121	128,129
122	-1
123	130
-1	131
124	132
125,126	133,134
127	135
128	-1
129	136
-1	137
130	138
131	139
132	140
133	141,142
134	143,144
135,137	145
138	146
139	-1
140	147
-1	148
141,142	149
143	150
144	151
145	-1
146	152
-1	153
147	154
148	155
149	156
150	157,158
151	159
152	160,161
153,154	162
155	-1
156	163
-1	164
157	165
158	166
159,160	167,168
161	-1
162	169
-1	170
163	171
164	172
165	173
166	174,175
167	-1
168	176
169	-1
170	177
-1	178
171	179
172,173	180
174	181
175	182,185
176	186
177	187
178	188
179	189
180	-1
181	190
-1	191
182	192
183	193
184,185	194,195
186,187	196
188	197
189	-1
190	198
-1	199
191	200,201
192	-1
193	202
-1	203
194	204,205
195	206
196	207
197	-1
198	208
-1	209
199	210
200,201	211
202	-1
-1	212
203	-1
204	213
-1	214
205	215
206	216,217
207	218
208	219
209	220
210	221
211	222
212	223
213	224,225
214	226
215	227
-1	228
