0	-1
1	0,1
2	2,3
3	4,5
4	6,7
5	8,9
6	10,11
7	12,13
8	14,15
9	16
10	17,18
11	19,20
12	21,22
13	23,24
14	25
15	26
16	27,28
17	29,30
18,19	31,33
20,21	34,35
22	36
23,24	37,38
25,26	39,40
27,28	41,42
29	-1
30	-1
31	43
32	44,46
33	47,48
34	49,52
35	53,54
36	55,56
37	57
38	58,59
39	60,61
40	62,63
41	64,67
42	68
43	69,70
44	71,73
45,46	74
47	75,77
48	78,79
49,50	80
51	81
52	82,87
53	-1
-1	88
54	89
55	-1
56	-1
-1	90
57	91
58	92,93
59	94
60,63	95,99
64	100
65,66	101,103
67	104,105
68,69	106
70,71	107
72	108,109
73	110,112
74	113
75	-1
76	-1
-1	114
77,81	115,123
82	-1
83	-1
84	124,126
85,86	127
87	128,130
88	131
89	132
90	133,134
91	135
92	136
93	137
94	138,139
95	140
96	-1
97	141
98	142
99	143
100	144,145
101	146
102	147
103	148,149
104	-1
105	150
106	151
107,109	152,154
110	-1
111	155
112	156
113	157
114	158,159
115,116	160,161
117,118	162,163
119	164
120	-1
121	-1
122,124	165,167
125	-1
126	168
127	169
128	170
129,130	171,172
131,134	173,177
135	-1
136	-1
-1	178
137	179,180
138,139	181,183
140	-1
141	184
142,143	185
144	186
145,147	187,188
148	189
149	-1
150	-1
151	190
152	191
153	192,193
154	194
155,157	195,197
158	198,200
159	201
160	-1
161,163	202,203
164	204
165	205
166	206
167	207
168	208
169	-1
170	-1
-1	209
-1	210
171,172	211,213
173	-1
174	-1
-1	214
175,176	215,217
177	218
178	219
179	-1
180	-1
181	220,221
182,183	222
184	223
-1	223
185	-1
186,187	224,226
188	227,228
189	229,230
190,191	231
192	232
193	233
194,195	234,235
196	236
197	237
198	238
199	239,242
200	243
201	244,247
202	248
203	249,251
204	252
205	253
206	254
207	-1
208	255
209	256,258
210	259
211	260
212	261
213,214	262
215	263
216,217	264,265
218	266,267
219,220	268,271
221	272,277
-1	278
222	279,280
223	-1
224	-1
225	281,282
226,227	283
228	284
229	285
230	-1
-1	286
231,232	287,291
233	292,293
234	-1
235	-1
-1	294
236	295,297
237	298
238	299,300
239	-1
240	301
241	302,303
242	304,305
243,244	306
245	307
246	308,309
247	310,311
248	312
249	313
250	-1
251,252	314,316
253	317,318
254	319
255	-1
256	-1
257	-1
-1	320
258,259	321,322
260,261	323
262	324
263	-1
264	-1
-1	325
265	326,328
266	329
-1	330
267	331
268	332
269	-1
270	333
271	334,336
272	337
273	338,339
274	-1
-1	340
-1	340
275	341
276	342,343
277	344,345
278	-1
279	-1
280	346,347
281,282	348,349
283	350,352
284	-1
285	-1
286	353,355
287,288	356,357
289	358,359
290	-1
-1	360
291,292	361,362
293	-1
294	-1
295	363,364
296	365
297,298	366,368
299	369
300	370,371
301	-1
302	372
303	373,375
304	376,377
305	378
306	379,380
307	381
308	-1
309	382
310,311	383,384
312	385
313	386
314	387
315,316	388
317	389
318	390
319	-1
320	-1
-1	391
321	392
322,323	393,394
324,325	395,396
326	397,398
327	-1
328	-1
-1	399
329,331	400,404
332	405
333	406
334	-1
335	-1
-1	407
336	408,410
337	411
338	-1
