Praefatio.	Preface.
Postquam compleui uobis o Filii, librum hunc, qui est postremus scientiae in medicina cum complemento ipsius, et consecutus sum finem in eo, ex expositionibus eius, et ipsius declarationibus, uisum est mihi, ut compleam ipsum uobis cum hoc Tractatu qui est pars operationis, id est, chirurgiae cum manu.	After completing this book for you, O sons, which is the last science in medicine with its complement, and having reached its end in it, by explanations thereof and its declarations, I found it pleasing to me to complete it for you with this treatise which is a part of the operation, that is, chirurgery with my hand.
Quoniam operatio cum manu prostrata est in regione nostra, et tempore nostro priuata omnino: donec fortasse periit scientia eius, et abscissum est uestigium eius: et non remanserunt ex ea, nisi descriptiones paruae in libris antiquorum, quas mutauerunt manus: et accidit eis error et haesitatio, donec clausae sunt intentiones eius, et elongata est uis ipsius: Visum est mihi, ut uiuificem eam cum ordinatione huius Tractatus in ea secundum uiam ex positionis, et declarationis, et abbreuiationis: et ut ueniam cum formis ferramentorum Cauterii, et reliquorum instrumentorum operis: cum fit ex declarationis additione, et ex properatione eius quod est necesse.	For the operation with the hand is laid down in our region and entirely cut off in our time: until perhaps science of it perishes, and its track is cut off: and none of them remained except small descriptions in ancient books, which have changed hands: and an error and doubt occurred to them until their intentions were closed, and the will of its was extended: I found it pleasing to me to revive it with the intention of this treatise in it according to the life of its position, and its declaration, and its abbreviation: and to make it like the forms of the cauteries and other instruments of work: when addition is made from its declaration, and from its operation which is necessary.
Caussa autem propter quam non inuenitur bonus artifex eius cum manu sua in hoc nostro tempore, est: quia ars medicinae est longa, et oportet auctorem eius exercitari ante illud in scientia anatomiae, quam narrauit Galenus, donec sciat iuuamenta membrorum, et ipsorum formas, et eorum coniunctionem, et separationem, et habeat cognitionem ossium, et neruorum, et lacertorum, et numerum ipsorum, et eorum egressionem, et uenarum pulsatilium, et quietarum, et locorum exitus earum.	However, the cause why this skilled artisan with his hand did not find good in our time is: because medicine is long, and it is necessary for its author to exercise before this in knowledge of anatomy, which Galen narrated, until he knows the excitement of the members, and their forms, and their conjunction, and separation, and has knowledge of bones, and nerves, and tendons, and number of them, and their exit, and pulsars, and quiet, and exits of their places:
Et propter illud dixit Hippocrates, quod nomen cum nomine est multum, et cum opere est paucum, et praecipue in arte manus.	And for that reason Hippocrates said that the name when it is with the name is much, and when it is with the work is little, and especially in the art of the hand.
Nos uero iam diximus de illo in introitu huius libri.	We have already spoken of that at the beginning of this book.
Quoniam qui non est sciens, quod diximus de anatomia, non euacuatur, quin iam cadat in errorem, quo interficiuntur homines: sicut ego uidi multos ex illis, qui formantur de hac scientia, et iactant se de ea absque scientia, et sine experimento.	For he who is not aware that we are speaking of anatomy, does not understand, and thus falls into the error in which men are killed: just as I have seen many of them, who, being formed by this science, throw it aside without knowledge and without experiment.
Quod est, quia uidi medicum stolidum secuisse apostema scrophulosum in collo mulieris, et incidit quasdam arterias in collo: quare fluxit sanguis mulieris, donec cecidit mortua inter manus eius.	What is that, because I have seen a stupid physician cut an abscess of the gross and it happened that some arteries were cut in the neck: therefore the woman's blood flowed until she died, until she became a dead woman in her hands.
Et uidi medicum alium, qui praesumpsit ut extraheret lapidem uiro, qui processerat in aetate, et lapis erat magnus.	And I have seen another physician who presumed to extract the stone that had passed through the urethra in youth, and the stone was large.
Peruenit ergo ad eum, et extraxit ipsum cum frusto uesicae.	Therefore he went to him, and extracted it with a small force.
Quare mortuus est uir in tertio die.	And the man died on the third day.
