Praefatio.	Preface.
Postquam compleui uobis o Filii, librum hunc, qui est postremus scientiae in medicina cum complemento ipsius, et consecutus sum finem in eo, ex expositionibus eius, et ipsius declarationibus, uisum est mihi, ut compleam ipsum uobis cum hoc Tractatu qui est pars operationis, id est, chirurgiae cum manu.	After completing this book for you, O sons, which is the last science in medicine with its complement, and following it to a conclusion, I found that it was my pleasure to complete it in this book, by explaining its parts and its declarations, so that I could complete it for you along with this treatise, which is a part of the operation, that is, chirugy with my hand.
Quoniam operatio cum manu prostrata est in regione nostra, et tempore nostro priuata omnino: donec fortasse periit scientia eius, et abscissum est uestigium eius: et non remanserunt ex ea, nisi descriptiones paruae in libris antiquorum, quas mutauerunt manus: et accidit eis error et haesitatio, donec clausae sunt intentiones eius, et elongata est uis ipsius: Visum est mihi, ut uiuificem eam cum ordinatione huius Tractatus in ea secundum uiam ex positionis, et declarationis, et abbreuiationis: et ut ueniam cum formis ferramentorum Cauterii, et reliquorum instrumentorum operis: cum fit ex declarationis additione, et ex properatione eius quod est necesse.	For operation with the hand is laid low in our region and entirely cut off: until perhaps knowledge of it perishes, and its trace is erased: and they do not remain except small descriptions in ancient books, which have changed hands: and an error and hesitation has come to them, until their intentions are closed, and the time of this one is elongated: It seemed good to me to live it with the order of this treatise in it according to life from its position, and its declaration and abbreviation: and to resemble the forms of the furnaces of Cauterius, and other instruments of work: when it is added by the declaration, and by its operation which is necessary.
Caussa autem propter quam non inuenitur bonus artifex eius cum manu sua in hoc nostro tempore, est: quia ars medicinae est longa, et oportet auctorem eius exercitari ante illud in scientia anatomiae, quam narrauit Galenus, donec sciat iuuamenta membrorum, et ipsorum formas, et eorum coniunctionem, et separationem, et habeat cognitionem ossium, et neruorum, et lacertorum, et numerum ipsorum, et eorum egressionem, et uenarum pulsatilium, et quietarum, et locorum exitus earum.	However, the cause why this good artisan did not find it with his hand in our time, is that medicine is long, and it is necessary for its author to exercise before this in the knowledge of anatomy, which Galen narrated, until he knows the excitement of the members, and their forms, and their union, and their separation, and has knowledge of the bones, and nerves, and tendons, and the number of them, and their exit, and the pulsars, and the quiet places, and the exits of their places:
Et propter illud dixit Hippocrates, quod nomen cum nomine est multum, et cum opere est paucum, et praecipue in arte manus.	And for that Hippocrates said that the name with the name is much, and with the work is little, and especially in the art of hands.
Nos uero iam diximus de illo in introitu huius libri.	We have already spoken of that at the beginning of this book.
Quoniam qui non est sciens, quod diximus de anatomia, non euacuatur, quin iam cadat in errorem, quo interficiuntur homines: sicut ego uidi multos ex illis, qui formantur de hac scientia, et iactant se de ea absque scientia, et sine experimento.	For he who is unaware of what we say about anatomy, does not shout, thinking that he still stands on the error from which men are beheaded: just as I have seen many of them, who are formed from this science, and throw themselves without knowledge and without experiment.
Quod est, quia uidi medicum stolidum secuisse apostema scrophulosum in collo mulieris, et incidit quasdam arterias in collo: quare fluxit sanguis mulieris, donec cecidit mortua inter manus eius.	What this is, because I have seen a stupid physician cut the gumma of a swollen tumor in the neck of a woman, and some arteries were cut in her neck: therefore blood flowed from the woman until she died, lying at his feet.
Et uidi medicum alium, qui praesumpsit ut extraheret lapidem uiro, qui processerat in aetate, et lapis erat magnus.	And I have seen another physician who presumed to extract a stone that had passed through the urinary tract of a young man, and the stone was large.
Peruenit ergo ad eum, et extraxit ipsum cum frusto uesicae.	Therefore he went to him and extracted it with a forceps.
Quare mortuus est uir in tertio die.	And the man died on the third day.
