Ayssi comensan las paraulas de Albucasim .	Thus begin the words of Albucasim.
O, filhs, pus yeu he a vos complit aquest libre, le qual es le derier de la sciencia de medicina, per le compliment de lu so consequit la fi en lu, e per las exposicios de lu, e per las declaracios de lu, es a mi vist que yeu complesca aquel a vos am aquest tractat, le qual es partida de la operacio am ma, so es cyrurgia.	Oh, my children, now that I have completed this book, which is the last of the science of medicine, through its completion and the end it brings, and by its explanations and declarations, it is evident to me that I complete for you here this treatise, which is part of surgical operation, so it is surgery.
Quar la operacio am ma es prostrada en nostre regio e en nostre temps de tot privada, entro que fort leu peric la sciencia de lu, e le vistigi de lu es ostat; e no romasero de lu sino alcunas petitas descripcios en les libres dels Antics, les quals mudero las mas e endevenc ad aquels error e heyssitacio entro que son clausas las entencios de lu e es elonguada la forsa de lu e l’art.	Since the operation of surgery is prohibited in our region and in our times, yet it is a science that should not be neglected, and its principles are well-known; and only some small descriptions in the books of the Ancients have survived, which correct many errors and hesitations among them, thus understanding of it has diminished and its force and art have been weakened.
E es vist a mi que yeu vivifique aquela am ordenacio de aquest tractat en aquela segon la via de exposicio e de declaracio e de abreviacio; e per que vengua am las formas dels ferramentz de cautheri e dels autres instrumentz de la obra cum sia per addicio de la declaracio, e per preparacio de lu, la qual causa es necessaria.	And it is clear to me that I should vitalize that part of this treatise in accordance with the way of explanation and declaration and abbreviation; and so that it comes in line with the forms of the surgical instruments, including their addition by declaration and preparation, which is necessary for the cause.
Mays la causa per la qual no es atrobat bo artifex am la sieua ma en aquest nostre temps, es quar la art de medicina es longua, e que cove le sieu actor denant aquo esser excercitat en la sciencia de anotomia la qual recontec Gualia entro que sapia les juvament dels membres e las formas de aquels, e la conjunctio e la separacio de lor; e haia la conoyssensa dels osses, dels nervis e dels lacertz, e·l nombre de aquels, e la egrecio de lor; e de las venas pulsatils e de las quietas, e dels locs del eyssiment de lor.	More than that, the reason why a good artisan does not apply his hand in this our time is that the art of medicine is long and difficult, and one must be trained beforehand in the science of anatomy, which Galen knew well, knowing the youth of the members and their forms, the joints and separation of them; and had knowledge of the bones, the nerves, and the arteries, their number and their properties; and of the pulsating and quiet veins, and the places of their contraction and expansion.
E per aquo ditz Ypocras que am u nom es mot, mays en l’obra petit, e majorment en la art de la ma.	And for this, Hippocrates is said to have named it "Mot," but in his smaller work, more so in the art of the hand.
Mays nos ja avem dit de aquel en l’introit de aquest libre; quar qui no es scient aquo que li avem dit de anotomia, no es evacuat que no caia en error per la qual siran mortz les homes, ayssi cum yeu he vist trops de aquels, quar alscus son formatz en esta sciencia e gettan se de aquela ses sciencia e ses experiment.	More than that, we have already spoken of this in the introduction to this book; for those who do not know what we have said about anatomy will fall into error on this account, which will cause men to die, as I have seen too many of them. For some are formed in this science but proceed from the other sciences and their experiments.
Quar yeu vi un metge folh e enperit aver incidit un apostema escrophilos en le colh de una femna, e incidic alcunas arterias del colh per que fluic gran sanc entro que la femna cazec morta entre las mas de lu.	For I have seen a foolish and inexperienced doctor who caused an apostematosis escrophularia in the neck of a woman, and severed some arteries in the neck so that much blood flowed, and the woman died from this.
E vi un autre metge que pres que el traguera una peyra d’un home le qual avia procesit en sa etat, e la peyra era gran, e venguet a lu e trayssec aquela peyra am un tros de la vesiqua, per que aquel home al tertz dia es mort.	And there was another doctor who almost drained a stone from a man who had been suffering from his condition, and the stone was large, and it came to him, and he drained that stone with a piece of the bladder, so that man died on the third day.
E yeu ja apelat fuy a estrayre aquela, e vi que per la grandesa de la peyra e per la disposicio del malaute conogui subre lu que morira.	And I have already called for the stone to be removed, and I see that due to the size of the stone and the condition of the patient lying there, he will die.
E vi un autre metge le qual prenia stipendic de un duc de nostra terra per cyrurgia, e endeven a un crastrat negre le qual era deves lu fractura en la coyssa de lu; e perparec le metge am la sua ignorancia, estrayssec la fractura, sobre la plagua, am pulvinas e astelas am forta strectura, e no layssec a la plagua espiracio.	And there was another doctor who took a stipend from a duke of our land for surgery, and he came upon a black slave who had suffered a fracture in the thigh; and due to the doctor's ignorance, he removed the fracture, over the wound, with pillows and splints of strong structure, and did not allow the wound to breathe.
E aprop le desliet segons los sieus desiriers, e aprop le relieg, e aprop le leyssec per alcus jorns e comandec que nos deslies le liament; e estec ayssi entro que la coyssa e·l pe foro apostematz, e pervenguet a perdicio.	And then the dislocation according to his desires, and then the reattachment, and then let it rest for a few days as commanded that we release the ligament; and thus remain so until the thigh and foot are fully healed, and only then proceed.
E yeu fuy apelat a lu, e aparelhegui a desliar le liament, e conseguida es tranquilitat e enayssi amermet de sas dolors.	And I was called to him, and prepared to untie the ligament, and success brought peace and an attempt to relieve his pains.
Mays empero ja corrupcio era confermada en le membre, per que no pogui refrenar aquela, e no cessec perambular la corrupcio en le membre entro que·l malaute peric.	But nonetheless, since corruption was confirmed in the member, I could not prevent it, and did not cease to circulate the corruption in the member while the illness persisted.
E vi un autre metge le qual perforec un apostema cancros, e fo ulcerat aprop alscus dias, entro que foc magnificada la malicia de lu am lo senhor de lu.	And there was another doctor who incised an oncotic abscess, and it ulcerated for several days, during which the malignity of the illness increased in the lord.
La qual causa es quar le cranc caut es pur de humor melencolic, lahoras no cove que pervengua a lu am ferr de tot, sino que sia an membre le qual suffertes que de tot fos hostat.	The cause is that the pain is purely of melancholic humor, and does not affect the whole body, but rather affects a member which suffers from being assailed by it.
