Ayssi comensan las paraulas de Albucasim .	Thus begin the words of Albucasim.
O, filhs, pus yeu he a vos complit aquest libre, le qual es le derier de la sciencia de medicina, per le compliment de lu so consequit la fi en lu, e per las exposicios de lu, e per las declaracios de lu, es a mi vist que yeu complesca aquel a vos am aquest tractat, le qual es partida de la operacio am ma, so es cyrurgia.	O, children, now that I have completed this book, which is the last of the science of medicine, for the completion of which I have labored long, and through its explanations and declarations, it is clear to me that I complete for you here this treatise, which is a part of my surgical operations.
Quar la operacio am ma es prostrada en nostre regio e en nostre temps de tot privada, entro que fort leu peric la sciencia de lu, e le vistigi de lu es ostat; e no romasero de lu sino alcunas petitas descripcios en les libres dels Antics, les quals mudero las mas e endevenc ad aquels error e heyssitacio entro que son clausas las entencios de lu e es elonguada la forsa de lu e l’art.	For the operation of surgery is established in our region and in our times as entirely private, despite the importance of the science of it and the evident traces of it; and there have been no substantial descriptions of it except in some small accounts in the works of the Ancients, which corrected many errors and hesitations, but have closed the understanding of it and lengthened its practice.
E es vist a mi que yeu vivifique aquela am ordenacio de aquest tractat en aquela segon la via de exposicio e de declaracio e de abreviacio; e per que vengua am las formas dels ferramentz de cautheri e dels autres instrumentz de la obra cum sia per addicio de la declaracio, e per preparacio de lu, la qual causa es necessaria.	And it is evident to me that I should vivify that order in this treatise according to the way of explanation and declaration and abbreviation; and for the forms of the surgical instruments such as cautery tools and other implements of the work to be added through the declaration and preparation, which are necessary causes.
Mays la causa per la qual no es atrobat bo artifex am la sieua ma en aquest nostre temps, es quar la art de medicina es longua, e que cove le sieu actor denant aquo esser excercitat en la sciencia de anotomia la qual recontec Gualia entro que sapia les juvament dels membres e las formas de aquels, e la conjunctio e la separacio de lor; e haia la conoyssensa dels osses, dels nervis e dels lacertz, e·l nombre de aquels, e la egrecio de lor; e de las venas pulsatils e de las quietas, e dels locs del eyssiment de lor.	More than that, the reason why a good craftsman does not place his hand well in this our time is because the art of medicine is long and that his actor before this must be exercised in the science of anatomy, which Gualia knew, entering that he was acquainted with the youth of the members and their forms, and the conjunction and separation of them; and had knowledge of the bones, the nerves, and the tendons, and the number of them, and their integrity; and of the arteries and veins, active and quiet, and of the places of the contraction of them.
E per aquo ditz Ypocras que am u nom es mot, mays en l’obra petit, e majorment en la art de la ma.	And for this, Hippocrates says that in the small work, but more so in the art of the hand.
Mays nos ja avem dit de aquel en l’introit de aquest libre; quar qui no es scient aquo que li avem dit de anotomia, no es evacuat que no caia en error per la qual siran mortz les homes, ayssi cum yeu he vist trops de aquels, quar alscus son formatz en esta sciencia e gettan se de aquela ses sciencia e ses experiment.	More than that, we have already spoken of this in the introduction to this book; for who does not know what we said about anatomy will easily fall into error, which can lead to the deaths of many people, as I have seen too many such cases. For some are formed in this science but fall back into the errors of those sciences and experiences.
Quar yeu vi un metge folh e enperit aver incidit un apostema escrophilos en le colh de una femna, e incidic alcunas arterias del colh per que fluic gran sanc entro que la femna cazec morta entre las mas de lu.	For you saw a doctor who fell ill and inflicted an ap斯塔西奥病于一个妇女的颈部，因误切了一些颈动脉，致使妇女流血过多而死。
E vi un autre metge que pres que el traguera una peyra d’un home le qual avia procesit en sa etat, e la peyra era gran, e venguet a lu e trayssec aquela peyra am un tros de la vesiqua, per que aquel home al tertz dia es mort.	And there was another doctor who almost removed a stone from a man who had been in his state for a long time, and the stone was large, and it came to him, and he extracted that stone using a piece of the bladder, so that that man died on the third day.
E yeu ja apelat fuy a estrayre aquela, e vi que per la grandesa de la peyra e per la disposicio del malaute conogui subre lu que morira.	And I have already called for the stone to be extracted, and I see that due to the size of the stone and the position of the patient, he will likely die.
E vi un autre metge le qual prenia stipendic de un duc de nostra terra per cyrurgia, e endeven a un crastrat negre le qual era deves lu fractura en la coyssa de lu; e perparec le metge am la sua ignorancia, estrayssec la fractura, sobre la plagua, am pulvinas e astelas am forta strectura, e no layssec a la plagua espiracio.	And there was another doctor who took a stipend from a duke of our land for surgery, and he came upon a black slave who had a fracture in the patient's thigh; and because of the doctor's ignorance, he extracted the fracture, over the wound, with pillows and splints of strong structure, and did not allow the wound to breathe.
E aprop le desliet segons los sieus desiriers, e aprop le relieg, e aprop le leyssec per alcus jorns e comandec que nos deslies le liament; e estec ayssi entro que la coyssa e·l pe foro apostematz, e pervenguet a perdicio.	And then the dislocation according to his desires, and then the reattachment, and then let it rest for a few days, and command us to release the ligament; and thus remain until the thigh and foot are well healed, and proceed to recovery.
E yeu fuy apelat a lu, e aparelhegui a desliar le liament, e conseguida es tranquilitat e enayssi amermet de sas dolors.	And I was called to him, and prepared to release the ligament, and tranquility and an attempt to alleviate his pains was achieved.
Mays empero ja corrupcio era confermada en le membre, per que no pogui refrenar aquela, e no cessec perambular la corrupcio en le membre entro que·l malaute peric.	But however, since corruption was confirmed in the member, I could not restrain that, and did not cease to walk the corruption in the member during the illness.
E vi un autre metge le qual perforec un apostema cancros, e fo ulcerat aprop alscus dias, entro que foc magnificada la malicia de lu am lo senhor de lu.	And I saw another doctor who incised a cancerous abscess, and it became ulcerated over several days, during which the evil increased greatly in him and in his lord.
La qual causa es quar le cranc caut es pur de humor melencolic, lahoras no cove que pervengua a lu am ferr de tot, sino que sia an membre le qual suffertes que de tot fos hostat.	The cause is that the pain is purely of melancholic humor, and does not affect everything entirely, but rather affects a member that suffers from being attacked by it.
E per aquo, filhs, necessari es a vos que la operacio am ma sia devisada en dos devesios: so es en operacio a lu qual es associada salut, e en obra am la qual es perilh en las majors disposicios.	And for this reason, my children, it is necessary for you that the operation be devised in two deviations: one where the operation is associated with health, and one where the work is perilous in the major dispositions.
E yeu ja he exsitat aquo en tot loc de aquest libre en le qual venc opperacio en la qual es error e temor; per que necessari es a vos que guardetz aquo e layssetz aquel, per que les folhs no atrobo via a parlar e a vos desonestar.	And I have already existed here in all this chapter where the operation is filled with error and fear; therefore, it is necessary for you to keep this and leave that, so that the leaves do not find a way to speak against you and dishonor you.
E donc prenetz las vostras armas am sollicitut e am proteccio de Dieu , e les vostres malautes am falicitat e am fermetat.	And therefore take your weapons with diligence and protection of God, and your patients with joy and firmness.
E usatz de la milhor via per la gracia de Dieu perdusent a salut e a lausabla successio, e laysatz las malautias terriblas de difficil sanacio, e ostatz las vostras armas de aquo que vos fa temer, per so que ysitatio en vostra fe e en le vostre nom no vos evasisca: quar mays es remanent a la vostra gloria, e pus aut en le mon e en derier a las vostras sanctitatz.	And use the best way through the grace of God seeking salvation and praiseworthy success, and lay aside the terrible illnesses difficult to heal, and oppose your weapons to what fears you, so that sitting in your faith and in your name you do not falter: for more remains to your glory, and greater still in the world and beyond in your sanctities.
Gualia ja diyssec en alcunas sieuas monicios:	Gualia already dissected in some surgical cases:
“No mediquetz malautia mala, per so que mals metges no siatz nompnatz”.	Do not treat illness wrongly, so that bad doctors are not named.
E yeu ja he devesit aquest libre segontz tres capitols.	And I have already dedicated this treatise according to three chapters.
Comensa la divisio del libre, e primier de la primieyra partida.	Begin the division of the treatise, and first of the first part.
Le primier capitol ordenat del cap entro·s pes, en las formas dels instrumentz e en les ferrementz dels cauteris, e de aquo que necessari es en la opperacio.	The first chapter ordered in the foot, regarding the forms of the instruments and the tools of the cautery, and what is necessary in the operation.
La divisio de la segonda partida.	The division of the second part.
Le segon capitol, de siccio e perforacio, e de ventosas, e de plaguas, e de extractio de sagetas e de semblantz ad aquelas, tot capitolat e ordenat de las formas dels instrumentz.	The second chapter, on drying and perforation, and on suction cups, and on plaigs, and on extraction of arrows and similar, all chaptered and ordered by the forms of the instruments.
Divisio de la tersa partida.	The division of the third part.
Le tertz capitol, de restauracio e de dislocacio, e de curacio de torcio e de semblantz ad aquels; capitol ordenat del cap entro·s pes, e de las formas dels instrumentz.	The third chapter, on restoration and dislocation, and on the cure of tortoises and similar; chapter ordered by the head between the feet, and by the forms of the instruments.
De cauteri am foc e am medicina aguda e rememoracio de la opperacio.	On the cautery with fire and with sharp medicine, and a reminder of the operation.
Am aquel comensa le tractat de tot le libre.	With that, he begins the treatment of the entire work.
Cove que yeu digua la qualitat dels juvamentz de aquel cauteri e dels noccumentz de lu, e en qual compleccio sia prohibit cauteri.	Know the quality of those coals for the cautery and the harms from them, and in what condition the cautery should be prohibited.
Donc dic que·l sermo de la qualitat del juvament de cauteri e del noccument de lu es sermo lonc e prolixs, e subtil per sciensa, e secret amaguat; e ja de lu a parlat gran multitut de savis, e de lu se son desacordatz, et a mi abasta un petit dels sermons de lor, temen perlonguacio.	Therefore, I say that the discourse on the quality of the cautery coal and its harm is long and prolix, subtle by science, and secretly hidden; and much has already been said about it by wise men, and they are in disagreement. For my part, I content myself with a little from their sermons, to avoid excessive length.
E donc dic que cauteri comfereys a tota compleccio universalment la qual es am materia o ses materia, exceptat dos compleccios, las quals son compleccios caudas ses materia .	And thus say that cautery benefits all complexions universally which is of or has matter, except two complexes, which are complexes of seminal matter.
En la compleccio cauda e secca am materia se desecordero; quar alcus dyssero que cauteri es juvatiu ad aquela, e les autres dyssero le contrari de aquel, que cauteri no es convenient en malautia la qual es per qualiditat e per siccitat, quar natura del foc es qualiditat e siccitat, e enconvenient es que malautia cauda e secca am aquo que es caut e sec sia sanada.	In the complex of gout and dry matter, it becomes desiccated; for some said that cautery is beneficial for that, while others said the opposite, that cautery is not suitable in illness which is due to quality and dryness, for the nature of fire is quality and dryness, and it is inappropriate that such an illness, which is gout and dry, be healed by what is hot and dry.
E diysec aquel que ditz le contrari de aquel, que per cauteri es fayt juvament en tota malautia cauda e secca que ve en les cors dels homes, quar quan tu comparas le cors de home e las humiditatz de lu a la compleccio del foc, atrobas le cors de home freg.	And say to those who say the opposite, that by cautery one is cured in all gout and dry illness that comes in men's bodies, for when you compare the body of a man to its humors in relation to the complex of fire, you find the body hot.
E yeu dic per le sermo de aquel, que esperiment aquo ja a mi alscunas vetz a descubert.	And I say according to his speech, for I have already experienced this several times myself.
