Ayssi comensan las paraulas de Albucasim .	Thus begin the words of Albucasim.
O, filhs, pus yeu he a vos complit aquest libre, le qual es le derier de la sciencia de medicina, per le compliment de lu so consequit la fi en lu, e per las exposicios de lu, e per las declaracios de lu, es a mi vist que yeu complesca aquel a vos am aquest tractat, le qual es partida de la operacio am ma, so es cyrurgia.	O, children, now that I have completed this book, which is the last of the science of medicine, by dedicating it to its end and by the explanations and declarations within it, it is clear to me that I complete for you here this treatise, which deals with surgical operations.
Quar la operacio am ma es prostrada en nostre regio e en nostre temps de tot privada, entro que fort leu peric la sciencia de lu, e le vistigi de lu es ostat; e no romasero de lu sino alcunas petitas descripcios en les libres dels Antics, les quals mudero las mas e endevenc ad aquels error e heyssitacio entro que son clausas las entencios de lu e es elonguada la forsa de lu e l’art.	Since the operation of surgery is widespread in our region and in our times, yet it remains almost entirely private, despite its clear importance and utility; and only some small descriptions are found in the works of the Ancients, which correct many errors and hesitations within them, the understanding of it has been obstructed and its force and art have been diminished.
E es vist a mi que yeu vivifique aquela am ordenacio de aquest tractat en aquela segon la via de exposicio e de declaracio e de abreviacio; e per que vengua am las formas dels ferramentz de cautheri e dels autres instrumentz de la obra cum sia per addicio de la declaracio, e per preparacio de lu, la qual causa es necessaria.	And it is clear to me that I should vivify that order of this treatise according to the way of explanation and declaration and abbreviation; and for it to come in the forms of the tools of cautery and other instruments of the work, through the addition of declaration and preparation, which cause is necessary.
Mays la causa per la qual no es atrobat bo artifex am la sieua ma en aquest nostre temps, es quar la art de medicina es longua, e que cove le sieu actor denant aquo esser excercitat en la sciencia de anotomia la qual recontec Gualia entro que sapia les juvament dels membres e las formas de aquels, e la conjunctio e la separacio de lor; e haia la conoyssensa dels osses, dels nervis e dels lacertz, e·l nombre de aquels, e la egrecio de lor; e de las venas pulsatils e de las quietas, e dels locs del eyssiment de lor.	More the reason why a good craftsman does not touch his hand well in this our time is because the art of medicine is long and it covers the actor before this to be exercised in the science of anatomy which Gualia knew among that he was acquainted with the youth of the members and their forms, and the conjunction and separation of them; and had knowledge of the bones, the nerves, and the ligaments, and the number of those, and their qualities; and of the veins pulsating and the quiet ones, and the places of the effusion of them.
E per aquo ditz Ypocras que am u nom es mot, mays en l’obra petit, e majorment en la art de la ma.	And for this Hippocrates says that in his name is written, more in the little work, and especially in the art of the hand.
Mays nos ja avem dit de aquel en l’introit de aquest libre; quar qui no es scient aquo que li avem dit de anotomia, no es evacuat que no caia en error per la qual siran mortz les homes, ayssi cum yeu he vist trops de aquels, quar alscus son formatz en esta sciencia e gettan se de aquela ses sciencia e ses experiment.	More however we have already spoken of this in the introduction to this book; for who does not know what we said about anatomy, will not be free from error through which many men will die, as I have seen too many of those, for some are formed in this science and fall into that other science and its experiments.
Quar yeu vi un metge folh e enperit aver incidit un apostema escrophilos en le colh de una femna, e incidic alcunas arterias del colh per que fluic gran sanc entro que la femna cazec morta entre las mas de lu.	For you saw a foolish and inexperienced doctor who incurred an apostematia escrophilosa in the neck of a woman, and injured some arteries so that great blood flowed until the woman died amidst much suffering.
E vi un autre metge que pres que el traguera una peyra d’un home le qual avia procesit en sa etat, e la peyra era gran, e venguet a lu e trayssec aquela peyra am un tros de la vesiqua, per que aquel home al tertz dia es mort.	And there was another doctor who almost performed an extraction of a stone from a man who had been suffering from his condition, and the stone was large, and came to him, and he dried that stone with a piece of bladder, so that that man died on the third day.
E yeu ja apelat fuy a estrayre aquela, e vi que per la grandesa de la peyra e per la disposicio del malaute conogui subre lu que morira.	And I have already called for the extraction of that stone, and I saw that due to the size of the stone and the position of the patient over whom it was located, he would die.
E vi un autre metge le qual prenia stipendic de un duc de nostra terra per cyrurgia, e endeven a un crastrat negre le qual era deves lu fractura en la coyssa de lu; e perparec le metge am la sua ignorancia, estrayssec la fractura, sobre la plagua, am pulvinas e astelas am forta strectura, e no layssec a la plagua espiracio.	And there was another doctor who took surgical fees from a duke of our land, and he arrived at a blacksmith named Negre who had a fracture in the thigh; and because of the doctor's ignorance, he dried the fracture, over the wound, with pillows and splints with strong structure, and did not allow the wound to breathe.
E aprop le desliet segons los sieus desiriers, e aprop le relieg, e aprop le leyssec per alcus jorns e comandec que nos deslies le liament; e estec ayssi entro que la coyssa e·l pe foro apostematz, e pervenguet a perdicio.	And then the dislocation according to his desires, and then the reattachment, and then the drying for several days and commanded that we release the bandage; and thus remained until the thigh and foot became well, and then proceeded to recovery.
E yeu fuy apelat a lu, e aparelhegui a desliar le liament, e conseguida es tranquilitat e enayssi amermet de sas dolors.	And I was called to him, and prepared to untie the ligament, and peace and an attempt to alleviate his pains was achieved.
Mays empero ja corrupcio era confermada en le membre, per que no pogui refrenar aquela, e no cessec perambular la corrupcio en le membre entro que·l malaute peric.	But however, since corruption was confirmed in the member, I could not prevent it, and did not cease to walk the corruption through the member while the illness persisted.
E vi un autre metge le qual perforec un apostema cancros, e fo ulcerat aprop alscus dias, entro que foc magnificada la malicia de lu am lo senhor de lu.	And there was another doctor who incised an malignant abscess, and it ulcerated for several days, during which its malignity increased greatly in the lord of the area.
La qual causa es quar le cranc caut es pur de humor melencolic, lahoras no cove que pervengua a lu am ferr de tot, sino que sia an membre le qual suffertes que de tot fos hostat.	The cause is that the pain is purely due to melancholic humors, and does not affect the entire body, but rather affects a member that suffers from being attacked by all.
E per aquo, filhs, necessari es a vos que la operacio am ma sia devisada en dos devesios: so es en operacio a lu qual es associada salut, e en obra am la qual es perilh en las majors disposicios.	And for this reason, my son, it is necessary that you devise the operation in two divisions: one where the operation is associated with health, and another where the work is perilous in its major preparations.
E yeu ja he exsitat aquo en tot loc de aquest libre en le qual venc opperacio en la qual es error e temor; per que necessari es a vos que guardetz aquo e layssetz aquel, per que les folhs no atrobo via a parlar e a vos desonestar.	And I have already existed here in all parts of this book where the operation is associated with error and fear; therefore, it is necessary that you keep this and leave the other, so that the leaves do not find a way to speak ill of you.
E donc prenetz las vostras armas am sollicitut e am proteccio de Dieu , e les vostres malautes am falicitat e am fermetat.	And therefore take your weapons with diligence and protection of God, and your patients with felicity and firmness.
E usatz de la milhor via per la gracia de Dieu perdusent a salut e a lausabla successio, e laysatz las malautias terriblas de difficil sanacio, e ostatz las vostras armas de aquo que vos fa temer, per so que ysitatio en vostra fe e en le vostre nom no vos evasisca: quar mays es remanent a la vostra gloria, e pus aut en le mon e en derier a las vostras sanctitatz.	And use the best way by the grace of God seeking salvation and praiseworthy success, and lay aside the terrible diseases difficult to cure, and remain with your weapons against what frightens you, so that sitting in your faith and in your name you are not overcome: for more remains to your glory, and greater still in this world and beyond in your sanctity.
Gualia ja diyssec en alcunas sieuas monicios:	Gum disease is observed in some cases:
“No mediquetz malautia mala, per so que mals metges no siatz nompnatz”.	Do not treat disease improperly, so that bad doctors are not named.
E yeu ja he devesit aquest libre segontz tres capitols.	And I have already devoted this livre according to three chapters.
Comensa la divisio del libre, e primier de la primieyra partida.	Begin the division of the book, and first of the first part.
Le primier capitol ordenat del cap entro·s pes, en las formas dels instrumentz e en les ferrementz dels cauteris, e de aquo que necessari es en la opperacio.	The first chapter ordered of the head concerning the feet, in the forms of the instruments and in the tools of the cautery, and of what is necessary in the operation.
La divisio de la segonda partida.	The division of the second part.
