Ayssi comensan las paraulas de Albucasim .	Thus begin the words of Albucasim.
O, filhs, pus yeu he a vos complit aquest libre, le qual es le derier de la sciencia de medicina, per le compliment de lu so consequit la fi en lu, e per las exposicios de lu, e per las declaracios de lu, es a mi vist que yeu complesca aquel a vos am aquest tractat, le qual es partida de la operacio am ma, so es cyrurgia.	O, children, now that I have completed this book, which is the last of the science of medicine, by its completion bringing about its end, and through its explanations and declarations, it is clear to me that I complete for you here this treatise, which is part of my surgical operations.
Quar la operacio am ma es prostrada en nostre regio e en nostre temps de tot privada, entro que fort leu peric la sciencia de lu, e le vistigi de lu es ostat; e no romasero de lu sino alcunas petitas descripcios en les libres dels Antics, les quals mudero las mas e endevenc ad aquels error e heyssitacio entro que son clausas las entencios de lu e es elonguada la forsa de lu e l’art.	Since the operation of the hand is professed in our region and in our time as almost entirely private, despite the great importance of the science of it, and its practice has been obscured; and only some minor descriptions have remained in the books of the Ancients, which corrected many errors and hesitations, yet the understanding of it has been limited and its force and art have been diminished.
E es vist a mi que yeu vivifique aquela am ordenacio de aquest tractat en aquela segon la via de exposicio e de declaracio e de abreviacio; e per que vengua am las formas dels ferramentz de cautheri e dels autres instrumentz de la obra cum sia per addicio de la declaracio, e per preparacio de lu, la qual causa es necessaria.	And it is evident to me that I should revitalize that part of this treatise in the manner of explanation and declaration and abbreviation; and for it to come into the forms of the instruments of cautery and other tools of the work through the addition of declaration and preparation, which is necessary for this cause.
Mays la causa per la qual no es atrobat bo artifex am la sieua ma en aquest nostre temps, es quar la art de medicina es longua, e que cove le sieu actor denant aquo esser excercitat en la sciencia de anotomia la qual recontec Gualia entro que sapia les juvament dels membres e las formas de aquels, e la conjunctio e la separacio de lor; e haia la conoyssensa dels osses, dels nervis e dels lacertz, e·l nombre de aquels, e la egrecio de lor; e de las venas pulsatils e de las quietas, e dels locs del eyssiment de lor.	More the cause why a good craftsman does not use his hand well in this our time is that the art of medicine is long and that its actor before this had to be exercised in the science of anatomy which Gualia knew entering into which he learned the youth of the members and their forms, and the conjunction and separation of them; and had knowledge of the bones, the nerves, and the arteries, their number, and their disease; and of the pulsating veins and the quiet ones, and of the places of the movement of them.
E per aquo ditz Ypocras que am u nom es mot, mays en l’obra petit, e majorment en la art de la ma.	And for this you say Hippocrates that in his name is mouth, more in the little work, and mainly in the art of the hand.
Mays nos ja avem dit de aquel en l’introit de aquest libre; quar qui no es scient aquo que li avem dit de anotomia, no es evacuat que no caia en error per la qual siran mortz les homes, ayssi cum yeu he vist trops de aquels, quar alscus son formatz en esta sciencia e gettan se de aquela ses sciencia e ses experiment.	More we have already spoken of that in the introduction to this book; for who does not know what we said about anatomy, will not be free from error by which men will die, as I have seen too many of those, for some are formed in this science and fall into the errors of that other science and its experiments.
Quar yeu vi un metge folh e enperit aver incidit un apostema escrophilos en le colh de una femna, e incidic alcunas arterias del colh per que fluic gran sanc entro que la femna cazec morta entre las mas de lu.	For I have seen a doctor who, through ignorance, incurred an apostematisc in the neck of a woman, and injured some arteries so that great blood flowed until the woman died amidst her pains.
E vi un autre metge que pres que el traguera una peyra d’un home le qual avia procesit en sa etat, e la peyra era gran, e venguet a lu e trayssec aquela peyra am un tros de la vesiqua, per que aquel home al tertz dia es mort.	And there was another doctor who nearly extracted a stone from a man who had suffered in his state, and the stone was large, and came to him, and he removed that stone with a piece of the bladder, so that that man died on the third day.
E yeu ja apelat fuy a estrayre aquela, e vi que per la grandesa de la peyra e per la disposicio del malaute conogui subre lu que morira.	And I have already called for the stone to be removed, and I saw that because of the size of the stone and the position of the patient over which it lay, he would die.
E vi un autre metge le qual prenia stipendic de un duc de nostra terra per cyrurgia, e endeven a un crastrat negre le qual era deves lu fractura en la coyssa de lu; e perparec le metge am la sua ignorancia, estrayssec la fractura, sobre la plagua, am pulvinas e astelas am forta strectura, e no layssec a la plagua espiracio.	And there was another doctor who took payment from a duke of our land for surgery, and he came upon a black slave who had a fracture in the thigh; and because of the doctor's ignorance, he removed the fracture, over the wound, with pillows and splints of strong structure, and did not allow the wound to breathe.
E aprop le desliet segons los sieus desiriers, e aprop le relieg, e aprop le leyssec per alcus jorns e comandec que nos deslies le liament; e estec ayssi entro que la coyssa e·l pe foro apostematz, e pervenguet a perdicio.	And then the dislocation according to his desires, and then the relevation, and then the release for a few days, and commanding that we release the ligament; and thus remain until the thigh and foot are firmly set, and proceed to our detriment.
E yeu fuy apelat a lu, e aparelhegui a desliar le liament, e conseguida es tranquilitat e enayssi amermet de sas dolors.	And I was called to him, and prepared to dislodge the lithiasis, and peace and attempts to alleviate his pains were achieved.
Mays empero ja corrupcio era confermada en le membre, per que no pogui refrenar aquela, e no cessec perambular la corrupcio en le membre entro que·l malaute peric.	But indeed, when corruption was confirmed in the member, because I could not restrain it, and did not cease to walk the corruption through the member while the patient suffered.
E vi un autre metge le qual perforec un apostema cancros, e fo ulcerat aprop alscus dias, entro que foc magnificada la malicia de lu am lo senhor de lu.	And there was another doctor who incised an oncotic abscess, and it became ulcerated over several days, during which the evil increased greatly in him and affected his lord.
La qual causa es quar le cranc caut es pur de humor melencolic, lahoras no cove que pervengua a lu am ferr de tot, sino que sia an membre le qual suffertes que de tot fos hostat.	The cause is that the wound is purely of melancholic humor, and does not affect the whole body, but rather affects a member that suffers from being attacked by it in its entirety.
E per aquo, filhs, necessari es a vos que la operacio am ma sia devisada en dos devesios: so es en operacio a lu qual es associada salut, e en obra am la qual es perilh en las majors disposicios.	And for this reason, my sons, it is necessary for you that the operation be devised in two ways: one where the operation is associated with health, and another where the work is dangerous in its major dispositions.
E yeu ja he exsitat aquo en tot loc de aquest libre en le qual venc opperacio en la qual es error e temor; per que necessari es a vos que guardetz aquo e layssetz aquel, per que les folhs no atrobo via a parlar e a vos desonestar.	And I have already existed in this entire text where the operation is full of errors and fears; therefore, it is necessary for you to keep this and leave that, so that the leaves do not find a way to speak against you and dishonor you.
E donc prenetz las vostras armas am sollicitut e am proteccio de Dieu , e les vostres malautes am falicitat e am fermetat.	And therefore take your arms with diligence and protection of God, and your patients with happiness and firmness.
E usatz de la milhor via per la gracia de Dieu perdusent a salut e a lausabla successio, e laysatz las malautias terriblas de difficil sanacio, e ostatz las vostras armas de aquo que vos fa temer, per so que ysitatio en vostra fe e en le vostre nom no vos evasisca: quar mays es remanent a la vostra gloria, e pus aut en le mon e en derier a las vostras sanctitatz.	And use the best way by the grace of God seeking salvation and laudable success, and lay aside the terrible illnesses difficult to cure, and place your arms around that which makes you fear, so that sitting in your faith and in your name you are not deceived: for more remains to your glory, and much more in this world and beyond in your sanctity.
Gualia ja diyssec en alcunas sieuas monicios:	Gout has already been dissected in some monastic texts:
“No mediquetz malautia mala, per so que mals metges no siatz nompnatz”.	Do not treat illness with bad medicine, so that bad doctors are not called cured.
E yeu ja he devesit aquest libre segontz tres capitols.	And I have already devoted this treatise according to three chapters.
Comensa la divisio del libre, e primier de la primieyra partida.	Begin the division of the treatise, and first of the first part.
Le primier capitol ordenat del cap entro·s pes, en las formas dels instrumentz e en les ferrementz dels cauteris, e de aquo que necessari es en la opperacio.	The first chapter ordered of the foot, regarding the forms of the instruments and the tools of the cautery, and what is necessary in the operation.
La divisio de la segonda partida.	The division of the second part.
Le segon capitol, de siccio e perforacio, e de ventosas, e de plaguas, e de extractio de sagetas e de semblantz ad aquelas, tot capitolat e ordenat de las formas dels instrumentz.	The second chapter, on drying and perforation, and on suction cups, and on blisters, and on extraction of arrows and similar, all categorized and ordered by the forms of the instruments.
Divisio de la tersa partida.	The division of the third part.
Le tertz capitol, de restauracio e de dislocacio, e de curacio de torcio e de semblantz ad aquels; capitol ordenat del cap entro·s pes, e de las formas dels instrumentz.	The third chapter, on restoration and dislocation, and on the cure of sprains and similar; chapter ordered by the head between the feet, and by the forms of the instruments.
De cauteri am foc e am medicina aguda e rememoracio de la opperacio.	On the cautery with fire and with sharp medical instruments and a reminder of the operation.
Am aquel comensa le tractat de tot le libre.	With that, he begins the treatment of the entire book.
