Ayssi comensan las paraulas de Albucasim .	Thus begin the words of Albucasim.
O, filhs, pus yeu he a vos complit aquest libre, le qual es le derier de la sciencia de medicina, per le compliment de lu so consequit la fi en lu, e per las exposicios de lu, e per las declaracios de lu, es a mi vist que yeu complesca aquel a vos am aquest tractat, le qual es partida de la operacio am ma, so es cyrurgia.	Oh, my children, now that I have completed this book, which is the last of medical science, through its completion you may find its end within it, and by its explanations and declarations, it is evident to me that I have composed this treatise for you, which is part of my surgical operations.
Quar la operacio am ma es prostrada en nostre regio e en nostre temps de tot privada, entro que fort leu peric la sciencia de lu, e le vistigi de lu es ostat; e no romasero de lu sino alcunas petitas descripcios en les libres dels Antics, les quals mudero las mas e endevenc ad aquels error e heyssitacio entro que son clausas las entencios de lu e es elonguada la forsa de lu e l’art.	Since the surgical operation of the hand is practiced in our region and in our time almost entirely privately, despite the importance of its science and the difficulty of acquiring it; and there have been only occasional brief descriptions in the books of the Ancients, which have corrected many errors and hesitations but have closed off understanding of it and lengthened its study and art.
E es vist a mi que yeu vivifique aquela am ordenacio de aquest tractat en aquela segon la via de exposicio e de declaracio e de abreviacio; e per que vengua am las formas dels ferramentz de cautheri e dels autres instrumentz de la obra cum sia per addicio de la declaracio, e per preparacio de lu, la qual causa es necessaria.	And it is clear to me that I should enliven that order in this treatise according to the way of explanation and declaration and abbreviation; and for the forms of the cautery tools and other instruments of the work to be added through the declaration and preparation, which cause is necessary.
Mays la causa per la qual no es atrobat bo artifex am la sieua ma en aquest nostre temps, es quar la art de medicina es longua, e que cove le sieu actor denant aquo esser excercitat en la sciencia de anotomia la qual recontec Gualia entro que sapia les juvament dels membres e las formas de aquels, e la conjunctio e la separacio de lor; e haia la conoyssensa dels osses, dels nervis e dels lacertz, e·l nombre de aquels, e la egrecio de lor; e de las venas pulsatils e de las quietas, e dels locs del eyssiment de lor.	More so, the reason why a good craftsman does not use his hand well in this our time is that the art of medicine is long and drawn out, and one must be trained beforehand to understand anatomy, which Galen knew well, recognizing the youthfulness of the members and their forms, as well as their joints and separations; and he had knowledge of the bones, nerves, and sinews, their number and their diseases; and of the pulsating veins and quiet ones, and the places of their effusion.
E per aquo ditz Ypocras que am u nom es mot, mays en l’obra petit, e majorment en la art de la ma.	And for this, Hippocrates is said to be silent in the short work, but more so in the art of the hand.
Mays nos ja avem dit de aquel en l’introit de aquest libre; quar qui no es scient aquo que li avem dit de anotomia, no es evacuat que no caia en error per la qual siran mortz les homes, ayssi cum yeu he vist trops de aquels, quar alscus son formatz en esta sciencia e gettan se de aquela ses sciencia e ses experiment.	More so, we have already spoken of this in the introduction to this book; for those who do not know what we said about anatomy, will surely fall into error because of it, and many people have died as a result, as I have seen too many such cases. For some are formed in this science but throw themselves into that other science and its experiments.
Quar yeu vi un metge folh e enperit aver incidit un apostema escrophilos en le colh de una femna, e incidic alcunas arterias del colh per que fluic gran sanc entro que la femna cazec morta entre las mas de lu.	For I have seen a foolish and inexperienced doctor who, by mistake, caused an apostematosis scrophulosa in the neck of a woman, and damaged some arteries so that great blood loss occurred; the woman died among her many sufferings.
E vi un autre metge que pres que el traguera una peyra d’un home le qual avia procesit en sa etat, e la peyra era gran, e venguet a lu e trayssec aquela peyra am un tros de la vesiqua, per que aquel home al tertz dia es mort.	And there is another doctor who nearly removed a stone from a man who had suffered in his condition, and the stone was large, and it came to him, and he dried that stone with a piece of the bladder.
E yeu ja apelat fuy a estrayre aquela, e vi que per la grandesa de la peyra e per la disposicio del malaute conogui subre lu que morira.	And I have already called for it to be extracted, and I saw that due to the size of the stone and the position of the patient, he would die.
E vi un autre metge le qual prenia stipendic de un duc de nostra terra per cyrurgia, e endeven a un crastrat negre le qual era deves lu fractura en la coyssa de lu; e perparec le metge am la sua ignorancia, estrayssec la fractura, sobre la plagua, am pulvinas e astelas am forta strectura, e no layssec a la plagua espiracio.	And there was another doctor who took a stipend from a duke of our land for surgery, and arrived at a blacksmith named Negro who had suffered a fracture in his thigh; and because of the doctor's ignorance, he extracted the fracture, over the wound, with pillows and stakes of strong structure, and did not allow the wound to breathe.
