Ayssi comensan las paraulas de Albucasim .	Thus begin the words of Albucasim.
O, filhs, pus yeu he a vos complit aquest libre, le qual es le derier de la sciencia de medicina, per le compliment de lu so consequit la fi en lu, e per las exposicios de lu, e per las declaracios de lu, es a mi vist que yeu complesca aquel a vos am aquest tractat, le qual es partida de la operacio am ma, so es cyrurgia.	O, children, now that I have completed this book, which is the last of the science of medicine, for the completion of which I have attained its end, and through its explanations and declarations, it is evident to me that I complete for you here this treatise, which is part of my surgical operations.
Quar la operacio am ma es prostrada en nostre regio e en nostre temps de tot privada, entro que fort leu peric la sciencia de lu, e le vistigi de lu es ostat; e no romasero de lu sino alcunas petitas descripcios en les libres dels Antics, les quals mudero las mas e endevenc ad aquels error e heyssitacio entro que son clausas las entencios de lu e es elonguada la forsa de lu e l’art.	For the operation of surgery is well established in our region and in our time, yet it remains largely private, despite the importance of its science and the clarity of its principles. Only a few brief descriptions can be found in the works of the Ancients, which correct many errors and hesitations, but the understanding of it is limited, and its force and art are diluted.
E es vist a mi que yeu vivifique aquela am ordenacio de aquest tractat en aquela segon la via de exposicio e de declaracio e de abreviacio; e per que vengua am las formas dels ferramentz de cautheri e dels autres instrumentz de la obra cum sia per addicio de la declaracio, e per preparacio de lu, la qual causa es necessaria.	And it is clear to me that I should vivify that order in this treatise according to the way of explanation and declaration and abbreviation; so that it comes into line with the forms of the instruments of cautery and other tools of the work through the addition of declaration and preparation, which is necessary for these causes.
Mays la causa per la qual no es atrobat bo artifex am la sieua ma en aquest nostre temps, es quar la art de medicina es longua, e que cove le sieu actor denant aquo esser excercitat en la sciencia de anotomia la qual recontec Gualia entro que sapia les juvament dels membres e las formas de aquels, e la conjunctio e la separacio de lor; e haia la conoyssensa dels osses, dels nervis e dels lacertz, e·l nombre de aquels, e la egrecio de lor; e de las venas pulsatils e de las quietas, e dels locs del eyssiment de lor.	More the reason why a good craftsman does not use his hand well in this our time is because the art of medicine is long and that its actor before this had to be exercised in the science of anatomy which Gualia knew entering into which he understood the youth of the members and their forms, and the conjunction and separation of them; and had knowledge of the bones, the nerves, and the sinews, their number, and their texture; and of the veins pulsating and the quiet ones, and the places of the movement of them.
E per aquo ditz Ypocras que am u nom es mot, mays en l’obra petit, e majorment en la art de la ma.	And for this, Hippocrates is said to name the hand as primary, more in the small work, and most of all in the art of the hand.
Mays nos ja avem dit de aquel en l’introit de aquest libre; quar qui no es scient aquo que li avem dit de anotomia, no es evacuat que no caia en error per la qual siran mortz les homes, ayssi cum yeu he vist trops de aquels, quar alscus son formatz en esta sciencia e gettan se de aquela ses sciencia e ses experiment.	More over, we have already spoken of this in the introduction to this book; for whoever does not know what we said about anatomy, will fall into error on account of which many men will die, as I have seen too many of those. For some are formed in this science and go from there to another science and its experience.
Quar yeu vi un metge folh e enperit aver incidit un apostema escrophilos en le colh de una femna, e incidic alcunas arterias del colh per que fluic gran sanc entro que la femna cazec morta entre las mas de lu.	For you saw a foolish and inexperienced doctor who incurred an apostematia scrophulosa in the neck of a woman, and damaged some arteries so that much blood flowed, and the woman died among her many sufferings.
E vi un autre metge que pres que el traguera una peyra d’un home le qual avia procesit en sa etat, e la peyra era gran, e venguet a lu e trayssec aquela peyra am un tros de la vesiqua, per que aquel home al tertz dia es mort.	And there was another doctor who almost drained a stone from a man who had been suffering for a long time, and the stone was large, and it came to him, and he removed that stone with a piece of the bladder, so that that man died on the third day.
E yeu ja apelat fuy a estrayre aquela, e vi que per la grandesa de la peyra e per la disposicio del malaute conogui subre lu que morira.	And I have already called for the stone to be extracted, and I see that due to the size of the stone and the position of the patient, he will likely die.
E vi un autre metge le qual prenia stipendic de un duc de nostra terra per cyrurgia, e endeven a un crastrat negre le qual era deves lu fractura en la coyssa de lu; e perparec le metge am la sua ignorancia, estrayssec la fractura, sobre la plagua, am pulvinas e astelas am forta strectura, e no layssec a la plagua espiracio.	And there was another doctor who took a stipend from a duke of our land for surgery, and he came upon a black servant who had a fracture in the thigh; and due to the doctor's ignorance, he extracted the fracture, placing it over the wound with cushions and splints of strong structure, and did not allow the wound to breathe.
E aprop le desliet segons los sieus desiriers, e aprop le relieg, e aprop le leyssec per alcus jorns e comandec que nos deslies le liament; e estec ayssi entro que la coyssa e·l pe foro apostematz, e pervenguet a perdicio.	And then the dislocation according to his desires, and then the reattachment, and then the leaving for a few days as commanded that we release the ligament; and thus remain until the thigh and foot heal properly, and proceed to recovery.
E yeu fuy apelat a lu, e aparelhegui a desliar le liament, e conseguida es tranquilitat e enayssi amermet de sas dolors.	And I was called to him, and prepared to untie the bandage, and peace and an attempt to alleviate his pains was achieved.
Mays empero ja corrupcio era confermada en le membre, per que no pogui refrenar aquela, e no cessec perambular la corrupcio en le membre entro que·l malaute peric.	But still, as the corruption was confirmed in the member, I could not refrain from stopping that, and did not cease to wander the corruption in the member while the illness persisted.
