Ayssi comensan las paraulas de Albucasim .	Thus begin the words of Albucasim.
O, filhs, pus yeu he a vos complit aquest libre, le qual es le derier de la sciencia de medicina, per le compliment de lu so consequit la fi en lu, e per las exposicios de lu, e per las declaracios de lu, es a mi vist que yeu complesca aquel a vos am aquest tractat, le qual es partida de la operacio am ma, so es cyrurgia.	O, sons, thus I have completed this book, which is the last of the science of medicine, for through its completion and the end it has brought to itself, and through its explanations and declarations, it is evident to me that I have filled you with this treatise, which is part of my surgical operations.
Quar la operacio am ma es prostrada en nostre regio e en nostre temps de tot privada, entro que fort leu peric la sciencia de lu, e le vistigi de lu es ostat; e no romasero de lu sino alcunas petitas descripcios en les libres dels Antics, les quals mudero las mas e endevenc ad aquels error e heyssitacio entro que son clausas las entencios de lu e es elonguada la forsa de lu e l’art.	For our region and in our time, surgical operation is almost entirely private, despite the great importance of its science. Its investigation has been neglected; and only some minor descriptions can be found in the books of the Ancients, which correct many errors and hesitations, but close off the understanding of it and extend its force and art.
E es vist a mi que yeu vivifique aquela am ordenacio de aquest tractat en aquela segon la via de exposicio e de declaracio e de abreviacio; e per que vengua am las formas dels ferramentz de cautheri e dels autres instrumentz de la obra cum sia per addicio de la declaracio, e per preparacio de lu, la qual causa es necessaria.	And it is clear to me that I should vitalize that part of this treatise according to the way of explanation and declaration and abbreviation; and in order that the forms of the cautery tools and other instruments of the work be added through the declaration, and for their preparation, which cause is necessary.
Mays la causa per la qual no es atrobat bo artifex am la sieua ma en aquest nostre temps, es quar la art de medicina es longua, e que cove le sieu actor denant aquo esser excercitat en la sciencia de anotomia la qual recontec Gualia entro que sapia les juvament dels membres e las formas de aquels, e la conjunctio e la separacio de lor; e haia la conoyssensa dels osses, dels nervis e dels lacertz, e·l nombre de aquels, e la egrecio de lor; e de las venas pulsatils e de las quietas, e dels locs del eyssiment de lor.	More so, the reason why a good artisan doctor does not use his hand well in this our time is that the art of medicine is long and involved, and one must be trained before being able to practice anatomy, which Galen knew well, understanding the youth of the members and their forms, as well as their joints and separations; and having knowledge of the bones, nerves, and tendons, their number, and their diseases; and of the pulse veins and quiet ones, and the places of their propulsion.
E per aquo ditz Ypocras que am u nom es mot, mays en l’obra petit, e majorment en la art de la ma.	And for this, Hippocrates is said to have said that by name is good, more in the small work, and most of all in the art of the hand.
Mays nos ja avem dit de aquel en l’introit de aquest libre; quar qui no es scient aquo que li avem dit de anotomia, no es evacuat que no caia en error per la qual siran mortz les homes, ayssi cum yeu he vist trops de aquels, quar alscus son formatz en esta sciencia e gettan se de aquela ses sciencia e ses experiment.	More so, we have already spoken of this in the introduction to this work; for those who do not know what we have said about anatomy, will not be free from error due to which many people will die, as I have seen too many of them. For some are formed in this science and act without that other knowledge and experience.
Quar yeu vi un metge folh e enperit aver incidit un apostema escrophilos en le colh de una femna, e incidic alcunas arterias del colh per que fluic gran sanc entro que la femna cazec morta entre las mas de lu.	For I have seen a foolish and inexperienced doctor who caused an apostema scrophula in the neck of a woman, and damaged some arteries so that great bleeding occurred, causing the woman to die among her greatest sufferings.
E vi un autre metge que pres que el traguera una peyra d’un home le qual avia procesit en sa etat, e la peyra era gran, e venguet a lu e trayssec aquela peyra am un tros de la vesiqua, per que aquel home al tertz dia es mort.	And there was another doctor who almost extracted a stone from a man who had been suffering for some time, and the stone was large, and it came to him, and he removed that stone with a piece of the bladder, so that that man died on the third day.
E yeu ja apelat fuy a estrayre aquela, e vi que per la grandesa de la peyra e per la disposicio del malaute conogui subre lu que morira.	And I have already called for the stone to be extracted, and I saw that due to the size of the stone and the position of the patient, he would likely die.
E vi un autre metge le qual prenia stipendic de un duc de nostra terra per cyrurgia, e endeven a un crastrat negre le qual era deves lu fractura en la coyssa de lu; e perparec le metge am la sua ignorancia, estrayssec la fractura, sobre la plagua, am pulvinas e astelas am forta strectura, e no layssec a la plagua espiracio.	And there was another doctor who took payment from a duke of our land for surgery, and he came upon a black slave who had a fracture in the thigh; and because of the doctor's ignorance, he removed the fracture, over the wound, with pillows and splints of strong structure, and did not allow the wound to breathe.
E aprop le desliet segons los sieus desiriers, e aprop le relieg, e aprop le leyssec per alcus jorns e comandec que nos deslies le liament; e estec ayssi entro que la coyssa e·l pe foro apostematz, e pervenguet a perdicio.	And then the dislocation according to his desires, and then the rejoining, and then the leaving for a few days and commanding us to release the bandage; and we remained thus until the thigh and foot recovered, and then proceeded to our detriment.
E yeu fuy apelat a lu, e aparelhegui a desliar le liament, e conseguida es tranquilitat e enayssi amermet de sas dolors.	And I was called to him, and prepared to dislodge the stone, and peace and an attempt to relieve his pains were achieved.
Mays empero ja corrupcio era confermada en le membre, per que no pogui refrenar aquela, e no cessec perambular la corrupcio en le membre entro que·l malaute peric.	But however, corruption was confirmed in the member, for I could not arrest that, and did not cease to walk the corruption in the member while the malady persisted.
E vi un autre metge le qual perforec un apostema cancros, e fo ulcerat aprop alscus dias, entro que foc magnificada la malicia de lu am lo senhor de lu.	And there was another doctor who perforated an oncological abscess, and it became ulcerated over several days, during which the malignancy of the lesion grew significantly in the presence of its lord.
La qual causa es quar le cranc caut es pur de humor melencolic, lahoras no cove que pervengua a lu am ferr de tot, sino que sia an membre le qual suffertes que de tot fos hostat.	The cause is that the pain is purely due to melancholic humors, and does not affect the entire body, but rather affects a member that suffers from being attacked by all.
E per aquo, filhs, necessari es a vos que la operacio am ma sia devisada en dos devesios: so es en operacio a lu qual es associada salut, e en obra am la qual es perilh en las majors disposicios.	And for this reason, my children, it is necessary that you devise the operation into two divisions: one in which the operation is associated with health, and another in which the work is dangerous in its major dispositions.
E yeu ja he exsitat aquo en tot loc de aquest libre en le qual venc opperacio en la qual es error e temor; per que necessari es a vos que guardetz aquo e layssetz aquel, per que les folhs no atrobo via a parlar e a vos desonestar.	And I have already existed in all parts of this book in which the operation is accompanied by error and fear; therefore, it is necessary that you keep this and leave that, so that the leaves do not find a way to speak and deceive you.
E donc prenetz las vostras armas am sollicitut e am proteccio de Dieu , e les vostres malautes am falicitat e am fermetat.	And therefore take your arms with diligence and protection of God, and the patient with facility and firmness.
E usatz de la milhor via per la gracia de Dieu perdusent a salut e a lausabla successio, e laysatz las malautias terriblas de difficil sanacio, e ostatz las vostras armas de aquo que vos fa temer, per so que ysitatio en vostra fe e en le vostre nom no vos evasisca: quar mays es remanent a la vostra gloria, e pus aut en le mon e en derier a las vostras sanctitatz.	And use the best way by the grace of God seeking salvation and praiseworthy success, and leave behind the terrible illnesses difficult to cure, and stand firm in your arms against what fears you, so that sitting in your faith and in your name you are not forsaken: for more remains to your glory, and better elsewhere and later in the world and beyond in your sanctity.
Gualia ja diyssec en alcunas sieuas monicios:	Gout has already been dissected in some monastic texts:
“No mediquetz malautia mala, per so que mals metges no siatz nompnatz”.	Do not treat ill diseases, lest bad doctors go unnamed.
E yeu ja he devesit aquest libre segontz tres capitols.	And I have already dedicated this book according to three chapters.
Comensa la divisio del libre, e primier de la primieyra partida.	Begin the division of the book, and first of the first part.
Le primier capitol ordenat del cap entro·s pes, en las formas dels instrumentz e en les ferrementz dels cauteris, e de aquo que necessari es en la opperacio.	The first chapter ordered of the foot, on the forms of the instruments and on the tools of the cautery, and on what is necessary in the operation.
La divisio de la segonda partida.	The division of the second part.
Le segon capitol, de siccio e perforacio, e de ventosas, e de plaguas, e de extractio de sagetas e de semblantz ad aquelas, tot capitolat e ordenat de las formas dels instrumentz.	The second chapter, on dryness and perforation, and on cups, and on sores, and on the extraction of arrows and similar, all categorized and ordered by the forms of the instruments.
Divisio de la tersa partida.	The division of the third part.
Le tertz capitol, de restauracio e de dislocacio, e de curacio de torcio e de semblantz ad aquels; capitol ordenat del cap entro·s pes, e de las formas dels instrumentz.	The third chapter, on restoration and dislocation, and on the cure of扭伤和类似病症；按仪器形状分类的章节。头部涉及脚部，以及仪器的形式。
De cauteri am foc e am medicina aguda e rememoracio de la opperacio.	On the cautery with fire and with sharp medicine, and a reminder of the operation.
Am aquel comensa le tractat de tot le libre.	With that, he begins the treatise of the whole book.
Cove que yeu digua la qualitat dels juvamentz de aquel cauteri e dels noccumentz de lu, e en qual compleccio sia prohibit cauteri.	I will describe the quality of the irons of that cautery and its effects, and in which complications cauterization is prohibited.
Donc dic que·l sermo de la qualitat del juvament de cauteri e del noccument de lu es sermo lonc e prolixs, e subtil per sciensa, e secret amaguat; e ja de lu a parlat gran multitut de savis, e de lu se son desacordatz, et a mi abasta un petit dels sermons de lor, temen perlonguacio.	Therefore, I say that the discourse on the quality of the cautery iron and its effects is long and prolix, subtle by science, and secretly hidden; much has already been said about it by wise men, and they are in disagreement. It suffices me to give a small part of their sermons, fearing lengthiness.
E donc dic que cauteri comfereys a tota compleccio universalment la qual es am materia o ses materia, exceptat dos compleccios, las quals son compleccios caudas ses materia .	And thus it is said that a cautery applied to any complexion universally works on all matters or bodily substances, except for two complexes, which are complexes of solid matter.
