Praefatio.	 Preface.
Postquam compleui uobis o Filii, librum hunc, qui est postremus scientiae in medicina cum complemento ipsius, et consecutus sum finem in eo, ex expositionibus eius, et ipsius declarationibus, uisum est mihi, ut compleam ipsum uobis cum hoc Tractatu qui est pars operationis, id est, chirurgiae cum manu.	 After I have completed for you, O Sons, this book which is the last in medicine with its complement, and reached the end of it through its expositions and declarations, it seemed to me that I should complete it for you with this Treatise which is a part of practice, that is, surgery by hand.
Quoniam operatio cum manu prostrata est in regione nostra, et tempore nostro priuata omnino: donec fortasse periit scientia eius, et abscissum est uestigium eius: et non remanserunt ex ea, nisi descriptiones paruae in libris antiquorum, quas mutauerunt manus: et accidit eis error et haesitatio, donec clausae sunt intentiones eius, et elongata est uis ipsius: Visum est mihi, ut uiuificem eam cum ordinatione huius Tractatus in ea secundum uiam ex positionis, et declarationis, et abbreuiationis: et ut ueniam cum formis ferramentorum Cauterii, et reliquorum instrumentorum operis: cum fit ex declarationis additione, et ex properatione eius quod est necesse.	 Since the practice by hand is fallen in our region and our time, it has been entirely neglected; perhaps its science has perished, and its trace has been cut off, and nothing remains of it except small descriptions in the books of the ancients, which hands have changed: and error and confusion happened to them until their intentions were closed, and their power was withdrawn. It seemed to me that I should revive it with the arrangement of this Treatise on it according to the way of position, declaration, and abbreviation; and that I should come with forms of cautery instruments and other tools of work: as is done by the addition of declaration, and by hastening what is necessary.
Caussa autem propter quam non inuenitur bonus artifex eius cum manu sua in hoc nostro tempore, est: quia ars medicinae est longa, et oportet auctorem eius exercitari ante illud in scientia anatomiae, quam narrauit Galenus, donec sciat iuuamenta membrorum, et ipsorum formas, et eorum coniunctionem, et separationem, et habeat cognitionem ossium, et neruorum, et lacertorum, et numerum ipsorum, et eorum egressionem, et uenarum pulsatilium, et quietarum, et locorum exitus earum.	 The reason why a good practitioner of it with his hand is not found in this our time is that the art of medicine is long, and its author must be trained beforehand in the science of anatomy, as Galen has described, until he knows the supports of members, and their forms, and their conjunction, and separation, and has knowledge of bones, and nerves, and muscles, and their number, and their exit, and of pulsating and quiet veins, and the exits of them.
Et propter illud dixit Hippocrates, quod nomen cum nomine est multum, et cum opere est paucum, et praecipue in arte manus.	 And because of this, Hippocrates said: "A name with a name is much, and with work it is little, especially in the art of hand.
Nos uero iam diximus de illo in introitu huius libri.	 But we have already spoken about that at the beginning of this book.
Quoniam qui non est sciens, quod diximus de anatomia, non euacuatur, quin iam cadat in errorem, quo interficiuntur homines: sicut ego uidi multos ex illis, qui formantur de hac scientia, et iactant se de ea absque scientia, et sine experimento.	 Because the one who is not knowledgeable about what we have said regarding anatomy does not evacuate himself, so that he might fall into error, by which men are killed: just as I have seen many of those who profess to be experts in this science and boast about it without knowledge and without experimentation.
Quod est, quia uidi medicum stolidum secuisse apostema scrophulosum in collo mulieris, et incidit quasdam arterias in collo: quare fluxit sanguis mulieris, donec cecidit mortua inter manus eius.	 What happened was that I saw a foolish doctor cut into a scrofulous swelling on a woman's neck and he cut some of the arteries in the neck, so blood flowed from the woman until she died in his hands.
Et uidi medicum alium, qui praesumpsit ut extraheret lapidem uiro, qui processerat in aetate, et lapis erat magnus.	 And I saw another doctor who dared to extract a stone from an old man, and the stone was large.
Peruenit ergo ad eum, et extraxit ipsum cum frusto uesicae.	 So he came to him and extracted it along with a piece of the bladder.
Quare mortuus est uir in tertio die.	 Therefore the man died on the third day.
