Praefatio.	 Preface.
Postquam compleui uobis o Filii, librum hunc, qui est postremus scientiae in medicina cum complemento ipsius, et consecutus sum finem in eo, ex expositionibus eius, et ipsius declarationibus, uisum est mihi, ut compleam ipsum uobis cum hoc Tractatu qui est pars operationis, id est, chirurgiae cum manu.	 After I have completed this book for you, my Sons, which is the last in the science of medicine with its complement, and I have reached the end of it according to its exposition and declaration, it seemed to me that I should complete it with this Tractate, which is a part of the operation, namely surgery with the hand.
Quoniam operatio cum manu prostrata est in regione nostra, et tempore nostro priuata omnino: donec fortasse periit scientia eius, et abscissum est uestigium eius: et non remanserunt ex ea, nisi descriptiones paruae in libris antiquorum, quas mutauerunt manus: et accidit eis error et haesitatio, donec clausae sunt intentiones eius, et elongata est uis ipsius: Visum est mihi, ut uiuificem eam cum ordinatione huius Tractatus in ea secundum uiam ex positionis, et declarationis, et abbreuiationis: et ut ueniam cum formis ferramentorum Cauterii, et reliquorum instrumentorum operis: cum fit ex declarationis additione, et ex properatione eius quod est necesse.	 Because the operation by hand has fallen into disuse in our region and time, so that perhaps its knowledge has perished and its trace has been cut off; and nothing of it remains except small descriptions in the books of the ancients, which hands have changed, and error and hesitation have befallen them until their intentions were closed and their power was distant. It seemed to me that I should revive this science with the arrangement of this Tractate in it according to the way of exposition, declaration, and abbreviation; and that I come with the forms of the tools of cautery and the other instruments of work: as is done by the addition of declarations and their hastening.
Caussa autem propter quam non inuenitur bonus artifex eius cum manu sua in hoc nostro tempore, est: quia ars medicinae est longa, et oportet auctorem eius exercitari ante illud in scientia anatomiae, quam narrauit Galenus, donec sciat iuuamenta membrorum, et ipsorum formas, et eorum coniunctionem, et separationem, et habeat cognitionem ossium, et neruorum, et lacertorum, et numerum ipsorum, et eorum egressionem, et uenarum pulsatilium, et quietarum, et locorum exitus earum.	 The reason why a good artisan of it is not found with his hand in this our time is that the art of medicine is long, and its author must be trained beforehand in the science of anatomy, as Galen has narrated, until he knows the supports of the limbs and their forms, and their conjunction and separation, and has knowledge of the bones, and nerves, and sinews, and their number, and their exit, and the pulsatile and quiet veins, and the places of their exit.
Et propter illud dixit Hippocrates, quod nomen cum nomine est multum, et cum opere est paucum, et praecipue in arte manus.	 And because of that, Hippocrates said: "The name with the name is much, and with work it is little, especially in the art of hand.
Nos uero iam diximus de illo in introitu huius libri.	 But we have already spoken about this at the beginning of this book.
Quoniam qui non est sciens, quod diximus de anatomia, non euacuatur, quin iam cadat in errorem, quo interficiuntur homines: sicut ego uidi multos ex illis, qui formantur de hac scientia, et iactant se de ea absque scientia, et sine experimento.	 "For one who is not skilled in anatomy may fall into error, by which people are killed: as I have seen many of those who boast about this skill without knowledge or experience.
Quod est, quia uidi medicum stolidum secuisse apostema scrophulosum in collo mulieris, et incidit quasdam arterias in collo: quare fluxit sanguis mulieris, donec cecidit mortua inter manus eius.	 "That is, because I saw a foolish physician cut out a scrofulous abscess on a woman's neck and he cut some of the arteries in the neck; therefore the blood flowed from the woman until she died in his hands.
Et uidi medicum alium, qui praesumpsit ut extraheret lapidem uiro, qui processerat in aetate, et lapis erat magnus.	 "And I saw another physician who dared to remove a stone from a man who had grown old, and the stone was large.
Peruenit ergo ad eum, et extraxit ipsum cum frusto uesicae.	 "So he came to him and removed it with a piece of the bladder.
Quare mortuus est uir in tertio die.	 "Therefore the man died on the third day.
