Ayssi comensan las paraulas de Albucasim .	"Thus begin the words of Albucasis."
O, filhs, pus yeu he a vos complit aquest libre, le qual es le derier de la sciencia de medicina, per le compliment de lu so consequit la fi en lu, e per las exposicios de lu, e per las declaracios de lu, es a mi vist que yeu complesca aquel a vos am aquest tractat, le qual es partida de la operacio am ma, so es cyrurgia.	"O sons, since I have completed for you this book, which is the last of the science of medicine, through its completion it has reached its end, and through its explanations and declarations, it seems to me that I complete that for you with this treatise, which concerns manual operation, that is surgery."
Quar la operacio am ma es prostrada en nostre regio e en nostre temps de tot privada, entro que fort leu peric la sciencia de lu, e le vistigi de lu es ostat; e no romasero de lu sino alcunas petitas descripcios en les libres dels Antics, les quals mudero las mas e endevenc ad aquels error e heyssitacio entro que son clausas las entencios de lu e es elonguada la forsa de lu e l’art.	For the manual operation is proscribed in our region and in our time completely prohibited, so that very few people know its science, and its traces are obliterated; and nothing remains of it but some small descriptions in the books of the Ancients, which have been altered by their hands and rendered obscure those intentions and elongated its strength and art."
E es vist a mi que yeu vivifique aquela am ordenacio de aquest tractat en aquela segon la via de exposicio e de declaracio e de abreviacio; e per que vengua am las formas dels ferramentz de cautheri e dels autres instrumentz de la obra cum sia per addicio de la declaracio, e per preparacio de lu, la qual causa es necessaria.	"It seems to me that I should revive this with an arrangement of this treatise according to the way of exposition and declaration and abbreviation; and also to include the forms of the instruments of cautery and other tools for the work, both by addition to the declaration and for preparation thereof, which is necessary."
Mays la causa per la qual no es atrobat bo artifex am la sieua ma en aquest nostre temps, es quar la art de medicina es longua, e que cove le sieu actor denant aquo esser excercitat en la sciencia de anotomia la qual recontec Gualia entro que sapia les juvament dels membres e las formas de aquels, e la conjunctio e la separacio de lor; e haia la conoyssensa dels osses, dels nervis e dels lacertz, e·l nombre de aquels, e la egrecio de lor; e de las venas pulsatils e de las quietas, e dels locs del eyssiment de lor.	"But the reason why there is not found a good artisan with his hands in our time is because the art of medicine is long, and its practitioner must beforehand be exercised in the science of anatomy, which Galen held to be necessary so that he might know the uses of the members and their forms, their conjunctions and separations; and have knowledge of bones, nerves and sinews, their number and arrangement; and of the pulsating veins and quiet ones, and their places of exit."
E per aquo ditz Ypocras que am u nom es mot, mays en l’obra petit, e majorment en la art de la ma.	"And for this reason Hippocrates said that with few words, but greater effect, especially in the art of manual operation."
Mays nos ja avem dit de aquel en l’introit de aquest libre; quar qui no es scient aquo que li avem dit de anotomia, no es evacuat que no caia en error per la qual siran mortz les homes, ayssi cum yeu he vist trops de aquels, quar alscus son formatz en esta sciencia e gettan se de aquela ses sciencia e ses experiment.	"But we have already said in the introduction of this book that whoever is not skilled in what we have said about anatomy will surely fall into error and cause the death of many people, as I have seen too many do. For some are formed in this science but cast themselves from it without its knowledge and experience."
Quar yeu vi un metge folh e enperit aver incidit un apostema escrophilos en le colh de una femna, e incidic alcunas arterias del colh per que fluic gran sanc entro que la femna cazec morta entre las mas de lu.	"For I saw a foolish and inexperienced doctor cut an escrophulous boil on the neck of a woman, and cut some arteries in her neck so that much blood flowed out, causing the woman to die suddenly."
E vi un autre metge que pres que el traguera una peyra d’un home le qual avia procesit en sa etat, e la peyra era gran, e venguet a lu e trayssec aquela peyra am un tros de la vesiqua, per que aquel home al tertz dia es mort.	"And I saw another doctor who took it upon himself to remove a stone from a man who was in that condition, and the stone was large. He came to him and removed that stone with a piece of the bladder, causing that man to die on the third day."
E yeu ja apelat fuy a estrayre aquela, e vi que per la grandesa de la peyra e per la disposicio del malaute conogui subre lu que morira.	"And I had already predicted that he would die, and I saw that because of the size of the stone and the disposition of the illness, I knew beforehand that he would die."
E vi un autre metge le qual prenia stipendic de un duc de nostra terra per cyrurgia, e endeven a un crastrat negre le qual era deves lu fractura en la coyssa de lu; e perparec le metge am la sua ignorancia, estrayssec la fractura, sobre la plagua, am pulvinas e astelas am forta strectura, e no layssec a la plagua espiracio.	"And I saw another doctor who took payment of two gold coins from our land to perform surgery. He undertook the case of a blacksmith whose thighbone was fractured. The doctor, through his ignorance, extracted the fracture above the wound with pillows and splints with great force, not allowing the wound any breathing space."
