Praefatio.	Preface. 
Postquam compleui uobis o Filii, librum hunc, qui est postremus scientiae in medicina cum complemento ipsius, et consecutus sum finem in eo, ex expositionibus eius, et ipsius declarationibus, uisum est mihi, ut compleam ipsum uobis cum hoc Tractatu qui est pars operationis, id est, chirurgiae cum manu.	After I have completed for you, O sons, this book, which is the last of medical science with its complement, and I have reached the end in it from its expositions and its declarations, it seemed good to me to complete it for you with this Treatise which is a part of operation, that is surgery with the hand. 
Quoniam operatio cum manu prostrata est in regione nostra, et tempore nostro priuata omnino: donec fortasse periit scientia eius, et abscissum est uestigium eius: et non remanserunt ex ea, nisi descriptiones paruae in libris antiquorum, quas mutauerunt manus: et accidit eis error et haesitatio, donec clausae sunt intentiones eius, et elongata est uis ipsius: Visum est mihi, ut uiuificem eam cum ordinatione huius Tractatus in ea secundum uiam ex positionis, et declarationis, et abbreuiationis: et ut ueniam cum formis ferramentorum Cauterii, et reliquorum instrumentorum operis: cum fit ex declarationis additione, et ex properatione eius quod est necesse.	Since operation with the hand is prostrate in our region and time utterly private: until perhaps the knowledge of it perished, and the trace of it was cut off: and there remained nothing from it except small descriptions in the books of the ancients, which hands changed: and error and hesitation befell them, until its intentions were closed and its force lengthened: It seemed good to me to revive it with the arrangement of this Treatise in it according to the way of exposition, declaration, and abbreviation: and to come with the forms of instruments of the Cautery, and the rest of the operative instruments: with it being done from the addition of declaration, and its proper execution.  
Caussa autem propter quam non inuenitur bonus artifex eius cum manu sua in hoc nostro tempore, est: quia ars medicinae est longa, et oportet auctorem eius exercitari ante illud in scientia anatomiae, quam narrauit Galenus, donec sciat iuuamenta membrorum, et ipsorum formas, et eorum coniunctionem, et separationem, et habeat cognitionem ossium, et neruorum, et lacertorum, et numerum ipsorum, et eorum egressionem, et uenarum pulsatilium, et quietarum, et locorum exitus earum.	The cause however for which a good craftsman of it with his hand is not found in our time is: because the art of medicine is long, and it is necessary for its author to exercise himself before that in the science of anatomy as Galen narrated, until he knows the joints of the limbs, and their forms, and their conjunction and separation, and has knowledge of the bones, nerves, muscles, and their number, and their egress, and veins pulsatile and quiet, and places of their exit. 
Et propter illud dixit Hippocrates, quod nomen cum nomine est multum, et cum opere est paucum, et praecipue in arte manus.	And for that Hippocrates said that a name with a name is much, and with work it is little, and especially in the art of the hand. 
Nos uero iam diximus de illo in introitu huius libri.	We however already said of that in the introduction to this book.  
Quoniam qui non est sciens, quod diximus de anatomia, non euacuatur, quin iam cadat in errorem, quo interficiuntur homines: sicut ego uidi multos ex illis, qui formantur de hac scientia, et iactant se de ea absque scientia, et sine experimento.	For he who is not knowing what we said of anatomy, is not purged, but rather falls into error by which men are killed: just as I have seen many of those who are formed from this science and boast themselves of it without knowledge, and without experiment.  
Quod est, quia uidi medicum stolidum secuisse apostema scrophulosum in collo mulieris, et incidit quasdam arterias in collo: quare fluxit sanguis mulieris, donec cecidit mortua inter manus eius.	Which is because I saw a foolish physician dissect a scrofulous abscess on a woman's neck and he cut into some arteries in her neck; therefore the woman bled until she fell dead between his hands. 
Et uidi medicum alium, qui praesumpsit ut extraheret lapidem uiro, qui processerat in aetate, et lapis erat magnus.	And I saw another physician who presumed to extract a stone from a man who was advanced in age, and the stone was large. 
Peruenit ergo ad eum, et extraxit ipsum cum frusto uesicae.	He therefore arrived at him and extracted it with a piece of the bladder. 
Quare mortuus est uir in tertio die.	Therefore the man died on the third day. 
Et ego quidem iam uocatus fueram ad extrahendum ipsum: et uidi ex magnitudine lapidis, et dispositione infirmi, quod moriretur.	And I indeed had already been summoned to extract it; and I saw from the size of the stone and the condition of the weak man that he would die. 
Et uidi medicum alium, qui accipiebat stipem apud quendam Ducum terrae nostrae propter medicinam: et accidit eunucho nigro, qui erat apud ipsum, fractura in crure eius prope calcaneum: et properauit medicus cum ignorantia sua, et strinxit fracturam super uulnus cum puluinaribus, et astellis strictura forti, et non dimisit uulneri expirationem.	And I saw another physician who was receiving a fee from a certain Duke in our land for medicine; and it happened that a black eunuch who was with him suffered a fracture in his leg near the heel; and the physician hurried with his ignorance and bound the fracture over the wound with lint and bandages, and a tight constriction, and did not allow the wound to breathe. 
Deinde absoluit eum secundum desyderia sua.	Then he discharged him according to his wishes.
Postea dimisit eum diebus aliquot, et praecepit ei, ne solueret ligamentum: et stetit sic donec apostematum est crus eius, et ipsius pes, et peruenit ad perditionem.	Afterwards he dismissed him after several days and ordered him not to loosen the bandage; and it remained so until his leg and foot became abscessed and reached destruction. 
Vocatus sum ergo ad eum: et properaui ad soluendum ligamentum: et consecuta est tranquillitas, et euasit a doloribus suis.	I was therefore summoned to him; and I hurried to loosen the bandage; and there followed quietude, and he escaped from his pains. 
Verumtamen corruptio iam confirmata erat in membro: et non potui refraenare ipsam.	However the corruption had already been confirmed in the limb and I was not able to restrain it.  
Pon ergo cessauit corruptio perambulare in membro, donec periit.	Put therefore the corruption ceased to spread in the limb until it died. 
Et uidi medicum alium, qui perforauit apostema cancerosum: et ulceratum est post dies, donec magnificata est malicia eius cum domino ipsius.	And I saw another physician who perforated a cancerous abscess; and it became ulcerated afterwards until the malice of it was magnified with its master. 
Quod est, quia quando est cancer purus ex humore melancholico, tunc non oportet ut perueniatur ad eum cum ferro omnino, nisi sit in membro quod toleret, ut abscindatur totum eius.	Which is because when cancer is pure from melancholic humor then it is not necessary to approach it with iron at all unless it is in a limb which can tolerate it so that the whole of it may be cut off. 
Et propter illud o Filii, necesse est uobis, ut sciatis, quod operatio cum manu diuiditur in duas diuisiones: scilicet, operationem cui associatur salus: et operationem, cum qua est periculum in pluribus dispositionibus.	And for that reason, O Sons, it is necessary for you to know that the operation with the hand is divided into two divisions: namely, the operation which is associated with health; and the operation with which there is danger in many conditions. 
Et ego iam excitaui in omni loco huius libri, in quo uenit operatio, in qua est terror et timor.	And I have already roused in every place of this book where the operation comes which is fraught with terror and fear.  
Quare necesse est uobis, ut caueatis illud, et dimitatis ipsum: ut non inueniant stolidi uiam ad loquendum, et dehonestandum.	Therefore it is necessary for you to be cautious about that and divide it so that foolish people do not find a way to speak and dishonor. 
Accipite ergo mensuram cum sollicitudine et protectione, et infirmos uestros cum facilitate et firmitudine, et utimini uia meliore perducente gratia Dei ad salutem et successionem laudabilem: et dimittite aegritudines terribiles difficilis sanationis: et tollite animas uestras ab eo quod facit uos timere, ut ingrediatur super uos haesitatio in fide uestra et commodo uestro.	Therefore accept the measure with solicitude and protection, and your infirm patients with ease and firmness, and use the better way leading by God's grace to salvation and praiseworthy succession; and dismiss terrible ailments of difficult healing; and lift up your souls from that which makes you fear, so that hesitation may enter upon you in your faith and well-being. 
Est enim magis remanens ad gloriam uestram, et sublimius in mundo isto, et postremo ad quantitates uestras.	For it is more enduring for your glory, and more sublime in this world, and lastly for your quantities. 
Galenus enim iam dixit in quibusdam suis admonitionibus.	For Galen has already said in some of his admonitions.  
Non medicetis aegritudinem malam: ne nominemini medici mali.	Do not treat a bad ailment lest you be called a bad doctor. 
Iam autem diuisi hunc Tractatum secundum tria Capitula. ¶	But I have now divided this treatise according to three chapters.
Capitulum primum.	Chapter One.
De Cauterio cum igne, et Cauterio cum medicina acuta, capitulatum, et ordinatum a capite usque ad pedes, et formis instrumentorum, et ferramentis Cauterii: et omni quod necessarium est in operatione. ¶	On cautery with fire, and cautery with sharp medicine, chaptered and ordered from the head to the feet, and forms of instruments and tools for cautery; and everything necessary in the operation. 
Capitulum secundum.	Chapter Two. 
De sectione et perforatione, phlebotomia et uentosis, et uulneribus: et extractione sagittarum, et similibus illius: et totum capitulatum, ordinatum formis instrumentorum. ¶	On incision and perforation, phlebotomy and venesections, and wounds: and the extraction of arrows, and things similar to that; and wholly chaptered, ordered according to the forms of instruments. 
Capitulum tertium.	Chapter Three.  
De restauratione, et dislocatione, et curatione torsionis, et similibus illius: capitulatum, ordinatum a capite usque ad pedes, et formis instrumentorum.	On restoration, and dislocation, and the treatment of torsion, and things similar to that; chaptered, ordered from the head to the feet, and according to the forms of instruments. 
Soli Deo Gloria.	Glory to God alone. 
Liber Chirurgici Albucasis.	The Surgical Book of Albucasis. 
Pars I.	Part I. 
¶ De Iuuamento, et Nocumento Cauterii: et quibus complexionibus conueniat, et quo tempore: et si cum ferro, uel auro.	Concerning cautery and its harm; to which complexions it suits and at what time; and whether with iron or gold. 
Caput I.	Chapter I. 
Sed Ante Quidem Quam rememorer operationis cum eo, oportet ut dicam qualitatem Iuuamentorum eius, et Nocumentorum ipsius: et in qua complexione exhibeatur.	But before I recall the operations with it, it is necessary to say what its qualities of benefits and harms are, and in which complexion it is exhibited. 
Dico ergo, quod sermo de qualitate iuuamenti Cauterii, et nocumenti eius, est sermo prolixus, et subtilis, scientia, et secretum occultum.	Therefore I say that speech concerning the quality of cautery's benefit and its harm is a lengthy and subtle science and hidden secret. 
Etiam locuta fuit in eo multitudo sapientum, et dissenserunt in eo: et mihi quidem sufficit parum ex sermonibus eorum, timens prolongationem.	Indeed, many wise men have spoken on this matter and disagreed; and it suffices me to speak a little from their words, fearing delay. 
Dico ergo, quod Cauterium confert uniuersaliter omni complexioni, quae est cum materia, et absque materia: excaeptis duabus complexionibus, quae sunt complexio calida absque materia, et complexio sicca absque materia.	Therefore I say that cautery is applied universally to every complexion which has matter and is without matter, except for two complexions, which are a hot complexion without matter and a dry complexion without matter.
In complexione autem calida et sicca cum materia dissenserunt.	However in the hot and dry complexion with matter they disagreed. 
Quidam enim dixerunt, quod Cauterium iuuatiuum est in ea.	For some said that cautery is beneficial in it. 
Et dixerunt alii contrarium illius, scilicet quod Cauterium non est conueniens in aegritudine, quae est ex caliditate et siccitate: quoniam natura ignis est caliditas: et inconueniens est, ut sanetur ex agritudine calida et sicca, cum calido et sicco.	And others said the opposite of that, namely that cautery is not suitable in illness which is from heat and dryness; because the nature of fire is heat; and it is unsuitable for something hot and dry to heal a hot and dry illness. 
Et dixit ille qui dicit contrarium illius: quod per Cauterium fit iuuamentum in omni aegritudine calida et sicca, quae accidit in corporibus hominum: quoniam quando tu comparas corpus hominis, et humiditates eius, ad complexionem ignis, inuenis corpus hominis frigidum.	And he who says the opposite of that said: that benefit is done through cautery in every hot and dry illness which occurs in the bodies of men; because when you compare the body of a man and its humidities to the complexion of fire, you find the body of a man cold.
Et ego quidem dico per sermonem eius: quia ex perimentum iam detexit mihi illud aliquotiens.	And I indeed say through his speech: because experience has already shown me that many times. 
Verumtamen non oportet, ut ueniat super illud, nisi qui iam probatus est, et exercitatus in capitulo Cauterii exercitio ultimo, et cognouit diuersitatem complexionum hominum, et dispositionem aegritudinum in se ipsis, et caussas earum, et accidentia ipsarum, et spacium temporis earum.	However it is not necessary for that to come about unless one who has already been proven and practiced in the ultimate exercise of cautery, and has known the diversity of complexions of men, and the disposition of illnesses within themselves, and their causes, and their accidents, and the space of time of them. 
Ex reliquis autem complexionibus non est super uos timor: et praecipue in aegritudinibus frigidis et humidis.	But there is no fear for you from the remaining complexions; and especially in cold and moist illnesses. 
Iam enim conuenerunt omnes medici super eas: et non dissenserunt in iuuamento cum Cauterio in eis.	For all physicians have now agreed upon them, and they did not disagree about cautery for them. 
