Praefatio.	Preface. 
Postquam compleui uobis o Filii, librum hunc, qui est postremus scientiae in medicina cum complemento ipsius, et consecutus sum finem in eo, ex expositionibus eius, et ipsius declarationibus, uisum est mihi, ut compleam ipsum uobis cum hoc Tractatu qui est pars operationis, id est, chirurgiae cum manu.	After I completed for you, O sons, this book, which is the last of medical science with its completion, and I reached the end in it from its expositions and its own statements, it seemed to me fitting to complete it for you with this Treatise which is a part of operation, that is, surgery by hand. 
Quoniam operatio cum manu prostrata est in regione nostra, et tempore nostro priuata omnino: donec fortasse periit scientia eius, et abscissum est uestigium eius: et non remanserunt ex ea, nisi descriptiones paruae in libris antiquorum, quas mutauerunt manus: et accidit eis error et haesitatio, donec clausae sunt intentiones eius, et elongata est uis ipsius: Visum est mihi, ut uiuificem eam cum ordinatione huius Tractatus in ea secundum uiam ex positionis, et declarationis, et abbreuiationis: et ut ueniam cum formis ferramentorum Cauterii, et reliquorum instrumentorum operis: cum fit ex declarationis additione, et ex properatione eius quod est necesse.	Since operation by hand is laid low in our region and time completely lost, until perhaps the knowledge of it perished, and its trace was cut off, and there remained from it nothing except small descriptions in old books, which hands altered, and error and hesitation happened to them until its intentions were closed and its force extended: It seemed fitting to me to revive it with the ordering of this Treatise on it according to the way of exposition, declaration, and abbreviation; and to come with forms of instruments of cautery and the rest of the tools for the work; with what is done by addition from declarations and from the celerity of that which is necessary. 
Caussa autem propter quam non inuenitur bonus artifex eius cum manu sua in hoc nostro tempore, est: quia ars medicinae est longa, et oportet auctorem eius exercitari ante illud in scientia anatomiae, quam narrauit Galenus, donec sciat iuuamenta membrorum, et ipsorum formas, et eorum coniunctionem, et separationem, et habeat cognitionem ossium, et neruorum, et lacertorum, et numerum ipsorum, et eorum egressionem, et uenarum pulsatilium, et quietarum, et locorum exitus earum.	The reason why a good craftsman of it with his hand is not found in our time is: because the art of medicine is long, and it is necessary for its author to practice before that in the science of anatomy, as Galen narrated, until he knows the functions of the members, and their forms, and their conjunction and separation, and has knowledge of the bones, nerves, and muscles, and their number, and their emergence, and veins pulsating and quiet, and the places of their exit.  
Et propter illud dixit Hippocrates, quod nomen cum nomine est multum, et cum opere est paucum, et praecipue in arte manus.	And on account of that Hippocrates said, that a name with a name is much, and with work is little, and especially in the art of the hand. 
Nos uero iam diximus de illo in introitu huius libri.	We, however, already said about that at the beginning of this book. 
Quoniam qui non est sciens, quod diximus de anatomia, non euacuatur, quin iam cadat in errorem, quo interficiuntur homines: sicut ego uidi multos ex illis, qui formantur de hac scientia, et iactant se de ea absque scientia, et sine experimento.	Since he who is not knowing what we said about anatomy, is not purged, but rather falls into error by which men are killed: just as I saw many of those who are formed from this science and boast themselves about it without knowledge, and without experiment. 
Quod est, quia uidi medicum stolidum secuisse apostema scrophulosum in collo mulieris, et incidit quasdam arterias in collo: quare fluxit sanguis mulieris, donec cecidit mortua inter manus eius.	This happened because I saw a stupid doctor cut open a scrofulous abscess on a woman's neck and he cut some arteries in her neck: therefore the woman's blood flowed until she fell dead between his hands. 
Et uidi medicum alium, qui praesumpsit ut extraheret lapidem uiro, qui processerat in aetate, et lapis erat magnus.	And I saw another doctor who presumed to extract a stone from a man who had advanced in age and the stone was large. 
Peruenit ergo ad eum, et extraxit ipsum cum frusto uesicae.	He therefore reached him and extracted it with a piece of bladder. 
Quare mortuus est uir in tertio die.	Therefore the man died on the third day. 
Et ego quidem iam uocatus fueram ad extrahendum ipsum: et uidi ex magnitudine lapidis, et dispositione infirmi, quod moriretur.	And I myself had already been called to extract it and I saw from the size of the stone and the condition of the sick man that he would die.  
Et uidi medicum alium, qui accipiebat stipem apud quendam Ducum terrae nostrae propter medicinam: et accidit eunucho nigro, qui erat apud ipsum, fractura in crure eius prope calcaneum: et properauit medicus cum ignorantia sua, et strinxit fracturam super uulnus cum puluinaribus, et astellis strictura forti, et non dimisit uulneri expirationem.	And I saw another doctor who was receiving a fee from a Duke of our land for medicine and it happened that a black eunuch who was with him suffered a fracture in his leg near his heel and the doctor rushed with his ignorance and bound the fracture over the wound with bandages and strong bindings and did not allow the wound to breathe. 
Deinde absoluit eum secundum desyderia sua.	Then he released him according to his wishes. 
Postea dimisit eum diebus aliquot, et praecepit ei, ne solueret ligamentum: et stetit sic donec apostematum est crus eius, et ipsius pes, et peruenit ad perditionem.	Afterward he dismissed him after several days and ordered him not to loosen the bandage and it remained so until his leg and foot became abscessed and it came to destruction. 
Vocatus sum ergo ad eum: et properaui ad soluendum ligamentum: et consecuta est tranquillitas, et euasit a doloribus suis.	I was therefore called to him and I hurried to loosen the bandage and tranquility followed and he was freed from his pains. 
Verumtamen corruptio iam confirmata erat in membro: et non potui refraenare ipsam.	However, the corruption had already been confirmed in the limb and I could not restrain it.  
Pon ergo cessauit corruptio perambulare in membro, donec periit.	Therefore the corruption ceased to spread in the limb until it died. 
Et uidi medicum alium, qui perforauit apostema cancerosum: et ulceratum est post dies, donec magnificata est malicia eius cum domino ipsius.	And I saw another doctor who pierced a cancerous abscess and it became ulcerated afterward until its malice was magnified with its master. 
Quod est, quia quando est cancer purus ex humore melancholico, tunc non oportet ut perueniatur ad eum cum ferro omnino, nisi sit in membro quod toleret, ut abscindatur totum eius.	This is because when cancer is pure from melancholic humor then it should not be reached with iron at all unless it is in a limb that can tolerate it so that its whole mass can be cut off. 
