Praefatio.	Preface.
Postquam compleui uobis o Filii, librum hunc, qui est postremus scientiae in medicina cum complemento ipsius, et consecutus sum finem in eo, ex expositionibus eius, et ipsius declarationibus, uisum est mihi, ut compleam ipsum uobis cum hoc Tractatu qui est pars operationis, id est, chirurgiae cum manu.	After I have completed for you, O sons, this book which is the last of the sciences of medicine with its complement, and have come to an end in it through expositions and declarations, it seemed good to me that I should complete it for you with this Tractate which is a part of operation, that is, surgery by hand.
Quoniam operatio cum manu prostrata est in regione nostra, et tempore nostro priuata omnino: donec fortasse periit scientia eius, et abscissum est uestigium eius: et non remanserunt ex ea, nisi descriptiones paruae in libris antiquorum, quas mutauerunt manus: et accidit eis error et haesitatio, donec clausae sunt intentiones eius, et elongata est uis ipsius: Visum est mihi, ut uiuificem eam cum ordinatione huius Tractatus in ea secundum uiam ex positionis, et declarationis, et abbreuiationis: et ut ueniam cum formis ferramentorum Cauterii, et reliquorum instrumentorum operis: cum fit ex declarationis additione, et ex properatione eius quod est necesse.	For since operation by hand is prostrate in our region and altogether private in our time until perhaps its science has been lost and its trail blazed, and nothing remains of it but small descriptions in the books of the ancients which have been altered by hands, and error and hesitancy have befallen them until their intentions are sealed and their vision prolonged. It seemed good to me that I should revive it with the arrangement of this Tractate according to the way of exposition, declaration and abbreviation, and that I should come to it with the forms of cautery tools and other instruments of work with an addition from declaration and its necessity.
Caussa autem propter quam non inuenitur bonus artifex eius cum manu sua in hoc nostro tempore, est: quia ars medicinae est longa, et oportet auctorem eius exercitari ante illud in scientia anatomiae, quam narrauit Galenus, donec sciat iuuamenta membrorum, et ipsorum formas, et eorum coniunctionem, et separationem, et habeat cognitionem ossium, et neruorum, et lacertorum, et numerum ipsorum, et eorum egressionem, et uenarum pulsatilium, et quietarum, et locorum exitus earum.	And the cause why a good craftsman of it is not found with his hand in this our time, is because the art of medicine is long and its author must exercise himself before that in the science of anatomy which Galen narrated until he knows the joints of the members and their forms, and their connection and separation, and have knowledge of the bones and nerves and sinews and number them and know their exit and the pulsing of blood vessels.
Et propter illud dixit Hippocrates, quod nomen cum nomine est multum, et cum opere est paucum, et praecipue in arte manus.	And because of that Hippocrates said that the name with the name is much and with work it is little and especially in the art of the hand.Et quia multum mihi placet, quod Galenus in libro suo de anatomia, et alibi saepe dixit, ut medicus non debet esse artifex operis cum manu, neque debet mederi omnia: sed illud est optabile, ut sit ueterinarius, qui curat omnia.
Nos uero iam diximus de illo in introitu huius libri.	We have already spoken of him in the introduction to this book.
Quoniam qui non est sciens, quod diximus de anatomia, non euacuatur, quin iam cadat in errorem, quo interficiuntur homines: sicut ego uidi multos ex illis, qui formantur de hac scientia, et iactant se de ea absque scientia, et sine experimento.	For he who is not learned in anatomy, as we have said, will not be able to operate without falling into error and killing his patients; just as I have seen many of those who profess this science, and boast of it without knowledge or experience.
Quod est, quia uidi medicum stolidum secuisse apostema scrophulosum in collo mulieris, et incidit quasdam arterias in collo: quare fluxit sanguis mulieris, donec cecidit mortua inter manus eius.	This is because I saw a stupid doctor following a scrofulous swelling on a woman's neck and cutting certain arteries in the neck; so that the woman's blood flowed until she fell dead in his hands.
Et uidi medicum alium, qui praesumpsit ut extraheret lapidem uiro, qui processerat in aetate, et lapis erat magnus.	And I saw another doctor who presumed to extract a stone from a man which had grown with age; and the stone was large.
Peruenit ergo ad eum, et extraxit ipsum cum frusto uesicae.	So he came to him, and extracted it with a knife.
Quare mortuus est uir in tertio die.	And so the man died on the third day.Et multas alias inuenta et uaria medicorum stultitia, qui non habent experientiam in scientia anatomiae.
