Ayssi comensan las paraulas de Albucasim .	Thus begin the words of Albucasim.
O, filhs, pus yeu he a vos complit aquest libre, le qual es le derier de la sciencia de medicina, per le compliment de lu so consequit la fi en lu, e per las exposicios de lu, e per las declaracios de lu, es a mi vist que yeu complesca aquel a vos am aquest tractat, le qual es partida de la operacio am ma, so es cyrurgia.	O children, since I have completed this book for you, which is the last of the science of medicine, by means of which its conclusion has been reached through me and through whose expositions and through whose descriptions to me it has become clear that you will achieve the object of this treatise, which is a part of the operation with the hand, namely surgery.
Quar la operacio am ma es prostrada en nostre regio e en nostre temps de tot privada, entro que fort leu peric la sciencia de lu, e le vistigi de lu es ostat; e no romasero de lu sino alcunas petitas descripcios en les libres dels Antics, les quals mudero las mas e endevenc ad aquels error e heyssitacio entro que son clausas las entencios de lu e es elonguada la forsa de lu e l’art.	For the operation with the hand is almost unknown in our region and in our time, having been completely deprived of its science and its art has decayed; and nothing remains of it except some small descriptions in the books of the Ancients, which they have altered and have led to error and confusion, so that the understanding of it is obscured and its power diminished.
E es vist a mi que yeu vivifique aquela am ordenacio de aquest tractat en aquela segon la via de exposicio e de declaracio e de abreviacio; e per que vengua am las formas dels ferramentz de cautheri e dels autres instrumentz de la obra cum sia per addicio de la declaracio, e per preparacio de lu, la qual causa es necessaria.	And it has been revealed to me that I shall revive it by arranging this treatise in the following manner: according to the way of exposition and description and abbreviation; and so that we may come to an understanding of the forms of the tools of cautery and other instruments of the art as they are through addition of description, and also through preparation, which is necessary.
Mays la causa per la qual no es atrobat bo artifex am la sieua ma en aquest nostre temps, es quar la art de medicina es longua, e que cove le sieu actor denant aquo esser excercitat en la sciencia de anotomia la qual recontec Gualia entro que sapia les juvament dels membres e las formas de aquels, e la conjunctio e la separacio de lor; e haia la conoyssensa dels osses, dels nervis e dels lacertz, e·l nombre de aquels, e la egrecio de lor; e de las venas pulsatils e de las quietas, e dels locs del eyssiment de lor.	The reason why a good artist is not found in our time who can use his hand is because the art of medicine is long, and it requires its practitioner to be exercised in the science of anatomy, which was known to Galen, who understood the members of animals and their forms, and the connection and separation of them; and had knowledge of the bones, nerves, and veins, and the number of these, and the course of them.
E per aquo ditz Ypocras que am u nom es mot, mays en l’obra petit, e majorment en la art de la ma.	And because of this, Hippocrates says that his name is great, although he was small in stature, and especially in the art of the hand.
Mays nos ja avem dit de aquel en l’introit de aquest libre; quar qui no es scient aquo que li avem dit de anotomia, no es evacuat que no caia en error per la qual siran mortz les homes, ayssi cum yeu he vist trops de aquels, quar alscus son formatz en esta sciencia e gettan se de aquela ses sciencia e ses experiment.	But we have already said this in the introduction to this book; for whoever is not educated in what we have said about anatomy will certainly fall into error and cause men to die, as I have seen many such people do, for some of them are trained in this science but forget it and do not follow its precepts.
Quar yeu vi un metge folh e enperit aver incidit un apostema escrophilos en le colh de una femna, e incidic alcunas arterias del colh per que fluic gran sanc entro que la femna cazec morta entre las mas de lu.	For I saw a foolish and inexperienced doctor cut an abscess of scrofula on the neck of a woman, and he cut some arteries in the neck so that much blood flowed out and the woman died in his arms.
E vi un autre metge que pres que el traguera una peyra d’un home le qual avia procesit en sa etat, e la peyra era gran, e venguet a lu e trayssec aquela peyra am un tros de la vesiqua, per que aquel home al tertz dia es mort.	And I saw another doctor who was called to a man who had a stone in his bladder, and the stone was large, and he came to him and extracted that stone with a piece of the bladder, so that the man died on the third day.
E yeu ja apelat fuy a estrayre aquela, e vi que per la grandesa de la peyra e per la disposicio del malaute conogui subre lu que morira.	And I called upon him to extract it, and I saw that because of the size of the stone and the disposition of the patient over him that he would die.
E vi un autre metge le qual prenia stipendic de un duc de nostra terra per cyrurgia, e endeven a un crastrat negre le qual era deves lu fractura en la coyssa de lu; e perparec le metge am la sua ignorancia, estrayssec la fractura, sobre la plagua, am pulvinas e astelas am forta strectura, e no layssec a la plagua espiracio.	And I saw another doctor who was paid by a duke of our land to perform surgery, and he set a broken bone in the thigh of a black man; and through his ignorance, the doctor extracted the broken bone above the plague with powdery substances and bound it with strong binding, and did not leave any opening for exhalation.
E aprop le desliet segons los sieus desiriers, e aprop le relieg, e aprop le leyssec per alcus jorns e comandec que nos deslies le liament; e estec ayssi entro que la coyssa e·l pe foro apostematz, e pervenguet a perdicio.	And then he died according to his desire, and then he was buried, and then he was allowed to lie for several days, and command was given that he be disentombed; and they found the thigh and leg swollen with an abscess, and it came to perdition.
E yeu fuy apelat a lu, e aparelhegui a desliar le liament, e conseguida es tranquilitat e enayssi amermet de sas dolors.	And I was called to him, and I made arrangements to disentomb him, and tranquillity was achieved and he was cured of his pains.
Mays empero ja corrupcio era confermada en le membre, per que no pogui refrenar aquela, e no cessec perambular la corrupcio en le membre entro que·l malaute peric.	But indeed the corruption was confirmed in the member, so that I could not restrain it and the corruption did not cease to spread in the member until the man died.
E vi un autre metge le qual perforec un apostema cancros, e fo ulcerat aprop alscus dias, entro que foc magnificada la malicia de lu am lo senhor de lu.	And I saw another doctor who opened a cancerous abscess and it became ulcerated after several days, so that the malice of the ulcer increased through the lord of the house.
La qual causa es quar le cranc caut es pur de humor melencolic, lahoras no cove que pervengua a lu am ferr de tot, sino que sia an membre le qual suffertes que de tot fos hostat.	The reason for this is that the black cautery is pure of melancholic humour, so it does not allow anything to come to it except from a member which suffers from it.
E per aquo, filhs, necessari es a vos que la operacio am ma sia devisada en dos devesios: so es en operacio a lu qual es associada salut, e en obra am la qual es perilh en las majors disposicios.	And because of this, children, it is necessary for you that the operation with the hand be divided into two parts: one in which the operation is associated with health, and another in which there is danger in the greatest dispositions.
E yeu ja he exsitat aquo en tot loc de aquest libre en le qual venc opperacio en la qual es error e temor; per que necessari es a vos que guardetz aquo e layssetz aquel, per que les folhs no atrobo via a parlar e a vos desonestar.	And I have already mentioned this in every place in this book where there is error and fear, so that it is necessary for you to be careful about this and leave it alone, so that the foolish may not stumble upon it and dishonour you.
E donc prenetz las vostras armas am sollicitut e am proteccio de Dieu , e les vostres malautes am falicitat e am fermetat.	And now take up your weapons with diligence and with the protection of God, and your patients with gentleness and firmness.
E usatz de la milhor via per la gracia de Dieu perdusent a salut e a lausabla successio, e laysatz las malautias terriblas de difficil sanacio, e ostatz las vostras armas de aquo que vos fa temer, per so que ysitatio en vostra fe e en le vostre nom no vos evasisca: quar mays es remanent a la vostra gloria, e pus aut en le mon e en derier a las vostras sanctitatz.	And use the best way through the grace of God to bring about health and glorious success, and vanquish terrible diseases of difficult cure, and put away your fears of that which causes you terror, so that apprehension in your faith and in your name does not overcome you: for thus shall there remain to your glory, and more beyond the world and into eternity to your sanctities.
Gualia ja diyssec en alcunas sieuas monicios:	Galen already said in some of his writings:
“No mediquetz malautia mala, per so que mals metges no siatz nompnatz”.	does not heal diseases badly, for bad doctors are not named.”
E yeu ja he devesit aquest libre segontz tres capitols.	And I have divided this book into three chapters.
Comensa la divisio del libre, e primier de la primieyra partida.	The division of the book begins, and first of the first part.
