Praefatio.	Preface.
Postquam compleui uobis o Filii, librum hunc, qui est postremus scientiae in medicina cum complemento ipsius, et consecutus sum finem in eo, ex expositionibus eius, et ipsius declarationibus, uisum est mihi, ut compleam ipsum uobis cum hoc Tractatu qui est pars operationis, id est, chirurgiae cum manu.	Having completed this book for you, my son, which is the last of the sciences in medicine with its complement, and having reached the end of it through its expositions and declarations, it seemed to me that I should complete it for you with this treatise which is a part of operation, that is, surgery with the hand.
Quoniam operatio cum manu prostrata est in regione nostra, et tempore nostro priuata omnino: donec fortasse periit scientia eius, et abscissum est uestigium eius: et non remanserunt ex ea, nisi descriptiones paruae in libris antiquorum, quas mutauerunt manus: et accidit eis error et haesitatio, donec clausae sunt intentiones eius, et elongata est uis ipsius: Visum est mihi, ut uiuificem eam cum ordinatione huius Tractatus in ea secundum uiam ex positionis, et declarationis, et abbreuiationis: et ut ueniam cum formis ferramentorum Cauterii, et reliquorum instrumentorum operis: cum fit ex declarationis additione, et ex properatione eius quod est necesse.	Since operation with the hand has been neglected in our region and time, and perhaps the science of it has entirely perished and its trace has been lost, and only a few small descriptions remain in ancient books which have been changed by hand: and they have suffered error and doubt until their intentions were closed and its vision was lengthened. It seemed to me that I should revive it with the order of this treatise in it according to the way of exposition, declaration, and abbreviation: and that I should come with the forms of Cauterii's tools, and other instruments of work: because it is made from its addition of declaration, and its operation which is necessary.
Caussa autem propter quam non inuenitur bonus artifex eius cum manu sua in hoc nostro tempore, est: quia ars medicinae est longa, et oportet auctorem eius exercitari ante illud in scientia anatomiae, quam narrauit Galenus, donec sciat iuuamenta membrorum, et ipsorum formas, et eorum coniunctionem, et separationem, et habeat cognitionem ossium, et neruorum, et lacertorum, et numerum ipsorum, et eorum egressionem, et uenarum pulsatilium, et quietarum, et locorum exitus earum.	The reason why a good craftsman of it is not found with his own hand in our time is because the art of medicine is long, and one must be exercised in its author before that in the science of anatomy which Galen narrated, until he knows the joints of the members, and their forms, and their conjunction and separation, and has knowledge of the bones, and nerves, and tendons, and their number, and their exit, and the pulsatilium of veins, and quiet places, and the exits of their places.
Et propter illud dixit Hippocrates, quod nomen cum nomine est multum, et cum opere est paucum, et praecipue in arte manus.	And for that reason Hippocrates said that a name with a name is much, and with work is little, and especially in the art of the hand.
Nos uero iam diximus de illo in introitu huius libri.	But we have already spoken about that in the introduction of this book.
Quoniam qui non est sciens, quod diximus de anatomia, non euacuatur, quin iam cadat in errorem, quo interficiuntur homines: sicut ego uidi multos ex illis, qui formantur de hac scientia, et iactant se de ea absque scientia, et sine experimento.	Since those who are not knowledgeable about what we have said regarding anatomy cannot be purged from error, and will fall into the error by which men perish: just as I have seen many from among them who are formed from this science, and boast of it without knowledge, and without experiment.
Quod est, quia uidi medicum stolidum secuisse apostema scrophulosum in collo mulieris, et incidit quasdam arterias in collo: quare fluxit sanguis mulieris, donec cecidit mortua inter manus eius.	Which is, because I have seen a stupid doctor cut an abscess of the scrophula on the neck of a woman, and he cut some arteries in the neck: therefore the woman's blood flowed, until she fell dead in his hands.
Et uidi medicum alium, qui praesumpsit ut extraheret lapidem uiro, qui processerat in aetate, et lapis erat magnus.	And I have seen another doctor who presumed to extract a stone from a man who had grown old, and the stone was large.
Peruenit ergo ad eum, et extraxit ipsum cum frusto uesicae.	Therefore he reached him, and extracted it with a piece of the bladder.
Quare mortuus est uir in tertio die.	Therefore the man died on the third day.
Et ego quidem iam uocatus fueram ad extrahendum ipsum: et uidi ex magnitudine lapidis, et dispositione infirmi, quod moriretur.	And I myself had already been called to extract it: and I saw from the size of the stone, and the weakness of the man, that he would die.
Et uidi medicum alium, qui accipiebat stipem apud quendam Ducum terrae nostrae propter medicinam: et accidit eunucho nigro, qui erat apud ipsum, fractura in crure eius prope calcaneum: et properauit medicus cum ignorantia sua, et strinxit fracturam super uulnus cum puluinaribus, et astellis strictura forti, et non dimisit uulneri expirationem.	And I have seen another doctor who received a bribe from a certain duke of our land for medicine: and it happened to the black eunuch who was with him, a fracture near the calcaneum of his leg: and the doctor rushed with his ignorance, and he bound the fracture over the wound with cotton, and stars, and a strong bandage, and did not let out the wound's expiration.
Deinde absoluit eum secundum desyderia sua.	Then he healed him according to his own desires.
Postea dimisit eum diebus aliquot, et praecepit ei, ne solueret ligamentum: et stetit sic donec apostematum est crus eius, et ipsius pes, et peruenit ad perditionem.	Then he sent him away for several days, and commanded him not to untie the bandage: and it stayed like that until his leg was an abscess, and his foot, and it reached his destruction.
Vocatus sum ergo ad eum: et properaui ad soluendum ligamentum: et consecuta est tranquillitas, et euasit a doloribus suis.	Then I was called to him: and I rushed to untie the bandage: and there followed peace, and he escaped from his pains.
Verumtamen corruptio iam confirmata erat in membro: et non potui refraenare ipsam.	However, the corruption was already confirmed in the member: and I could not restrain it.
Pon ergo cessauit corruptio perambulare in membro, donec periit.	Therefore, the corruption ceased to walk in the member until it died.
Et uidi medicum alium, qui perforauit apostema cancerosum: et ulceratum est post dies, donec magnificata est malicia eius cum domino ipsius.	And I saw another doctor who punctured the cancerous abscess: and it became an ulcer after days, until its wickedness was revealed to its lord.
